N	2gram	Bakhtin_KF_1	Vvedenie
188	но с	1	3
189	к тому	1	3
190	в результате	1	3
191	культуры в	1	3
192	к этому	2	3
193	гораздо более	1	3
194	и до	1	2
195	из его	3	2
196	должна быть	4	2
197	что мы	1	2
198	мы уже	1	2
199	мы не	3	2
200	жизни как	5	2
201	так называемые	1	2
202	того же	1	2
203	себе и	3	2
204	его к	2	2
205	в этот	1	2
206	знать и	1	2
207	ни одна	2	2
208	не следует	1	2
209	задний план	1	2
210	и совершенно	3	2
211	в принципе	2	2
212	не к	1	2
213	в другом	3	2
214	и с	1	2
215	входит в	3	2
216	в соответствии	2	2
217	действительности в	2	2
218	обычно и	1	2
219	который по	1	2
220	но уже	1	2
221	соответствии с	2	2
222	этого не	1	2
223	несмотря на	1	2
224	другое дело	2	2
225	должно быть	6	2
226	не мог	1	2
227	момента в	1	2
228	самом своем	1	2
229	с точки	9	2
230	мысли и	1	2
231	науки но	1	2
232	том же	1	2
233	тому что	2	2
234	в отношении	1	2
235	одна из	1	2
236	например что	1	2
237	стороны своего	1	2
238	никогда не	5	2
239	ничего не	3	2
240	находятся в	1	2
241	следует что	1	2
242	до того	1	2
243	от того	3	2
244	к таким	1	2
245	именно оно	1	2
246	деятельности и	2	2
247	целое именно	1	2
248	когда мы	1	2
249	есть только	1	2
250	лежит в	1	2
251	этой книги	1	2
252	той или	3	2
253	рядом с	3	2
254	средних веков	1	2
255	так и	2	2
256	не с	1	2
257	отсюда и	3	2
258	мог бы	1	2
259	не нужно	2	2
260	для этого	2	2
261	же самое	1	2
262	в содержании	1	2
263	смысле и	2	2
264	познания и	4	2
265	только так	1	2
266	и здесь	7	2
267	и должно	1	2
268	второй половине	1	2
269	к действительности	1	2
270	в значительной	1	2
271	связь между	1	2
272	во всех	11	2
273	тем или	1	2
274	ее от	1	2
275	и требует	1	2
276	во втором	1	2
277	нуждается в	1	2
278	вообще и	1	2
279	единого и	9	2
280	если это	1	2
281	быть и	3	2
282	здесь не	3	2
283	целого и	1	2
284	и так	1	2
285	для нее	7	2
286	себя со	1	2
287	именно на	2	2
288	только на	1	2
289	мы можем	1	2
290	могло бы	4	2
291	или иной	2	2
292	в соответствующих	1	2
293	и др	1	2
294	не было	8	2
295	есть лишь	5	2
296	ближе к	3	2
297	него в	1	2
298	путь от	1	2
299	мы говорим	1	2
300	из которых	2	2
301	с этим	1	2
302	этих случаях	1	2
303	этого слова	2	2
304	это есть	2	2
305	своего содержания	1	2
306	но это	6	2
307	влечет за	1	2
308	это уже	2	2
309	и сама	1	2
310	не существует	1	2
311	на задний	1	2
312	котором он	3	2
313	между ними	1	2
314	это может	1	2
315	или нет	1	2
316	мы должны	1	2
317	ни к	2	2
318	с ней	1	2
319	он и	2	2
320	или иным	2	2
321	жизни и	8	2
322	это в	1	2
323	я и	2	1
324	не остается	2	1
325	проблемы в	1	1
326	на самом	3	1
327	в стороне	1	1
328	это и	2	1
329	в средние	1	1
330	всем что	1	1
331	можно говорить	1	1
332	права и	1	1
333	что эти	1	1
334	ведь и	1	1
335	видеть в	1	1
336	в зависимости	1	1
337	отношения к	1	1
338	и за	2	1
339	включая и	1	1
340	то для	1	1
341	та же	2	1
342	и нашей	2	1
343	определенное время	1	1
344	для нашей	1	1
345	слово не	3	1
346	и говорить	1	1
347	быть понято	1	1
348	этим не	1	1
349	истории а	1	1
350	как если	1	1
351	различия между	1	1
352	и вопрос	1	1
353	но как	5	1
354	только тогда	1	1
355	как в	2	1
356	бы себя	1	1
357	а через	1	1
358	исторический факт	1	1
359	и будет	1	1
360	нет и	3	1
361	или иное	2	1
362	и я	5	1
363	систему и	1	1
364	как к	2	1
365	в услужении	1	1
366	помнить что	1	1
367	для которой	3	1
368	и принципиально	2	1
369	и полностью	1	1
370	или иную	1	1
371	для которого	3	1
372	в которой	1	1
373	не совпадает	1	1
374	действительности а	1	1
375	и тот	1	1
376	имеем в	2	1
377	познавательного акта	2	1
378	на то	1	1
379	если он	1	1
380	вследствие этого	2	1
381	хх вв	2	1
382	на его	1	1
383	с чем	1	1
384	оно было	1	1
385	время и	5	1
386	перестает быть	1	1
387	не значит	6	1
388	он должен	1	1
389	и хх	2	1
390	вмещается в	1	1
391	котором мы	3	1
392	новое и	1	1
393	мысли как	1	1
394	из него	3	1
395	его от	1	1
396	в содержание	1	1
397	как момент	13	1
398	лишь с	2	1
399	сознание но	1	1
400	всех отношениях	2	1
401	подход к	1	1
402	то ни	2	1
403	мы его	1	1
404	а затем	1	1
405	что все	1	1
406	целое как	1	1
407	формальной а	1	1
408	лишь в	8	1
409	того или	3	1
410	то все	1	1
411	он есть	1	1
412	практически не	1	1
413	говорить в	1	1
414	его и	2	1
415	бы только	1	1
416	мысли но	1	1
417	она и	1	1
418	их для	2	1
419	нашего исследования	1	1
420	были в	1	1
421	он действительно	1	1
422	значит не	1	1
423	и того	2	1
424	соответствующих местах	1	1
425	одного и	1	1
426	стороны ее	1	1
427	в эту	1	1
428	что между	1	1
429	но поскольку	1	1
430	к предмету	1	1
431	от времени	1	1
432	не от	1	1
433	от его	5	1
434	ее ни	1	1
435	но он	1	1
436	но во	1	1
437	с разных	1	1
438	зависимости от	1	1
439	даже к	1	1
440	определении и	1	1
441	и эти	2	1
442	не должно	3	1
443	что этот	3	1
444	этом ее	1	1
445	ним в	1	1
446	не была	1	1
447	и очень	1	1
448	стороны совершенно	1	1
449	любви и	1	1
450	если и	1	1
451	не раз	1	1
452	она могла	2	1
453	мысли в	1	1
454	мышления и	2	1
455	это хорошо	1	1
456	не вытекает	1	1
457	к этим	1	1
458	не по	4	1
459	полную аналогию	1	1
460	вытекает из	2	1
461	и имеет	1	1
462	из их	1	1
463	самого по	1	1
464	не могло	1	1
465	следовательно и	1	1
466	а для	2	1
467	на язык	3	1
468	отсюда ясно	1	1
469	таким путем	1	1
470	именно она	2	1
471	за исключением	1	1
472	во всем	7	1
473	быть определено	1	1
474	чем ближе	1	1
475	в некотором	3	1
476	из пределов	1	1
477	ли это	2	1
478	не потому	2	1
479	в действительности	1	1
480	конечно здесь	1	1
481	у меня	1	1
482	превращается в	1	1
483	не задает	1	1
484	в специальном	1	1
485	в духе	1	1
486	относиться к	1	1
487	из самого	2	1
488	и другой	1	1
489	отличается от	1	1
490	должны быть	1	1
491	содержанием и	1	1
492	всего в	1	1
493	собственных имен	1	1
494	оно не	2	1
495	утверждать что	1	1
496	отсюда следует	2	1
497	смысле в	2	1
498	для себя	5	1
499	правда не	1	1
500	можно и	2	1
501	как таковым	1	1
502	и входит	1	1
503	нас от	1	1
504	и о	1	1
505	как не	1	1
506	свою очередь	1	1
507	меня в	3	1
508	это противопоставление	2	1
509	только при	1	1
510	то или	2	1
511	чтобы быть	2	1
512	та область	1	1
513	и этим	3	1
514	имеют дело	1	1
515	культуры и	5	1
516	во главе	2	1
517	что именно	1	1
518	как с	1	1
519	друг для	1	1
520	часто имеют	1	1
521	участия в	1	1
522	осуществляется в	1	1
523	бытие не	4	1
524	можно только	1	1
525	жизнь и	2	1
526	момента и	2	1
527	в определенной	2	1
528	образом в	1	1
529	но здесь	3	1
530	и та	2	1
531	другими словами	1	1
532	настоящее время	1	1
533	и из	1	1
534	не содержит	1	1
535	какие бы	1	1
536	бы то	2	1
537	только за	1	1
538	в только	1	1
539	может не	2	1
540	это было	2	1
541	все в	1	1
542	места и	4	1
543	которая сама	1	1
544	этом пути	1	1
545	нем не	1	1
546	смысле не	2	1
547	когда оно	1	1
548	но нет	2	1
549	во всей	4	1
550	есть действительно	2	1
551	и содержания	1	1
552	действительно в	1	1
553	и можно	1	1
554	в лучшем	1	1
555	нет он	1	1
556	познания в	2	1
557	объектов и	1	1
558	в литературе	1	1
559	содержания но	2	1
560	значит что	1	1
561	мы видим	1	1
562	по предмету	1	1
563	ней то	1	1
564	не со	2	1
565	а лишь	3	1
566	всех его	2	1
567	дело здесь	2	1
568	этот факт	2	1
569	себя в	8	1
570	поскольку мы	4	1
571	ее а	1	1
572	есть проблема	1	1
573	не знать	1	1
574	а это	2	1
575	то только	1	1
576	ту или	1	1
577	она действительно	1	1
578	признать его	1	1
579	истории для	1	1
580	для него	8	1
581	культура в	2	1
582	ведь это	1	1
583	дело лишь	1	1
584	слова в	2	1
585	содержания и	2	1
586	содержание и	2	1
587	ее не	1	1
588	к ним	4	1
589	бытия и	10	1
590	и никогда	1	1
591	чтобы не	2	1
592	момент в	7	1
593	были бы	2	1
594	а действительно	1	1
595	говорим о	1	1
596	и т.п	1	1
597	однако что	2	1
598	здесь в	1	1
599	все равно	1	1
600	в каких	1	1
601	смысле только	1	1
602	в определенное	2	1
603	а с	2	1
604	мы становимся	1	1
605	факта что	1	1
606	и затем	1	1
607	но есть	2	1
608	к человеку	1	1
609	этот термин	1	1
610	притом не	1	1
611	поскольку она	2	1
612	содержания это	1	1
613	жизнь в	1	1
614	процессе ее	1	1
615	мира в	6	1
616	если не	2	1
617	для этой	3	1
618	здесь именно	1	1
619	в момент	3	1
620	бы оно	2	1
621	а есть	1	1
622	и потому	2	1
623	как одно	1	1
624	его содержание	1	1
625	о возможности	1	1
626	нашему времени	1	1
627	знать что	2	1
628	областей культуры	2	1
629	быть только	8	1
630	своим содержанием	1	1
631	в первой	1	1
632	содержание но	1	1
633	только практически	1	1
634	это значит	1	1
635	есть тот	1	1
636	том смысле	1	1
637	быть не	2	1
638	слова и	1	1
639	не касается	1	1
640	как предмет	2	1
641	лучшем случае	1	1
642	но для	2	1
643	и от	1	1
644	она может	1	1
645	по поводу	1	1
646	это можно	2	1
647	в настоящее	1	1
648	а к	1	1
649	для нас	4	1
650	всего что	1	1
651	и все	7	1
652	лишь как	2	1
653	из себя	8	1
654	еще более	2	1
655	не должен	3	1
656	для друга	1	1
657	ни было	4	1
658	же в	1	1
659	себя не	3	1
660	не дает	3	1
661	отношении к	2	1
662	не исключительно	1	1
663	становления и	1	1
664	содержания не	1	1
665	в свою	3	1
666	месте в	1	1
667	и каждая	1	1
668	от своего	1	1
669	средние века	1	1
670	не быть	3	1
671	совершенно не	6	1
672	себе самому	1	1
673	в соответствующей	1	1
674	жизни а	1	1
675	или иного	3	1
676	одновременно и	1	1
677	первом случае	1	1
678	ко всему	5	1
679	самое что	1	1
680	включает в	2	1
681	просто не	1	1
682	значило бы	2	1
683	ее в	1	1
684	в своих	3	1
685	и эта	2	1
686	это понятие	1	1
687	все что	1	1
688	они не	1	1
