N	2gram	Vygotskiy__5	NovoeSre
175	нас и	2	1
176	можно сказать	2	1
177	о самом	1	1
178	понять смысл	1	1
179	обречен на	1	1
180	мы всегда	1	1
181	это должно	1	1
182	то это	4	1
183	под этим	1	1
184	разобраться в	1	1
185	в виду	4	1
186	зависимости от	7	1
187	с большим	1	1
188	гибель мы	1	1
189	на них	1	1
190	он стремился	1	1
191	в чем	1	1
192	это была	1	1
193	и во	1	1
194	весь характер	1	1
195	не могут	3	1
196	к нему	1	1
197	всей нашей	1	1
198	переходит в	1	1
199	в его	4	1
200	в эти	1	1
201	себе и	2	1
202	отличие от	2	1
203	и только	3	1
204	долго были	1	1
205	самым большим	1	1
206	в значительной	1	1
207	в своем	6	1
208	как например	2	1
209	и нет	1	1
210	что нет	1	1
211	каким путем	1	1
212	который составляет	1	1
213	говорит что	6	1
214	человека в	3	1
215	что он	17	1
216	в каком-то	1	1
217	только в	5	1
218	во всем	2	1
219	отнесены к	1	1
220	от этого	1	1
221	и такое	1	1
222	в самом	14	1
223	но под	1	1
224	бы сказать	2	1
225	то время	1	1
226	он в	2	1
227	из этих	3	1
228	в известном	1	1
229	не воспринимаются	1	1
230	но во	2	1
231	уже в	6	1
232	вопроса о	2	1
233	ко времени	1	1
234	отнести к	1	1
235	него и	1	1
236	от других	1	1
237	что вообще	1	1
238	из них	2	1
239	бы к	1	1
240	шекспира и	1	1
241	для того	20	1
242	и их	1	1
243	и когда	9	1
244	нуждается в	1	1
245	слова в	1	1
246	что единство	1	1
247	сами по	2	1
248	в конце	4	1
249	который можно	1	1
250	показал что	1	1
251	тем что	6	1
252	заключает в	4	1
253	к той	1	1
254	в нее	2	1
255	от того	4	1
256	вот что	1	1
257	в основу	4	1
258	но все	2	1
259	от нее	1	1
260	это значит	2	1
261	в последние	1	1
262	значение в	1	1
263	том случае	1	1
264	не были	1	1
265	ней и	1	1
266	из всех	1	1
267	нашей жизни	1	1
268	на ее	1	1
269	было бы	5	1
270	в каких	1	1
271	он есть	1	1
272	себя и	2	1
273	в отличие	2	1
274	что не	1	1
275	на поверхности	2	1
276	обратиться к	5	1
277	связано с	1	1
278	их не	2	1
279	превращается в	1	1
280	нет в	2	1
281	хотим сказать	1	1
282	попал в	1	1
283	в этой	5	1
284	и переживает	1	1
285	как ни	4	1
286	отказаться от	1	1
287	во взаимной	1	1
288	и соединений	1	1
289	ее на	1	1
290	когда она	3	1
291	что мы	11	1
292	и того	2	1
293	ближе к	1	1
294	одного и	2	1
295	и ему	1	1
296	он конечно	1	1
297	в эту	1	1
298	в этих	3	1
299	во время	1	1
300	уже давно	4	1
301	нашей мысли	1	1
302	и сейчас	3	1
303	будет в	1	1
304	в такой	1	1
305	на это	1	1
306	к себе	1	1
307	в котором	2	1
308	только для	1	1
309	что вся	1	1
310	установить что	1	1
311	мы в	1	1
312	нет ни	2	1
313	у нас	4	1
314	жизни с	1	1
315	в зависимости	6	1
316	в силу	3	1
317	а совсем	1	1
318	сферы в	1	1
319	но он	3	1
320	эту мысль	2	1
321	мы должны	3	1
322	есть еще	1	1
323	их в	1	1
324	в состоянии	3	1
325	во времени	1	1
326	том смысле	1	1
327	по себе	7	1
328	есть всегда	1	1
329	в той	3	1
330	смысле о	1	1
331	нас к	1	1
332	и вся	3	1
333	употреблении слов	1	1
334	и очень	1	1
335	будто бы	1	1
336	нашего чувства	1	1
337	оказывается совершенно	2	1
338	нет никакого	1	1
339	сих пор	5	1
340	так как	9	1
341	должны быть	1	1
342	человека вот	1	1
343	в сущности	12	1
344	и отдельных	1	1
345	до сих	5	1
346	совершается в	1	1
347	если взять	1	1
348	в вечной	1	1
349	чтобы разобраться	1	1
350	того и	1	1
351	в формы	1	1
352	которая в	1	1
353	чтобы понять	1	1
354	никогда еще	2	1
355	свое высшее	1	1
356	явление в	1	1
357	к ней	1	1
358	привело к	1	1
359	сложное взаимодействие	1	1
360	и его	6	1
361	все более	1	1
362	замечательно что	2	1
363	давно уже	2	1
364	сам собой	1	1
365	самое явление	1	1
366	вступает в	1	1
367	смысле в	1	1
368	в области	1	1
369	нет ничего	1	1
370	в каком	3	1
371	ему не	1	1
372	в свою	3	1
373	проблематическим и	1	1
374	и оно	1	1
375	от всех	1	1
376	того же	2	1
377	вступить в	1	1
378	жизни а	1	1
379	есть только	2	1
380	во все	1	1
381	и всех	1	1
382	в которой	3	1
383	всегда есть	1	1
384	во всяком	1	1
385	быть отнесены	1	1
386	как на	11	1
387	все что	1	1
