N	2gram	Savitsky_E_1	Problema
199	можно было	3	2
200	не кто	1	2
201	по себе	4	2
202	бы то	4	2
203	любви к	1	2
204	в значительной	2	2
205	между тем	8	2
206	от них	3	2
207	во втором	2	2
208	и только	3	2
209	вслед за	6	2
210	именно о	1	2
211	ли он	1	2
212	в какой	2	2
213	и земли	1	2
214	находим в	1	2
215	иной как	1	2
216	или же	1	2
217	по этому	1	2
218	есть в	2	2
219	конечно не	1	2
220	уже в	1	2
221	из них	3	2
222	участие в	2	2
223	всяком случае	3	2
224	доказать что	1	2
225	океана и	2	2
226	ее в	3	2
227	что не	1	2
228	то и	1	2
229	человеческой жизни	1	2
230	власти и	1	2
231	него не	1	2
232	эта идея	1	2
233	в европе	1	2
234	рода и	1	2
235	в данном	3	2
236	наряду с	2	2
237	с этой	6	2
238	один из	1	2
239	тех или	1	2
240	мира и	3	2
241	в большей	1	2
242	хотя бы	15	2
243	не будет	3	2
244	в свою	3	2
245	жизни и	2	2
246	но еще	2	2
247	во всяком	3	2
248	все что	1	2
249	том числе	1	2
250	и т	1	1
251	способны к	2	1
252	тех же	1	1
253	в стороне	3	1
254	в их	11	1
255	или ее	1	1
256	что если	2	1
257	которую мы	5	1
258	вопрос о	4	1
259	перешло от	1	1
260	на себя	3	1
261	и ее	1	1
262	что согласно	3	1
263	не чуждо	2	1
264	а другие	1	1
265	нам представляется	1	1
266	время в	3	1
267	с его	1	1
268	то мы	1	1
269	и всего	1	1
270	чем это	1	1
271	бы в	2	1
272	силы и	1	1
273	если в	2	1
274	или иное	1	1
275	в свои	2	1
276	только путем	1	1
277	что вызывает	1	1
278	которые не	1	1
279	с этим	2	1
280	для всех	1	1
281	вспомним что	1	1
282	могли бы	1	1
283	что по	1	1
284	было только	1	1
285	и наконец	2	1
286	его к	1	1
287	это происходило	1	1
288	географического мира	1	1
289	x в	3	1
290	в этот	1	1
291	или иную	3	1
292	то в	4	1
293	бы и	3	1
294	как то	1	1
295	что это	2	1
296	чуть ли	1	1
297	в нашем	1	1
298	в тех	1	1
299	если мы	1	1
300	большей части	2	1
301	и те	1	1
302	имеет для	1	1
303	но на	3	1
304	и если	2	1
305	вообще не	3	1
306	бы от	2	1
307	главным образом	2	1
308	т д	1	1
309	поскольку он	2	1
310	на одну	2	1
311	всех этих	1	1
312	эта последняя	1	1
313	состоит в	1	1
314	и по	5	1
315	находим у	1	1
316	от нее	1	1
317	то чтобы	1	1
318	они должны	1	1
319	единое целое	1	1
320	поэзии и	1	1
321	она получила	1	1
322	говорить не	1	1
323	времени в	1	1
324	входит в	1	1
325	дать ей	1	1
326	по природе	1	1
327	сейчас в	1	1
328	человечества но	1	1
329	например с	2	1
330	весь мир	1	1
331	и творчества	2	1
332	является более	1	1
333	ту или	3	1
334	здесь можно	1	1
335	или из	1	1
336	чем в	4	1
337	для тех	1	1
338	и некоторые	3	1
339	такой же	2	1
340	их на	1	1
341	с более	3	1
342	в такой	1	1
343	племен которые	1	1
344	большей степени	1	1
345	не как	1	1
346	далее в	1	1
347	для всякого	1	1
348	на рубеже	1	1
349	конечно то	1	1
350	творчества и	1	1
351	только те	2	1
352	вполне могут	1	1
353	возвращается к	1	1
354	культурной жизни	4	1
355	даже в	4	1
356	нас к	2	1
357	тому что	1	1
358	если и	1	1
359	и науки	1	1
360	о будущем	1	1
361	можно ли	3	1
362	вплоть до	1	1
363	тем самым	5	1
364	что эта	1	1
365	этого же	1	1
366	с теми	1	1
367	и хозяйства	1	1
368	не имеет	4	1
369	чтобы в	1	1
370	и имеет	2	1
371	можно судить	1	1
372	он мог	1	1
373	для всего	1	1
374	это мы	1	1
375	правда в	1	1
376	именно с	1	1
377	же время	14	1
378	можно усмотреть	1	1
379	к античной	1	1
380	к ней	4	1
381	во всем	1	1
382	в перспективе	4	1
383	со своим	1	1
384	следует что	1	1
385	является ли	3	1
386	уже о	1	1
387	если оставить	1	1
388	когда мы	1	1
389	в состав	1	1
390	оставить в	2	1
391	той или	4	1
392	свое значение	1	1
393	историческое значение	1	1
394	только одно	2	1
395	подтверждение в	1	1
396	она не	2	1
397	бы ни	3	1
398	и это	1	1
399	смысле что	1	1
400	но по	2	1
401	с ее	1	1
402	говоря уже	2	1
403	на основе	2	1
404	которые как	1	1
405	человеческой истории	1	1
406	то или	1	1
407	что само	1	1
408	значение в	1	1
409	и когда	1	1
410	вышла из	1	1
411	те же	1	1
412	мог бы	2	1
413	когда в	1	1
414	имеется в	1	1
415	поэтому в	1	1
416	со стороны	5	1
417	дыма без	1	1
418	сводится к	1	1
419	римской империи	1	1
420	является весьма	1	1
421	его жизни	1	1
422	притом в	2	1
423	или на	1	1
424	аналогии с	1	1
425	ее от	2	1
426	в другой	2	1
427	и можно	2	1
428	перед тем	1	1
429	человеческого рода	2	1
430	и следовательно	1	1
431	следовало бы	2	1
432	насколько можно	1	1
433	но с	2	1
434	себя с	1	1
435	что наряду	1	1
436	в новой	1	1
437	в двух	1	1
438	а если	1	1
439	речи о	1	1
440	одной из	5	1
441	этот вопрос	2	1
442	мы увидим	1	1
443	и внутри	1	1
444	являет собой	1	1
445	этот факт	3	1
446	об их	1	1
447	за всех	1	1
448	некоторым образом	1	1
449	море и	2	1
450	в большинстве	2	1
451	большинстве случаев	3	1
452	и других	2	1
453	но совершенно	1	1
454	связывается с	1	1
455	что для	1	1
456	был бы	1	1
457	одно из	1	1
458	себе в	3	1
459	в новом	1	1
460	человечества на	1	1
461	в существе	2	1
462	но более	1	1
463	мыслящего человека	1	1
464	тому же	1	1
465	к ним	3	1
466	не о	1	1
467	составных частей	1	1
468	как его	1	1
469	бытия и	1	1
470	заметить что	2	1
471	этом отношении	3	1
472	от того	1	1
473	и научное	1	1
474	имеет значение	1	1
475	или иной	4	1
476	даже не	1	1
477	или иначе	1	1
478	к которым	5	1
479	на которые	1	1
480	в год	2	1
481	толкования его	1	1
482	в англии	1	1
483	не было	1	1
484	их можно	1	1
485	света и	1	1
486	а на	1	1
487	поскольку она	2	1
488	не на	4	1
489	нем и	1	1
490	зависит от	1	1
491	в ту	1	1
492	старого мира	1	1
493	и азии	8	1
494	воды и	1	1
495	россия перед	1	1
496	так называемых	1	1
497	входить в	1	1
498	роль но	1	1
499	и потому	5	1
500	как это	4	1
501	как одно	1	1
502	или по	2	1
503	то можно	1	1
504	о возможности	1	1
505	не сразу	1	1
506	подобно этому	1	1
507	одновременно с	1	1
508	могут быть	2	1
509	в пределы	3	1
510	даже с	1	1
511	там где	3	1
512	том смысле	1	1
513	с некоторым	1	1
514	что из	1	1
515	но это	1	1
516	на существование	1	1
517	и таким	2	1
518	между прочим	7	1
519	числе и	1	1
520	однако не	1	1
521	в полном	1	1
522	с большой	2	1
523	в более	1	1
524	только одна	1	1
525	в мировой	1	1
526	перед собой	1	1
527	не отрицает	1	1
528	выше не	1	1
529	и от	3	1
530	нет дыма	1	1
531	что оно	1	1
532	в силах	1	1
533	что некоторые	1	1
534	из себя	1	1
535	тем более	4	1
536	мы должны	2	1
537	мы думаем	1	1
538	ни было	4	1
539	именно об	1	1
540	вступать в	1	1
541	с ними	1	1
542	хотели бы	1	1
543	всего мира	1	1
544	с ней	1	1
545	не говоря	2	1
546	сказали бы	1	1
547	но когда	1	1
548	будет ли	2	1
549	того или	4	1
550	в своих	2	1
551	это в	1	1
552	этой точки	5	1
