N	2gram	Potebnia_M_2	EvropaiC
186	что если	6	3
187	таким же	1	3
188	только те	1	3
189	образом в	4	3
190	для нас	31	3
191	во всем	2	3
192	уже и	1	3
193	от того	5	3
194	у нас	2	3
195	должны быть	4	3
196	основаны на	1	3
197	что оно	4	3
198	как для	2	3
199	ничего общего	1	3
200	всегда будет	1	3
201	и это	2	3
202	то ни	1	3
203	и вообще	3	3
204	с одной	4	3
205	то они	1	3
206	тот же	5	3
207	сказали что	1	3
208	конечно не	1	3
209	различия в	1	3
210	при помощи	1	3
211	и других	2	3
212	может служить	1	3
213	каждый из	1	3
214	отличие от	1	3
215	прежде всего	7	3
216	же не	1	3
217	в связи	2	3
218	ко всем	2	3
219	и потому	2	3
220	в с	1	3
221	что только	2	3
222	не то	2	3
223	от него	4	3
224	бы в	2	3
225	тем более	1	3
226	только что	3	3
227	а в	8	3
228	что мы	11	3
229	указывают на	2	3
230	можно назвать	2	3
231	ту же	1	2
232	которого в	1	2
233	тех же	1	2
234	этого последнего	3	2
235	в котором	4	2
236	и до	1	2
237	мы и	1	2
238	же что	3	2
239	в ней	3	2
240	свою очередь	6	2
241	двух или	1	2
242	от себя	2	2
243	бы то	1	2
244	тем как	2	2
245	во всяком	7	2
246	друг к	1	2
247	но как	1	2
248	заметим что	1	2
249	в сторону	1	2
250	только тогда	3	2
251	существование в	1	2
252	что они	5	2
253	же мало	1	2
254	общего с	2	2
255	есть в	2	2
256	то в	1	2
257	но на	2	2
258	что она	3	2
259	не следует	1	2
260	по степени	1	2
261	о которой	3	2
262	при виде	3	2
263	он должен	1	2
264	том чтобы	1	2
265	которые носят	1	2
266	одной и	2	2
267	из него	1	2
268	а это	2	2
269	же касается	1	2
270	к другу	1	2
271	то есть	30	2
272	всех остальных	1	2
273	в глазах	1	2
274	смотреть на	1	2
275	между отдельными	1	2
276	в них	5	2
277	и уже	5	2
278	мы видели	1	2
279	такой же	4	2
280	в эту	3	2
281	но если	2	2
282	давно уже	1	2
283	никто не	1	2
284	представить себе	1	2
285	мы разумеем	1	2
286	на каждом	1	2
287	в которых	1	2
288	большего или	1	2
289	или меньшего	1	2
290	и более	1	2
291	тому что	2	2
292	то с	1	2
293	между людьми	1	2
294	тем самым	4	2
295	тогда когда	10	2
296	одна из	4	2
297	на себе	1	2
298	на него	3	2
299	в процессе	1	2
300	из предыдущего	1	2
301	только не	1	2
302	верно то	1	2
303	в самой	3	2
304	невозможно но	2	2
305	и весь	2	2
306	этих двух	1	2
307	на этом	2	2
308	заключает в	4	2
309	доказать что	1	2
310	что на	3	2
311	к таким	2	2
312	сходство с	1	2
313	понять что	1	2
314	имеет место	2	2
315	должен быть	1	2
316	как мы	1	2
317	как не	3	2
318	рассматривать как	1	2
319	только при	1	2
320	на нашу	1	2
321	выше что	1	2
322	в себя	2	2
323	или нескольких	1	2
324	на том	1	2
325	и сам	1	2
326	что у	2	2
327	на нее	1	2
328	те же	3	2
329	это впечатление	1	2
330	все его	1	2
331	а к	2	2
332	в другом	2	2
333	и поэтому	2	2
334	же время	2	2
335	все в	1	2
336	к нему	1	2
337	которой мы	2	2
338	во втором	1	2
339	в ту	1	2
340	если это	2	2
341	для самого	4	2
342	было бы	13	2
343	но так	1	2
344	но с	1	2
345	и так	1	2
346	к психологии	1	2
347	между этими	1	2
348	жизни и	1	2
349	этом что	1	2
350	то и	9	2
351	ни было	3	2
352	то которое	1	2
353	одно из	3	2
354	для него	10	2
355	всяком случае	7	2
356	вовсе не	9	2
357	к ним	1	2
358	из нее	1	2
359	при отсутствии	1	2
360	которые могут	4	2
361	как при	3	2
362	до тех	1	2
363	всеми этими	1	2
364	и только	6	2
365	не было	6	2
366	с общим	2	2
367	однако это	1	2
368	только один	4	2
369	себя и	2	2
370	что для	3	2
371	одной стороны	3	2
372	при более	1	2
373	во внимание	1	2
374	в одно	8	2
375	будет иметь	1	2
376	все то	1	2
377	независимо от	9	2
378	но не	12	2
379	что же	1	2
380	многих других	1	2
381	этого слова	6	2
382	только то	1	2
383	с этой	1	2
384	между прочим	4	2
385	ни для	1	2
386	но для	1	2
387	при таком	1	2
388	том виде	1	2
389	не более	1	2
390	на более	2	2
391	на такой	1	2
392	не от	5	2
393	с ними	3	2
394	между ними	2	2
395	в свою	6	2
396	два человека	1	2
397	они не	4	2
398	я и	1	1
399	можем определить	1	1
400	говоря о	3	1
401	например в	3	1
402	предполагает что	2	1
403	он может	1	1
404	силу не	1	1
405	на деле	3	1
406	по которым	1	1
407	во-первых потому	1	1
408	той же	3	1
409	отношения к	2	1
410	а как	1	1
411	есть не	5	1
412	должна бы	1	1
413	из всего	1	1
414	мы не	11	1
415	же процесса	1	1
416	что между	1	1
417	которую мы	1	1
418	не во	2	1
419	уже более	1	1
420	на место	1	1
421	из своих	1	1
422	единство и	1	1
423	этом не	1	1
424	что многие	2	1
425	время как	4	1
426	ему самому	1	1
427	для наблюдателя	1	1
428	низкой степени	1	1
429	указали выше	1	1
430	в народных	1	1
431	собою и	2	1
432	к своему	1	1
433	единство их	1	1
434	и самого	1	1
435	на них	1	1
436	при сравнении	1	1
437	на их	1	1
438	если так	1	1
439	с его	2	1
440	только после	2	1
441	не отличается	1	1
442	бы не	5	1
443	в создании	3	1
444	предположим что	1	1
445	но тогда	1	1
446	а только	8	1
447	друг на	1	1
448	то найдем	1	1
449	если в	3	1
450	можем не	1	1
451	себе и	1	1
452	со стороны	3	1
453	ее он	1	1
454	чего будет	1	1
455	вызывает в	1	1
456	что во	2	1
457	если она	1	1
458	как в	10	1
459	что именно	1	1
460	бы при	2	1
461	тем с	1	1
462	помнить что	3	1
463	однако не	1	1
464	перед нами	1	1
465	этого еще	1	1
466	и как	6	1
467	психологии но	1	1
468	его проявление	1	1
469	себе на	1	1
470	его к	1	1
471	тем же	3	1
472	мысли действительно	1	1
473	часть этого	1	1
474	в этот	1	1
475	и кто	1	1
476	себе как	1	1
477	именно того	1	1
478	мы получаем	1	1
479	бы с	1	1
480	он в	1	1
481	рассказ о	1	1
482	хотя мы	2	1
483	моего знакомого	1	1
484	нами в	1	1
485	объективным а	1	1
486	во многих	3	1
487	он найдет	1	1
488	чем сильнее	3	1
489	как оно	2	1
490	главным образом	4	1
491	раз навсегда	1	1
492	от которого	1	1
493	зависит не	1	1
494	перестает быть	2	1
495	роли в	1	1
496	одно целое	4	1
497	и еще	1	1
498	к одному	1	1
499	близким к	1	1
500	кажется нам	2	1
501	наших глазах	1	1
502	свою силу	1	1
503	но вместе	2	1
504	одно и	2	1
505	всех отношениях	1	1
506	в каждом	2	1
507	тем в	1	1
508	остальные части	1	1
509	различие между	1	1
510	не полное	2	1
511	входит в	1	1
512	это было	2	1
513	с другими	5	1
514	он есть	1	1
515	и тем	3	1
516	делает его	1	1
517	есть всегда	1	1
518	цветов радуги	1	1
519	кажется что	3	1
520	известным образом	1	1
521	само собою	2	1
522	рядом с	3	1
523	этого не	2	1
524	а за	1	1
525	на друга	1	1
526	его сознании	1	1
527	в чистом	1	1
528	в развитии	1	1
529	можно считать	1	1
530	не замечает	1	1
531	что восприятие	1	1
532	какой именно	1	1
533	должны принять	1	1
534	лучше всего	1	1
535	искать в	3	1
536	бы на	1	1
537	что такое	2	1
538	можно найти	1	1
539	на первых	1	1
540	не к	1	1
541	что я	1	1
542	для всякого	1	1
543	полученные ими	1	1
544	которые должны	1	1
545	и той	2	1
546	в первое	1	1
547	но он	2	1
548	друг другу	1	1
549	одинаково для	1	1
550	состоит в	2	1
551	по крайней	5	1
552	и эти	1	1
553	на другую	1	1
554	более сложные	1	1
555	важную роль	1	1
556	их в	2	1
557	того кто	3	1
558	покоится на	1	1
559	случае мы	1	1
560	проч но	2	1
561	а от	3	1
562	а а	2	1
563	есть нечто	3	1
564	и другое	4	1
565	самого начала	2	1
566	для каждого	1	1
567	не имеет	6	1
568	на котором	1	1
569	и притом	3	1
570	наблюдать как	1	1
571	к этим	1	1
572	или лучше	1	1
573	не вызывает	1	1
574	мы воспринимаем	1	1
575	может только	1	1
576	вытекает из	2	1
577	судя по	5	1
578	нельзя не	1	1
579	существующие в	1	1
580	не имели	1	1
581	дело в	1	1
582	другой только	1	1
583	именно с	1	1
584	процесс вполне	1	1
585	воспринимаем в	1	1
586	два различных	1	1
587	с нами	2	1
588	таким путем	4	1
589	к ней	2	1
590	на природу	2	1
591	это слово	1	1
592	и его	2	1
593	мы бы	2	1
594	всякий кто	1	1
595	другой но	1	1
596	и свою	1	1
597	только с	1	1
598	которая по	1	1
599	не потому	1	1
600	не совсем	3	1
601	начиная с	1	1
602	есть только	6	1
603	и другой	1	1
604	не знаем	2	1
605	на известное	1	1
606	скорее в	1	1
607	бы он	1	1
608	с такою	2	1
609	отсюда вытекает	2	1
610	для себя	1	1
611	сходства между	2	1
612	оно может	2	1
613	всех сторон	1	1
614	бы их	1	1
615	но при	1	1
616	на нем	1	1
617	здесь не	1	1
618	без всякого	1	1
619	факт не	1	1
620	из приведенных	1	1
621	которые все	1	1
622	представим себе	1	1
623	мысль о	7	1
624	каждый раз	1	1
625	с самого	2	1
626	лучше сказать	1	1
627	то время	4	1
628	так в	4	1
629	вопрос что	1	1
630	как с	1	1
631	невозможно и	2	1
632	те условия	1	1
633	даже что	1	1
634	когда другая	1	1
635	сам он	1	1
636	вопрос этот	1	1
637	есть единственный	1	1
638	к тем	1	1
639	не были	1	1
640	не исчерпывается	1	1
641	а эта	1	1
642	ничего не	1	1
643	стремление к	2	1
644	будет уже	1	1
645	находится в	3	1
646	и работа	1	1
647	быть в	1	1
648	и та	1	1
649	язык и	1	1
650	но мы	3	1
651	никак не	1	1
652	что каждый	1	1
653	и просто	1	1
654	связанной с	1	1
655	образом мы	2	1
656	к истине	1	1
657	всегда может	1	1
658	ее от	1	1
659	от них	3	1
660	не противоречит	2	1
661	на одном	1	1
662	этом и	1	1
663	без которого	1	1
664	крайней мере	5	1
665	в другой	1	1
666	частью в	1	1
667	всякого другого	1	1
668	и следовательно	2	1
669	совсем в	1	1
670	связь между	2	1
671	эти последние	2	1
672	все члены	1	1
673	тех пор	1	1
674	основанное на	1	1
675	один из	2	1
676	видели что	1	1
677	совсем не	2	1
678	мы видим	2	1
679	менее в	1	1
680	найдем что	1	1
681	как нечто	1	1
682	к их	1	1
683	каждом шагу	1	1
684	том какой	1	1
685	по мнению	1	1
686	что так	1	1
687	бы ни	5	1
688	согласно с	3	1
689	с которыми	2	1
690	же и	1	1
691	для всех	1	1
692	с нею	2	1
693	уже не	4	1
694	уже в	5	1
695	только на	1	1
696	в нашей	2	1
697	этого нельзя	1	1
698	ее из	1	1
699	а то	2	1
700	здесь будет	1	1
701	в порядок	2	1
702	мы находим	2	1
703	для меня	4	1
704	друг друга	2	1
705	оно стало	1	1
706	заметить что	6	1
707	тем что	7	1
708	в других	4	1
709	указание на	2	1
710	следует признать	1	1
711	даже и	2	1
712	такие которые	2	1
713	бы это	1	1
714	что чувство	2	1
715	на стороне	1	1
716	были бы	1	1
717	и постепенно	1	1
718	с другим	1	1
719	не раньше	1	1
720	же которые	1	1
721	связаны с	1	1
722	тот который	1	1
723	а именно	1	1
724	к которому	2	1
725	когда два	1	1
726	и затем	2	1
727	точке зрения	2	1
728	только по	3	1
729	не без	1	1
730	на основании	1	1
731	была самая	1	1
732	а на	1	1
733	кто знает	1	1
734	себе никаких	1	1
735	та часть	1	1
736	а не	18	1
737	зависит от	2	1
738	меньшей интенсивности	1	1
739	так когда	1	1
740	долго и	1	1
741	и психологии	1	1
742	когда же	1	1
743	в психологическом	1	1
744	душевной жизни	7	1
745	на которые	1	1
746	к сознанию	1	1
747	виде в	1	1
748	считать не	1	1
749	то не	3	1
750	эти слова	1	1
751	есть следствие	1	1
752	некоторые из	1	1
753	поэтому если	1	1
754	такие различия	1	1
755	в человеке	4	1
756	что за	2	1
757	а если	1	1
758	если они	1	1
759	многое из	1	1
760	смысле этого	3	1
761	при непосредственном	1	1
762	могут быть	8	1
763	а потом	1	1
764	для их	2	1
765	из сил	1	1
766	их отношение	1	1
767	быть не	3	1
768	сознавать что	1	1
769	и самих	1	1
770	только для	5	1
771	все остальные	5	1
772	в различной	1	1
773	близкий к	1	1
774	еще для	1	1
775	в более	1	1
776	под словом	1	1
777	другие но	1	1
778	не имея	1	1
779	тогда не	1	1
780	тождественно с	2	1
781	есть одно	1	1
782	мы только	1	1
783	которого они	1	1
784	какое положение	1	1
785	но когда	1	1
786	всего можно	1	1
787	или нет	3	1
788	нужно чтобы	1	1
789	в большей	1	1
790	отличия от	1	1
791	или не	5	1
792	в памяти	5	1
793	даже при	2	1
794	над собою	2	1
795	что слова	1	1
796	две стороны	1	1
797	был до	1	1
798	сказать что	2	1
799	была бы	1	1
800	от всех	1	1
801	душевная жизнь	1	1
802	нет но	3	1
803	мы считаем	1	1
804	взгляда на	2	1
805	не замечать	1	1
806	что ни	2	1
807	приняли за	1	1
808	всем этом	2	1
809	только случайно	1	1
810	но еще	1	1
811	жизни народов	1	1
812	ее в	1	1
813	в своих	1	1
814	точно так	9	1
815	этой цели	1	1
816	не имеющее	1	1
