N	2gram	Medvedev_F_1	Myslijsy
559	его понимании	1	1
560	числе и	1	1
561	по возможности	1	1
562	его с	2	1
563	определить ее	2	1
564	они и	1	1
565	свое значение	1	1
566	поэзии как	1	1
567	значение как	1	1
568	что при	1	1
569	в каждой	1	1
570	в применении	2	1
571	замечаем что	2	1
572	значение это	1	1
573	правда не	1	1
574	на наших	2	1
575	при таком	4	1
576	значения и	2	1
577	то она	1	1
578	от друга	2	1
579	нужно сказать	1	1
580	извне а	1	1
581	в произведении	2	1
582	с самого	1	1
583	или для	2	1
584	ясно что	3	1
585	в пределах	6	1
586	роль в	1	1
587	и иные	1	1
588	как с	2	1
589	привести в	1	1
590	в другом	1	1
591	языке в	1	1
592	что также	1	1
593	к действительности	2	1
594	сознания и	1	1
595	во второй	1	1
596	внутреннем мире	1	1
597	как у	1	1
598	в словах	1	1
599	слова такова	1	1
600	смысле и	1	1
601	познания природы	1	1
602	о ней	1	1
603	это понимание	1	1
604	не был	1	1
605	это то	1	1
606	настоящее время	10	1
607	нее других	1	1
608	что каждый	1	1
609	и важно	1	1
610	история искусства	4	1
611	а также	1	1
612	может не	1	1
613	науке и	1	1
614	и научной	1	1
615	на основе	6	1
616	и слишком	2	1
617	это в	1	1
618	ее от	2	1
619	и требует	1	1
620	от них	1	1
621	и во	1	1
622	и всякая	2	1
623	словом чтобы	1	1
624	на одном	1	1
625	сама литература	1	1
626	в форме	1	1
627	непосредственно в	5	1
628	вслед за	1	1
629	что бы	5	1
630	это художественное	1	1
631	и всякое	3	1
632	на отдельные	1	1
633	оно еще	1	1
634	эти последние	1	1
635	не механическое	1	1
636	значение не	1	1
637	и влияние	1	1
638	одной из	2	1
639	история литературы	9	1
640	только содержание	1	1
641	к нашему	1	1
642	его место	2	1
643	мысли нужно	1	1
644	и поэтическое	1	1
645	по мнению	1	1
646	с соответствующими	1	1
647	или же	3	1
648	философии но	1	1
649	отношении в	1	1
650	вопрос об	2	1
651	кроме этого	1	1
652	с одной	4	1
653	же он	1	1
654	из которого	1	1
655	не имеющие	2	1
656	в единстве	7	1
657	чтобы он	2	1
658	а это	1	1
659	в душе	2	1
660	чем сложнее	1	1
661	из них	1	1
662	участие в	1	1
663	и понимание	1	1
664	к содержанию	1	1
665	что содержание	2	1
666	получить не	1	1
667	могло бы	2	1
668	содержания а	1	1
669	иногда и	1	1
670	у него	1	1
671	не выходя	1	1
672	с действительностью	1	1
673	образом не	1	1
674	ближайшим образом	4	1
675	но из	1	1
676	перейти к	2	1
677	и обратно	1	1
678	за пределы	2	1
679	его себе	1	1
680	здесь в	2	1
681	значения в	1	1
682	этого значения	1	1
683	к которому	2	1
684	а с	1	1
685	своего собственного	1	1
686	предмет и	1	1
687	прежде всего	22	1
688	тонкие и	1	1
689	одной стороны	4	1
690	в готовые	1	1
691	здесь дело	1	1
692	у человека	1	1
693	слове в	1	1
694	цельное и	1	1
695	то по	1	1
696	в изучении	1	1
697	в бытии	1	1
698	сходится с	1	1
699	однако не	2	1
700	между этими	1	1
701	что перед	1	1
702	взглядах на	1	1
703	под влиянием	2	1
704	его как	3	1
705	в связи	4	1
706	к камню	1	1
707	в частности	4	1
708	в непрерывном	1	1
709	что раньше	1	1
710	как это	6	1
711	если она	1	1
712	и история	3	1
713	к своему	1	1
714	xix века	1	1
715	влияния на	2	1
716	до настоящего	2	1
717	другу и	1	1
718	это делается	1	1
719	она есть	2	1
720	в последнем	1	1
721	этой последней	4	1
722	смысле этого	3	1
723	лишенным всякой	1	1
724	делу не	1	1
725	образ и	1	1
726	из этой	2	1
727	в первой	1	1
728	дает ей	1	1
729	это значит	1	1
730	в объяснении	1	1
731	к произведению	1	1
732	стремления к	1	1
733	этот не	1	1
734	упуская из	1	1
735	о противопоставлении	1	1
736	как из	1	1
737	не могло	5	1
738	того она	1	1
739	к новому	2	1
740	вещь а	1	1
741	мире а	2	1
742	все же	3	1
743	произведений и	1	1
744	слова но	1	1
745	совершается в	2	1
746	потому не	1	1
747	не подлежит	1	1
748	или в	1	1
749	понять что	1	1
750	его не	2	1
751	мира и	1	1
752	думает что	1	1
753	об искусстве	3	1
754	в настоящее	10	1
755	перестать быть	1	1
756	или другой	1	1
757	к одной	1	1
758	ее и	1	1
759	лишь как	5	1
760	у них	3	1
761	и самое	1	1
762	ни понимали	1	1
763	и смысл	1	1
764	на языке	2	1
765	от всего	1	1
766	зрения в	1	1
767	его жизнь	1	1
768	ее в	1	1
769	и необходимо	1	1
770	же в	3	1
771	искусства науки	2	1
772	бы оно	2	1
773	к делу	1	1
774	отношении к	2	1
775	система в	1	1
776	менее в	1	1
777	нам в	1	1
778	ее развития	1	1
779	говорить на	2	1
780	а о	1	1
781	две формы	1	1
782	не знает	1	1
783	другой стороны	1	1
784	существует в	1	1
785	была бы	2	1
786	общего с	1	1
787	от всех	3	1
788	от поэзии	1	1
789	закрыв глаза	1	1
790	при изучении	1	1
791	себе но	1	1
792	ли они	1	1
793	жизни и	7	1
794	увидим что	1	1
795	и эта	1	1
796	как на	4	1
797	том числе	1	1
798	ничего общего	1	1
