N	2gram	Medvedev_F_3	SlovoVZh
127	из этого	4	3
128	не должна	1	3
129	по себе	4	3
130	произведения и	3	3
131	художественное произведение	11	3
132	сих пор	1	3
133	не менее	7	3
134	все это	7	3
135	но для	2	3
136	и для	6	3
137	ее и	2	3
138	с ним	1	3
139	или не	1	3
140	отношении к	1	3
141	в каком	2	3
142	социальные оценки	1	3
143	от этой	1	2
144	как не	2	2
145	и то	1	2
146	как это	4	2
147	социальная оценка	19	2
148	в себя	1	2
149	и самое	1	2
150	и совершенно	1	2
151	те же	3	2
152	вещи и	1	2
153	со всех	1	2
154	мы имеем	1	2
155	слово взятое	1	2
156	совпадает с	2	2
157	истории литературы	6	2
158	и здесь	1	2
159	искусства и	1	2
160	и та	1	2
161	настоящее время	1	2
162	с его	2	2
163	но мы	1	2
164	и что	3	2
165	произведение и	1	2
166	между собой	4	2
167	оценок и	2	2
168	как форма	1	2
169	выбор содержания	1	2
170	тем как	1	2
171	но конечно	1	2
172	данном случае	4	2
173	в данном	6	2
174	и предложения	1	2
175	к слову	1	2
176	в его	7	2
177	что и	2	2
178	в форме	1	2
179	и содержания	2	2
180	этого общения	1	2
181	независимо от	5	2
182	с чисто	1	2
183	формой и	1	2
184	в своем	2	2
185	в формах	2	2
186	кроме того	1	2
187	метод в	2	2
188	дело с	3	2
189	в какой	3	2
190	и потому	5	2
191	и так	1	2
192	в самое	2	2
193	в настоящее	1	2
194	бы не	2	2
195	с одной	1	2
196	выражение в	1	2
197	уже в	4	2
198	и те	4	2
199	имеем в	1	2
200	жизнью и	2	2
201	он не	1	2
202	определяет и	1	2
203	перестает быть	2	2
204	не так	1	2
205	содержания и	4	2
206	в корне	4	2
207	допустим что	2	2
208	в зависимости	5	2
209	мы можем	4	2
210	общения и	2	2
211	форма в	2	2
212	одно и	1	2
213	но все	1	2
214	на все	2	2
215	с другими	1	2
216	это не	3	2
217	может стать	3	2
218	до известной	2	2
219	форму и	1	2
220	оно не	3	2
221	высказывание как	5	2
222	социальной жизни	4	2
223	литературы с	1	2
224	более того	6	2
225	одной стороны	1	2
226	можем сказать	1	2
227	соприкасается с	1	2
228	зависит от	1	2
229	до конца	4	2
230	самое слово	1	2
231	другой стороны	5	2
232	была бы	2	2
233	там где	7	2
234	может опираться	1	2
235	оценки и	6	2
236	автора и	1	2
237	смысл и	4	2
238	имеет место	3	2
239	в момент	1	2
240	нет ничего	1	2
241	вместе с	6	2
242	в отношении	2	2
243	к его	3	2
244	но не	5	2
245	место в	10	2
246	находит в	1	2
247	высказывания с	1	2
248	самое справедливо	1	2
249	высказывания и	5	2
250	быть только	2	2
251	вместе со	1	2
252	форму в	1	2
253	с этой	1	2
254	она не	4	2
255	с точки	14	2
256	является для	3	2
257	в условиях	3	2
258	такой же	2	2
259	в основном	2	2
260	высказывания так	1	2
261	тогда когда	4	2
262	слова так	1	2
263	в то	7	2
264	и притом	2	2
265	на него	1	2
266	за его	1	2
267	известной степени	2	2
268	идеологического творчества	6	2
269	ничего не	2	2
270	но отнюдь	1	2
271	а к	2	2
272	и все	8	2
273	высказывания она	1	2
274	и поэтическое	1	2
275	все они	1	2
276	в этих	3	2
277	есть уже	1	2
278	но это	2	2
279	бы оно	1	2
280	между ними	15	2
281	от всех	4	2
282	стороны и	2	2
283	но этот	1	2
284	слагается из	1	2
285	могут быть	4	2
286	же самое	3	2
287	что в	8	2
288	не есть	4	2
289	форма должна	1	2
290	к этому	2	2
291	если же	5	2
292	же нам	1	1
293	и это	2	1
294	произведения но	4	1
295	ту же	2	1
296	является задачей	1	1
297	субъективного сознания	4	1
298	же как	3	1
299	как мы	8	1
300	и о	1	1
301	и художественное	2	1
302	чтобы не	2	1
303	с ее	2	1
304	момент в	1	1
305	сошлись бы	1	1
306	сам по	1	1
307	а из	1	1
308	на основе	1	1
309	совершенно ясно	1	1
310	содержания которые	1	1
311	это и	2	1
312	вне искусства	3	1
313	нам кажется	2	1
314	тем же	7	1
315	определить как	1	1
316	могут выйти	1	1
317	только то	3	1
318	в произведении	3	1
319	с самого	1	1
320	не те	1	1
321	идет речь	1	1
322	все целое	1	1
323	не имеют	1	1
324	в рамки	2	1
325	высшей степени	2	1
326	с таким	2	1
327	определяется в	1	1
328	процессе этого	2	1
329	художественное творчество	1	1
330	из двух	1	1
331	можно было	1	1
332	и взаимоотношения	1	1
333	обойтись без	2	1
334	образом самая	1	1
335	мы уже	3	1
336	живое историческое	1	1
337	отличная от	2	1
338	это событие	1	1
339	форму его	1	1
340	и приемов	1	1
341	формы социальная	1	1
342	как единство	1	1
343	в жизненной	1	1
344	этот герой	1	1
345	это только	2	1
346	жизнь и	3	1
347	та же	1	1
348	что уже	2	1
349	является в	2	1
350	единство и	1	1
351	для этого	2	1
352	из одного	2	1
353	высказывания в	1	1
354	творчества с	1	1
355	так именно	1	1
356	грамматические формы	1	1
357	выставить обратное	1	1
358	социальной действительности	1	1
359	мы ощущаем	1	1
360	выражение она	1	1
361	сводится к	5	1
362	не знают	2	1
363	так называемые	2	1
364	общения в	1	1
365	необходимо но	1	1
366	всех сторон	2	1
367	определенным образом	1	1
368	за пределами	1	1
369	но при	2	1
370	стороны его	3	1
371	быть понято	4	1
372	что каждый	2	1
373	словаря а	1	1
374	от высказывания	1	1
375	высказывание является	1	1
376	там же	1	1
377	не найдем	1	1
378	установку на	1	1
379	и который	1	1
380	ими от	2	1
381	столь же	3	1
382	оно ни	1	1
383	в значительной	1	1
384	так если	1	1
385	произведение является	1	1
386	во всех	3	1
387	и во	2	1
388	положения и	1	1
389	то слово	1	1
390	и особенности	1	1
391	важно не	2	1
392	то мы	3	1
393	все в	1	1
394	то в	2	1
395	от его	3	1
396	его смысла	4	1
397	кругозор говорящих	2	1
398	общения между	1	1
399	коем случае	1	1
400	лишь поскольку	1	1
401	в общем	2	1
402	менее всего	4	1
403	всего определяется	1	1
404	искусства в	3	1
405	себе и	1	1
406	того в	1	1
407	что они	5	1
408	только социологией	1	1
409	лингвистическое явление	1	1
410	они действительно	1	1
411	именно в	1	1
412	сама по	1	1
413	каково бы	1	1
414	высказывание следовательно	2	1
415	разрешена если	1	1
416	нем и	2	1
417	слов и	4	1
418	же справедливо	1	1
419	от целого	1	1
420	каких бы	1	1
421	в кругозор	2	1
422	них оценки	2	1
423	в лучшем	1	1
424	в слово	1	1
425	в одной	5	1
426	не входят	1	1
427	что именно	5	1
428	и мир	2	1
429	она определяет	3	1
430	оставаясь в	1	1
431	в современной	1	1
432	далее мы	1	1
433	различных моментов	1	1
434	как например	1	1
435	высказывание от	1	1
436	не перестает	3	1
437	не связанные	1	1
438	социальной оценки	12	1
439	здесь вовсе	1	1
440	хотя и	1	1
441	в двух	1	1
442	художественного восприятия	2	1
443	может получить	1	1
444	и понимания	6	1
445	социальной группе	3	1
446	тот же	1	1
447	произведения так	2	1
448	в поэтическом	1	1
449	и художественного	1	1
450	мы увидим	2	1
451	явления в	1	1
452	следующим образом	1	1
453	стиля и	1	1
454	увидим что	2	1
455	отчетливее и	1	1
456	к действительной	1	1
457	именно эта	1	1
458	не имеющих	1	1
459	тому как	5	1
460	слова их	1	1
461	во времени	1	1
462	отношения между	2	1
463	что это	3	1
464	этим словом	1	1
465	в целом	4	1
466	социальной ситуации	1	1
467	художественного материала	1	1
468	формы в	3	1
469	формальный метод	1	1
470	это же	1	1
471	если мы	7	1
472	более подробно	1	1
473	в эти	1	1
474	себя в	1	1
475	между формой	1	1
476	еще один	1	1
477	есть в	1	1
478	им в	1	1
479	других идеологических	1	1
480	сводится только	1	1
481	литературы в	1	1
482	сливаются в	3	1
483	не можем	2	1
484	так можно	1	1
485	бы разрешена	1	1
486	в большинстве	4	1
487	его смыслового	1	1
488	значение и	1	1
489	жива еще	1	1
490	говорящих как	1	1
491	что она	2	1
492	противном случае	1	1
493	на этих	1	1
494	не из	1	1
495	в поэтике	1	1
496	или даже	1	1
497	поэтическое высказывание	1	1
498	и обратно	1	1
499	наиболее чистое	1	1
500	или просто	1	1
501	они пытаются	1	1
502	образом для	1	1
503	его и	3	1
504	убедились что	1	1
505	идеологическая ценность	1	1
506	явление но	1	1
507	одно из	1	1
508	высказывания его	2	1
509	себе в	1	1
510	и их	5	1
511	как часто	1	1
512	со слушателями	1	1
513	всяком случае	6	1
514	ведь это	1	1
515	понять эту	1	1
516	не как	2	1
517	художественного высказывания	1	1
518	в одном	1	1
519	не совпадают	1	1
520	произведении в	2	1
521	вовсе не	28	1
522	ни были	1	1
523	друг друга	5	1
524	как его	9	1
525	дело и	1	1
526	из нее	2	1
527	почвы для	1	1
528	какой бы	2	1
529	подобно тому	4	1
530	реальное явление	1	1
531	на этом	2	1
532	вплетено в	1	1
533	каждый элемент	4	1
534	или иных	1	1
535	опираться только	1	1
536	говорящего со	1	1
537	и дифференцированное	1	1
538	и согласно	1	1
539	самом же	2	1
540	значительной степени	1	1
541	вне произведения	1	1
542	что является	1	1
543	даже и	1	1
544	оно является	1	1
545	том же	1	1
546	для художественного	2	1
547	и только	2	1
548	социальную оценку	2	1
549	же деле	2	1
550	и выбор	3	1
551	говорящих и	1	1
552	без того	1	1
553	оценок это	1	1
554	она находит	1	1
555	выходит за	1	1
556	оно становится	2	1
557	этих форм	1	1
558	зрения на	1	1
559	и из	2	1
560	входя в	2	1
561	должно быть	1	1
562	входит в	8	1
563	на протяжении	2	1
564	со своею	1	1
565	и тех	2	1
566	и иных	1	1
567	а эти	1	1
568	но самый	1	1
569	было бы	6	1
570	и создает	1	1
571	к которому	2	1
572	не совпадает	1	1
573	этом смысле	2	1
574	выбор формы	1	1
575	к определенным	1	1
576	и тем	3	1
577	окружающей его	1	1
578	поэтического высказывания	1	1
579	с техникой	1	1
580	один и	1	1
581	смысл высказывания	1	1
582	кажется что	2	1
583	только к	1	1
584	что для	1	1
585	лишенным всякого	1	1
586	говорит о	1	1
587	для них	7	1
588	но уже	2	1
589	не было	1	1
590	определения героя	1	1
591	не знает	1	1
592	социальное взаимодействие	1	1
593	и самый	2	1
594	не на	3	1
595	в ее	4	1
596	в слове	4	1
597	не ради	2	1
598	и вне	2	1
599	этическим познавательным	1	1
600	в руках	1	1
601	закономерность но	1	1
602	стороны материала	2	1
603	о чем	1	1
604	моменты высказывания	1	1
605	произведении как	2	1
606	оно вполне	1	1
607	такою же	1	1
608	форма и	1	1
609	всех других	3	1
610	же не	1	1
611	ясное и	1	1
612	здесь имеет	1	1
613	в истории	5	1
614	и тогда	2	1
615	и того	1	1
616	восприятия и	1	1
617	что собственно	2	1
618	бы удалось	1	1
619	для этой	1	1
620	мы видели	4	1
621	до степени	1	1
622	оценки в	1	1
623	все более	1	1
624	и ощущение	1	1
625	такой степени	1	1
626	но если	2	1
627	там для	1	1
628	в частности	1	1
629	поэт выбирает	2	1
630	на который	1	1
631	то он	3	1
632	автора с	2	1
633	этих оценок	1	1
634	именно и	1	1
635	от предмета	1	1
636	этом достаточно	1	1
637	только его	1	1
638	других областей	1	1
639	одним и	2	1
640	она в	1	1
641	к одному	1	1
642	предмета высказывания	1	1
643	не могут	10	1
644	и глубоко	1	1
645	он будет	1	1
646	художественное восприятие	1	1
647	является только	1	1
648	ни была	1	1
649	касались только	1	1
650	но эта	2	1
651	поэтическом произведении	2	1
652	и тот	1	1
653	здесь слово	1	1
654	сами по	2	1
655	для их	1	1
656	слов в	1	1
657	в особых	1	1
658	произведения в	6	1
659	лучшем случае	1	1
660	и должна	1	1
661	в словах	1	1
662	и почти	1	1
663	мы еще	2	1
664	может идти	1	1
665	в высказывание	4	1
666	с так	1	1
667	в искусствоведении	1	1
668	же мы	1	1
669	ни единого	1	1
670	на другое	1	1
671	в различные	1	1
672	закрепленной в	1	1
673	по мере	1	1
674	между людьми	3	1
675	и конкретного	1	1
676	конкретное высказывание	4	1
677	только для	1	1
678	того если	1	1
679	от всего	1	1
680	организует самую	1	1
681	в высшей	2	1
682	этого выбора	1	1
683	произведение от	4	1
684	если ее	1	1
685	она могла	1	1
686	в смысле	4	1
687	в противном	1	1
688	самого начала	1	1
689	как о	2	1
690	от социального	1	1
691	более и	1	1
692	и единство	1	1
693	слову и	1	1
694	она должна	2	1
695	произведения эта	1	1
696	тех или	1	1
697	весь этот	2	1
698	не является	5	1
699	поэта как	1	1
700	в основе	3	1
701	мы убедились	1	1
702	материала в	5	1
703	хоровую поддержку	1	1
704	к пониманию	1	1
705	при таком	1	1
706	того чтобы	5	1
707	и форму	1	1
708	отнесенности к	1	1
709	для всего	1	1
710	всей его	1	1
711	о материале	3	1
712	из словаря	1	1
713	следствием того	1	1
714	в результате	5	1
715	она проникает	1	1
716	на возможное	1	1
717	можно выставить	1	1
718	в коем	1	1
719	чтобы убедиться	1	1
720	в качестве	1	1
721	к одной	2	1
722	слова как	2	1
723	науки об	1	1
724	того социального	1	1
725	же время	7	1
726	данной социальной	6	1
727	от него	2	1
728	ибо нет	1	1
729	определенную эпоху	1	1
730	же степени	1	1
731	полагать что	2	1
732	еще более	1	1
733	все стороны	2	1
734	не должен	1	1
735	и связи	1	1
736	мы должны	2	1
737	ровно ничего	2	1
738	правда это	1	1
739	же этот	1	1
740	убедиться в	1	1
741	введены в	1	1
742	же он	2	1
743	связи с	5	1
744	можно только	2	1
745	обстоит дело	4	1
746	в искусстве	7	1
747	здесь же	1	1
748	этого развития	1	1
749	входят в	1	1
750	этой оценки	1	1
751	быть понята	1	1
752	видения и	4	1
753	этом отношении	3	1
754	и делает	1	1
755	не нуждается	3	1
756	совершенно необходимо	1	1
757	жизни в	3	1
758	в области	2	1
759	может и	3	1
760	свое значение	1	1
761	больше того	1	1
762	явно не	1	1
763	у нас	3	1
764	стиль и	1	1
765	моментах определяется	1	1
766	и дальнейшее	1	1
767	обычно не	1	1
768	на общий	1	1
769	равно как	3	1
770	все то	1	1
771	является и	2	1
772	его для	1	1
773	о литературе	1	1
774	произведение если	1	1
775	или иного	1	1
776	время не	1	1
777	героя в	3	1
778	я и	1	1
779	в определенную	1	1
780	то из	2	1
781	частности в	1	1
782	его пределы	1	1
783	слова с	1	1
784	и эта	3	1
785	каждое слово	1	1
786	и содержанием	1	1
787	особый тип	1	1
788	в таком	2	1
789	во всяком	6	1
790	в жесте	1	1
791	вполне понятно	1	1
792	эти взаимоотношения	1	1
793	они не	4	1
794	высказывания далее	1	1
795	к тому	4	1
