N	2gram	Propp_Russ_1	Analitik
309	с ним	2	1
310	как можно	2	1
311	о причине	1	1
312	в основе	1	1
313	к изучению	1	1
314	от жизни	1	1
315	у него	2	1
316	можно судить	1	1
317	с некоторой	1	1
318	не могло	1	1
319	каждый из	1	1
320	народной жизни	1	1
321	слова как	1	1
322	многих отношениях	1	1
323	потому что	10	1
324	и теперь	1	1
325	связи с	4	1
326	всей своей	1	1
327	как будто	5	1
328	они же	2	1
329	ему в	1	1
330	при такой	1	1
331	у нас	8	1
332	тем это	1	1
333	не могут	1	1
334	свиньи в	1	1
335	служить и	1	1
336	в поле	3	1
337	слова с	1	1
338	в >	1	1
339	не единственный	1	1
340	время они	1	1
341	для себя	1	1
342	не ограничивается	1	1
343	как мы	10	1
344	и о	1	1
345	частично совпадают	1	1
346	только при	1	1
347	новую одежду	1	1
348	с упоминанием	1	1
349	известных в	1	1
350	что у	2	1
351	по этой	1	1
352	так слово	1	1
353	и каждый	1	1
354	иногда в	2	1
355	своему происхождению	1	1
356	ко всему	1	1
357	на них	1	1
358	с этого	6	1
359	если бы	1	1
360	характер этого	2	1
361	при котором	1	1
362	встреча не	1	1
363	должно было	2	1
364	в центральной	1	1
365	связь между	2	1
366	истории в	1	1
367	или как	1	1
368	от них	3	1
369	во всей	1	1
370	счастье и	1	1
371	на почве	1	1
372	того что	4	1
373	в былинах	3	1
374	рассуждение о	1	1
375	д и	1	1
376	всякого рода	3	1
377	тот же	1	1
378	с ними	5	1
379	жертвенного животного	1	1
380	и так	1	1
381	этим словом	1	1
382	по этому	3	1
383	так что	2	1
384	сколько в	1	1
385	есть в	1	1
386	каким образом	1	1
387	должны иметь	1	1
388	его и	2	1
389	мы однако	1	1
390	мы знаем	1	1
391	одно из	5	1
392	и их	4	1
393	слова в	3	1
394	с этими	1	1
395	к ним	3	1
396	не о	1	1
397	не составляет	1	1
398	случае не	1	1
399	в новый	6	1
400	он так	2	1
401	нет в	1	1
402	не противоречит	1	1
403	в любовных	1	1
404	он же	3	1
405	что на	4	1
406	как у	1	1
407	связаны с	3	1
408	к которому	1	1
409	это все	1	1
410	наконец в	1	1
411	он во	1	1
412	а с	4	1
413	и др	4	1
414	себя и	2	1
415	равной степени	2	1
416	только по	2	1
417	что им	1	1
418	по тем	1	1
419	на этот	3	1
420	не знает	1	1
421	уже давно	1	1
422	свое внимание	1	1
423	или с	1	1
424	в одно	1	1
425	на общий	1	1
426	в старом	1	1
427	состояла в	1	1
428	этого момента	3	1
429	значении этого	1	1
430	из которых	1	1
431	и вызывают	1	1
432	на ивана	3	1
433	судить по	2	1
434	в область	1	1
435	в течение	5	1
436	первое место	1	1
437	в москве	3	1
438	и всех	1	1
439	былинах и	1	1
440	не будем	3	1
441	но это	4	1
442	между прочим	2	1
443	под названием	1	1
444	случаях когда	1	1
445	уже на	1	1
446	в связи	4	1
447	как на	1	1
448	в отдельных	1	1
449	от него	1	1
450	мы должны	2	1
451	будто бы	6	1
452	но если	1	1
453	в равной	2	1
454	этот вопрос	2	1
455	между ними	1	1
456	только как	1	1
457	и каким	1	1
458	не что	2	1
459	оно не	1	1
460	чем свидетельствует	1	1
461	когда на	2	1
462	жизнь в	1	1
463	жизни и	1	1
464	места на	1	1
465	и другие	13	1
466	в своих	2	1
467	все что	1	1
468	они не	1	1
