N	2gram	Losev_Vlad_3	Komedia
372	которые не	2	1
373	в поисках	1	1
374	в истории	5	1
375	трудно сказать	1	1
376	не видно	1	1
377	если она	1	1
378	независимо от	3	1
379	общего с	2	1
380	из вас	1	1
381	перед нами	3	1
382	переживания и	1	1
383	на земле	1	1
384	и как	7	1
385	что по	1	1
386	и наконец	2	1
387	связанный с	1	1
388	более или	5	1
389	в действительности	1	1
390	от этого	2	1
391	в этот	2	1
392	не такое	1	1
393	да еще	1	1
394	стремится не	1	1
395	вопрос почему	1	1
396	зрения того	1	1
397	в нашем	2	1
398	из этих	3	1
399	связанного с	1	1
400	им в	1	1
401	говорить с	2	1
402	его конце	1	1
403	больше всего	1	1
404	в статье	1	1
405	сказать в	1	1
406	человек не	1	1
407	и почему	1	1
408	в первую	1	1
409	чего следует	1	1
410	не являются	1	1
411	к одному	1	1
412	не к	2	1
413	мало того	1	1
414	чем она	1	1
415	постольку поскольку	1	1
416	находим у	1	1
417	с такими	1	1
418	для всей	1	1
419	что все	7	1
420	же не	2	1
421	для характеристики	1	1
422	есть все	4	1
423	конечно в	1	1
424	это было	3	1
425	образом если	1	1
426	отчет в	2	1
427	ко второму	2	1
428	в существенном	2	1
429	свободного человека	1	1
430	в свой	1	1
431	что понимает	1	1
432	и тем	3	1
433	из первых	1	1
434	в это	2	1
435	во многом	2	1
436	для них	1	1
437	для своего	1	1
438	этого не	3	1
439	не всегда	1	1
440	можно считать	5	1
441	бога и	1	1
442	такой же	4	1
443	на любые	1	1
444	себя внимание	2	1
445	сказать не	2	1
446	от своего	1	1
447	имеет ничего	2	1
448	и поскольку	1	1
449	при изучении	1	1
450	работы в	1	1
451	как все	1	1
452	каким был	1	1
453	прийти к	1	1
454	место в	1	1
455	не столько	3	1
456	за своим	1	1
457	что подобное	1	1
458	в отличие	3	1
459	знаем что	2	1
460	признать что	1	1
461	сам же	2	1
462	точку зрения	1	1
463	образом и	1	1
464	которые в	1	1
465	но он	1	1
466	друг другу	1	1
467	это дело	1	1
468	том и	1	1
469	том же	1	1
470	этой работы	1	1
471	а вот	2	1
472	и вся	2	1
473	конечно она	1	1
474	в атмосфере	1	1
475	и второе	1	1
476	на совершенно	1	1
477	как можно	2	1
478	с которой	1	1
479	виду что	1	1
480	то чего	1	1
481	того как	1	1
482	свободно от	1	1
483	и притом	3	1
484	на себе	1	1
485	к этим	1	1
486	и далеко	1	1
487	и третье	2	1
488	он еще	1	1
489	не могло	1	1
490	для завершения	1	1
491	найти в	2	1
492	человека от	2	1
493	и весь	1	1
494	и по	2	1
495	но очень	1	1
496	предполагать что	1	1
497	по своей	2	1
498	во всем	6	1
499	вот что	3	1
500	же он	1	1
501	и теперь	1	1
502	свидетельствуют о	1	1
503	которое не	1	1
504	что на	2	1
505	ли это	1	1
506	точке зрения	2	1
507	бог и	2	1
508	если у	1	1
509	все то	3	1
510	всего в	1	1
511	указывает на	1	1
512	что при	1	1
513	то естественно	1	1
514	расценивать как	1	1
515	выставляет на	1	1
516	здесь также	1	1
517	и от	6	1
518	нет никакой	1	1
519	в себя	1	1
520	богу а	1	1
521	во взаимном	1	1
522	как с	2	1
523	те же	1	1
524	особенно в	1	1
525	мог бы	4	1
526	к его	2	1
527	когда в	1	1
528	к первому	2	1
529	могла быть	1	1
530	жизнь и	3	1
531	строго говоря	1	1
532	и всякого	2	1
533	отрицать что	1	1
534	в настоящее	3	1
535	стремление к	1	1
536	не меньше	2	1
537	тем чем	2	1
538	сводится к	3	1
539	то они	1	1
540	язык и	1	1
541	настоящее время	3	1
542	никак не	4	1
543	никакой необходимости	1	1
544	на что	1	1
545	все их	1	1
546	но об	1	1
547	основе своей	1	1
548	правда его	1	1
549	может не	1	1
550	там же	7	1
551	за свое	2	1
552	как нет	1	1
553	первую очередь	1	1
554	то в	6	1
555	но ничего	1	1
556	путь к	2	1
557	этому поводу	1	1
558	не надо	1	1
559	того в	1	1
560	вслед за	1	1
561	сказать и	1	1
562	и она	1	1
563	дать в	1	1
564	же ему	1	1
565	что здесь	3	1
566	но так	1	1
567	там и	1	1
568	ни к	2	1
569	мы видим	1	1
570	с появлением	1	1
571	всю свою	1	1
572	не устраивает	1	1
573	только в	13	1
574	в согласии	2	1
575	течение всей	1	1
576	следовательно есть	1	1
577	впрочем и	1	1
578	важный для	1	1
579	по этому	3	1
580	это же	2	1
581	в эти	1	1
582	менее и	1	1
583	и у	3	1
584	только на	5	1
585	свою жизнь	1	1
586	в нашей	2	1
587	последних лет	1	1
588	отцов и	1	1
589	целого ряда	1	1
590	является не	3	1
591	этому вопросу	1	1
592	в душе	1	1
593	и других	1	1
594	и их	1	1
595	в новом	1	1
596	не находит	1	1
597	обращает на	2	1
598	подходим к	1	1
599	в некоторых	1	1
600	русский язык	1	1
601	и никогда	1	1
602	этим же	1	1
603	внутреннего мира	1	1
604	самое интересное	1	1
605	но вместе	1	1
606	выходит за	1	1
607	о своей	1	1
608	на русский	1	1
609	что человек	1	1
610	а именно	12	1
611	с той	1	1
612	а с	4	1
613	считает себя	1	1
614	виде и	1	1
615	говорит о	4	1
616	был в	1	1
617	на которых	1	1
618	не на	2	1
619	с которым	1	1
620	однако и	4	1
621	если этот	1	1
622	конечно на	1	1
623	а так	1	1
624	то по	2	1
625	то либо	1	1
626	было в	1	1
627	мы находим	2	1
628	или на	1	1
629	он уже	2	1
630	и потому	10	1
631	коль скоро	2	1
632	для оправдания	1	1
633	шесть лет	1	1
634	незадолго до	1	1
635	человек хочет	1	1
636	к жизни	1	1
637	такого рода	4	1
638	не удалось	3	1
639	в тех	1	1
640	эту мысль	1	1
641	для человека	1	1
642	да и	6	1
643	поскольку он	4	1
644	в первой	1	1
645	в состоянии	1	1
646	еще раз	2	1
647	на пути	1	1
648	нашей работы	1	1
649	что из	1	1
650	можно сказать	1	1
651	в основном	4	1
652	и таким	1	1
653	а то	2	1
654	в смысле	6	1
655	она должна	2	1
656	под названием	9	1
657	самым ярким	1	1
658	этого обстоятельства	1	1
659	в с	2	1
660	ему только	1	1
661	войти в	1	1
662	в новой	1	1
663	котором он	1	1
664	чтобы понять	1	1
665	а к	1	1
666	отличаются от	1	1
667	то не	2	1
668	на первый	2	1
669	для нас	5	1
670	или менее	5	1
671	у них	1	1
672	всякого рода	3	1
673	в этих	2	1
674	разной степени	1	1
675	все они	2	1
676	бы на	2	1
677	но вот	3	1
678	отношении к	1	1
679	к самому	1	1
680	иное чем	1	1
681	приходится признать	1	1
682	с ней	1	1
683	не говоря	1	1
684	сказать что	12	1
685	и только	3	1
686	но этот	1	1
687	для нашего	1	1
688	жизни а	2	1
689	бы его	1	1
690	легко понять	1	1
691	об этих	2	1
692	жизни и	1	1
693	но еще	2	1
694	по поводу	1	1
695	и эта	3	1
696	как на	3	1
697	этой точки	1	1
698	том числе	1	1
699	они не	1	1
700	ничего общего	5	1
