N	2gram	Losev_Vesc_1	Istorich
310	бы в	5	2
311	не дает	1	2
312	знать имя	1	2
313	между ними	3	2
314	была бы	2	2
315	в темноте	1	2
316	из этого	1	2
317	в виде	1	2
318	в частности	1	2
319	это было	1	2
320	к этому	1	2
321	можно назвать	1	2
322	это однако	1	1
323	можно говорить	2	1
324	также что	1	1
325	отношении они	1	1
326	что образ	2	1
327	тут необходимо	2	1
328	связана с	1	1
329	и то	10	1
330	на самом	1	1
331	о различии	1	1
332	это и	6	1
333	жизни мы	2	1
334	исторический материал	1	1
335	и есть	26	1
336	он находится	1	1
337	в первом	2	1
338	ту же	2	1
339	из его	2	1
340	ведь и	5	1
341	и больше	9	1
342	едва ли	1	1
343	и этот	2	1
344	результате мы	1	1
345	мы уже	3	1
346	в и	2	1
347	есть не	14	1
348	из всего	1	1
349	повседневной жизни	2	1
350	себе как	2	1
351	это знание	1	1
352	которую мы	1	1
353	та же	1	1
354	имеет свою	1	1
355	есть нечто	6	1
356	говорить о	6	1
357	их имена	1	1
358	на себя	1	1
359	в полной	1	1
360	но даже	3	1
361	д а	1	1
362	содержат в	1	1
363	д на	1	1
364	происходит и	1	1
365	иное как	7	1
366	слова эти	1	1
367	ними в	2	1
368	значило бы	4	1
369	итак мы	1	1
370	только тогда	3	1
371	не входить	1	1
372	совершенно ясно	2	1
373	тут же	2	1
374	само же	1	1
375	из таких	1	1
376	отнюдь не	5	1
377	и я	1	1
378	в истории	1	1
379	метод и	1	1
380	если она	1	1
381	независимо от	5	1
382	что именно	1	1
383	стороны и	2	1
384	что как	1	1
385	как начало	1	1
386	что ее	2	1
387	словом в	1	1
388	как нам	1	1
389	просто как	1	1
390	себе совершенно	1	1
391	и к	1	1
392	по общим	1	1
393	то в	4	1
394	сливаются в	1	1
395	в которой	1	1
396	итак чтобы	1	1
397	и у	3	1
398	мое имя	1	1
399	мы получаем	1	1
400	образом и	1	1
401	можно не	1	1
402	где также	1	1
403	из этих	1	1
404	одном случае	1	1
405	приведет к	4	1
406	действительности а	1	1
407	но он	2	1
408	она отвечает	1	1
409	и кто	2	1
410	как ту	1	1
411	тому же	1	1
412	от необходимости	1	1
413	это потому	1	1
414	ее как	2	1
415	но ведь	2	1
416	раз навсегда	2	1
417	о которой	2	1
418	в реальной	1	1
419	всякая религия	1	1
420	и еще	2	1
421	и социальной	1	1
422	что еще	1	1
423	которому она	1	1
424	есть один	1	1
425	необходимо для	1	1
426	содержит в	4	1
427	его от	1	1
428	подобно тому	4	1
429	и говорить	1	1
430	но надо	1	1
431	и будет	1	1
432	мы говорили	2	1
433	собственно говоря	4	1
434	является не	1	1
435	или иных	1	1
436	мышление не	1	1
437	с такими	1	1
438	в основу	1	1
439	предполагается что	1	1
440	могла бы	3	1
441	от ветра	1	1
442	главным образом	1	1
443	необходимо не	2	1
444	времени и	1	1
445	того или	1	1
446	чтобы было	3	1
447	действительности в	2	1
448	во-вторых же	1	1
449	в жизни	3	1
450	есть средство	1	1
451	о характере	1	1
452	часто бывает	1	1
453	других явлений	1	1
454	и вся	1	1
455	со своими	1	1
456	и уже	1	1
457	между собою	6	1
458	одно целое	1	1
459	не мог	1	1
460	не значит	7	1
461	в понимании	1	1
462	в своей	5	1
463	еще менее	1	1
464	а наоборот	1	1
465	бы к	1	1
466	из анализа	1	1
467	представление о	1	1
468	себе а	1	1
469	они уже	1	1
470	от себя	1	1
471	от его	2	1
472	для всякого	2	1
473	только вторая	1	1
474	себе свои	1	1
475	из своей	1	1
476	а есть	2	1
477	быть не	4	1
478	пока в	1	1
479	ничего нового	1	1
480	случае мы	1	1
481	нас к	1	1
482	тому что	2	1
483	душа и	1	1
484	нет никакого	2	1
485	себя от	2	1
486	в отношении	4	1
487	этого делать	1	1
488	можно ли	7	1
489	нечто вроде	1	1
490	можно с	2	1
491	как можно	3	1
492	что эта	1	1
493	с которой	1	1
494	она не	4	1
495	этого нужно	2	1
496	и притом	3	1
497	ее с	5	1
498	действительности по	1	1
499	в самых	1	1
500	о них	1	1
501	что иное	7	1
502	того чтобы	3	1
503	это еще	1	1
504	нам и	1	1
505	он с	1	1
506	понять ее	2	1
507	это мы	1	1
508	о природе	1	1
509	эта сторона	1	1
510	имеем дело	3	1
511	о ней	2	1
512	к ней	2	1
513	я буду	1	1
514	ничто не	2	1
515	кроме того	4	1
516	ему не	1	1
517	эту схему	1	1
518	у нас	7	1
519	он вполне	1	1
520	а во-вторых	1	1
521	относиться к	1	1
522	есть признак	1	1
523	заставить ее	1	1
524	ли не	1	1
525	уже было	1	1
526	а что	1	1
527	что оно	8	1
528	от нее	2	1
529	нельзя было	4	1
530	по сравнению	7	1
531	все еще	3	1
532	мы отличаем	1	1
533	оно не	3	1
534	и зависит	1	1
535	этот путь	1	1
536	данной области	1	1
537	чем важен	1	1
538	и это	14	1
539	больше ничего	8	1
540	быть двояким	1	1
541	в виду	2	1
542	сравнению со	1	1
543	так это	1	1
544	каждой из	2	1
545	сторону в	1	1
546	нет никакой	2	1
547	только то	2	1
548	в себя	13	1
549	говорили что	1	1
550	идет речь	1	1
551	работ по	1	1
552	как с	4	1
553	что у	5	1
554	достаточно чтобы	1	1
555	с собой	2	1
556	себя что	1	1
557	здесь как	1	1
558	которая была	1	1
559	общения с	23	1
560	дерева но	1	1
561	как легко	1	1
562	которые с	1	1
563	уже на	1	1
564	можно только	4	1
565	имеется в	1	1
566	имени я	3	1
567	строго говоря	1	1
568	который стоит	1	1
569	это чрезвычайно	1	1
570	именно эти	1	1
571	уже сейчас	2	1
572	все дело	1	1
573	сводится к	2	1
574	а также	1	1
575	так оно	2	1
576	этого мы	1	1
577	надо только	1	1
578	в самой	2	1
579	внимание на	1	1
580	что кто-нибудь	1	1
581	никак не	3	1
582	и объяснить	1	1
583	может не	2	1
584	происходит не	1	1
585	знает что	2	1
586	жрецов и	1	1
587	один момент	1	1
588	которой мы	1	1
589	тем или	1	1
590	ним и	1	1
591	в языке	1	1
592	из своего	1	1
593	них в	1	1
594	тот момент	2	1
595	у всех	3	1
596	из видов	1	1
597	значит что	24	1
598	как из	1	1
599	содержится в	3	1
600	но с	2	1
601	и вопрос	1	1
602	можно ограничиться	1	1
603	уберечься от	1	1
604	себя же	3	1
605	будь то	3	1
606	было что	1	1
607	даже если	1	1
608	и так	1	1
609	несколько подробнее	1	1
610	не простое	1	1
611	и ее	18	1
612	от целого	1	1
613	не мешает	4	1
614	с какой	1	1
615	вот почему	3	1
616	же и	1	1
617	только на	3	1
618	от других	1	1
619	не из	2	1
620	оно всегда	1	1
621	мышления и	1	1
622	ее эта	1	1
623	одно из	1	1
624	от другого	1	1
625	слова в	2	1
626	сами по	3	1
627	в конце	2	1
628	у нее	1	1
629	вытекает что	1	1
630	мы можем	4	1
631	это значило	3	1
632	проник и	1	1
633	но что	2	1
634	у него	2	1
635	жизни что	1	1
636	почему это	1	1
637	так то	3	1
638	этом отношении	1	1
639	ее на	1	1
640	понятие а	1	1
641	но из	1	1
642	для того	2	1
643	но она	3	1
644	ее себе	1	1
645	е если	2	1
646	момент в	6	1
647	еще ничего	1	1
648	это будет	3	1
649	же деле	1	1
650	нужно было	2	1
651	другого и	1	1
652	этих границ	1	1
653	стоит перед	1	1
654	не обязательно	1	1
655	чем он	1	1
656	было и	2	1
657	обратиться к	1	1
658	д то	1	1
659	естественно что	1	1
660	самом же	1	1
661	не было	1	1
662	не сама	2	1
663	может ли	2	1
664	когда этот	1	1
665	быть только	3	1
666	ничем не	3	1
667	магической силы	1	1
668	состоит из	1	1
669	а так	2	1
670	месте а	1	1
671	могут служить	1	1
672	дерево и	3	1
673	него не	1	1
674	что из	2	1
675	не при	1	1
676	тому как	4	1
677	если это	2	1
678	что эти	1	1
679	деталей и	1	1
680	все основные	1	1
681	вопрос можно	1	1
682	мало и	1	1
683	чем то	2	1
684	образ в	2	1
685	этого никто	1	1
686	стороны как	1	1
687	а если	1	1
688	руки палку	1	1
689	когда она	4	1
690	да и	3	1
691	бы его	1	1
692	тех пор	1	1
693	и более	1	1
694	указанием на	1	1
695	в это	1	1
696	действительности не	2	1
697	или оно	1	1
698	рассмотрение с	1	1
699	природу и	1	1
700	и оно	3	1
701	в один	1	1
702	с большой	1	1
703	в более	1	1
704	ни с	6	1
705	только одна	1	1
706	к пониманию	3	1
707	она может	4	1
708	об отношении	1	1
709	это можно	2	1
710	в результате	3	1
711	которая в	1	1
712	тот кто	1	1
713	хотя и	4	1
714	то не	4	1
715	и все	5	1
716	это может	2	1
717	у них	1	1
718	и смысл	1	1
719	тех или	5	1
720	или не	2	1
721	хотя в	1	1
722	лежит в	1	1
723	всегда есть	3	1
724	несмотря на	1	1
725	требует чтобы	4	1
726	сейчас мы	1	1
727	каково отношение	1	1
728	только как	1	1
729	но можно	1	1
730	совершенно не	5	1
731	равно как	2	1
732	первом случае	2	1
733	не что	7	1
734	только о	1	1
735	не у	1	1
736	нами как	1	1
737	таким же	1	1
738	себе не	3	1
739	важно для	1	1
740	уже есть	1	1
741	во всяком	3	1
742	также не	1	1
743	очень редко	1	1
744	это понятие	1	1
745	гораздо более	1	1
