N	2gram	Vinokur_Ku_1	RusskieA
587	а может	1	1
588	тем более	2	1
589	за него	1	1
590	только что	1	1
591	которые в	1	1
592	не сумела	3	1
593	к ее	1	1
594	его к	3	1
595	несмотря на	3	1
596	в свою	3	1
597	сказать что	1	1
598	другой стороны	6	1
599	же относится	1	1
600	в точности	1	1
601	например и	1	1
602	когда в	2	1
603	есть и	1	1
604	и становится	2	1
605	во всяком	5	1
606	также не	1	1
607	возродиться в	1	1
608	очень редко	1	1
609	как на	3	1
610	все что	1	1
