N	2gram	Bakhtin_Fr_2	VrazhdaK
201	из него	1	1
202	и этот	1	1
203	людей и	1	1
204	перейдя в	1	1
205	истин в	1	1
206	а их	1	1
207	говорить не	1	1
208	смеха и	8	1
209	было бы	3	1
210	эпохи он	1	1
211	в итоге	1	1
212	в жизни	4	1
213	с настроениями	1	1
214	его отношения	1	1
215	не всегда	1	1
216	он и	1	1
217	свою книгу	1	1
218	в развитии	1	1
219	года и	1	1
220	скептицизм и	1	1
221	в этих	4	1
222	эта была	2	1
223	и их	1	1
224	можно найти	2	1
225	всяком случае	2	1
226	вторая часть	1	1
227	его современников	2	1
228	представление о	1	1
229	году когда	1	1
230	своего рода	1	1
231	не будем	1	1
232	что этот	1	1
233	литературной среде	1	1
234	вплоть до	2	1
235	но они	3	1
236	что эта	1	1
237	в какую-то	1	1
238	правда в	1	1
239	первая часть	1	1
240	было не	1	1
241	как о	1	1
242	только не	1	1
243	ничего не	2	1
244	того как	2	1
245	вне его	1	1
246	полную волю	1	1
247	эпизода с	2	1
248	потому что	1	1
249	в девяти	1	1
250	этом отношении	3	1
251	вот в	2	1
252	такие же	1	1
253	только от	1	1
254	была на	1	1
255	в духе	4	1
256	могут быть	2	1
257	во все	2	1
258	из вариаций	1	1
259	она же	1	1
260	не есть	1	1
261	правда не	1	1
262	знаменитое письмо	1	1
263	с ее	3	1
264	в ее	3	1
265	роль в	5	1
266	на страницах	2	1
267	и сам	1	1
268	так и	6	1
269	роман сервантеса	1	1
270	ясно что	1	1
271	еще в	2	1
272	именно этот	1	1
273	во второй	1	1
274	жизнь и	2	1
275	на большую	1	1
276	и вообще	3	1
277	год в	1	1
278	во всяком	2	1
279	второй половине	1	1
280	в будущее	1	1
281	до сих	4	1
282	еще относительно	1	1
283	играл известную	1	1
284	к нему	3	1
285	во всех	6	1
286	с мотивами	1	1
287	особенно резко	1	1
288	во всей	1	1
289	в форме	4	1
290	можно проследить	1	1
291	романа в	1	1
292	в свете	1	1
293	если это	1	1
294	в литературе	6	1
295	к которому	1	1
296	один из	7	1
297	что только	2	1
298	он стал	1	1
299	строки из	1	1
300	в предисловии	2	1
301	проникнуть в	2	1
302	во всем	3	1
303	в литературу	1	1
304	начало в	1	1
305	за которую	1	1
306	в качестве	2	1
307	же он	1	1
308	свил себе	1	1
309	а это	1	1
310	высокой оценке	1	1
311	что для	3	1
312	шестьдесят лет	1	1
313	по первому	1	1
314	ни с	1	1
315	говорит о	1	1
316	искать в	1	1
317	никто не	2	1
318	пока не	1	1
319	узнает в	1	1
320	в известной	4	1
321	мы находим	4	1
322	в одном	3	1
323	в комментариях	1	1
324	привела к	1	1
325	из основателей	1	1
326	в особенности	5	1
327	гораздо больше	1	1
328	связан с	3	1
329	и речи	1	1
330	о своей	1	1
331	с другой	4	1
332	говорит я	1	1
333	именно в	6	1
334	к роману	1	1
335	прежде всего	19	1
336	на этот	1	1
337	de la	4	1
338	целым рядом	1	1
339	до конца	2	1
340	в ту	2	1
341	человек в	2	1
342	с конца	1	1
343	одну из	2	1
344	что из	1	1
345	во франции	8	1
346	с помощью	1	1
347	в частности	1	1
348	из которых	1	1
349	не знал	1	1
350	года с	1	1
351	что за	1	1
352	того что	1	1
353	в свое	4	1
354	еще к	1	1
355	еще раз	2	1
356	над тем	1	1
357	в условиях	2	1
358	сих пор	4	1
359	в основном	5	1
360	и служило	1	1
361	под влиянием	2	1
362	ближе к	1	1
363	более того	1	1
364	и от	1	1
365	такое понимание	1	1
366	это как	1	1
367	хотя и	2	1
368	и перед	3	1
369	бы в	1	1
370	еще более	1	1
371	конце концов	1	1
372	но вот	1	1
373	а о	1	1
374	только как	1	1
375	другой стороны	3	1
376	свободой и	1	1
377	далее он	1	1
378	которой был	1	1
379	жизни и	7	1
380	знал в	1	1
381	как на	4	1
382	все что	2	1
383	он часто	1	1
