N	2gram	Medvedev_F_3	slovoVRo
754	ними и	2	1
755	совершенно невозможно	1	1
756	может иметь	2	1
757	строится в	1	1
758	условия для	1	1
759	ориентацию его	1	1
760	например при	1	1
761	в литературе	6	1
762	время в	3	1
763	конкретного социального	1	1
764	правом можно	2	1
765	в двух	1	1
766	их если	1	1
767	конфликты и	2	1
768	тот же	1	1
769	п в	2	1
770	могла быть	2	1
771	дело с	3	1
772	явления в	1	1
773	сознание в	1	1
774	самом слове	1	1
775	реагирует на	1	1
776	данного элемента	1	1
777	и так	1	1
778	в самое	2	1
779	в литературу	5	1
780	именно на	2	1
781	в эти	1	1
782	одни и	3	1
783	есть в	1	1
784	не встречается	1	1
785	жанры в	1	1
786	в неразрывной	2	1
787	ориентации в	4	1
788	в начале	1	1
789	так во	1	1
790	специфическая особенность	1	1
791	то у	1	1
792	и понимание	5	1
793	неразрывной связи	2	1
794	ни с	2	1
795	обрамления и	1	1
796	сам он	2	1
797	и их	5	1
798	данный исторический	2	1
799	в первый	1	1
800	данного высказывания	3	1
801	автора а	1	1
802	они знают	2	1
803	дело и	1	1
804	случае не	1	1
805	чтобы не	2	1
806	не просто	1	1
807	от того	2	1
808	поэзии но	1	1
809	самом же	2	1
810	бульварного романа	1	1
811	в форме	1	1
812	теперь эта	1	1
813	момент в	1	1
814	где в	1	1
815	а потому	1	1
816	нет и	3	1
817	же деле	2	1
818	совершенно разные	1	1
819	на лингвистику	1	1
820	с общим	1	1
821	сознания могут	1	1
822	между которыми	5	1
823	последнем счете	2	1
824	различными сторонами	1	1
825	или иначе	1	1
826	на определенные	1	1
827	всякое высказывание	3	1
828	определенные формы	2	1
829	и сплошь	1	1
830	литературное произведение	3	1
831	теоретическое выражение	1	1
832	социальной жизни	4	1
833	что для	1	1
834	противном случае	1	1
835	предмет на	1	1
836	то и	1	1
837	индивидуального сознания	1	1
838	они также	1	1
839	ничем не	1	1
840	и самый	2	1
841	в отвлечении	2	1
842	самое слово	1	1
843	слове в	1	1
844	как ни	1	1
845	его по	1	1
846	о чем	1	1
847	мы остановимся	1	1
848	произведение в	4	1
849	что мы	1	1
850	оценки и	6	1
851	мира в	1	1
852	он и	3	1
853	его понимает	1	1
854	вокруг данного	1	1
855	совершенно иное	1	1
856	отвлечении от	2	1
857	в руках	1	1
858	с помощью	8	1
859	язык для	1	1
860	все существенные	2	1
861	бы оно	1	1
862	нет ничего	1	1
863	конструкции в	2	1
864	и теми	1	1
865	на который	1	1
866	вместе с	6	1
867	автора с	2	1
868	языка мы	1	1
869	литературных форм	1	1
870	и иной	2	1
871	и столь	1	1
872	и глубоко	1	1
873	именно для	2	1
874	установкой на	2	1
875	жанра может	1	1
876	ориентацией слова	1	1
877	высказывания с	1	1
878	к действительности	1	1
879	обладает своими	1	1
880	как основные	1	1
881	образ и	1	1
882	высказываний и	1	1
883	да и	4	1
884	быть не	1	1
885	в это	1	1
886	этого слова	2	1
887	в реальном	5	1
888	понимание в	1	1
889	и нет	1	1
890	стороны эти	1	1
891	конкретное высказывание	4	1
892	но это	2	1
893	от социального	1	1
894	но с	1	1
895	быту в	1	1
896	тех или	1	1
897	с полной	1	1
898	высказывания а	1	1
899	за его	1	1
900	и вместо	1	1
901	эти жанровые	1	1
902	для индивидуального	1	1
903	в поэтическое	1	1
904	в точном	2	1
905	из словаря	1	1
906	очень распространено	1	1
907	о котором	1	1
908	может войти	4	1
909	с установкой	2	1
910	развертывается в	1	1
911	от них	1	1
912	от него	2	1
913	бы в	6	1
914	поэтому все	1	1
915	пришлось бы	1	1
916	связью с	1	1
917	же в	1	1
918	есть уже	1	1
919	чистое и	1	1
920	значит конечно	1	1
921	выбор слов	1	1
922	процессе своего	1	1
923	становления и	2	1
924	социально и	1	1
925	всякий смысл	1	1
926	героя и	2	1
927	не знает	1	1
928	очевидностью что	1	1
929	состоит из	1	1
930	развиваются в	1	1
931	от всех	4	1
932	равно как	3	1
933	авантюрного романа	1	1
934	данного поэтического	1	1
935	в последнем	2	1
936	овладения действительностью	1	1
937	та же	1	1
938	эти элементы	2	1
939	в какой	3	1
940	его пределы	1	1
941	жизни и	4	1
942	как слово	1	1
943	плоскую и	1	1
944	и периодов	2	1
945	значение в	1	1
946	в таком	2	1
947	этой точки	1	1
948	они не	4	1
