N	2gram	Losev_Prob_2	RusskieA
157	и как	4	2
158	но в	6	2
159	в целом	3	2
160	все эти	7	2
161	в нашем	3	2
162	и и	1	2
163	в дальнейшем	1	2
164	и до	1	2
165	выводу что	1	2
166	к выводу	1	2
167	что она	4	2
168	в нем	1	2
169	всех этих	4	2
170	не значит	2	2
171	в силу	1	2
172	его от	2	2
173	в каждом	1	2
174	же не	1	2
175	и с	10	2
176	к другу	2	2
177	на этой	2	2
178	говорится о	2	2
179	многие другие	2	2
180	такой же	1	2
181	должны были	3	2
182	если угодно	2	2
183	и более	5	2
184	для этого	3	2
185	нас к	1	2
186	как можно	1	2
187	она не	3	2
188	или другие	4	2
189	но даже	3	2
190	а мы	1	2
191	не знали	1	2
192	и здесь	4	2
193	основаны на	1	2
194	ничего общего	3	2
195	как они	2	2
196	значения и	11	2
197	ни одно	1	2
198	в в	2	2
199	в более	1	2
200	что у	1	2
201	с ним	1	2
202	находится в	1	2
203	и поэтому	2	2
204	на что	1	2
205	этому поводу	2	2
206	в его	7	2
207	в свете	3	2
208	значит что	4	2
209	этот вопрос	1	2
210	в какой	1	2
211	но ни	1	2
212	в разные	2	2
213	работы на	1	2
214	так что	11	2
215	и никаких	1	2
216	не означает	1	2
217	но что	1	2
218	тут же	8	2
219	не было	3	2
220	н г	4	2
221	чем в	1	2
222	которые можно	1	2
223	себя и	1	2
224	только по	2	2
225	до конца	1	2
226	не на	1	2
227	а не	10	2
228	и многие	2	2
229	в частности	5	2
230	и потому	1	2
231	относятся к	3	2
232	судить по	1	2
233	быть и	2	2
234	между прочим	1	2
235	между собой	5	2
236	и для	6	2
237	тем и	1	2
238	или в	2	2
239	и н	1	2
240	мы должны	3	2
241	года в	1	2
242	не что	3	2
243	в отдельности	1	2
244	в своих	3	2
245	нас не	3	2
246	смысла не	1	1
247	ту же	1	1
248	говоря о	1	1
249	также и	12	1
250	о каких	1	1
251	же как	1	1
252	таком случае	10	1
253	чтобы не	2	1
254	мы здесь	3	1
255	самом деле	4	1
256	только потому	1	1
257	многих отношениях	1	1
258	зависимости от	2	1
259	характерное для	1	1
260	сам и	1	1
261	из самых	2	1
262	по преимуществу	2	1
263	что эти	1	1
264	и ее	2	1
265	должна быть	1	1
266	собственном смысле	1	1
267	с таким	1	1
268	по его	1	1
269	мы уже	3	1
270	самые разнообразные	1	1
271	что изучение	1	1
272	содержания слова	1	1
273	что если	4	1
274	не приходится	1	1
275	которую мы	1	1
276	не во	3	1
277	изложения и	1	1
278	вопрос о	3	1
279	имеет свою	1	1
280	такое положение	3	1
281	говорить о	10	1
282	не вполне	4	1
283	фигурируют в	1	1
284	и говорят	1	1
285	ему в	1	1
286	именно только	1	1
287	направление в	1	1
288	и был	1	1
289	советских ученых	1	1
290	которую можно	1	1
291	на них	1	1
292	не был	4	1
293	всего этого	1	1
294	не имеющий	1	1
295	с его	1	1
296	этих случаях	1	1
297	собой очень	1	1
298	не отличается	3	1
299	а следовательно	1	1
300	это видно	1	1
301	а только	6	1
302	оно в	1	1
303	не все	4	1
304	слова м	1	1
305	в общем	4	1
306	себе и	2	1
307	мы сейчас	1	1
308	и свои	2	1
309	относится к	6	1
310	и должны	3	1
311	в истории	3	1
312	что во	1	1
313	эта связь	2	1
314	его на	1	1
315	общего с	2	1
316	перед нами	2	1
317	с понятием	2	1
318	и наконец	3	1
319	тем же	1	1
320	что всякое	2	1
321	уже нельзя	1	1
322	основное в	1	1
323	от этого	1	1
324	поэтому и	1	1
325	говорится в	1	1
326	науке можно	1	1
327	их содержания	1	1
328	значения как	2	1
329	очень многие	1	1
330	но который	2	1
331	еще далеко	1	1
332	ни одна	1	1
333	то и	4	1
334	значение так	1	1
335	вообще а	1	1
336	е с	1	1
337	в себе	5	1
338	в употреблении	1	1
339	думается что	2	1
340	на то	6	1
341	труды по	3	1
342	в случае	3	1
343	не имеют	1	1
344	что было	1	1
345	все другие	2	1
346	он не	2	1
347	с нашим	2	1
348	настоящей работе	1	1
349	подобно тому	2	1
350	русском языке	2	1
351	здесь мы	3	1
352	что все	6	1
353	значение в	4	1
354	о котором	3	1
355	его в	3	1
356	на почве	1	1
357	но их	1	1
358	должен был	1	1
359	разных значений	1	1
360	и тем	4	1
361	не соответствует	1	1
362	прочим в	1	1
363	с водой	1	1
364	ни в	6	1
365	этом мы	1	1
366	в этой	9	1
367	более общей	1	1
368	дела и	1	1
369	оно имеет	1	1
370	значение как	2	1
371	зато в	1	1
372	и того	3	1
373	не будут	1	1
374	веков в	1	1
375	что между	1	1
376	но если	4	1
377	и при	2	1
378	никак не	11	1
379	еще менее	1	1
380	и односторонне	1	1
381	и без	5	1
382	в советской	2	1
383	место в	1	1
384	что до	2	1
385	очевидным и	1	1
386	как акт	1	1
387	но эта	3	1
388	которые в	2	1
389	так называемое	1	1
390	не могли	1	1
391	с такими	1	1
392	и наоборот	1	1
393	необходимо чтобы	1	1
394	известно и	1	1
395	отличается ни	1	1
396	что есть	1	1
397	от своих	1	1
398	значение слова	4	1
399	при всех	3	1
400	этот вывод	1	1
401	иной раз	3	1
402	в то	6	1
403	не о	6	1
404	хотелось бы	2	1
405	для каждого	4	1
406	тогда когда	3	1
407	только из	1	1
408	что их	2	1
409	в основе	3	1
410	но вместе	1	1
411	когда они	1	1
412	иметь в	1	1
413	значение этого	2	1
414	мы указали	1	1
415	каждый из	2	1
416	следовательно и	1	1
417	и всегда	1	1
418	слова как	3	1
419	или как	2	1
420	и его	1	1
421	и теперь	1	1
422	этом отношении	1	1
423	котором в	1	1
424	не потому	1	1
425	не говорить	1	1
426	от другого	2	1
427	такие же	1	1
428	ни о	4	1
429	содержанию и	1	1
430	те кто	1	1
431	должны быть	1	1
432	содержанием и	1	1
433	слова с	1	1
434	если же	3	1
435	можно судить	3	1
436	смысле в	1	1
437	для себя	9	1
438	и это	5	1
439	они должны	1	1
440	многое для	1	1
441	и о	4	1
442	в виду	8	1
443	данном случае	5	1
444	только при	2	1
445	большей частью	3	1
446	в собственном	1	1
447	как знак	2	1
448	то время	1	1
449	однако эта	1	1
450	на том	3	1
451	и сам	2	1
452	можно было	5	1
453	видно из	1	1
454	которые фигурируют	1	1
455	каждого из	1	1
456	и каждый	1	1
457	и мы	2	1
458	самого понятия	1	1
459	уже на	1	1
460	представляют собою	1	1
461	имеется в	3	1
462	разного рода	4	1
463	основана на	2	1
464	если бы	4	1
465	собой и	4	1
466	и вообще	16	1
467	одно это	1	1
468	свидетельствует о	2	1
469	и нужно	1	1
470	при такой	2	1
471	вот почему	1	1
472	внимание на	3	1
473	и та	1	1
474	общей форме	1	1
475	прямо и	1	1
476	но мы	3	1
477	м и	1	1
478	что каждый	2	1
479	можно сказать	6	1
480	как этот	1	1
481	которых к	1	1
482	и который	1	1
483	нас в	3	1
484	все на	3	1
485	к нему	2	1
486	и во	1	1
487	говорить об	3	1
488	и ф	1	1
489	во всей	1	1
490	что бы	1	1
491	и менее	1	1
492	и следовательно	4	1
493	о своих	1	1
494	или может	2	1
495	в слово	1	1
496	было бы	8	1
497	не так	2	1
498	что здесь	1	1
499	совсем не	7	1
500	тот же	4	1
501	взывает к	1	1
502	критические замечания	1	1
503	что он	4	1
504	к их	1	1
505	и действительно	2	1
506	будет для	2	1
507	и так	1	1
508	и раньше	1	1
509	это слово	1	1
510	что нам	1	1
511	в область	4	1
512	или его	2	1
513	есть в	4	1
514	рассматриваться как	1	1
515	уже в	3	1
516	этого видно	1	1
517	или не	2	1
518	в значении	1	1
519	в нашей	3	1
520	же в	1	1
521	только тогда	3	1
522	сами не	1	1
523	слова если	1	1
524	совсем другое	1	1
525	всяком случае	10	1
526	и один	1	1
527	с этими	2	1
528	содержанию своему	2	1
529	случае не	4	1
530	не могут	4	1
531	на некоторые	2	1
532	от того	1	1
533	б л	1	1
534	же деле	1	1
535	общей теории	1	1
536	возможно что	1	1
537	были совершенно	1	1
538	когда по	1	1
539	еще и	5	1
540	тому как	3	1
541	мы еще	3	1
542	ii от	1	1
543	что не	5	1
544	и существует	1	1
545	что для	3	1
546	говорит о	1	1
547	и своего	1	1
548	которых мы	1	1
549	и самый	4	1
550	однако и	1	1
551	подобного рода	4	1
552	которой он	4	1
553	например из	2	1
554	в одно	2	1
555	если не	4	1
556	советской науке	2	1
557	эта теория	4	1
558	уже давно	5	1
559	нами как	2	1
560	можно будет	1	1
561	свете того	1	1
562	входили в	1	1
563	некоторые из	1	1
564	представить себе	4	1
565	или по	4	1
566	в общую	1	1
567	настоящей работы	6	1
568	из которых	2	1
569	в пределах	1	1
570	по своему	5	1
571	в данном	10	1
572	по поводу	2	1
573	такая точка	1	1
574	в той	2	1
575	же их	1	1
576	же можно	1	1
577	может считаться	1	1
578	значений слова	3	1
579	есть и	1	1
580	к понятию	3	1
581	самом же	1	1
582	как только	3	1
583	что мы	14	1
584	или совсем	1	1
585	но для	1	1
586	кроме того	5	1
587	содержится в	2	1
588	ближе к	1	1
589	случае он	1	1
590	не является	7	1
591	при таком	2	1
592	всем этим	3	1
593	думает что	1	1
594	в отдельных	1	1
595	оказалось что	2	1
596	и все	5	1
597	только с	2	1
598	или вообще	4	1
599	нет никаких	1	1
600	получают от	1	1
601	но оно	1	1
602	иначе чем	1	1
603	нашей стране	1	1
604	ниже о	1	1
605	слово в	2	1
606	не знает	3	1
607	сказать что	24	1
608	только как	3	1
609	наблюдений так	1	1
610	имеет ничего	2	1
611	но можно	2	1
612	оно не	3	1
613	только о	8	1
614	и самих	1	1
615	в заключение	2	1
616	в работах	1	1
617	это та	1	1
618	в таком	11	1
619	они не	1	1
620	можно назвать	1	1
621	как на	2	1
622	точно так	3	1
623	во всяком	13	1
624	все что	3	1
