N	2gram	Bakhtin_Fr_6	EvropaiE
338	весьма часто	1	1
339	большей степени	1	1
340	далее в	1	1
341	признать что	1	1
342	в другие	2	1
343	и примыкающих	1	1
344	с такими	1	1
345	для этого	2	1
346	для нее	1	1
347	кажется нам	1	1
348	все эти	11	1
349	не менее	1	1
350	но они	4	1
351	что с	1	1
352	этого же	1	1
353	в обоих	1	1
354	правда в	1	1
355	одна из	1	1
356	чтобы в	1	1
357	она никогда	1	1
358	страна эта	1	1
359	мы все	1	1
360	подходят к	1	1
361	можно судить	1	1
362	та или	1	1
363	занять место	1	1
364	и связанной	1	1
365	для всего	2	1
366	это мы	1	1
367	огромного большинства	1	1
368	казалось бы	1	1
369	бы неправильно	1	1
370	от плоти	1	1
371	плоть от	1	1
372	находятся в	2	1
373	или иная	1	1
374	к концу	1	1
375	что внутри	1	1
376	во всем	5	1
377	вместо того	3	1
378	и его	13	1
379	связи с	2	1
380	в основе	4	1
381	только отдельные	1	1
382	только наиболее	1	1
383	у нас	4	1
384	настоящего времени	1	1
385	такие же	1	1
386	и моря	1	1
387	мир в	1	1
388	действию в	1	1
389	свое значение	1	1
390	свои границы	1	1
391	где этот	2	1
392	оно может	1	1
393	приходит к	1	1
394	большем или	1	1
395	и о	1	1
396	эти не	1	1
397	существенное значение	3	1
398	значительной мере	1	1
399	людей в	3	1
400	язык и	1	1
401	то время	1	1
402	а другие	1	1
403	литературы и	2	1
404	котором мы	3	1
405	и сам	3	1
406	с собой	1	1
407	был бы	2	1
408	то станет	1	1
409	те же	3	1
410	и другими	1	1
411	одного из	1	1
412	когда его	1	1
413	об этом	1	1
414	еще в	5	1
415	поэтому в	1	1
416	в некоторой	1	1
417	был не	1	1
418	и вообще	4	1
419	к другу	1	1
420	составляет часть	1	1
421	с ним	4	1
422	и мест	1	1
423	связанная с	1	1
424	связанное с	1	1
425	является весьма	1	1
426	тех кто	1	1
427	внимание на	2	1
428	или на	1	1
429	государственной власти	1	1
430	и кровь	1	1
431	времени в	1	1
432	с определением	1	1
433	нас в	1	1
434	связанной с	2	1
435	положения и	1	1
436	в которую	1	1
437	из себя	1	1
438	живых существ	1	1
439	того в	1	1
440	всего этого	1	1
441	нем и	1	1
442	в ту	1	1
443	в лучшем	1	1
444	различия между	1	1
445	если взять	1	1
446	вышедшей в	1	1
447	друг к	1	1
448	большей или	4	1
449	один из	6	1
450	iv в	1	1
451	тот же	4	1
452	с ними	1	1
453	всех этих	2	1
454	мы увидим	3	1
455	и человечества	1	1
456	как нечто	1	1
457	страх перед	2	1
458	они могут	2	1
459	обладает и	1	1
460	по этому	1	1
461	весьма многие	1	1
462	ведь в	1	1
463	переходит в	2	1
464	конечно не	3	1
465	уже не	1	1
466	уже в	4	1
467	если мы	2	1
468	борьбы с	1	1
469	в начале	3	1
470	что не	3	1
471	связывается с	1	1
472	некоторую часть	1	1
473	культуры от	1	1
474	одно из	1	1
475	для него	1	1
476	и их	3	1
477	ли этот	1	1
478	мы находим	2	1
479	и должна	1	1
480	и продолжает	1	1
481	как его	2	1
482	половая жизнь	1	1
483	богатство и	1	1
484	значение имеет	1	1
485	выходит за	3	1
486	а на	2	1
487	к которому	1	1
488	или меньшей	3	1
489	в ряде	3	1
490	в англии	1	1
491	что для	1	1
492	выступает в	1	1
493	положений и	1	1
494	не было	1	1
495	света и	1	1
496	которых мы	2	1
497	с большей	1	1
498	происходило и	1	1
499	что из	1	1
500	что мы	2	1
501	в связи	1	1
502	эту эпоху	1	1
503	связь с	1	1
504	раз на	1	1
505	несомненным что	1	1
506	и морем	1	1
507	эпох и	1	1
508	до настоящего	1	1
509	для всех	1	1
510	что за	1	1
511	границ между	1	1
512	есть только	3	1
513	только ее	1	1
514	действительно ли	1	1
515	вспомним что	1	1
516	этого слова	1	1
517	слова и	1	1
518	части своего	1	1
519	лучшем случае	1	1
520	для развития	1	1
521	более того	4	1
522	с полной	1	1
523	вопрос в	1	1
524	одного и	2	1
525	в мировой	1	1
526	лицо и	2	1
527	плоти и	1	1
528	о котором	4	1
529	в индивидуальном	2	1
530	а к	1	1
531	в ближайшем	1	1
532	степени чем	2	1
533	в третьем	3	1
534	в большей	4	1
535	находим в	1	1
536	но это	3	1
537	и другие	2	1
538	сводить к	1	1
539	но этот	1	1
540	что даже	2	1
541	будучи в	1	1
542	около г	1	1
543	к этой	1	1
544	вполне понятно	2	1
545	своей части	1	1
546	это в	1	1
547	все что	4	1
