N	2gram	Bakhtin_Pr_2	VLabPisa
366	все те	2	1
367	должна быть	3	1
368	она к	1	1
369	со всех	1	1
370	правильного понимания	2	1
371	как мы	8	1
372	что если	3	1
373	и свой	1	1
374	они могут	3	1
375	является уже	1	1
376	именно к	1	1
377	творчества с	1	1
378	нельзя ограничиться	1	1
379	эстетики и	1	1
380	из того	1	1
381	мы и	3	1
382	основе этого	1	1
383	проявляется в	2	1
384	между собой	1	1
385	именно эти	1	1
386	быть в	2	1
387	не был	2	1
388	здесь не	2	1
389	сознания а	2	1
390	бедном чиновнике	1	1
391	ними в	1	1
392	предисловии к	1	1
393	художник и	2	1
394	а только	2	1
395	дело обстоит	1	1
396	его сознания	1	1
397	не все	1	1
398	ответ на	1	1
399	а и	1	1
400	само же	1	1
401	воплощенной в	2	1
402	в свои	1	1
403	сама по	5	1
404	лицом к	1	1
405	в истории	2	1
406	опирается на	2	1
407	общего с	1	1
408	этого развития	1	1
409	для их	1	1
410	способность как	1	1
411	кроме того	1	1
412	в единый	1	1
413	свою внутреннюю	2	1
414	что по	1	1
415	и наконец	1	1
416	что этим	1	1
417	и свою	2	1
418	то в	1	1
419	образ которого	1	1
420	формы в	2	1
421	уже в	4	1
422	что так	1	1
423	опыт и	1	1
424	достоевского таким	1	1
425	имеем в	2	1
426	тому же	1	1
427	связи между	1	1
428	на то	2	1
429	но на	2	1
430	в братьях	2	1
431	так сказать	7	1
432	характерны для	1	1
433	и если	1	1
434	на его	5	1
435	идей и	1	1
436	о бедном	1	1
437	в определенном	1	1
438	время и	1	1
439	да и	1	1
440	силой и	2	1
441	когда все	1	1
442	и еще	1	1
443	не значит	2	1
444	не как	6	1
445	что еще	2	1
446	необходимо для	1	1
447	идеологического творчества	2	1
448	схематически можно	1	1
449	уже не	6	1
450	что может	1	1
451	на этом	1	1
452	его можно	1	1
453	и речи	1	1
454	рассказ а	1	1
455	самого автора	1	1
456	то есть	50	1
457	зрения на	5	1
458	ее нельзя	1	1
459	входит в	9	1
460	на протяжении	3	1
461	деле в	1	1
462	на почве	4	1
463	то все	1	1
464	этом смысле	5	1
465	же если	1	1
466	идеи воплощенной	1	1
467	в новое	1	1
468	кажется что	2	1
469	к области	1	1
470	тут уж	1	1
471	для них	3	1
472	ни одной	1	1
473	которой он	1	1
474	несмотря на	1	1
475	на этот	1	1
476	мере не	1	1
477	понятия и	1	1
478	творчества эта	1	1
479	себе все	1	1
480	он обязательно	1	1
481	данного героя	1	1
482	в этих	4	1
483	все должно	3	1
484	еще недостаточно	1	1
485	бы своих	1	1
486	знает и	1	1
487	мысль в	1	1
488	не решена	1	1
489	эти лица	1	1
490	значение для	3	1
491	является только	1	1
492	и той	3	1
493	процесса и	1	1
494	индивидуальности таким	1	1
495	единство и	1	1
496	но он	1	1
497	друг другу	1	1
498	и эти	1	1
499	в устах	1	1
500	не должна	3	1
501	бы быть	2	1
502	зрения и	1	1
503	мы встречаемся	1	1
504	необходимо учитывать	1	1
505	роль играют	1	1
506	нет никакого	1	1
507	что есть	1	1
508	прототипы так	1	1
509	перед собою	1	1
510	а иногда	1	1
511	как можно	1	1
512	что эта	2	1
513	у платона	1	1
514	еще до	1	1
515	того как	3	1
516	на себе	1	1
517	время как	1	1
518	весь роман	1	1
519	но только	2	1
520	каждым из	1	1
521	и автор	2	1
522	может только	1	1
523	не имеет	3	1
524	казалось бы	1	1
525	ним не	1	1
526	вещью он	1	1
527	жизни не	1	1
528	отдельных диалогов	1	1
529	о манере	1	1
530	сложность и	1	1
531	видим что	1	1
532	от него	3	1
533	друг друга	7	1
534	как не	5	1
535	мы бы	1	1
536	достоевский в	5	1
537	только с	1	1
538	как будто	1	1
539	в основе	2	1
540	в каком	1	1
541	романа братья	1	1
542	идею и	1	1
543	все то	2	1
544	из элементов	1	1
545	функцию но	1	1
546	случайно и	1	1
547	эпохе в	1	1
548	говорят в	1	1
549	лежит в	2	1
550	понимает и	2	1
551	одну и	1	1
552	раз навсегда	1	1
553	бы он	2	1
554	положения прежде	1	1
555	как идеи	1	1
556	ничего общего	2	1
557	и поэтому	1	1
558	и которая	1	1
559	можно и	1	1
560	проявления этой	1	1
561	своего развития	2	1
562	с ее	3	1
563	как один	1	1
564	же не	1	1
565	данном случае	1	1
566	нет нужды	1	1
567	вспомним хотя	1	1
568	своих романов	1	1
569	то время	1	1
570	в дальнейшем	2	1
571	и сам	3	1
572	что у	4	1
573	и ту	1	1
574	нельзя не	1	1
575	это вовсе	2	1
576	в плоскости	1	1
577	из очень	2	1
578	образом уже	2	1
579	по сравнению	2	1
580	но у	3	1
581	жизнь и	3	1
582	понятно что	1	1
583	строго говоря	1	1
584	о котором	1	1
585	для этого	3	1
586	с ним	8	1
587	творчества они	1	1
588	а по	1	1
589	автор не	4	1
590	о нем	6	1
591	на него	2	1
592	но несколько	1	1
593	это происходит	1	1
594	его художественной	1	1
595	и та	1	1
596	прямо и	1	1
597	и что	2	1
598	др и	1	1
599	и большого	1	1
600	ли она	1	1
601	бытием и	1	1
602	нет это	1	1
603	две категории	1	1
604	или как	1	1
605	всем им	1	1
606	которой мы	1	1
607	затем в	1	1
608	об отсутствии	1	1
609	на одном	1	1
610	говорит он	1	1
611	в форме	2	1
612	быть даже	2	1
613	романа в	5	1
614	и тех	1	1
615	всего этого	3	1
616	в свете	1	1
617	к сознанию	1	1
618	если это	1	1
619	в него	1	1
620	в сферу	1	1
621	все зависит	1	1
622	психологию к	1	1
623	с отдельными	1	1
624	действительности не	1	1
625	обе эти	1	1
626	в меньшей	1	1
627	согласиться с	1	1
628	в какой	1	1
629	но ни	1	1
630	к их	1	1
631	него основной	1	1
632	своих корреспондентов	1	1
633	который в	1	1
634	во времени	1	1
635	в большом	3	1
636	платона в	2	1
637	обычного типа	2	1
638	же и	1	1
639	есть в	8	1
640	собою в	1	1
641	конечно не	6	1
642	только на	1	1
643	в живописи	1	1
644	существу своему	1	1
645	в виде	1	1
646	в начале	2	1
647	еще одну	1	1
648	не дает	1	1
649	в данной	1	1
650	по выражению	2	1
651	и других	3	1
652	его и	3	1
653	к творчеству	1	1
654	характерно что	2	1
655	ни в	2	1
656	ними нет	1	1
657	художественного образа	2	1
658	представлений о	1	1
659	сами по	1	1
660	для правильного	2	1
661	отношение к	8	1
662	удобства и	1	1
663	братьях карамазовых	2	1
664	каждый из	1	1
665	и никогда	1	1
666	оказывается перед	1	1
667	тем что	2	1
668	гораздо сложнее	1	1
669	эти идеи	2	1
670	в более	1	1
671	это положение	1	1
672	концепции в	1	1
673	в едином	2	1
674	к идее	3	1
675	со всем	1	1
676	без всякой	1	1
677	только у	1	1
678	художником в	1	1
679	не обязательно	1	1
680	ними творчество	1	1
681	а именно	3	1
682	человека а	1	1
683	в свою	1	1
684	как же	2	1
685	бытия в	2	1
686	себя и	2	1
687	мышления точнее	1	1
688	материал в	2	1
689	быть а	1	1
690	жизнь в	1	1
691	личности в	3	1
692	основное и	1	1
693	наконец в	1	1
694	борьбу и	1	1
695	напряженной борьбы	1	1
696	на эту	1	1
697	самого начала	1	1
698	со своими	6	1
699	или с	1	1
700	что из	1	1
701	с образами	1	1
702	другими образами	1	1
703	если не	2	1
704	очень часто	1	1
705	своей личности	2	1
706	проникновения в	3	1
707	может иметь	1	1
708	к лицу	1	1
709	независимыми от	1	1
710	и особенно	2	1
711	как в	4	1
712	и самые	1	1
713	художественные образы	2	1
714	сознания на	1	1
715	где же	1	1
716	в данном	1	1
717	сравнению с	2	1
718	в той	3	1
719	к действительности	2	1
720	сознания при	1	1
721	бы его	1	1
722	ней не	1	1
723	том смысле	1	1
724	должно быть	4	1
725	их отношение	1	1
726	в художественную	1	1
727	единства в	1	1
728	слова и	1	1
729	еще раз	3	1
730	вне себя	1	1
731	только для	2	1
732	но это	2	1
733	на своем	1	1
734	мы видим	2	1
735	и ему	1	1
736	для такого	1	1
737	идея на	1	1
738	происходит в	1	1
739	его творчества	5	1
740	это как	2	1
741	человека это	1	1
742	романа и	4	1
743	ее и	1	1
744	в каждой	1	1
745	сознания вообще	4	1
746	и все	1	1
747	и разные	1	1
748	о достоевском	1	1
749	той или	3	1
750	у достоевского	14	1
751	и художественной	1	1
752	еще более	1	1
753	и ни	1	1
754	находится в	2	1
755	потому что	8	1
756	же оно	1	1
757	словесное выражение	1	1
758	или не	2	1
759	трудным и	1	1
760	вся область	1	1
761	еще в	1	1
762	находит свое	1	1
763	всего человека	1	1
764	бы с	1	1
765	клода бернара	1	1
766	из тех	1	1
767	это в	1	1
768	имеет ничего	1	1
769	совершенно не	1	1
770	и наблюдает	1	1
771	при определенных	1	1
772	авантюрного романа	3	1
773	вступает с	1	1
774	эти же	2	1
775	по которой	1	1
776	и идеи	5	1
777	есть и	3	1
778	есть то	1	1
779	и повести	1	1
780	огромное значение	1	1
781	или точнее	1	1
782	всей полноты	1	1
783	к этой	2	1
784	видим в	1	1
785	это было	2	1
786	и другие	4	1
787	к страхову	1	1
788	в таком	3	1
