N	2gram	Vygotskiy__3	UchenyiS
106	в этот	1	1
107	но по	2	1
108	человека и	5	1
109	в виду	1	1
110	сам по	1	1
111	входит в	5	1
112	данном случае	1	1
113	или иначе	2	1
114	только при	2	1
115	перестают быть	1	1
116	но нам	1	1
117	было сделать	1	1
118	понятие не	2	1
119	идет не	1	1
120	степени и	1	1
121	в пределах	1	1
122	или по	1	1
123	слова у	4	1
124	принцип построения	1	1
125	что для	1	1
126	никогда не	4	1
127	так и	5	1
128	по его	1	1
129	и вы	1	1
130	одной стороны	5	1
131	той же	4	1
132	котором говорил	1	1
133	в сфере	2	1
134	относится к	1	1
135	до конца	1	1
136	с тем	16	1
137	мы имеем	4	1
138	именно этот	1	1
139	в словесном	1	1
140	является наиболее	1	1
141	представлений и	1	1
142	он становится	1	1
143	ссылка на	1	1
144	именно к	1	1
145	очень легко	2	1
146	и даже	1	1
147	должно быть	2	1
148	иначе говоря	2	1
149	и слово	3	1
150	остается в	1	1
151	восприятия и	1	1
152	или менее	3	1
153	о нем	1	1
154	все элементы	1	1
155	материал и	1	1
156	как на	2	1
157	представлениями и	1	1
158	приводит к	4	1
159	о том	5	1
160	в ней	1	1
161	и потому	2	1
162	относятся к	2	1
163	почти не	1	1
164	в котором	3	1
165	и что	10	1
166	и содержание	1	1
167	первый план	2	1
168	все его	1	1
169	из которых	5	1
170	в значительной	1	1
171	в пользу	5	1
172	предметами не	1	1
173	где же	1	1
174	слово как	1	1
175	функциональное и	2	1
176	в течение	2	1
177	в той	1	1
178	ему приходится	1	1
179	чем к	1	1
180	в данном	1	1
181	что же	1	1
182	бы в	2	1
183	переходит в	1	1
184	того что	10	1
185	функция а	1	1
186	в которых	3	1
187	речи в	4	1
188	их в	3	1
189	друг с	5	1
190	знак равенства	1	1
191	в наиболее	1	1
192	на его	2	1
193	говорит он	4	1
194	тому чтобы	1	1
195	оно является	3	1
196	это значит	4	1
197	к проблеме	2	1
198	за пределы	1	1
199	на то	4	1
200	быть не	1	1
201	к изучению	2	1
202	отнюдь не	4	1
203	задачи и	5	1
204	и существенным	1	1
205	которые могли	1	1
206	этом случае	1	1
207	независимо от	4	1
208	в своем	4	1
209	что с	4	1
210	случайной и	1	1
211	его раскрывает	1	1
212	нам думается	1	1
213	они относятся	1	1
214	но для	1	1
215	этого сложного	1	1
216	и все	4	1
217	обе эти	3	1
218	того как	3	1
219	что только	1	1
220	тот же	2	1
221	функции это	1	1
222	этого материала	1	1
223	более или	1	1
224	которое мы	1	1
225	по мнению	1	1
226	так много	1	1
227	т.д в	1	1
228	в которой	1	1
229	о котором	2	1
230	эти тенденции	1	1
231	так или	1	1
232	он в	1	1
233	встречаются с	1	1
234	тогда когда	4	1
235	с одной	5	1
236	с которыми	3	1
237	в качестве	12	1
238	без этого	2	1
239	в известном	4	1
240	вообще в	1	1
241	что по	2	1
242	точно и	1	1
243	уже не	2	1
244	равенства между	1	1
245	то и	4	1
246	же в	2	1
247	в процессе	27	1
248	в виде	3	1
249	не обладает	1	1
250	что было	1	1
251	в нем	2	1
252	связанные с	2	1
253	представляется чрезвычайно	1	1
254	или даже	1	1
255	с другом	5	1
256	но если	1	1
257	он не	4	1
258	формы является	1	1
259	о которой	1	1
260	сказать что	4	1
261	очень часто	2	1
262	одно из	1	1
263	часто встречается	1	1
264	исходить из	1	1
265	важным и	1	1
266	что еще	1	1
267	понятий с	1	1
268	содержания и	1	1
269	восприятия а	1	1
270	этот процесс	3	1
271	в понятии	5	1
272	находящихся в	1	1
273	не для	1	1
274	содержание и	1	1
275	но что	1	1
276	у него	1	1
277	является одним	1	1
278	само по	2	1
279	мы можем	7	1
280	взятого в	1	1
281	находит себе	1	1
282	и делает	1	1
283	и свое	1	1
284	и эта	2	1
285	что при	1	1
286	к этому	3	1
287	что в	17	1
288	в таком	2	1
289	все что	2	1
290	общего и	1	1
291	основной проблемой	1	1
292	бы это	1	1
293	к построению	1	1
