N	2gram	Tiupa_Anal_3	slovoVRo
430	того чтобы	1	1
431	только не	3	1
432	новеллы однако	1	1
433	дело в	2	1
434	в самой	1	1
435	с одним	1	1
436	его можно	1	1
437	по своей	2	1
438	на себе	1	1
439	во всем	3	1
440	не столь	1	1
441	и позволяет	1	1
442	этом отношении	3	1
443	за ними	1	1
444	без исключения	3	1
445	эстетический объект	1	1
446	остаются вне	1	1
447	к той	1	1
448	в стиле	1	1
449	не от	2	1
450	тем это	1	1
451	очень часто	1	1
452	и вступает	1	1
453	всего они	1	1
454	его за	2	1
455	не дано	1	1
456	и своя	1	1
457	и глубоких	1	1
458	сторону и	1	1
459	для всего	1	1
460	нет никакой	1	1
461	культуры и	1	1
462	степени и	1	1
463	приводит к	4	1
464	его внешней	2	1
465	сознания с	1	1
466	слово о	1	1
467	в чужом	1	1
468	жизнь и	3	1
469	является в	1	1
470	если бы	1	1
471	для этого	1	1
472	со стороны	9	1
473	каждое из	1	1
474	сводится к	2	1
475	именно потому	1	1
476	и стихи	1	1
477	в новелле	1	1
478	романа а	1	1
479	в единую	1	1
480	как у	1	1
481	это было	1	1
482	на всех	1	1
483	однако с	3	1
484	речевого целого	1	1
485	авторскую интенцию	1	1
486	во втором	4	1
487	нуждается в	2	1
488	что и	5	1
489	этом как	2	1
490	и только	1	1
491	крайней мере	4	1
492	на границах	1	1
493	целого как	2	1
494	может иметь	1	1
495	в литературе	1	1
496	за этой	1	1
497	время в	1	1
498	авторской интенции	1	1
499	тот же	1	1
500	дело с	3	1
501	вступить в	2	1
502	в стороне	1	1
503	и так	1	1
504	а лишь	1	1
505	в литературу	2	1
506	между отдельными	1	1
507	сколько в	1	1
508	есть в	1	1
509	в начале	6	1
510	слова не	1	1
511	должны иметь	1	1
512	то у	1	1
513	у сентименталистов	1	1
514	момент своего	1	1
515	тяготеющие к	1	1
516	и их	1	1
517	к ним	1	1
518	случае не	1	1
519	каждый из	1	1
520	автора как	1	1
521	в форме	2	1
522	а потому	1	1
523	между которыми	1	1
524	действительного автора	1	1
525	или иначе	1	1
526	перестают быть	1	1
527	эти две	1	1
528	всякое высказывание	2	1
529	о своем	2	1
530	к имени	1	1
531	и прежде	2	1
532	себя и	1	1
533	что не	3	1
534	романа которые	1	1
535	работы по	1	1
536	только по	1	1
537	сплетены в	1	1
538	на смену	1	1
539	он только	1	1
540	был в	1	1
541	занимает в	1	1
542	однако и	3	1
543	того который	1	1
544	в барышне-крестьянке	3	1
545	и литературного	1	1
546	о чем	4	1
547	автору и	2	1
548	на эту	2	1
549	диалога и	1	1
550	всех направлениях	1	1
551	что мы	2	1
552	он и	3	1
553	с помощью	1	1
554	входить в	1	1
555	вступает в	3	1
556	о себе	2	1
557	вместе с	2	1
558	до этого	1	1
559	этого момента	1	1
560	интенций в	1	1
561	это его	1	1
562	да и	2	1
563	хотя он	1	1
564	этого слова	2	1
565	сколько бы	1	1
566	столько в	1	1
567	на пути	2	1
568	в эстетический	1	1
569	затем и	1	1
570	но это	1	1
571	между прочим	1	1
572	но с	2	1
573	с полной	1	1
574	цветов и	1	1
575	живет и	1	1
576	рассказчика не	1	1
577	тем более	1	1
578	как рассказчик	1	1
579	и сентиментальной	1	1
580	в отдельных	1	1
581	это художественно	1	1
582	от них	1	1
583	от него	1	1
584	бы в	1	1
585	на языке	3	1
586	изображающее слово	1	1
587	же в	2	1
588	и жанровые	1	1
589	личности и	2	1
590	письменного и	1	1
591	героя и	4	1
592	не знает	1	1
593	только как	1	1
594	от всех	1	1
595	себе самому	2	1
596	есть и	1	1
597	та же	1	1
598	жизни и	1	1
599	и другие	1	1
600	автора при	1	1
601	по причине	1	1
602	который не	2	1
603	как на	1	1
604	в таком	1	1
605	все что	1	1
606	и риторического	1	1
607	они не	1	1
