N	2gram	Propp_Isto_5	formyVre
468	из древнейших	1	1
469	в русском	1	1
470	на те	1	1
471	здесь же	1	1
472	земле а	1	1
473	также служит	1	1
474	тесно связана	1	1
475	с другом	2	1
476	с которой	1	1
477	такие же	1	1
478	в момент	1	1
479	которые считались	1	1
480	вошли в	1	1
481	как только	1	1
482	должны быть	1	1
483	что оно	1	1
484	его с	1	1
485	они и	1	1
486	всегда есть	1	1
487	надел на	1	1
488	время он	1	1
489	и стали	1	1
490	приходит к	1	1
491	свою очередь	1	1
492	были бы	1	1
493	чтобы быть	1	1
494	за нами	2	1
495	и этим	2	1
496	в себя	3	1
497	так в	2	1
498	приводит к	1	1
499	на том	3	1
500	с собой	1	1
501	не говорится	1	1
502	живет в	5	1
503	обрядов и	2	1
504	вошел в	2	1
505	сказках как	1	1
506	с человеком	1	1
507	преисподнюю и	1	1
508	образом в	2	1
509	можно бы	3	1
510	и здесь	7	1
511	он попадает	1	1
512	не был	1	1
513	в состав	1	1
514	мы это	1	1
515	о том	7	1
516	характер этого	1	1
517	находятся в	1	1
518	или на	2	1
519	мира а	1	1
520	богов как	1	1
521	связи в	1	1
522	затем в	3	1
523	из дому	2	1
524	и три	2	1
525	от них	2	1
526	на одном	2	1
527	сюда же	3	1
528	и только	1	1
529	наконец в	1	1
530	в античной	1	1
531	также в	1	1
532	на всю	1	1
533	в ту	1	1
534	может иметь	1	1
535	в него	5	1
536	как вдруг	1	1
537	герой в	4	1
538	бросается в	2	1
539	что подобный	1	1
540	но наряду	1	1
541	тот же	1	1
542	природой и	1	1
543	что он	22	1
544	мы увидим	5	1
545	быть найдены	1	1
546	целого и	1	1
547	должен быть	2	1
548	его вместе	1	1
549	их не	1	1
550	в эти	1	1
551	чаще всего	1	1
552	себя в	6	1
553	так что	2	1
554	было так	1	1
555	проникнуть в	1	1
556	в указанном	1	1
557	и солнце	1	1
558	носит в	1	1
559	и они	2	1
560	что во	2	1
561	за пределами	1	1
562	этот момент	1	1
563	следует за	2	1
564	или даже	1	1
565	при помощи	7	1
566	специфическая особенность	1	1
567	из них	2	1
568	смерти и	1	1
569	него нет	1	1
570	но нет	1	1
571	ведь это	1	1
572	мы можем	2	1
573	должны будем	1	1
574	но уже	3	1
575	дальше в	1	1
576	ее на	1	1
577	нет например	1	1
578	связан с	2	1
579	здесь ясно	1	1
580	женится на	1	1
581	что человек	1	1
582	в каких	1	1
583	тот момент	1	1
584	говорит о	2	1
585	то и	1	1
586	ей не	1	1
587	а на	2	1
588	отсюда становится	1	1
589	его сюда	1	1
590	с которым	2	1
591	от мира	1	1
592	одну из	1	1
593	о чем	2	1
594	мы остановимся	1	1
595	на корабле	2	1
596	дается как	1	1
597	я вошел	1	1
598	но есть	2	1
599	этим и	1	1
600	если не	4	1
601	уже давно	1	1
602	даже такие	1	1
603	из форм	1	1
604	с началом	1	1
605	слагаются из	1	1
606	в дословном	1	1
607	не знал	2	1
608	по своему	1	1
609	ибо оно	1	1
610	и вот	1	1
611	это также	1	1
612	в нужный	1	1
613	характерно здесь	1	1
614	и основной	1	1
615	в тех	1	1
616	к образу	1	1
617	работы о	1	1
618	у этого	1	1
619	друг с	2	1
620	ко мне	1	1
621	путь в	1	1
622	и оно	1	1
623	к другим	1	1
624	это уже	2	1
625	и от	1	1
626	это он	1	1
627	в другое	1	1
628	форм в	1	1
629	или другой	1	1
630	дословном переводе	1	1
631	но эти	3	1
632	от него	1	1
633	из себя	4	1
634	с магическим	1	1
635	все они	1	1
636	на берегу	2	1
637	видим в	1	1
638	речи об	1	1
639	своего народа	1	1
640	он видит	4	1
641	его к	3	1
642	с ней	2	1
643	в птицу	2	1
644	но когда	3	1
645	того на	1	1
646	всех других	1	1
647	можно наблюдать	3	1
648	следующий день	1	1
649	на ней	2	1
650	героя в	9	1
651	на свет	1	1
652	строится на	2	1
653	где он	1	1
654	к этой	1	1
655	в искусстве	1	1
656	в своих	1	1
657	им и	2	1
