N	2gram	Tiupa_Disk_2	Hudozhes
133	на него	1	3
134	о них	1	3
135	отдельного человека	1	3
136	со своим	2	3
137	личности в	2	3
138	ни о	1	3
139	к себе	1	3
140	и это	2	3
141	внимание на	1	3
142	в родном	1	3
143	одной из	1	3
144	и ее	3	3
145	[...] и	1	3
146	с одной	4	3
147	конечном счете	1	3
148	в одном	4	3
149	что на	2	3
150	с другой	5	3
151	и тех	1	3
152	а с	5	3
153	прежде всего	7	3
154	в соответствии	2	3
155	человек в	1	3
156	одной стороны	4	3
157	в состоянии	1	3
158	все это	2	3
159	ли в	1	3
160	к чужому	1	3
161	будто бы	1	3
162	в памяти	1	3
163	на фоне	1	3
164	и состоит	2	3
165	чехова как	1	3
166	самом деле	1	3
167	же как	2	2
168	и то	4	2
169	о любви	2	2
170	в чужой	1	2
171	в первом	1	2
172	той же	2	2
173	говорить о	2	2
174	а для	1	2
175	они были	1	2
176	он сам	1	2
177	тем как	1	2
178	если в	1	2
179	ответ на	1	2
180	отношение к	2	2
181	более чем	2	2
182	все же	6	2
183	как уже	2	2
184	но в	11	2
185	со своей	1	2
186	художественного мышления	1	2
187	в нашем	1	2
188	из этих	3	2
189	не более	2	2
190	было видно	1	2
191	роли в	1	2
192	чего не	3	2
193	но именно	1	2
194	о которой	1	2
195	в принципе	2	2
196	не как	1	2
197	на этом	1	2
198	оно не	1	2
199	не с	2	2
200	лишь в	1	2
201	его в	3	2
202	гурова в	1	2
203	[...] в	3	2
204	характер и	1	2
205	и было	1	2
206	со всей	1	2
207	место в	2	2
208	можно так	1	2
209	с точки	2	2
210	если можно	1	2
211	не столько	3	2
212	жизни с	1	2
213	а вот	1	2
214	жизни то	1	2
215	из нас	1	2
216	дело не	1	2
217	того как	1	2
218	одна из	1	2
219	к ней	1	2
220	[...] как	1	2
221	ему в	1	2
222	в основе	4	2
223	к той	1	2
224	бытия как	1	2
225	в строгом	3	2
226	между автором	1	2
227	рассказа и	1	2
228	приходит к	1	2
229	и тайным	1	2
230	людей в	1	2
231	данном случае	6	2
232	мысль о	3	2
233	приводит к	3	2
234	роль в	4	2
235	на свой	1	2
236	[...] а	3	2
237	во второй	1	2
238	один человек	1	2
239	жизненная позиция	1	2
240	о нем	1	2
241	жизни не	2	2
242	и т.д	1	2
243	в другом	3	2
244	а также	8	2
245	того или	1	2
246	чеховского творчества	2	2
247	во втором	1	2
248	и только	1	2
249	один из	1	2
250	себя с	2	2
251	здесь не	2	2
252	являет собой	2	2
253	же и	1	2
254	так выразиться	1	2
255	человеческих отношений	1	2
256	из них	3	2
257	вовсе не	1	2
258	в любви	1	2
259	гробовщика и	1	2
260	в финале	1	2
261	или иной	3	2
262	как у	1	2
263	именно в	2	2
264	еще и	1	2
265	себя и	1	2
266	личностью в	1	2
267	и составляет	1	2
268	вместе с	2	2
269	от страха	1	2
270	в данном	7	2
271	не зная	1	2
272	чехова в	2	2
273	или иного	2	2
274	в ряду	2	2
275	я с	2	2
276	главного героя	1	2
277	что же	2	2
278	в контексте	3	2
279	автором и	1	2
280	и от	1	2
281	не является	4	2
282	и для	2	2
283	лицо и	1	2
284	[...] не	1	2
285	отнюдь не	6	2
286	в голову	1	2
287	потому что	4	2
288	точки зрения	4	2
289	а о	1	2
290	между ними	1	2
291	сказать что	1	2
292	я это	1	2
293	к числу	1	2
294	как на	3	2
295	тем самым	6	2
296	продолжающейся жизни	1	1
297	одних и	1	1
298	рассказа читателю	1	1
299	одним из	1	1
300	например в	3	1
301	тех же	1	1
302	это и	1	1
303	жизни этот	1	1
304	на деле	1	1
305	перед лицом	2	1
306	и так	1	1
307	к другому	1	1
308	на две	1	1
309	другой жизни	1	1
310	к рассказу	1	1
311	также и	3	1
312	чехов в	1	1
313	не умирает	1	1
314	на материале	1	1
315	мы имеем	2	1
316	мы не	1	1
317	себе как	1	1
318	истины и	1	1
319	жалобной книги	1	1
320	для осмысления	2	1
321	я оказывается	1	1
322	не была	1	1
323	перерастает в	1	1
324	в сущности	1	1
325	принадлежит к	3	1
326	жизненной позиции	3	1
327	этого термина	1	1
328	заданности и	1	1
329	жизни это	1	1
330	из ее	1	1
331	это время	1	1
332	не иметь	1	1
333	а другие	1	1
334	разумеется не	4	1
335	двух или	1	1
336	не нужно	2	1
337	он был	1	1
338	установку на	2	1
339	упускать из	1	1
340	бы то	1	1
341	я на	1	1
342	во всех	1	1
343	в сюжете	1	1
344	иного рода	1	1
345	во внешнем	1	1
346	точка зрения	1	1
347	к которой	2	1
348	в сторону	1	1
349	стратегии он	1	1
350	к богу	1	1
351	зрелого творчества	1	1
352	xix столетия	1	1
353	следующей фразой	1	1
354	не просто	1	1
355	друг от	1	1
356	за пределы	1	1
357	ни одна	1	1
358	в одной	1	1
359	в той	2	1
360	себя знать	1	1
361	по сути	2	1
362	ней в	1	1
363	такова же	1	1
364	состава действующих	1	1
365	немалой степени	1	1
366	дистанция между	2	1
367	собственным смыслом	1	1
368	собственно и	2	1
369	хотя и	1	1
370	когда он	1	1
371	одного текста	1	1
372	дает себя	1	1
373	но для	1	1
374	себе не	1	1
375	своим истоком	1	1
376	человеческая жизнь	1	1
377	характер как	2	1
378	в которой	1	1
379	отношения между	2	1
380	ни один	1	1
381	как некий	1	1
382	счастья и	1	1
383	представляет собой	11	1
384	все эти	3	1
385	между настоящим	1	1
386	и отношения	1	1
387	человеке и	1	1
388	личности но	1	1
389	лица и	1	1
390	по имени	1	1
391	претендует на	1	1
392	человек не	1	1
393	так сказать	1	1
394	жизнью и	2	1
395	по словам	2	1
396	в поэтике	1	1
397	автора не	1	1
398	или нескольких	1	1
399	к миру	1	1
400	готовности к	1	1
401	же это	1	1
402	пределах одного	1	1
403	в силу	1	1
404	из виду	3	1
405	мире я	1	1
406	содержит в	2	1
407	их в	2	1
408	свое время	2	1
409	смертью в	1	1
410	жизни здесь	1	1
411	картины мира	7	1
412	этот тезис	1	1
413	ту внутреннюю	1	1
414	дистанции между	1	1
415	обнаруживает себя	1	1
416	не бывает	1	1
417	не должно	1	1
418	но все	1	1
419	значительной степени	1	1
420	не следует	3	1
421	слова не	2	1
422	то ни	1	1
423	существования не	1	1
424	и трогательно	1	1
425	то есть	12	1
426	рассказа счастье	1	1
427	и иных	1	1
428	к иллюзии	1	1
429	миропорядка как	2	1
430	а позднее	2	1
431	других субъектов	1	1
432	даже в	1	1
433	который по	2	1
434	этому ряду	1	1
435	она и	1	1
436	этого не	1	1
437	грани между	1	1
438	жизни но	3	1
439	духовной жизни	1	1
440	он от	1	1
441	несет в	2	1
442	и еще	1	1
443	на краткие	1	1
444	на мысль	1	1
445	в ходе	2	1
446	никак не	1	1
447	рассказа о	1	1
448	это ощущение	1	1
449	рассказе не	1	1
450	о герое	1	1
451	где мы	1	1
452	и смерть	1	1
453	переходе от	2	1
454	установка на	1	1
455	человеком и	1	1
456	для зрелого	1	1
457	самого героя	1	1
458	а потом	2	1
459	содержание рассказа	2	1
460	и другого	2	1
461	характерное для	1	1
462	стало быть	1	1
463	одном из	3	1
464	художественного мира	1	1
465	другом и	1	1
466	теми же	1	1
467	обращение к	2	1
468	а почему	1	1
469	это разумеется	1	1
470	видно что	1	1
471	и более	1	1
472	том же	1	1
473	краткие мгновения	1	1
474	правильно поставленный	1	1
475	стратегии художественного	1	1
476	случае мы	1	1
477	с миром	1	1
478	зрелого чехова	2	1
479	виду что	1	1
480	мысли в	1	1
481	самого начала	1	1
482	дело в	2	1
483	своего героя	1	1
484	личность однако	1	1
485	чем не	2	1
486	драматизм самореализации	1	1
487	та или	1	1
488	например не	1	1
489	и всегда	1	1
490	на язык	1	1
491	имеем дело	1	1
492	о ней	1	1
493	или иная	1	1
494	с живым	1	1
495	как она	1	1
496	присутствия в	3	1
497	такая же	1	1
498	героя это	1	1
499	предстает в	1	1
500	не столь	2	1
501	в области	2	1
502	однако это	1	1
503	ему не	1	1
504	похожая на	1	1
505	в разговоре	1	1
506	или притче	1	1
507	отличается от	1	1
508	об одном	3	1
509	числе и	1	1
510	всего в	1	1
511	в своего	1	1
512	его с	1	1
513	именно таков	1	1
514	той или	3	1
515	отчетливо проступает	1	1
516	в ситуации	1	1
517	героев в	1	1
518	от друга	1	1
519	в анекдоте	3	1
520	текста о	1	1
521	для читателя	1	1
522	себе самом	1	1
523	жизни своего	1	1
524	эпизода в	1	1
525	в себя	2	1
526	умирает а	1	1
527	с самого	1	1
528	всей своей	3	1
529	к смерти	1	1
530	иначе говоря	3	1
531	при сохранении	1	1
532	читателя в	1	1
533	только через	1	1
534	времени и	2	1
535	повседневную жизнь	1	1
536	его героев	1	1
537	еще в	3	1
538	мы в	1	1
539	в повседневную	1	1
540	остановимся на	1	1
541	и лишена	1	1
542	в разных	1	1
543	жизни гурова	1	1
544	и здесь	1	1
545	т.п в	1	1
546	и внутреннее	1	1
547	как сам	1	1
548	и что	1	1
549	обратим внимание	1	1
550	субъектом самоопределения	1	1
551	ядра личности	1	1
552	не позволяет	1	1
553	[...] но	1	1
554	времени в	4	1
555	в значительной	1	1
556	как было	1	1
557	нас в	1	1
558	здесь со	1	1
559	должно было	1	1
560	погружен в	1	1
561	субъекта жизни	1	1
562	в третьем	1	1
563	на одном	1	1
564	и реплики	1	1
565	чем и	1	1
566	другого в	2	1
567	еще более	1	1
568	внешнее и	1	1
569	которая и	1	1
570	системы персонажей	2	1
571	что вот	1	1
572	аспектами бытия	1	1
573	индивидуального бытия	2	1
574	в немалой	1	1
575	того что	1	1
576	быть и	1	1
577	по своей	6	1
578	но с	1	1
579	контакта с	1	1
580	и одновременно	2	1
581	я другой	1	1
582	значении термина	2	1
583	субъекта в	3	1
584	и весьма	1	1
585	бы его	1	1
586	фразы как	1	1
587	имеет своим	1	1
588	на мир	1	1
589	так что	1	1
590	[...] к	1	1
591	что подобно	1	1
592	для всех	1	1
593	оказывается в	1	1
594	же из	1	1
595	героя с	1	1
596	эта особенность	1	1
597	легко может	2	1
598	по выражению	1	1
599	мышления и	1	1
600	какая была	1	1
601	к своим	2	1
602	например к	1	1
603	искать в	1	1
604	это произвол	1	1
605	в прозе	1	1
606	могло бы	1	1
607	строгом значении	2	1
608	я в	5	1
609	не для	1	1
610	для меня	1	1
611	при всей	7	1
612	не о	2	1
613	может служить	1	1
614	принципиально не	1	1
615	произведение не	1	1
616	этом отношении	4	1
617	это по	1	1
618	когда бы	1	1
619	были бы	1	1
620	в.т и	1	1
621	ней и	1	1
622	и даже	1	1
623	и т.п	12	1
624	и эмоционально	1	1
625	как художественного	1	1
626	очевидным образом	3	1
627	действующих лиц	1	1
628	бытия в	1	1
629	перед ним	1	1
630	эстетическое завершение	1	1
631	к личности	1	1
632	настоящего времени	1	1
633	до конца	1	1
634	более того	1	1
635	анекдота и	6	1
636	места времени	1	1
637	человека не	1	1
638	не то	1	1
639	там где	1	1
640	более глубокое	1	1
641	с позиции	4	1
642	характер здесь	1	1
643	стороны в	1	1
644	бытия она	1	1
645	нами своего	1	1
646	оказывается не	2	1
647	места для	1	1
648	себе самому	2	1
649	однако для	1	1
650	сути дела	1	1
651	этого момента	1	1
652	значении этого	2	1
653	при переходе	1	1
654	в пределах	4	1
655	поставленный вопрос	1	1
656	это своего	1	1
657	к жизни	3	1
658	это были	1	1
659	подробности не	1	1
660	такого рода	9	1
661	дважды в	1	1
662	пользуясь словами	1	1
663	это его	1	1
664	присутствует в	1	1
665	человек с	1	1
666	исходя из	1	1
667	от лат	2	1
668	рассказ в	2	1
669	жизни во	1	1
670	и смерти	1	1
671	с этой	1	1
672	приобретает в	1	1
673	слова и	1	1
674	бытия с	1	1
675	этом случае	2	1
676	в условиях	1	1
677	для чужих	1	1
678	но это	3	1
679	рассказа как	4	1
680	но служит	1	1
681	это отнюдь	1	1
682	отступления от	1	1
683	в полном	2	1
684	он видел	1	1
685	слова но	1	1
686	открытый финал	1	1
687	в пределе	3	1
688	мира и	4	1
689	неожиданный вопрос	1	1
690	сверхличной заданностью	2	1
691	который бы	1	1
692	интерес к	2	1
693	житейских обстоятельств	1	1
694	читателю не	1	1
695	на языке	2	1
696	ключом к	2	1
697	мы ничего	1	1
698	по самой	1	1
699	же в	1	1
700	этом свете	1	1
701	не обладает	1	1
702	образ человека	2	1
703	между я	1	1
704	в творчестве	3	1
705	чужому слову	1	1
706	с ней	2	1
707	не знает	3	1
708	другой стороны	2	1
709	словесности а	1	1
710	жизни а	3	1
711	почему он	1	1
712	он предполагает	1	1
713	из этого	1	1
714	только о	1	1
715	героя в	5	1
716	на примере	2	1
717	в искусстве	1	1
718	личного я	1	1
719	в своих	6	1
720	том числе	1	1
721	другой личности	1	1
722	это в	2	1
723	моя жизнь	1	1
724	который не	2	1
725	к этому	4	1
726	можно назвать	4	1
727	которая не	1	1
