N	2gram	Tiupa_Hudo_1	formyVre
182	лишь в	3	2
183	смеха и	1	2
184	по себе	2	2
185	вышли из	1	2
186	далеко не	1	2
187	с тем	1	2
188	со своими	1	2
189	которой он	1	2
190	одна и	1	2
191	автора и	2	2
192	жизни с	1	2
193	своей жизни	2	2
194	но он	3	2
195	друг другу	1	2
196	и более	1	2
197	в отношении	1	2
198	своими корнями	1	2
199	вплоть до	1	2
200	она не	4	2
201	и имеет	1	2
202	там где	1	2
203	и всегда	1	2
204	в самой	1	2
205	и весь	1	2
206	особое значение	1	2
207	этом отношении	3	2
208	в духе	4	2
209	принадлежит к	1	2
210	могут быть	1	2
211	и потому	2	2
212	с анализом	1	2
213	и это	4	2
214	и о	4	2
215	от друга	1	2
216	чем не	1	2
217	здесь не	2	2
218	и от	4	2
219	в средневековой	1	2
220	в себя	2	2
221	не мог	1	2
222	особенно в	2	2
223	отсюда и	2	2
224	но здесь	1	2
225	находится в	1	2
226	и та	1	2
227	картина мира	4	2
228	влияние на	2	2
229	можно сказать	4	2
230	это не	7	2
231	и только	1	2
232	все в	1	2
233	века и	1	2
234	в литературе	3	2
235	литературы в	1	2
236	один из	4	2
237	него и	1	2
238	жить а	1	2
239	характерно что	1	2
240	сами по	1	2
241	в конце	4	2
242	они сами	1	2
243	каждый из	1	2
244	их живой	1	2
245	рядом с	1	2
246	до сих	2	2
247	с другой	1	2
248	сюда же	1	2
249	именно в	7	2
250	было бы	6	2
251	наконец в	1	2
252	романа в	3	2
253	их не	1	2
254	не знает	2	2
255	до конца	2	2
256	человек в	2	2
257	что все	1	2
258	не может	7	2
259	как это	1	2
260	по своему	3	2
261	в данном	1	2
262	в последнем	1	2
263	этот не	1	2
264	сих пор	2	2
265	только для	2	2
266	в аспекте	5	2
267	и точность	1	2
268	сказал что	1	2
269	в двух	1	2
270	ее и	1	2
271	но это	1	2
272	во всяком	1	2
273	все что	1	2
274	говорили о	1	1
275	можно говорить	1	1
276	говоря о	2	1
277	например в	2	1
278	относится и	1	1
279	мы здесь	1	1
280	и то	1	1
281	в воду	1	1
282	на самом	2	1
283	это и	1	1
284	идет о	3	1
285	жизнь есть	1	1
286	по преимуществу	3	1
287	он всегда	1	1
288	не имеют	3	1
289	видеть в	1	1
290	был и	1	1
291	их и	1	1
292	а как	1	1
293	для своего	2	1
294	общества и	1	1
295	что уже	1	1
296	вопрос о	2	1
297	начинается с	2	1
298	до совершенства	1	1
299	вместо того	2	1
300	же что	1	1
301	в каждой	1	1
302	героев в	2	1
303	это время	1	1
304	в ней	4	1
305	теперь они	1	1
306	разумеется не	1	1
307	он сам	1	1
308	эта жанровая	1	1
309	видения жизни	3	1
310	в широком	1	1
311	время в	1	1
312	сам а	1	1
313	взгляде на	1	1
314	в чем	1	1
315	с его	5	1
316	самом деле	5	1
317	которых так	1	1
318	в четвертой	1	1
319	в общем	1	1
320	словами и	1	1
321	себе и	2	1
322	тому времени	1	1
323	отличие от	1	1
324	друга и	1	1
325	связи и	1	1
326	в настоящем	1	1
327	значении этих	1	1
328	их действительной	1	1
329	первый взгляд	1	1
330	в трагедии	1	1
331	его на	1	1
332	о жизни	1	1
333	в него	2	1
334	человека вообще	1	1
335	однако не	1	1
336	в полном	1	1
337	когда он	1	1
338	для которой	1	1
339	за свои	1	1
340	в самом	4	1
341	в письмах	1	1
342	плане как	1	1
343	в которой	1	1
344	этом пересечении	1	1
345	жизни так	2	1
346	бы не	1	1
347	едва не	1	1
348	так в	2	1
349	частности с	1	1
350	совершенно новые	1	1
351	и тот	1	1
352	о других	1	1
353	его но	1	1
354	вообще не	1	1
355	сообщает об	1	1
356	у людей	1	1
357	и школы	1	1
358	они в	2	1
359	выражения и	1	1
360	в тот	2	1
361	же это	1	1
362	не как	1	1
363	понятий и	1	1
364	впаяны в	1	1
365	на его	2	1
366	сталкивается с	1	1
367	чтобы в	1	1
368	его от	1	1
369	никому не	1	1
370	и анекдота	1	1
371	лишь что	1	1
372	лежит на	2	1
373	но все	1	1
374	человеческого общения	1	1
375	от нее	1	1
376	об этом	5	1
377	на этой	1	1
378	для своей	1	1
379	на тех	3	1
380	и тем	1	1
381	и каждый	2	1
382	ни в	5	1
383	все равно	2	1
384	как об	1	1
385	а за	1	1
386	анекдот о	1	1
387	он и	1	1
388	или три	1	1
389	ключ к	2	1
390	мы не	2	1
391	других и	1	1
392	такой же	3	1
393	и того	1	1
394	нисколько не	1	1
395	смысл и	1	1
396	лучше всего	1	1
397	основной тон	1	1
398	в своей	10	1
399	здесь впервые	1	1
400	индивидуальной жизни	2	1
401	как все	2	1
402	художественное мышление	1	1
403	вне всякого	1	1
404	имеется и	1	1
405	с самого	1	1
406	не столько	2	1
407	в заключительных	1	1
408	и море	3	1
409	художественного мира	2	1
410	точку зрения	1	1
411	другом и	1	1
412	событий его	1	1
413	однако в	2	1
414	ним в	1	1
415	в землю	2	1
416	сам он	1	1
417	например и	1	1
418	тому что	4	1
419	иной раз	1	1
420	лишь одну	1	1
421	и слово	1	1
422	чистом виде	1	1
423	не имеет	2	1
424	самого начала	1	1
425	дело в	1	1
426	одна из	2	1
427	на него	2	1
428	облекается в	1	1
429	притча о	3	1
430	остановимся подробнее	1	1
431	и уже	1	1
432	того и	1	1
433	так много	1	1
434	слова как	2	1
435	этих двух	1	1
436	и речевой	1	1
437	или как	1	1
438	как она	2	1
439	значения например	1	1
440	такая же	1	1
441	не до	1	1
442	не могут	1	1
443	когда мы	1	1
444	и сближения	1	1
445	герой и	1	1
446	мира полемически	1	1
447	но одновременно	3	1
448	как для	1	1
449	сказать что	1	1
450	тот и	1	1
451	если же	1	1
452	человек находится	1	1
453	есть нечто	1	1
454	двадцати пяти	1	1
455	опираясь на	1	1
456	приходит к	1	1
457	с ее	2	1
458	свою очередь	1	1
459	но при	1	1
460	появляется в	1	1
461	в ее	3	1
462	данном случае	1	1
463	книги и	1	1
464	характер и	2	1
465	первой из	2	1
466	в произведении	1	1
467	говорили что	1	1
468	художественного мышления	6	1
469	на свой	1	1
470	есть человек	1	1
471	достаточно чтобы	1	1
472	времени и	1	1
473	раз он	1	1
474	этого как	1	1
475	момент при	1	1
476	еще в	3	1
477	о природе	3	1
478	этой жизни	1	1
479	если бы	3	1
480	автора к	1	1
481	все дело	1	1
482	сводится к	1	1
483	и т.д	1	1
484	и поэтому	2	1
485	внимание на	2	1
486	за пределами	1	1
487	в символическом	1	1
488	но мы	1	1
489	никак не	2	1
490	и что	2	1
491	такова что	1	1
492	требует для	1	1
493	в смерти	1	1
494	может не	1	1
495	там же	2	1
496	в значительной	2	1
497	и своей	1	1
498	город с	1	1
499	раз и	1	1
500	романа как	1	1
501	между тем	8	1
502	этот момент	2	1
503	другу то	1	1
504	и хорошо	1	1
505	на одном	1	1
506	в бытовой	2	1
507	непосредственно в	1	1
508	и которого	1	1
509	и об	2	1
510	следовало бы	1	1
511	своему содержанию	1	1
512	по своей	4	1
513	обычно у	1	1
514	и дело	2	1
515	романа и	1	1
516	для себя	3	1
517	его жизнь	2	1
518	смеха к	1	1
519	поэтому и	2	1
520	он действует	1	1
521	ему самому	1	1
522	и ее	1	1
523	времени как	1	1
524	именно на	1	1
525	себя в	4	1
526	есть в	1	1
527	то и	3	1
528	в пределе	1	1
529	является не	1	1
530	участие в	2	1
531	ни с	1	1
532	самому и	1	1
533	бытия и	4	1
534	и рождается	1	1
535	которой нет	1	1
536	ее на	1	1
537	он один	1	1
538	не противоречит	1	1
539	никого не	1	1
540	говорить и	1	1
541	дело разумеется	1	1
542	млечный путь	1	1
543	еще и	1	1
544	в природе	1	1
545	в отличие	1	1
546	не переставая	1	1
547	мира она	1	1
548	что не	2	1
549	объясняется тем	1	1
550	них и	1	1
551	ничем не	3	1
552	в рассказе	11	1
553	в руках	1	1
554	совсем иной	1	1
555	для человека	1	1
556	или с	2	1
557	несмотря на	4	1
558	но как	2	1
559	в речи	2	1
560	какая же	1	1
561	под утро	1	1
562	как вещь	1	1
563	установкой на	2	1
564	в изображении	2	1
565	одной стороны	1	1
566	которые являются	1	1
567	есть на	1	1
568	такою же	1	1
569	быть только	1	1
570	да и	2	1
571	него при	1	1
572	человек с	1	1
573	с красным	1	1
574	дело здесь	2	1
575	и смерти	3	1
576	скажем в	1	1
577	видно что	2	1
578	более двадцати	1	1
579	между прочим	1	1
580	тех же	1	1
581	он видел	1	1
582	уже на	1	1
583	пор еще	1	1
584	формы и	1	1
585	в результате	2	1
586	литературных жанров	1	1
587	и пространстве	1	1
588	в отдельных	1	1
589	посвящены две	1	1
590	но когда	1	1
591	интерес к	5	1
592	бы в	1	1
593	своих героев	2	1
594	мы как	1	1
595	конце концов	1	1
596	обращение к	1	1
597	зрения в	1	1
598	вполне достаточно	1	1
599	идет об	1	1
600	для читателя	1	1
601	хотя в	1	1
602	бы на	2	1
603	не являются	1	1
604	в системе	2	1
605	речь о	1	1
606	аналогии со	1	1
607	в целях	1	1
608	он же	1	1
609	не похожи	1	1
610	в свою	1	1
611	всего мира	2	1
612	это на	1	1
613	мы считаем	1	1
614	взгляда на	1	1
615	одновременно и	5	1
616	представлена в	1	1
617	самосознания и	1	1
618	в таком	3	1
619	этой точки	1	1
620	они не	2	1
