N	2gram	Medvedev_V_1	Mirosoze
189	от его	2	2
190	сих пор	1	2
191	природу и	1	2
192	это особенно	2	2
193	с которой	1	2
194	в то	6	2
195	к этим	2	2
196	в основе	1	2
197	того чтобы	3	2
198	в каком	1	2
199	личности в	1	2
200	могут быть	5	2
201	отличается от	2	2
202	должен быть	4	2
203	и от	3	2
204	то время	1	2
205	и что	1	2
206	еще в	1	2
207	по сравнению	1	2
208	с ним	1	2
209	о нем	1	2
210	о своей	1	2
211	о том	10	2
212	может не	2	2
213	с того	1	2
214	и кровь	1	2
215	ли она	1	2
216	и во	1	2
217	показывает как	2	2
218	о своих	1	2
219	и мир	3	2
220	мы видим	1	2
221	пишет он	1	2
222	жизни и	3	2
223	ведь это	1	2
224	нет никаких	2	2
225	отношению к	7	2
226	как будто	1	2
227	даже и	3	2
228	для того	3	2
229	момент в	3	2
230	личность и	1	2
231	до сих	1	2
232	и самый	1	2
233	связано с	1	2
234	на этот	1	2
235	быть принята	1	2
236	о чем	2	2
237	он и	2	2
238	есть одно	1	2
239	по своему	1	2
240	в той	1	2
241	как бы	5	2
242	том смысле	1	2
243	л толстой	10	2
244	в начале	1	2
245	в более	1	2
246	и для	2	2
247	его творчества	1	2
248	я всегда	1	2
249	человека это	1	2
250	бы в	3	2
251	своих героев	2	2
252	конце концов	2	2
253	что без	2	2
254	в свою	1	2
255	сказать что	5	2
256	к этой	1	2
257	к этому	9	2
258	ту же	2	1
259	также что	2	1
260	и т	23	1
261	у гоголя	1	1
262	у художника	2	1
263	и то	1	1
264	становится в	1	1
265	выражения в	1	1
266	сил и	3	1
267	его целостному	1	1
268	особый род	1	1
269	в зависимости	6	1
270	всей ее	1	1
271	бы уже	1	1
272	мы имеем	3	1
273	имеет свою	3	1
274	начинается с	1	1
275	и через	2	1
276	но она	1	1
277	в деле	1	1
278	не вполне	2	1
279	экспериментирует над	1	1
280	то это	2	1
281	зависимости от	5	1
282	не способен	1	1
283	о судьбе	1	1
284	собой в	1	1
285	еще не	2	1
286	бы еще	2	1
287	за это	1	1
288	в последних	1	1
289	художественном творчестве	6	1
290	свои произведения	2	1
291	во всех	6	1
292	не знала	1	1
293	самом деле	1	1
294	к области	1	1
295	если в	2	1
296	он пишет	7	1
297	в свои	1	1
298	и речи	1	1
299	что они	3	1
300	такое исключительное	1	1
301	которые не	1	1
302	мира в	1	1
303	как говорит	5	1
304	более чем	1	1
305	что во	1	1
306	если есть	1	1
307	человека вообще	1	1
308	сознания в	1	1
309	говорит что	1	1
310	в каком-то	1	1
311	в противоположность	3	1
312	не очень	1	1
313	жизни к	1	1
314	идей в	2	1
315	быть выражена	1	1
316	есть для	1	1
317	сущности и	1	1
318	не заключается	1	1
319	процесса не	1	1
320	опыт и	1	1
321	роль в	4	1
322	этого опыта	2	1
323	имеем в	1	1
324	ее как	2	1
325	но ведь	1	1
326	в явлении	3	1
327	как совершенно	1	1
328	не завершается	1	1
329	силой и	1	1
330	всех этих	2	1
331	свое творческое	1	1
332	в силу	11	1
333	сознание как	1	1
334	ницше и	1	1
335	отцов и	1	1
336	и разрешал	1	1
337	в плане	5	1
338	из него	1	1
339	его от	2	1
340	и заключается	2	1
341	удивительно что	3	1
342	в каждом	2	1
343	же не	1	1
344	в состоянии	1	1
345	и характер	1	1
346	они должны	2	1
347	том случае	1	1
348	говорил что	2	1
349	них не	4	1
350	в понимании	1	1
351	знает что	1	1
352	это было	1	1
353	своего творческого	1	1
354	зрения и	1	1
355	всю его	1	1
356	после этого	2	1
357	кажется что	1	1
358	вл соловьева	1	1
359	которой он	1	1
360	своей личности	1	1
361	выйти за	1	1
362	хотя в	1	1
363	данте и	1	1
364	во время	3	1
365	что такое	2	1
366	и без	1	1
367	но у	1	1
368	знает и	1	1
369	что до	1	1
370	и ту	1	1
371	ответить на	1	1
372	есть его	1	1
373	для многих	2	1
374	без участия	1	1
375	творчества и	1	1
376	в философии	4	1
377	жизнью имеют	1	1
378	обращение к	1	1
379	был только	1	1
380	и эти	1	1
381	как от	2	1
382	и наоборот	1	1
383	реальная действительность	3	1
384	бы быть	1	1
385	вовсе не	3	1
386	творчестве он	2	1
387	почти все	1	1
388	не менее	2	1
389	эта мысль	1	1
390	в разуме	1	1
391	вплоть до	2	1
392	а иногда	1	1
393	еще до	1	1
394	мысли в	1	1
395	что их	1	1
396	этими двумя	1	1
397	индивидуального начала	1	1
398	не психологии	1	1
399	в самых	2	1
400	не могло	1	1
401	мышления и	1	1
402	для творчества	1	1
403	казалось бы	1	1
404	е от	1	1
405	писателей не	1	1
406	человека так	1	1
407	только с	2	1
408	в области	2	1
409	от того	2	1
410	все то	1	1
411	в духе	1	1
412	нет ни	2	1
413	не ошибается	1	1
414	одну и	1	1
415	созерцания и	1	1
416	быть свободен	1	1
417	творчества не	1	1
418	от которой	1	1
419	основной и	1	1
420	приходит к	1	1
421	можно и	1	1
422	неизбежно приходит	1	1
423	связи со	1	1
424	его художественного	2	1
425	всегда были	1	1
426	очень существенно	1	1
427	в пределах	5	1
428	не столько	2	1
429	и сам	1	1
430	в образе	2	1
431	можно было	2	1
432	так и	5	1
433	в нескольких	1	1
434	ницше не	1	1
435	было в	2	1
436	в социальном	1	1
437	жизнь и	1	1
438	и трудно	1	1
439	является в	1	1
440	поэтому в	1	1
441	и даже	2	1
442	об этом	9	1
443	связанная с	1	1
444	а к	1	1
445	сознания на	1	1
446	жизни не	1	1
447	но к	1	1
448	и поэтому	1	1
449	и та	1	1
450	в глаза	1	1
451	в значительной	3	1
452	связанной с	1	1
453	заключается в	2	1
454	вот наконец	3	1
455	доходит до	1	1
456	реальную действительность	1	1
457	от них	2	1
458	творчества в	7	1
459	противоречия и	1	1
460	самый трудный	1	1
461	во всей	2	1
462	вообще и	2	1
463	даже для	1	1
464	снять с	1	1
465	ставил и	1	1
466	и наконец	2	1
467	в сферу	1	1
468	метафизик он	1	1
469	быть и	1	1
470	порядка и	1	1
471	творческих сил	6	1
472	моменты в	1	1
473	в сложном	1	1
474	речи о	1	1
475	одной из	1	1
476	этот вопрос	3	1
477	и быть	2	1
478	не имеющих	1	1
479	своего свободного	1	1
480	между тем	5	1
481	образа в	2	1
482	между этими	1	1
483	и ее	4	1
484	и первой	1	1
485	творчество не	1	1
486	же и	2	1
487	к идее	1	1
488	с нею	2	1
489	в нашей	4	1
490	достоевский о	2	1
491	рассказывает о	4	1
492	ответ на	1	1
493	его и	1	1
494	чего бы	2	1
495	себе в	1	1
496	всяком случае	1	1
497	что она	2	1
498	на одном	1	1
499	в одном	4	1
500	т п	9	1
501	произведения и	7	1
502	себя от	1	1
503	к ним	1	1
504	идет в	1	1
505	и никогда	1	1
506	явлений в	1	1
507	нее не	1	1
508	характерны для	1	1
509	встречаемся с	1	1
510	для художника	5	1
511	и из	1	1
512	как у	2	1
513	а именно	1	1
514	чем он	1	1
515	действующих лиц	5	1
516	же о	2	1
517	писал о	1	1
518	и др	9	1
519	что не	3	1
520	с большей	1	1
521	говорит о	7	1
522	близко к	1	1
523	эти идеи	1	1
524	попал в	2	1
525	жизнь в	1	1
526	для их	1	1
527	толстого и	1	1
528	занимает не	1	1
529	если не	1	1
530	в частности	11	1
531	свои творческие	1	1
532	из мира	1	1
533	к его	2	1
534	мы говорим	1	1
535	эти пределы	1	1
536	все пути	1	1
537	если так	1	1
538	сравнению с	1	1
539	в течение	2	1
540	пишет в	3	1
541	связаны с	1	1
542	это его	1	1
543	да и	1	1
544	познания на	1	1
545	и менее	1	1
546	интуиция это	1	1
547	бросается в	1	1
548	сфере в	1	1
549	потому и	1	1
550	протекает в	1	1
551	является для	1	1
552	что мы	2	1
553	л толстым	2	1
554	в п	1	1
555	только для	1	1
556	но это	1	1
557	о его	2	1
558	за его	1	1
559	процесса в	1	1
560	льва толстого	2	1
561	было еще	1	1
562	к пониманию	1	1
563	не отрицает	2	1
564	лишь его	1	1
565	у художников	1	1
566	целый ряд	1	1
567	из себя	2	1
568	бы он	1	1
569	и разные	1	1
570	находит свое	1	1
571	еще более	1	1
572	ни к	1	1
573	действительной жизни	3	1
574	процесса как	3	1
575	лежит в	1	1
576	личности и	1	1
577	художник и	1	1
578	если все	1	1
579	к ее	1	1
580	он же	5	1
581	к какому	1	1
582	лишь те	1	1
583	не быть	2	1
584	в материальной	2	1
585	обычно не	1	1
586	от всех	1	1
587	разум и	1	1
588	есть то	1	1
589	к религии	1	1
590	на это	2	1
591	можно назвать	1	1
592	быть признана	1	1
593	в искусстве	6	1
594	случае если	1	1
595	в своих	2	1
596	в творческой	4	1
597	и свою	1	1
598	так же	3	1
599	во всяком	1	1
600	они не	2	1
601	которая не	2	1
602	смысле что	1	1
