N	2gram	Potebnia_M_2	SlovoVZh
338	по мнению	1	1
339	в обществе	2	1
340	тому как	4	1
341	во времени	2	1
342	отношения между	2	1
343	что это	3	1
344	в целом	3	1
345	было дано	1	1
346	если мы	3	1
347	не то	2	1
348	думать что	3	1
349	есть в	2	1
350	не можем	6	1
351	так можно	1	1
352	во многих	3	1
353	в большинстве	1	1
354	находящееся в	1	1
355	дальше и	1	1
356	значение и	2	1
357	своим содержанием	1	1
358	различные степени	1	1
359	что она	3	1
360	от изменения	1	1
361	при помощи	1	1
362	в переводе	1	1
363	его и	1	1
364	химические тела	1	1
365	одно из	3	1
366	себе в	3	1
367	и их	5	1
368	этого нельзя	1	1
369	всяком случае	7	1
370	на связи	1	1
371	не как	3	1
372	в одном	6	1
373	в пространстве	2	1
374	вовсе не	9	1
375	ничего общего	1	1
376	друг друга	2	1
377	чувства в	4	1
378	у него	2	1
379	из нее	1	1
380	какой бы	1	1
381	подобно тому	4	1
382	на этом	2	1
383	значительной степени	1	1
384	даже и	2	1
385	том же	1	1
386	бы это	1	1
387	и только	6	1
388	что все	2	1
389	этой задачи	1	1
390	смысл слова	1	1
391	найти его	1	1
392	сознание и	4	1
393	в другом	2	1
394	только отдельные	1	1
395	связанных с	1	1
396	другого и	1	1
397	мы воспринимаем	1	1
398	или наконец	1	1
399	должно быть	2	1
400	входит в	1	1
401	и которые	1	1
402	деле в	1	1
403	было бы	13	1
404	к которому	2	1
405	этом смысле	2	1
406	и прежде	1	1
407	связывает между	1	1
408	имеет и	1	1
409	и тем	3	1
410	один и	1	1
411	непосредственно сливается	1	1
412	определяется тем	1	1
413	кажется что	3	1
414	что для	3	1
415	поэтому можно	1	1
416	находиться в	2	1
417	само собою	2	1
418	может находиться	1	1
419	не было	6	1
420	рядом с	3	1
421	а с	2	1
422	далеко не	3	1
423	отношения в	1	1
424	не на	2	1
425	в ее	1	1
426	в слове	13	1
427	не всегда	1	1
428	он имеет	1	1
429	нам совершенно	1	1
430	как перед	1	1
431	значения не	1	1
432	а одно	1	1
433	если этот	1	1
434	легче всего	1	1
435	при более	1	1
436	этом основании	1	1
437	форма и	1	1
438	же не	1	1
439	в истории	1	1
440	и тогда	3	1
441	и того	6	1
442	восприятия и	2	1
443	мы видели	1	1
444	или менее	8	1
445	до степени	1	1
446	во-вторых отношение	1	1
447	это на	1	1
448	такой степени	1	1
449	но если	2	1
450	на который	1	1
451	два человека	1	1
452	случае по	1	1
453	и без	1	1
454	группы к	1	1
455	другая сторона	1	1
456	относятся к	1	1
457	его содержание	2	1
458	то есть	30	1
459	к одному	1	1
460	чем более	3	1
461	какие именно	1	1
462	не могут	7	1
463	и независимо	1	1
464	чем мы	1	1
465	оно стало	1	1
466	то общее	1	1
467	что я	1	1
468	если оно	1	1
469	он будет	1	1
470	этого содержания	1	1
471	ни была	1	1
472	но эта	1	1
473	и тот	2	1
474	которые в	1	1
475	сами по	7	1
476	с такою	2	1
477	для их	2	1
478	по крайней	5	1
479	не должно	2	1
480	того кто	3	1
481	в словах	3	1
482	что например	2	1
483	для нее	2	1
484	зрения и	7	1
485	мы таким	1	1
486	случае мы	1	1
487	и вся	1	1
488	по мере	5	1
489	между людьми	1	1
490	внешнему миру	1	1
491	себе оно	1	1
492	только для	5	1
493	природу и	1	1
494	с которой	1	1
495	для определения	1	1
496	она могла	1	1
497	самого начала	2	1
498	это последнее	4	1
499	слова которая	1	1
500	содержание в	1	1
501	существуют для	1	1
502	время как	4	1
503	его форме	1	1
504	наблюдений над	1	1
505	при таком	1	1
506	того чтобы	2	1
507	в игру	1	1
508	тот не	1	1
509	такой взгляд	1	1
510	рассматривать как	1	1
511	имеет дело	1	1
512	найти в	1	1
513	человек и	1	1
514	другой только	1	1
515	чтобы убедиться	1	1
516	слова как	1	1
517	же время	2	1
518	это часто	1	1
519	от него	4	1
520	и внешней	1	1
521	было на	1	1
522	человека или	1	1
523	тем более	1	1
524	все стороны	1	1
525	как явление	1	1
526	мы должны	2	1
527	ровно ничего	1	1
528	по своей	1	1
529	внутренней и	1	1
530	же оно	1	1
531	на одно	1	1
532	них и	1	1
533	связи с	6	1
534	не нужен	1	1
535	переходить в	1	1
536	в свою	6	1
537	этого развития	1	1
538	это уже	1	1
539	входят в	3	1
540	уже и	1	1
541	нам не	2	1
542	приближается к	1	1
543	может и	1	1
544	у нас	2	1
545	только как	6	1
546	они как	1	1
547	все то	1	1
548	теперь когда	1	1
549	когда мы	2	1
550	есть только	6	1
551	время не	1	1
552	я и	1	1
553	должны быть	4	1
554	свои слова	1	1
555	требования и	1	1
556	зная этого	1	1
557	что оно	4	1
558	но эти	2	1
559	к другим	3	1
560	предмет в	1	1
561	видит только	1	1
562	слова с	1	1
563	в таком	4	1
564	во всяком	7	1
565	они не	4	1
566	к тому	1	1
