N	2gram	Berdyaev_N_1	Istorich
214	и мы	4	1
215	он есть	1	1
216	войны и	2	1
217	в них	4	1
218	очень любят	1	1
219	новые формы	1	1
220	перестает быть	4	1
221	рода и	1	1
222	какую угодно	1	1
223	бога и	3	1
224	такой же	2	1
225	но я	2	1
226	она сама	1	1
227	в котором	1	1
228	и процесс	1	1
229	не должно	1	1
230	и очень	1	1
231	нет никакого	1	1
232	одна сторона	1	1
233	в то	2	1
234	между небом	1	1
235	и имеет	1	1
236	или иная	1	1
237	они являются	1	1
238	явление в	1	1
239	в русском	2	1
240	к ней	1	1
241	можно сказать	1	1
242	есть такой	1	1
243	в основе	3	1
244	ему не	1	1
245	богом он	1	1
246	мира а	2	1
247	когда мы	2	1
248	ему все	1	1
249	должны быть	1	1
250	к тому	3	1
251	этот переход	1	1
252	такое разнообразие	1	1
253	и это	2	1
254	с ее	5	1
255	как не	8	1
256	средних веков	1	1
257	чтобы быть	1	1
258	то время	1	1
259	приводит к	1	1
260	роль в	2	1
261	ли есть	2	1
262	на нее	1	1
263	на заре	1	1
264	на путь	1	1
265	и трудно	1	1
266	в эпоху	9	1
267	для этого	2	1
268	с ним	1	1
269	смысле и	1	1
270	в виду	1	1
271	а к	1	1
272	слова а	1	1
273	вот почему	2	1
274	то они	1	1
275	еще при	1	1
276	и весь	2	1
277	нет у	1	1
278	и власть	1	1
279	религия в	1	1
280	к ложным	1	1
281	будет но	1	1
282	человека в	1	1
283	но наряду	1	1
284	речи о	1	1
285	нем не	1	1
286	трудно будет	2	1
287	он действует	1	1
288	и жизни	1	1
289	своего рода	1	1
290	эти черты	1	1
291	в большинстве	1	1
292	вернуться к	2	1
293	слишком далеко	1	1
294	бог не	1	1
295	он стремится	1	1
296	большинстве случаев	1	1
297	социальной жизни	1	1
298	но нет	1	1
299	не для	1	1
300	друг друга	1	1
301	не хотел	1	1
302	к той	1	1
303	и вместе	1	1
304	перейти к	3	1
305	во власти	1	1
306	на ее	1	1
307	нельзя сказать	1	1
308	к которому	1	1
309	он часто	1	1
310	иного мира	1	1
311	что не	1	1
312	обратиться к	1	1
313	прежде всего	4	1
314	связано с	1	1
315	не было	4	1
316	ничем не	1	1
317	не верит	1	1
318	зависит от	2	1
319	власти и	1	1
320	человеческой жизни	1	1
321	и поставил	1	1
322	долгое время	1	1
323	когда она	1	1
324	он и	1	1
325	для чего	2	1
326	которые будут	1	1
327	уже давно	1	1
328	вступает в	1	1
329	и она	1	1
330	в центре	2	1
331	до этого	1	1
332	конечно есть	1	1
333	не знал	2	1
334	к жизни	3	1
335	как некогда	1	1
336	но сам	1	1
337	тому как	3	1
338	быть только	1	1
339	в мир	1	1
340	как будто	2	1
341	в это	1	1
342	посвящения в	1	1
343	неба и	1	1
344	в более	1	1
345	которая в	1	1
346	жизни и	8	1
347	стороны из	1	1
348	идут на	1	1
349	или нет	1	1
350	которое можно	1	1
351	ни к	2	1
352	будто бы	1	1
353	в наши	3	1
354	или не	1	1
355	но если	1	1
356	к ее	3	1
357	гораздо больше	1	1
358	не знает	6	1
359	под этим	1	1
360	что вообще	1	1
361	чтобы эти	1	1
362	который не	1	1
363	как на	1	1
364	том числе	1	1
365	они не	1	1
