N	2gram	Tiupa_Narr_1	Vladivir
366	для характеристики	1	1
367	бы он	1	1
368	вслед за	4	1
369	с появлением	1	1
370	и больше	1	1
371	как рассуждает	1	1
372	непосредственное восприятие	1	1
373	сих пор	1	1
374	строго говоря	1	1
375	при всей	4	1
376	образом и	1	1
377	один и	1	1
378	историческое становление	1	1
379	это еще	1	1
380	к которому	2	1
381	иное как	2	1
382	включает в	2	1
383	и никакой	2	1
384	если это	1	1
385	нами не	2	1
386	но обязательно	1	1
387	этой точки	2	1
388	бы не	2	1
389	за рамки	2	1
390	которая может	1	1
391	до сих	1	1
392	тогда в	2	1
393	человек не	1	1
394	та же	2	1
395	такой общей	1	1
396	если в	3	1
397	свою жизнь	1	1
398	не сразу	1	1
399	первую очередь	1	1
400	не дает	1	1
401	к высшему	1	1
402	если например	1	1
403	при решении	1	1
404	и он	3	1
405	те же	4	1
406	к самому	2	1
407	каждый такой	1	1
408	его по	2	1
409	и во	1	1
410	этом что	1	1
411	и позволяет	1	1
412	этой проблемы	1	1
413	в западной	1	1
414	там и	1	1
415	когда он	3	1
416	нуждается в	5	1
417	отношением к	1	1
418	от тех	1	1
419	на что	1	1
420	с совершенно	1	1
421	на чем	2	1
422	кто не	1	1
423	например о	1	1
424	резко отличается	1	1
425	к жизни	1	1
426	в тех	1	1
427	и самого	3	1
428	он идет	2	1
429	без опоры	1	1
430	например в	2	1
431	между ними	2	1
432	но зато	1	1
433	и третий	1	1
434	думал о	1	1
435	о своей	2	1
436	жизни но	2	1
437	в себя	6	1
438	особенно в	3	1
439	это одно	1	1
440	может считаться	1	1
441	что ни	1	1
442	он как	1	1
443	на наш	1	1
444	с начала	1	1
445	еще только	1	1
446	постольку поскольку	2	1
447	говорить и	1	1
448	далек от	1	1
449	нет и	2	1
450	как об	1	1
451	мира с	1	1
452	и внутреннего	1	1
453	слова ничего	1	1
454	сознания в	1	1
455	и главное	1	1
456	может существовать	1	1
457	что иное	2	1
458	в последние	2	1
459	все их	2	1
460	к категории	1	1
461	очень часто	1	1
462	различие между	2	1
463	из его	1	1
464	из которых	4	1
465	с позиций	1	1
466	не происходит	1	1
467	важен для	1	1
468	с природой	1	1
469	в новом	1	1
470	отцов и	1	1
471	который является	1	1
472	и после	2	1
473	другом и	2	1
474	но ясно	1	1
475	это бывает	1	1
476	на свою	1	1
477	они не	2	1
478	как в	7	1
479	а может	1	1
480	свидетельствуют о	1	1
481	больше всего	1	1
482	для изучения	1	1
483	в системе	1	1
484	утверждать что	2	1
485	однако для	1	1
486	это и	3	1
487	с которым	1	1
488	есть то	1	1
489	своей жизни	1	1
490	оно имеет	1	1
491	лишь в	1	1
492	без которого	1	1
493	нас нет	1	1
494	она все	1	1
495	пока еще	4	1
496	не то	2	1
497	во всех	1	1
498	мира и	2	1
499	во второй	2	1
500	есть переход	1	1
501	первые три	1	1
502	тотчас же	1	1
503	один из	3	1
504	определяется не	1	1
505	бытия является	1	1
506	всю свою	1	1
507	даже вовсе	2	1
508	или скорее	1	1
509	очевидно что	1	1
510	довлеет себе	1	1
511	мыслится как	1	1
512	о чем	2	1
513	не довлеет	1	1
514	человеческой жизни	1	1
515	она сама	1	1
516	как результат	1	1
517	зрения это	1	1
518	любви и	1	1
519	бытия как	1	1
520	для любого	1	1
521	времени а	1	1
522	в основе	5	1
523	по поводу	1	1
524	может иметь	1	1
525	факта но	1	1
526	в состоянии	1	1
527	по своему	1	1
528	есть его	1	1
529	в них	1	1
530	существа или	1	1
531	и др	2	1
532	не всегда	2	1
533	от нас	1	1
534	забвение в	1	1
535	одна из	3	1
536	только потому	1	1
537	себе не	2	1
538	внимание на	1	1
539	но собственно	1	1
540	точку зрения	4	1
541	этого слова	2	1
542	ни было	3	1
543	говоря и	1	1
544	всем своем	1	1
545	будто бы	3	1
546	том же	1	1
547	так сказать	1	1
548	как то	1	1
549	во всей	2	1
550	которая здесь	2	1
551	в терминах	1	1
552	не что	2	1
553	он еще	1	1
554	распадается на	1	1
555	в ее	3	1
556	себя и	2	1
557	в процессе	1	1
558	то только	1	1
559	как известно	2	1
560	не являются	2	1
561	восприятие и	1	1
562	ли это	1	1
563	силу которого	1	1
564	человека к	1	1
565	с чисто	1	1
566	несомненно есть	1	1
567	в действительности	1	1
568	их в	1	1
569	то они	2	1
570	на земле	1	1
571	здесь также	1	1
572	от других	1	1
573	истории и	2	1
574	было в	2	1
575	которое не	1	1
576	когда в	1	1
577	в известном	2	1
578	и сам	1	1
579	и прежде	1	1
580	в общем	1	1
581	слова а	1	1
582	отметить что	1	1
583	признать что	1	1
584	не могло	2	1
585	подход к	2	1
586	наш взгляд	1	1
587	настоящего времени	1	1
588	в частности	14	1
589	представляют собой	2	1
590	известного рода	1	1
591	том числе	6	1
592	есть нечто	1	1
593	все равно	1	1
594	начиная с	1	1
595	всего в	1	1
596	не подлежит	1	1
597	самом деле	2	1
598	речь идет	4	1
599	было для	1	1
600	в специальном	1	1
601	и где	1	1
602	и есть	1	1
603	все та	2	1
604	в которых	1	1
605	в глазах	1	1
606	точка зрения	6	1
607	здесь даже	1	1
608	одного из	4	1
609	в самой	1	1
610	как таковых	1	1
611	а во	3	1
612	проблем в	1	1
613	мира который	1	1
614	как будто	3	1
615	не быть	1	1
616	или иной	5	1
617	себе а	1	1
618	все еще	1	1
619	а еще	1	1
620	в будущем	2	1
621	обратимся к	3	1
622	который не	1	1
623	есть уже	1	1
624	значении этого	3	1
625	не признает	1	1
626	обнаруживает как	1	1
627	это все	2	1
628	ли его	1	1
629	к одному	1	1
630	но также	1	1
631	основе своей	4	1
632	и при	1	1
633	в свою	3	1
