N	2gram	Propp_Isto_3	Marksizm
475	от того	1	1
476	в других	4	1
477	были бы	1	1
478	случаев он	1	1
479	в исторической	1	1
480	нам уже	2	1
481	со стороны	3	1
482	очередь отражает	1	1
483	или иначе	1	1
484	связаны с	1	1
485	стороны он	1	1
486	а именно	4	1
487	в каких	1	1
488	соответствии с	1	1
489	уходит в	3	1
490	характерно для	2	1
491	и между	1	1
492	и затем	1	1
493	себя и	1	1
494	говорит о	1	1
495	к более	2	1
496	в соответствии	1	1
497	что им	2	1
498	превращается в	3	1
499	чтобы убедиться	1	1
500	а на	1	1
501	которых мы	1	1
502	на которых	1	1
503	другой стороны	7	1
504	мужа и	1	1
505	на эту	1	1
506	или с	1	1
507	часть ее	1	1
508	отражает не	1	1
509	если не	2	1
510	на фоне	1	1
511	нет ничего	2	1
512	совсем так	2	1
513	к себе	1	1
514	и иной	1	1
515	этих случаях	7	1
516	роли которую	1	1
517	находит в	1	1
518	к жизни	2	1
519	в течение	6	1
520	что же	1	1
521	и всей	1	1
522	из этой	2	1
523	может исходить	1	1
524	друг с	1	1
525	отношения не	2	1
526	исходя из	1	1
527	и было	2	1
528	в состоянии	1	1
529	этом случае	5	1
530	и другим	1	1
531	в целом	3	1
532	здесь конечно	1	1
533	на которой	1	1
534	но это	3	1
535	к двум	1	1
536	к вопросу	1	1
537	свою связь	1	1
538	он обычно	1	1
539	хотя и	2	1
540	к одной	1	1
541	но когда	1	1
542	или нет	1	1
543	из своего	1	1
544	идти на	1	1
545	мы должны	7	1
546	и восклицания	1	1
547	на нем	1	1
548	потому что	3	1
549	все они	1	1
550	обстоит дело	1	1
551	в человеческих	1	1
552	героя и	1	1
553	к ночи	1	1
554	их нельзя	1	1
555	но можно	1	1
556	является и	1	1
557	этом мы	1	1
558	не что	3	1
559	это и	1	1
560	из этого	1	1
561	но самый	1	1
562	на своем	1	1
563	во внутрь	1	1
564	ее в	3	1
565	и другие	4	1
566	том числе	1	1
