N	2gram	Bakhtin_Pr_2	Russkaja
455	и ту	1	1
456	так и	3	1
457	не за	3	1
458	те же	1	1
459	его жизни	2	1
460	собой в	1	1
461	мог бы	1	1
462	таковы что	1	1
463	глубоко и	1	1
464	из одного	4	1
465	полное слияние	1	1
466	дело у	1	1
467	быть особенно	1	1
468	вот это	1	1
469	с тою	1	1
470	никак не	5	1
471	можно сказать	1	1
472	там в	3	1
473	в различных	3	1
474	с другой	4	1
475	а во	1	1
476	не хочется	1	1
477	воздействия на	1	1
478	от них	2	1
479	переходит в	2	1
480	и хочет	1	1
481	высшей и	1	1
482	крайней мере	1	1
483	они останутся	1	1
484	может иметь	1	1
485	такой человек	1	1
486	и следует	2	1
487	он есть	2	1
488	по своей	1	1
489	один из	1	1
490	образом как	3	1
491	оно и	1	1
492	поэтому для	1	1
493	с ними	2	1
494	положение в	2	1
495	они могут	2	1
496	самом и	1	1
497	же он	1	1
498	человека с	1	1
499	ибо его	1	1
500	же и	4	1
501	в сторону	2	1
502	если мы	2	1
503	вопроса о	1	1
504	же но	1	1
505	здесь же	1	1
506	а то	2	1
507	и обратно	1	1
508	за ним	1	1
509	мы знаем	1	1
510	к мысли	1	1
511	и их	3	1
512	в известной	1	1
513	связано с	1	1
514	что та	1	1
515	почему не	1	1
516	превращается в	2	1
517	где есть	1	1
518	не укладывающихся	1	1
519	и придают	1	1
520	из двух	1	1
521	связан с	1	1
522	быть перед	1	1
523	о своей	3	1
524	хоть и	1	1
525	его себе	1	1
526	по своим	3	1
527	человека а	1	1
528	к которому	1	1
529	как же	2	1
530	еще и	1	1
531	что не	2	1
532	был в	1	1
533	на этот	4	1
534	которых мы	1	1
535	а за	3	1
536	не исключает	1	1
537	до конца	4	1
538	не на	4	1
539	однако и	1	1
540	и стать	1	1
541	душевной жизни	1	1
542	в одно	3	1
543	в связи	1	1
544	в руках	2	1
545	следовало бы	1	1
546	о себе	7	1
547	а вы	1	1
548	в самой	4	1
549	как это	1	1
550	речь не	1	1
551	в европе	1	1
552	с людьми	1	1
553	этих случаях	2	1
554	по своему	2	1
555	и довольно	1	1
556	в чужих	1	1
557	которому оно	2	1
558	смысле этого	1	1
559	не удалось	1	1
560	его собственные	1	1
561	то к	1	1
562	человек с	2	1
563	на ней	1	1
564	материал для	1	1
565	последняя может	1	1
566	является для	1	1
567	своей жизни	2	1
568	числе и	1	1
569	к другим	1	1
570	сознании и	2	1
571	себе еще	2	1
572	известной степени	1	1
573	его лежит	2	1
574	которых он	1	1
575	то будет	2	1
576	не знаем	1	1
577	нет ибо	1	1
578	что кроме	1	1
579	это как	1	1
580	которая в	1	1
581	своей собственной	1	1
582	человек и	2	1
583	бы в	5	1
584	тем более	1	1
585	сойтись друг	1	1
586	было только	1	1
587	его жизнь	1	1
588	и все	6	1
589	реально не	1	1
590	к самому	3	1
591	от ее	1	1
592	и глубокого	1	1
593	и внутренне	1	1
594	была бы	2	1
595	но можно	1	1
596	отношению к	5	1
597	этот последний	1	1
598	что ни	1	1
599	же может	1	1
600	себе но	2	1
601	ни на	3	1
602	можно назвать	1	1
603	том числе	1	1
604	они не	1	1
