N	2gram	Propp_Isto_3	TeoriaLi
157	особого рода	3	2
158	времени в	1	2
159	восходит к	1	2
160	к нему	5	2
161	или иначе	1	2
162	соединении с	1	2
163	говорит в	1	2
164	они хотят	1	2
165	с одной	2	2
166	в большинстве	1	2
167	и даже	2	2
168	со стороны	3	2
169	а именно	4	2
170	перед ним	1	2
171	себя и	1	2
172	одной стороны	2	2
173	а на	1	2
174	мы легко	1	2
175	о чем	1	2
176	на фоне	1	2
177	о себе	3	2
178	вместе с	9	2
179	так же	3	2
180	к жизни	2	2
181	могут быть	5	2
182	к тому	3	2
183	одной из	1	2
184	что он	9	2
185	только к	1	1
186	также что	1	1
187	он стоит	2	1
188	также и	1	1
189	таком случае	1	1
190	человека и	1	1
191	начинается с	1	1
192	и через	1	1
193	говорит ему	1	1
194	связана с	3	1
195	сын и	1	1
196	говорилось выше	2	1
197	и есть	2	1
198	не признает	1	1
199	этого мира	1	1
200	и до	1	1
201	кто бы	1	1
202	действительности и	1	1
203	одним из	4	1
204	со всех	1	1
205	той же	2	1
206	же как	2	1
207	персонажей здесь	1	1
208	вопрос о	2	1
209	от своих	2	1
210	это всегда	1	1
211	не вполне	6	1
212	пребывания в	7	1
213	к общему	1	1
214	ах как	1	1
215	и на	4	1
216	на них	1	1
217	внимание и	1	1
218	столь же	1	1
219	в различных	1	1
220	тем как	1	1
221	он состоит	1	1
222	особенно если	1	1
223	здесь также	1	1
224	не входит	1	1
225	ними а	1	1
226	любовь и	1	1
227	на то	1	1
228	отнюдь не	1	1
229	более чем	1	1
230	независимо от	2	1
231	если на	1	1
232	такова же	1	1
233	целый ряд	3	1
234	что по	2	1
235	и приходит	1	1
236	здесь и	2	1
237	еще на	1	1
238	что это	1	1
239	за это	2	1
240	он в	1	1
241	из этих	3	1
242	жизни ср	1	1
243	на могиле	4	1
244	что автор	1	1
245	прослеживается в	1	1
246	этому я	1	1
247	как основной	1	1
248	говорят о	1	1
249	имеем в	4	1
250	в лес	12	1
251	если он	2	1
252	в наших	2	1
253	не могла	2	1
254	на его	3	1
255	исходит из	1	1
256	что она	5	1
257	одному из	1	1
258	на одну	2	1
259	свою собственную	1	1
260	в силу	2	1
261	но прежде	1	1
262	том числе	1	1
263	ему на	1	1
264	подобно тому	1	1
265	образа и	1	1
266	говорит следующее	1	1
267	не будет	1	1
268	свое имя	1	1
269	несколько иной	1	1
270	большинстве случаев	2	1
271	было бы	3	1
272	но их	1	1
273	должен был	3	1
274	в них	6	1
275	она и	1	1
276	с тем	2	1
277	не узнает	1	1
278	всю жизнь	2	1
279	не всегда	4	1
280	он и	3	1
281	ведет к	1	1
282	перед собой	1	1
283	противопоставлены в	1	1
284	и становится	1	1
285	собой исторически	1	1
286	но если	1	1
287	обращается к	1	1
288	в такой	1	1
289	это делает	2	1
290	в котором	2	1
291	вот он	1	1
292	не как	1	1
293	стоит в	2	1
294	для данного	1	1
295	друг другу	2	1
296	имеем не	3	1
297	разные формы	1	1
298	и более	2	1
299	и наоборот	1	1
300	случае мы	1	1
301	у нее	2	1
302	случае в	2	1
303	так он	1	1
304	состоящий в	1	1
305	в таких	1	1
306	из нас	1	1
307	не имеет	2	1
308	одна из	2	1
309	на себе	1	1
310	и сама	1	1
311	героев и	1	1
312	всегда имеется	1	1
313	имеются и	2	1
314	с одним	2	1
315	стола и	1	1
316	от него	2	1
317	ему и	1	1
318	жизнью в	1	1
319	этих случаях	7	1
320	является также	1	1
321	связи с	6	1
322	как я	1	1
323	из того	2	1
324	в большой	4	1
325	в каком	1	1
326	однако это	3	1
327	у нас	4	1
328	очень часто	3	1
329	это по	1	1
330	его за	1	1
331	всего что	1	1
332	у истоков	1	1
333	указывает на	1	1
334	на это	2	1
335	она не	4	1
336	время они	2	1
337	говорит о	1	1
338	обычно в	1	1
339	как мы	8	1
340	а затем	3	1
341	меня в	1	1
342	говорит и	2	1
343	это еще	2	1
344	к нам	1	1
345	чтобы быть	1	1
346	только то	1	1
347	то время	2	1
348	вопрос что	1	1
349	с собой	2	1
350	можно было	1	1
351	на нее	3	1
352	речи кто	1	1
353	живет в	5	1
354	случаях обычно	1	1
355	является в	1	1
356	для этого	1	1
357	с ним	1	1
358	мире в	1	1
359	означает что	1	1
360	мы рассмотрим	2	1
361	к мужу	1	1
362	из условий	1	1
363	при котором	1	1
364	никак не	1	1
365	героя не	2	1
366	картину в	1	1
367	одного из	2	1
368	или их	1	1
369	после того	2	1
370	последних двух	1	1
371	эти два	3	1
372	и только	1	1
373	в другой	4	1
374	с матерью	2	1
375	перед тем	1	1
376	человека как	1	1
377	на которой	1	1
378	один из	5	1
379	оно и	1	1
380	тот же	1	1
381	с появлением	4	1
382	дело с	2	1
383	но этим	1	1
384	может оказаться	1	1
385	жить и	1	1
386	который в	1	1
387	а после	2	1
388	со всеми	1	1
389	так что	5	1
390	из которого	2	1
391	с нею	1	1
392	только на	2	1
393	всем его	1	1
394	не дает	2	1
395	или даже	1	1
396	героев или	1	1
397	дает ему	1	1
398	из них	7	1
399	д как	1	1
400	за ним	3	1
401	только одно	1	1
402	одно из	1	1
403	и их	1	1
404	никто не	2	1
405	и прежде	1	1
406	в одном	2	1
407	так как	7	1
408	тому же	2	1
409	к ним	1	1
410	случае не	1	1
411	не говорит	1	1
412	в первую	1	1
413	ее на	1	1
414	представляют собой	4	1
415	другого и	1	1
416	нарушение запрета	4	1
417	как у	1	1
418	связаны с	1	1
419	с мотивом	7	1
420	а впоследствии	1	1
421	такое же	1	1
422	однако что	3	1
423	к более	2	1
424	и пр	11	1
425	превращается в	3	1
426	не было	2	1
427	которую в	2	1
428	означало бы	2	1
429	от мира	1	1
430	жизнь в	1	1
431	долгое время	1	1
432	которой герой	1	1
433	за свою	1	1
434	то она	1	1
435	если не	2	1
436	в связи	3	1
437	нет никаких	2	1
438	в одной	3	1
439	а при	1	1
440	к своему	1	1
441	обратил внимание	1	1
442	и объект	1	1
443	другу и	1	1
444	границ между	1	1
445	тому как	1	1
446	да и	2	1
447	чем состоит	1	1
448	в малой	2	1
449	с этой	1	1
450	можно предположить	1	1
451	этом случае	5	1
452	быть и	3	1
453	каждого из	1	1
454	своей жизни	1	1
455	о его	1	1
456	хранится в	1	1
457	все это	1	1
458	своему собственному	1	1
459	лес но	1	1
460	характерные для	1	1
461	к вопросу	1	1
462	это уже	1	1
463	отношений и	1	1
464	и от	3	1
465	видно из	1	1
466	все они	1	1
467	которая в	1	1
468	постоянных признаков	1	1
469	например не	1	1
470	как реальная	1	1
471	это может	1	1
472	из своего	1	1
473	за него	2	1
474	время ее	1	1
475	с другими	1	1
476	же в	2	1
477	мы видим	8	1
478	не есть	1	1
479	вступает в	3	1
480	черта ее	1	1
481	с ней	6	1
482	от всех	1	1
483	совершенно не	2	1
484	в иной	1	1
485	вступить в	3	1
486	из этого	1	1
487	перед нею	1	1
488	что такое	1	1
489	если она	1	1
490	жизни и	2	1
491	ее в	3	1
492	видим в	1	1
493	и другие	4	1
494	в лесу	26	1
495	см в	2	1
496	в малом	1	1
497	в таком	1	1
498	точно так	2	1
499	все что	3	1
500	этой точки	1	1
