N	2gram	Vinokur_Ku_2	RusskieA
393	ничего общего	1	1
394	обычно в	1	1
395	и это	3	1
396	некоторой степени	2	1
397	иметь в	2	1
398	не будет	1	1
399	от разных	1	1
400	свою очередь	2	1
401	здесь не	3	1
402	говорит и	1	1
403	без всякого	1	1
404	на основе	1	1
405	это имело	1	1
406	в особенности	4	1
407	в пределах	4	1
408	ряду с	1	1
409	приводит к	5	1
410	это для	1	1
411	идет речь	1	1
412	и иные	1	1
413	и когда	1	1
414	то как	1	1
415	что у	2	1
416	что однако	1	1
417	так и	4	1
418	здесь нет	1	1
419	мог бы	1	1
420	к тем	1	1
421	возможно что	1	1
422	он был	1	1
423	них есть	1	1
424	основана на	1	1
425	если бы	12	1
426	собой и	1	1
427	отрицать что	1	1
428	и вообще	2	1
429	нас нет	1	1
430	но может	1	1
431	все под	1	1
432	находится в	1	1
433	другой случай	1	1
434	сводится к	3	1
435	можно объяснить	1	1
436	то они	1	1
437	на этой	4	1
438	настоящее время	1	1
439	с того	1	1
440	можно сказать	4	1
441	аналогии с	3	1
442	нас в	1	1
443	состоит не	1	1
444	каким-то образом	1	1
445	в его	5	1
446	но нет	1	1
447	можно проследить	1	1
448	не надо	3	1
449	в середине	1	1
450	как правило	1	1
451	и несмотря	1	1
452	быть и	1	1
453	с той	2	1
454	показывают что	1	1
455	но так	2	1
456	которой и	1	1
457	но с	1	1
458	iv в	1	1
459	идет по	1	1
460	тот же	5	1
461	с ними	2	1
462	на сцену	1	1
463	что он	5	1
464	в какой	1	1
465	те которые	1	1
466	лучше чем	1	1
467	их не	2	1
468	от них	1	1
469	указывает что	2	1
470	собою как	1	1
471	по другим	1	1
472	характерной для	1	1
473	же и	2	1
474	сомнений в	1	1
475	вопроса о	6	1
476	не всякое	1	1
477	в большинстве	1	1
478	первый вопрос	1	1
479	с греческим	1	1
480	а это	2	1
481	есть однако	1	1
482	так называемый	1	1
483	е не	1	1
484	е на	2	1
485	но есть	2	1
486	превращаются в	1	1
487	был бы	2	1
488	обратить внимание	2	1
489	не так	1	1
490	для него	1	1
491	всяком случае	5	1
492	могло бы	1	1
493	в одном	1	1
494	в конце	4	1
495	носит характер	2	1
496	эти могут	1	1
497	ее не	1	1
498	к ним	1	1
499	до некоторой	2	1
500	не составляет	1	1
501	это слова	1	1
502	как раз	3	1
503	где их	1	1
504	на некоторые	1	1
505	не просто	2	1
506	указание на	3	1
507	об игре	1	1
508	рядом с	2	1
509	время как	1	1
510	в это	1	1
511	когда пишет	1	1
512	нужно было	1	1
513	и даже	2	1
514	также на	1	1
515	как у	2	1
516	игры и	1	1
517	имело место	1	1
518	случай этот	1	1
519	имеет место	1	1
520	и др	1	1
521	от другого	1	1
522	превращается в	2	1
523	смысла и	2	1
524	чем речь	1	1
525	не на	2	1
526	а по	1	1
527	если эти	1	1
528	нужно иметь	1	1
529	и следовательно	2	1
530	в одно	1	1
531	есть одно	1	1
532	для использования	1	1
533	может иметь	1	1
534	это на	1	1
535	эти слова	1	1
536	и потому	2	1
537	в иных	2	1
538	книге о	1	1
539	а так	1	1
540	по своему	1	1
541	связаны в	1	1
542	в область	1	1
543	что за	2	1
544	не дают	1	1
545	смысле этого	2	1
546	он может	1	1
547	есть одна	1	1
548	из первого	1	1
549	в современной	2	1
550	и более	2	1
551	быть не	2	1
552	этого слова	5	1
553	и не	16	1
554	этот не	1	1
555	сл есть	1	1
556	как более	1	1
557	но это	3	1
558	и действия	1	1
559	это выражение	1	1
560	что касается	2	1
561	из ряда	1	1
562	же значение	1	1
563	могут рассматриваться	2	1
564	становится ясным	1	1
565	что подобные	1	1
566	бы говорить	1	1
567	ли в	1	1
568	она может	1	1
569	первую очередь	1	1
570	в настоящее	1	1
571	одно общее	1	1
572	нас совершенно	1	1
573	не более	2	1
574	тем более	1	1
575	мы должны	2	1
576	же к	1	1
577	только что	1	1
578	которые в	1	1
579	книги он	1	1
580	или не	1	1
581	его к	2	1
582	несмотря на	5	1
583	только с	1	1
584	все еще	1	1
585	этой же	1	1
586	в период	1	1
587	о своем	1	1
588	в свою	2	1
589	сказать что	4	1
590	другой стороны	7	1
591	и молнии	1	1
592	первоначального смысла	1	1
593	на который	2	1
594	же относится	1	1
595	в точности	1	1
596	когда в	2	1
597	можно наблюдать	1	1
598	однако нет	1	1
599	и становится	1	1
600	это так	3	1
601	что большинство	1	1
602	во всяком	5	1
603	за волосы	1	1
604	как на	1	1
