N	2gram	Losev_Vlad_2	Komedia
678	одновременно с	1	1
679	в тех	1	1
680	некоторое время	1	1
681	в мир	1	1
682	да и	3	1
683	в первой	1	1
684	что между	1	1
685	ему все	2	1
686	нам из	1	1
687	была очень	1	1
688	что из	1	1
689	будет и	1	1
690	можно сказать	4	1
691	в основном	5	1
692	только было	1	1
693	а то	2	1
694	он перед	1	1
695	в смысле	1	1
696	не любил	2	1
697	традиционных представлений	1	1
698	с близкими	1	1
699	написано в	1	1
700	под названием	3	1
701	а мне	1	1
702	в с	10	1
703	и ушел	1	1
704	вероятно в	2	1
705	ему только	1	1
706	а что	2	1
707	котором он	1	1
708	чтобы понять	1	1
709	отца с	1	1
710	а к	2	1
711	на первый	2	1
712	для нас	7	1
713	или менее	3	1
714	у них	1	1
715	всякого рода	6	1
716	в этих	4	1
717	и жену	1	1
718	разве только	1	1
719	за него	1	1
720	разной степени	1	1
721	было принято	1	1
722	с ужасом	1	1
723	можно спорить	1	1
724	были сделаны	1	1
725	хотя в	1	1
726	бы на	1	1
727	но вот	3	1
728	отношении к	1	1
729	иное чем	1	1
730	жизни в	2	1
731	не сохранился	1	1
732	сведения о	3	1
733	с ней	2	1
734	не говоря	3	1
735	сказать что	11	1
736	была бы	1	1
737	обычно не	1	1
738	почему он	1	1
739	бы его	2	1
740	жизни и	6	1
741	по поводу	4	1
742	уже после	1	1
743	во сне	2	1
744	можно назвать	2	1
745	оказывается уже	1	1
746	том числе	1	1
747	они не	1	1
748	ничего общего	1	1
