N	2gram	Voloshinov_1	Morfolog
144	к себе	3	2
145	перейти к	1	2
146	для того	1	2
147	оно не	2	2
148	и что	1	2
149	если они	1	2
150	о том	2	2
151	с одной	1	2
152	можно сказать	4	2
153	путь к	2	2
154	и только	9	2
155	хотя бы	4	2
156	на другие	1	2
157	что он	2	2
158	только в	4	2
159	себя в	1	2
160	уже не	1	2
161	в большинстве	3	2
162	его и	1	2
163	момент в	2	2
164	без всякой	1	2
165	себя и	2	2
166	а на	2	2
167	не знает	2	2
168	сказать что	7	2
169	что мы	2	2
170	в частности	2	2
171	одной стороны	1	2
172	о мотивах	1	2
173	есть и	2	2
174	следует заметить	1	2
175	их на	1	2
176	не существует	2	2
177	или при	1	2
178	а во	1	2
179	в свое	2	2
180	к этому	2	2
181	во сне	2	2
182	переносятся на	1	1
183	и то	1	1
184	утверждение что	1	1
185	он может	1	1
186	применении к	1	1
187	дело обстоит	1	1
188	словами и	1	1
189	это достигается	1	1
190	под которым	1	1
191	очень широко	1	1
192	так чтобы	1	1
193	что это	2	1
194	что иное	1	1
195	оно есть	1	1
196	конечно и	1	1
197	не совсем	1	1
198	в виду	1	1
199	он был	1	1
200	основано на	1	1
201	или во	1	1
202	одним словом	1	1
203	мы еще	1	1
204	пару с	1	1
205	коем случае	1	1
206	но как	2	1
207	не входит	1	1
208	значение и	1	1
209	отношение к	5	1
210	вспомним хотя	1	1
211	его не	1	1
212	в рамках	1	1
213	дает нам	1	1
214	для всех	4	1
215	в полном	1	1
216	и наконец	4	1
217	но эта	1	1
218	его к	1	1
219	этой цели	1	1
220	в этот	2	1
221	привести к	1	1
222	предметов и	1	1
223	из этих	2	1
224	в этой	4	1
225	во многих	1	1
226	но ведь	2	1
227	вообще не	2	1
228	что она	1	1
229	быть поняты	1	1
230	главным образом	1	1
231	время и	1	1
232	момента в	2	1
233	и вот	3	1
234	в мифах	1	1
235	и этот	2	1
236	по его	1	1
237	то ни	1	1
238	связанные с	2	1
239	и может	4	1
240	конечно в	1	1
241	на все	1	1
242	с другими	3	1
243	деле в	1	1
244	в итоге	2	1
245	кажется что	2	1
246	по всему	2	1
247	служит в	1	1
248	этим и	1	1
249	между собою	2	1
250	работу в	1	1
251	нужно только	1	1
252	и их	4	1
253	именно и	1	1
254	это делает	2	1
255	мы говорили	1	1
256	что я	1	1
257	значение для	1	1
258	наука о	1	1
259	которые в	1	1
260	при этом	6	1
261	все это	4	1
262	никак нельзя	1	1
263	она не	1	1
264	точно и	1	1
265	для меня	2	1
266	самого начала	4	1
267	и притом	3	1
268	в основе	3	1
269	как его	1	1
270	вытекает из	1	1
271	всего и	1	1
272	этих двух	1	1
273	она хочет	1	1
274	как на	1	1
275	бы по	1	1
276	отец не	1	1
277	и делает	1	1
278	характерен для	1	1
279	с другом	1	1
280	у нас	1	1
281	в коем	1	1
282	в момент	1	1
283	его рождения	1	1
284	должны быть	1	1
285	к тому	1	1
286	той или	1	1
287	определить ее	1	1
288	не есть	2	1
289	что при	1	1
290	на это	1	1
291	ничего общего	1	1
292	в применении	1	1
293	с ее	4	1
294	как не	2	1
295	без всякого	1	1
296	конечно служит	1	1
297	данном случае	1	1
298	с самого	4	1
299	приводит к	1	1
300	роль в	1	1
301	как с	2	1
302	те же	3	1
303	мог бы	1	1
304	в каких-либо	1	1
305	еще в	1	1
306	и с	8	1
307	даны в	1	1
308	связанная с	1	1
309	находится в	2	1
310	иное как	1	1
311	действия но	1	1
312	и различными	1	1
313	в известных	1	1
314	но к	1	1
315	на вопрос	1	1
316	но мы	4	1
317	бы то	1	1
318	плохо если	1	1
319	их в	3	1
320	как они	1	1
321	мифах и	1	1
322	в его	4	1
323	а потому	4	1
324	на одном	1	1
325	во всей	2	1
326	рабочая гипотеза	1	1
327	в другой	1	1
328	все события	1	1
329	в него	5	1
330	теряет свою	1	1
331	но так	1	1
332	о его	1	1
333	с ними	4	1
334	говорить о	2	1
335	и действительно	2	1
336	их мы	1	1
337	действительно не	1	1
338	же законы	1	1
339	со всеми	2	1
340	же и	1	1
341	есть в	2	1
342	в нашей	1	1
343	что не	2	1
344	только такое	1	1
345	не дает	1	1
346	в борьбу	1	1
347	всяком случае	3	1
348	в одном	3	1
349	и со	1	1
350	ее не	1	1
351	у него	2	1
352	он является	1	1
353	пр как	1	1
354	чувства и	2	1
355	уже совершенно	1	1
356	только на	3	1
357	она начинает	1	1
358	и даже	4	1
359	со стороны	1	1
360	или иной	1	1
361	даже не	3	1
362	до сих	3	1
363	на ее	1	1
364	которые можно	1	1
365	эти две	1	1
366	в каких	1	1
367	материал в	1	1
368	на этот	1	1
369	не на	2	1
370	как живое	1	1
371	входить в	1	1
372	но оно	3	1
373	является его	1	1
374	же с	1	1
375	этот мотив	1	1
376	по своему	2	1
377	предположить что	1	1
378	в данном	1	1
379	в течение	1	1
380	его мать	1	1
381	вне этой	1	1
382	из этой	1	1
383	отношения к	3	1
384	друг с	1	1
385	к следующему	2	1
386	быть не	1	1
387	что же	1	1
388	с этой	2	1
389	сих пор	3	1
390	не будем	1	1
391	только для	5	1
392	же самое	1	1
393	все остальные	2	1
394	потому не	1	1
395	она может	1	1
396	в голову	2	1
397	для нас	2	1
398	и все	4	1
399	но теоретически	1	1
400	этом нет	1	1
401	и ни	1	1
402	на других	1	1
403	здесь только	1	1
404	все органические	1	1
405	и начинается	1	1
406	не будет	2	1
407	между ними	3	1
408	а ведь	1	1
409	всех других	2	1
410	не что	1	1
411	на своем	1	1
412	влияния на	1	1
413	его хорошо	1	1
414	во всяком	3	1
