N	2gram	Medvedev_F_2	Morfolog
402	задачи и	3	1
403	лишь к	1	1
404	приемов искусства	1	1
405	а от	1	1
406	принципов и	1	1
407	от различных	1	1
408	обстоит не	1	1
409	уходит из	1	1
410	она могла	1	1
411	самого начала	2	1
412	и притом	1	1
413	в основе	5	1
414	как его	2	1
415	каком материале	1	1
416	иметь в	1	1
417	вытекает из	1	1
418	случаев очень	1	1
419	же время	5	1
420	рассказа как	1	1
421	этих двух	2	1
422	постольку поскольку	2	1
423	в другую	1	1
424	на те	1	1
425	за исключением	1	1
426	как на	1	1
427	бы по	1	1
428	такое изучение	1	1
429	одним из	1	1
430	у нас	1	1
431	разнообразны и	1	1
432	если материал	1	1
433	если он	1	1
434	в сказках	1	1
435	должны быть	1	1
436	всего в	2	1
437	к тому	4	1
438	героя например	1	1
439	той или	1	1
440	не есть	3	1
441	ничего общего	1	1
442	в применении	2	1
443	как не	1	1
444	это будет	1	1
445	законы и	1	1
446	и многие	2	1
447	без всякого	1	1
448	некоторые другие	1	1
449	же не	1	1
450	данном случае	1	1
451	ни стало	2	1
452	от изучения	2	1
453	служит лишь	1	1
454	с самого	2	1
455	приводит к	2	1
456	роль в	3	1
457	на свой	1	1
458	те же	1	1
459	в плоскости	1	1
460	когда в	1	1
461	во второй	2	1
462	и с	9	1
463	связанная с	1	1
464	находится в	2	1
465	иное как	1	1
466	зависеть от	1	1
467	быть заменено	1	1
468	что существуют	1	1
469	бы то	1	1
470	плохо если	1	1
471	на каком	1	1
472	и цели	1	1
473	того или	4	1
474	их в	2	1
475	как они	4	1
476	том или	1	1
477	и хочет	1	1
478	в его	10	1
479	и хорошо	1	1
480	во всей	2	1
481	что бы	1	1
482	если это	2	1
483	к ней	1	1
484	они пришли	1	1
485	не зная	1	1
486	о его	1	1
487	важное значение	1	1
488	характерна для	1	1
489	с ними	2	1
490	говорить о	5	1
491	так там	1	1
492	и действительно	1	1
493	от материала	1	1
494	самые разнообразные	1	1
495	все они	1	1
496	в предисловии	2	1
497	в эти	1	1
498	же и	2	1
499	сущности вовсе	1	1
500	борьбы с	2	1
501	мы получим	1	1
502	он непосредственно	1	1
503	что не	4	1
504	каким образом	1	1
505	не дает	1	1
506	функции но	1	1
507	не так	2	1
508	всяком случае	5	1
509	и со	1	1
510	ее не	1	1
511	и художественный	1	1
512	же методами	1	1
513	он является	1	1
514	это по	1	1
515	лишь один	1	1
516	эти явления	2	1
517	только на	3	1
518	она начинает	1	1
519	и даже	4	1
520	со стороны	2	1
521	даже не	2	1
522	точек зрения	1	1
523	до сих	1	1
524	именно в	5	1
525	а именно	2	1
526	и создает	1	1
527	в каких	2	1
528	как же	1	1
529	как каким	1	1
530	и несколько	1	1
531	могут иметь	1	1
532	его из	2	1
533	по тем	1	1
534	материал в	1	1
535	на этот	1	1
536	а сам	1	1
537	ничем не	2	1
538	не на	1	1
539	о чем	1	1
540	существу и	1	1
541	здесь следует	1	1
542	совершенно иное	1	1
543	лишь постольку	3	1
544	все более	2	1
545	вступает в	1	1
546	но оно	1	1
547	материал на	1	1
548	можно будет	2	1
549	данного понятия	1	1
550	других случаях	1	1
551	в одной	2	1
552	надо было	1	1
553	для лучшего	1	1
554	но такое	1	1
555	в данном	1	1
556	быть во	1	1
557	не дают	1	1
558	ведет к	1	1
559	не удалось	1	1
560	как объект	1	1
561	и там	1	1
562	которая служит	1	1
563	имеют отношение	1	1
564	от форм	2	1
565	как будто	1	1
566	к определению	1	1
567	что же	5	1
568	дело идет	4	1
569	сих пор	1	1
570	не будем	1	1
571	все остальные	2	1
572	будет зависеть	1	1
573	д отсюда	1	1
574	сравнить с	1	1
575	но на	1	1
576	чем является	1	1
577	или другой	1	1
578	как особая	1	1
579	для нас	1	1
580	и все	3	1
581	лишь как	4	1
582	бы в	5	1
583	возникает вопрос	1	1
584	и ни	1	1
585	все содержание	2	1
586	в круг	1	1
587	том случае	2	1
588	значения для	1	1
589	то оно	1	1
590	и начинается	1	1
591	не будет	2	1
592	существу вовсе	1	1
593	между ними	2	1
594	а ведь	1	1
595	равно как	2	1
596	материал и	3	1
597	развитие и	1	1
598	нет но	1	1
599	не что	1	1
600	только о	1	1
601	на своем	1	1
602	могут как	1	1
603	влияния на	1	1
604	случае если	1	1
605	он лишь	1	1
606	они вступают	1	1
607	в таком	2	1
608	во всяком	5	1
