N	2gram	Vygotskiy__4	Sovremen
378	совершенно невозможно	1	1
379	силу и	1	1
380	в обратном	2	1
381	без всяких	1	1
382	и более	1	1
383	так называемое	1	1
384	там где	1	1
385	должны признать	1	1
386	жизни в	1	1
387	по себе	9	1
388	в своем	7	1
389	можем сказать	1	1
390	еще раз	3	1
391	заставляя его	1	1
392	за шагом	3	1
393	сих пор	3	1
394	она дает	2	1
395	но они	1	1
396	с ним	5	1
397	и развития	1	1
398	что эта	6	1
399	все три	1	1
400	она не	3	1
401	что с	1	1
402	но для	1	1
403	его поступками	1	1
404	которых он	1	1
405	мысли в	1	1
406	не имеет	2	1
407	дело в	1	1
408	является ли	1	1
409	это уже	1	1
410	мы вправе	4	1
411	не является	2	1
412	значение каждого	1	1
413	но только	1	1
414	и от	2	1
415	только не	2	1
416	вытекает из	1	1
417	никогда не	5	1
418	или в	1	1
419	все свои	1	1
420	и всегда	1	1
421	это совершенно	3	1
422	это как	1	1
423	на язык	1	1
424	человек и	1	1
425	с при	1	1
426	это то	3	1
427	действия в	1	1
428	видим что	2	1
429	ровно ничего	1	1
430	не почему	1	1
431	все они	2	1
432	и его	5	1
433	что следовательно	1	1
434	связи с	2	1
435	ни было	1	1
436	же в	1	1
437	так называемый	1	1
438	но это	1	1
439	и из	3	1
440	ли это	3	1
441	а о	1	1
442	это делает	2	1
443	сказать что	13	1
444	не быть	1	1
445	ни о	1	1
446	все построение	1	1
447	в живой	1	1
448	самое в	1	1
449	и для	3	1
450	он называет	1	1
451	равно как	1	1
452	цель а	1	1
453	не что	1	1
454	в то	3	1
455	самое что	2	1
456	в заключение	1	1
457	в какой	5	1
458	в окончательном	1	1
459	этого и	1	1
460	просто не	1	1
461	может объяснить	1	1
462	но еще	1	1
463	в своих	3	1
464	причем эти	1	1
465	и эта	2	1
466	в пьесе	2	1
467	два основных	1	1
468	со сцены	1	1
469	на это	1	1
470	ничего общего	1	1
