N	2gram	Berdyaev_N_1	Problemy
254	мы конечно	1	1
255	что вся	1	1
256	дальнейшее развитие	1	1
257	ее он	1	1
258	в другие	1	1
259	может принадлежать	1	1
260	обращение к	2	1
261	в предчувствии	1	1
262	том и	2	1
263	дня и	3	1
264	есть прежде	1	1
265	мысли в	2	1
266	друг друга	1	1
267	человека вот	1	1
268	в основе	3	1
269	и имеет	1	1
270	было лишь	1	1
271	того чтобы	2	1
272	не имеет	4	1
273	не достигается	1	1
274	а во	1	1
275	явление в	1	1
276	русский народ	1	1
277	по своей	1	1
278	ему не	1	1
279	числе и	1	1
280	не способен	1	1
281	он узнает	1	1
282	в переходе	1	1
283	на это	1	1
284	но сама	1	1
285	из их	1	1
286	с ее	5	1
287	как не	8	1
288	не хочу	1	1
289	будет сказать	1	1
290	и про	1	1
291	стремиться к	2	1
292	миру а	1	1
293	на нее	1	1
294	очень долго	1	1
295	не с	1	1
296	во многом	1	1
297	еще в	1	1
298	до начала	1	1
299	совершенно невозможно	1	1
300	которая в	1	1
301	типа не	1	1
302	стремление к	2	1
303	в смысле	2	1
304	и хочет	1	1
305	можно сказать	1	1
306	в значительной	1	1
307	на всех	1	1
308	нем не	1	1
309	и во	1	1
310	принципу но	1	1
311	уже во	1	1
312	может иметь	1	1
313	и мир	1	1
314	но тут	1	1
315	в каких	1	1
316	вступить в	1	1
317	направлена на	1	1
318	всяком случае	1	1
319	изнутри и	1	1
320	в эти	1	1
321	вот что	1	1
322	вопроса о	1	1
323	истины не	1	1
324	существу своему	1	1
325	него и	1	1
326	народ русский	2	1
327	мир в	1	1
328	сами по	1	1
329	про него	1	1
330	стремится быть	1	1
331	не случайно	1	1
332	которые могут	1	1
333	человек как	1	1
334	как будто	2	1
335	лишь для	1	1
336	не было	4	1
337	одной стороны	2	1
338	и т.п	2	1
339	и из	1	1
340	силы но	1	1
341	оно лишь	1	1
342	к которому	1	1
343	он часто	1	1
344	связано с	1	1
345	от этого	1	1
346	был в	1	1
347	свое и	1	1
348	жизнь в	1	1
349	как ни	1	1
350	все время	2	1
351	одну из	1	1
352	удалось но	1	1
353	есть лишь	4	1
354	только себе	1	1
355	все более	1	1
356	особого типа	1	1
357	в центре	2	1
358	вместе с	2	1
359	и начала	2	1
360	зачем же	1	1
361	и потому	4	1
362	как это	2	1
363	в духе	3	1
364	не знал	2	1
365	в речах	1	1
366	это есть	7	1
367	в мир	1	1
368	духовные силы	1	1
369	в это	1	1
370	про себя	1	1
371	совершается в	1	1
372	и от	2	1
373	а к	1	1
374	есть уже	1	1
375	реально не	1	1
376	и героя	1	1
377	все еще	1	1
378	лишь те	1	1
379	в высшем	1	1
380	на их	1	1
381	но можно	1	1
382	жизни а	1	1
383	но оно	1	1
384	мысли но	1	1
385	эти слова	1	1
386	можно назвать	2	1
387	жизни и	8	1
388	все что	1	1
389	значение они	1	1
390	как на	1	1
391	том числе	1	1
392	они не	1	1
