N	2gram	Nazirov_Tv_1	Komedia
171	но при	1	2
172	и на	7	2
173	бы то	1	2
174	во всех	1	2
175	в изображении	1	2
176	он говорит	3	2
177	конечном счете	4	2
178	отличие от	2	2
179	и я	1	2
180	выясняется что	1	2
181	как в	8	2
182	свою вину	2	2
183	целый ряд	1	2
184	в герое	1	2
185	с просьбой	1	2
186	всего лишь	1	2
187	если он	1	2
188	ни было	1	2
189	и если	1	2
190	на его	3	2
191	о которой	1	2
192	от людей	2	2
193	людей и	2	2
194	человека в	6	2
195	а затем	2	2
196	в мире	4	2
197	из всех	4	2
198	а как	2	2
199	это не	4	2
200	не мог	2	2
201	этой связи	2	2
202	в котором	6	2
203	в их	3	2
204	в одном	1	2
205	что эта	1	2
206	тому что	1	2
207	она не	1	2
208	что с	1	2
209	вплоть до	1	2
210	что ему	1	2
211	дело не	3	2
212	что их	1	2
213	в основе	2	2
214	за то	2	2
215	больше чем	2	2
216	хочет быть	1	2
217	в области	1	2
218	одним из	4	2
219	и со	1	2
220	нет ни	2	2
221	надежды на	1	2
222	ли не	1	2
223	отказаться от	2	2
224	если же	1	2
225	и это	1	2
226	и о	1	2
227	в виду	2	2
228	вывод что	1	2
229	роль в	1	2
230	в образе	1	2
231	наряду с	1	2
232	в эпоху	1	2
233	от своей	1	2
234	в конечном	4	2
235	между тем	1	2
236	нуждается в	1	2
237	по примеру	1	2
238	все время	1	2
239	происхождение и	1	2
240	за ней	1	2
241	тот же	2	2
242	после появления	1	2
243	по мнению	3	2
244	и ее	1	2
245	в качестве	2	2
246	уже в	3	2
247	если мы	1	2
248	мы знаем	1	2
249	был бы	2	2
250	до того	1	2
251	представляют собой	1	2
252	себя и	1	2
253	что для	2	2
254	к человеку	3	2
255	не было	1	2
256	а на	1	2
257	пока что	1	2
258	он и	1	2
259	до этого	2	2
260	не могут	1	2
261	только для	1	2
262	о его	1	2
263	ли в	2	2
264	и все	6	2
265	конце концов	1	2
266	человека не	1	2
267	из этой	1	2
268	не будет	2	2
269	только как	1	2
270	другой стороны	1	2
271	равно как	1	2
272	что ты	2	2
273	к этой	1	2
274	в своих	5	2
275	это в	3	2
276	в таком	1	2
277	всем и	1	1
278	я и	3	1
279	любовь в	1	1
280	два года	1	1
281	он считает	1	1
282	чтобы не	1	1
283	в первом	2	1
284	и до	1	1
285	на пороге	1	1
286	побуждает его	1	1
287	мы имеем	1	1
288	мне больше	1	1
289	преступления и	5	1
290	принадлежит к	1	1
291	я не	3	1
292	и гоголя	2	1
293	нет ли	1	1
294	становится объектом	1	1
295	жизни это	1	1
296	из ее	1	1
297	это время	2	1
298	собой в	2	1
299	он сам	6	1
300	все эти	1	1
301	не был	3	1
302	в чем	2	1
303	тем как	1	1
304	бы этот	1	1
305	одним словом	1	1
306	поле битвы	1	1
307	но не	3	1
308	и всякий	1	1
309	если в	2	1
310	его принять	1	1
311	в безумие	1	1
312	человеку и	1	1
313	к сожалению	1	1
314	в поисках	1	1
315	в истории	1	1
316	в одной	2	1
317	как к	2	1
318	город в	1	1
319	это был	1	1
320	перед нами	2	1
321	на человека	1	1
322	дает мне	1	1
323	на земле	3	1
324	как уже	1	1
325	и как	4	1
326	что по	1	1
327	и наконец	2	1
328	связанный с	1	1
329	в действительности	1	1
330	в этот	1	1
331	в ужас	1	1
332	к идеалу	3	1
333	для которого	1	1
334	внес в	1	1
335	говорят о	1	1
336	из жизни	1	1
337	чуть ли	1	1
338	связанного с	1	1
339	еще один	1	1
340	к достижению	2	1
341	им в	1	1
342	с угрозой	1	1
343	имеем в	1	1
344	и те	1	1
345	он полностью	1	1
346	был всегда	2	1
347	выйти на	1	1
348	на площади	2	1
349	перед дверью	1	1
350	больше всего	1	1
351	в статье	1	1
352	все тот	1	1
353	т д	1	1
354	человек не	1	1
355	по крайней	2	1
356	в первую	1	1
357	к одному	1	1
358	не к	1	1
359	оно могло	1	1
360	на этом	1	1
361	тартюфа и	1	1
362	его можно	1	1
363	так быстро	1	1
364	находим у	1	1
365	в нее	1	1
366	в каждом	3	1
367	для всей	1	1
368	что все	3	1
369	же не	1	1
370	для характеристики	1	1
371	значение в	1	1
372	той же	3	1
373	волосы и	1	1
374	это было	1	1
375	которого не	1	1
376	который и	1	1
377	известно что	2	1
378	сделает его	1	1
379	приходит в	1	1
380	нам по	1	1
381	и тем	2	1
382	в огонь	1	1
383	от последнего	1	1
384	материал для	1	1
385	во многом	7	1
386	его и	1	1
387	для них	1	1
388	две линии	1	1
389	соответствии с	3	1
390	их для	1	1
391	этого персонажа	1	1
392	когда я	2	1
393	сам не	1	1
394	друга в	1	1
395	о первой	1	1
396	можно считать	1	1
397	бога и	2	1
398	такой же	2	1
399	одно из	1	1
400	вопроса об	1	1
401	из общего	1	1
402	человек и	1	1
403	образец такого	1	1
404	окружения в	1	1
405	человеком и	1	1
406	место в	3	1
407	не столько	2	1
408	не от	1	1
409	в отличие	2	1
410	что я	3	1
411	сам же	1	1
412	образом и	1	1
413	из контекста	1	1
414	времени не	1	1
415	но он	2	1
416	что после	1	1
417	том же	1	1
418	а вот	1	1
419	своим героям	1	1
420	ему как	1	1
421	в атмосфере	1	1
422	несколько часов	1	1
423	эта мысль	1	1
424	ее не	1	1
425	и притом	2	1
426	кого из	1	1
427	к этим	1	1
428	и далеко	1	1
429	и снова	1	1
430	же его	1	1
431	человека по	1	1
432	он с	1	1
433	найти в	1	1
434	человека от	1	1
435	находятся в	1	1
436	всего на	1	1
437	и по	3	1
438	дочери и	1	1
439	который разделил	1	1
440	он хочет	1	1
441	вот что	1	1
442	же он	1	1
443	со своим	1	1
444	от субъективной	1	1
445	собой разумеющимся	1	1
446	действия но	1	1
447	что на	1	1
448	ли это	1	1
449	в бою	1	1
450	он вполне	1	1
451	следует рассматривать	1	1
452	в трагедии	1	1
453	один раз	1	1
454	уже о	1	1
455	выход из	1	1
456	могут быть	2	1
457	чтобы человек	1	1
458	моей жизни	1	1
459	указывает на	1	1
460	это я	1	1
461	здесь мы	2	1
462	на честь	1	1
463	того самого	1	1
464	живет на	1	1
465	приходит к	3	1
466	на помощь	1	1
467	чувство стыда	2	1
468	меня в	1	1
469	и от	4	1
470	нет никакой	1	1
471	в себя	2	1
472	действия и	1	1
473	использовал в	1	1
474	среди людей	1	1
475	и когда	2	1
476	что у	1	1
477	над человеком	1	1
478	времени и	4	1
479	особенно в	1	1
480	живет в	2	1
481	к его	1	1
482	полном согласии	1	1
483	жизнь и	1	1
484	не лучше	1	1
485	для этого	1	1
486	в настоящее	1	1
487	стремление к	2	1
488	уже многократно	1	1
489	в раннем	1	1
490	и та	2	1
491	настоящее время	2	1
492	никак не	1	1
493	это первый	2	1
494	все его	1	1
495	может не	2	1
496	там же	3	1
497	главный герой	1	1
498	нас в	1	1
499	мы понимаем	1	1
500	восходит к	1	1
501	первую очередь	1	1
502	то в	2	1
503	в одиссее	1	1
504	путь к	1	1
505	от них	1	1
506	складывается из	1	1
507	стало ясно	1	1
508	этот момент	1	1
509	крайней мере	2	1
510	не надо	1	1
511	того в	1	1
512	вслед за	2	1
513	в ту	3	1
514	исходная ситуация	1	1
515	где происходит	1	1
516	мироздания для	1	1
517	всего творчества	1	1
518	вину и	1	1
519	себя с	1	1
520	не обманывает	1	1
521	он стал	1	1
522	только в	5	1
523	в согласии	1	1
524	во времени	3	1
525	по этому	1	1
526	ночи и	1	1
527	со всеми	3	1
528	в эти	1	1
529	человека с	2	1
530	и у	2	1
531	из шедевров	1	1
532	только на	2	1
533	больше не	4	1
534	в нашей	2	1
535	достоинства и	1	1
536	рассказывает о	1	1
537	в душе	1	1
538	и других	3	1
539	к своим	1	1
540	что герои	1	1
541	к мысли	1	1
542	и их	1	1
543	ужас от	1	1
544	в современном	2	1
545	человека из	1	1
546	не случайно	4	1
547	идет в	1	1
548	из своей	1	1
549	в финале	4	1
550	самому сюжету	1	1
551	как сам	1	1
552	что человек	3	1
553	с той	1	1
554	чем он	1	1
555	из других	2	1
556	было и	1	1
557	а с	1	1
558	показывает что	1	1
559	с презрением	1	1
560	говорит о	3	1
561	в соответствии	3	1
562	превращается в	1	1
563	он только	1	1
564	на которых	1	1
565	рассказ является	1	1
566	не на	1	1
567	с которым	2	1
568	сам себе	2	1
569	в руках	1	1
570	а так	1	1
571	испытывает в	1	1
572	наконец не	1	1
573	приходит на	1	1
574	собратьев по	1	1
575	было в	2	1
576	именно поэтому	1	1
577	этот рассказ	1	1
578	мы находим	2	1
579	эти слова	2	1
580	или на	1	1
581	эта идея	1	1
582	я тебе	1	1
583	в нравственном	1	1
584	основу сюжета	1	1
585	намек на	2	1
586	надо было	2	1
587	площади и	2	1
588	о возможности	1	1
589	не одно	1	1
590	в моей	1	1
591	видит в	1	1
592	к жизни	2	1
593	для создания	1	1
594	из уст	1	1
595	с типом	1	1
596	из последних	1	1
597	когда же	1	1
598	в мир	2	1
599	для человека	3	1
600	да и	1	1
601	в первой	2	1
602	скорее наоборот	1	1
603	на свете	2	1
604	еще раз	1	1
605	любят и	1	1
606	можно сказать	2	1
607	в основном	4	1
608	человеческого поведения	1	1
609	эпизодов с	1	1
610	от героев	1	1
611	действительности его	1	1
612	в средство	1	1
613	признается в	1	1
614	в смысле	1	1
615	к вопросу	1	1
616	не похож	1	1
617	в с	2	1
618	их все	1	1
619	а что	2	1
620	или в	2	1
621	о котором	2	1
622	это как	3	1
623	на первый	1	1
624	в этих	2	1
625	ибо в	2	1
626	ли что	1	1
627	все они	1	1
628	места в	1	1
629	горькое чувство	1	1
630	хотя в	1	1
631	отношении к	1	1
632	жизни в	6	1
633	не приносил	1	1
634	на смену	2	1
635	сказать что	2	1
636	да не	1	1
637	была бы	1	1
638	но этот	1	1
639	жизни а	1	1
640	его произведений	2	1
641	почти за	1	1
642	бы его	1	1
643	этой сцены	1	1
644	быть назван	1	1
645	жизнь в	1	1
646	жизни и	3	1
647	пришел в	1	1
648	во сне	1	1
