N	2gram	Potebnia_M_4	Formalny
233	но совершенно	1	2
234	для нее	1	2
235	от одного	3	2
236	должен был	1	2
237	науки а	1	2
238	и тем	4	2
239	бы совершенно	1	2
240	от него	2	2
241	в развитии	1	2
242	должно быть	5	2
243	том что	12	2
244	на первый	1	2
245	нужно было	1	2
246	в этих	3	2
247	не так	2	2
248	во второй	1	2
249	от его	2	2
250	их в	3	2
251	тому чтобы	1	2
252	даже в	2	2
253	тому что	2	2
254	она не	2	2
255	значение слова	5	2
256	тем самым	4	2
257	что эта	1	2
258	нужно уметь	1	2
259	и другое	2	2
260	самого начала	2	2
261	не имеет	5	2
262	шаг не	1	2
263	ее с	1	2
264	не по	1	2
265	поэтических произведений	1	2
266	в систему	1	2
267	находится в	5	2
268	никогда не	3	2
269	на котором	4	2
270	слово и	3	2
271	слова как	1	2
272	этих двух	1	2
273	как она	2	2
274	есть только	5	2
275	что на	2	2
276	если же	4	2
277	и это	2	2
278	тем и	6	2
279	и о	4	2
280	значения и	1	2
281	в ее	2	2
282	эти свойства	1	2
283	от изучения	1	2
284	с самого	1	2
285	и иные	1	2
286	и совершенно	1	2
287	слово есть	5	2
288	времени и	1	2
289	было в	3	2
290	не ради	1	2
291	литературных направлений	1	2
292	мы в	3	2
293	с ним	5	2
294	в виду	3	2
295	в применении	1	2
296	является в	1	2
297	между тем	9	2
298	это не	7	2
299	и всякое	1	2
300	если это	1	2
301	один из	2	2
302	с ними	3	2
303	этот вопрос	3	2
304	или же	1	2
305	по этому	1	2
306	не будет	3	2
307	потому что	33	2
308	в качестве	1	2
309	с нею	3	2
310	при помощи	3	2
311	и других	3	2
312	в известной	1	2
313	в котором	4	2
314	сами по	2	2
315	слово как	1	2
316	от тех	1	2
317	образом не	1	2
318	понятия в	1	2
319	это положение	1	2
320	со стороны	3	2
321	даже не	2	2
322	говорим о	1	2
323	а именно	4	2
324	значения в	1	2
325	между ними	4	2
326	превращается в	2	2
327	есть лишь	2	2
328	его как	1	2
329	и многие	2	2
330	все более	3	2
331	к его	2	2
332	как это	1	2
333	в той	4	2
334	из этого	2	2
335	языка то	2	2
336	художественное произведение	2	2
337	как предмет	1	2
338	но это	3	2
339	в чем	1	2
340	к другим	2	2
341	должна была	1	2
342	а все	1	2
343	ее и	1	2
344	все содержание	2	2
345	от всякого	1	2
346	слово в	4	2
347	сказать что	8	2
348	поэзии как	1	2
349	от всех	1	2
350	равно как	2	2
351	и удовлетворяет	1	2
352	ее в	1	2
353	в искусстве	3	2
354	в таком	4	2
355	смысле что	1	2
356	непременно должны	1	1
357	то на	1	1
358	языка с	3	1
359	практическое значение	1	1
360	до него	1	1
361	таком случае	2	1
362	и хотя	3	1
363	и через	1	1
364	связана с	1	1
365	того же	1	1
366	языку и	2	1
367	и без	2	1
368	и поэзия	2	1
369	художественных произведений	1	1
370	дальнейшему развитию	1	1
371	к своей	1	1
372	к чему-то	1	1
373	но тем	2	1
374	на деле	2	1
375	показать что	1	1
376	нам кажется	2	1
377	нового не	1	1
378	что слово	10	1
379	можем судить	2	1
380	иметь место	1	1
381	поэзии и	7	1
382	той же	3	1
383	причем и	1	1
384	полагает что	1	1
385	есть не	4	1
386	самые разнообразные	1	1
387	на явления	1	1
388	мы имеем	4	1
389	словами в	2	1
390	надо было	1	1
391	что если	6	1
392	звука можно	1	1
393	гуманитарных наук	2	1
394	и новые	1	1
395	нам в	1	1
396	начинается с	1	1
397	оно просто	1	1
398	что иное	2	1
399	не вполне	2	1
400	как эта	1	1
401	но даже	2	1
402	степени как	1	1
403	которое в	3	1
404	как не	1	1
405	же что	2	1
406	себе что	1	1
407	слово не	1	1
408	без всякого	1	1
409	и самим	1	1
410	меньшей степени	1	1
411	предмет исследования	1	1
412	столько же	1	1
413	как один	1	1
414	иное как	2	1
415	в различных	2	1
416	общих чертах	2	1
417	но конечно	1	1
418	самого поэтического	1	1
419	различия между	1	1
420	словами как	1	1
421	а тем	1	1
422	то он	2	1
423	внутренняя форма	2	1
424	сходства с	1	1
425	значением и	1	1
426	только тогда	5	1
427	иногда и	1	1
428	в фонетическом	1	1
429	если она	1	1
430	общего с	1	1
431	различные направления	1	1
432	дает нам	1	1
433	значение его	1	1
434	в своем	8	1
435	более и	2	1
436	и нет	1	1
437	к новому	1	1
438	бы лишь	1	1
439	материала при	1	1
440	оторваться от	2	1
441	и есть	3	1
442	в действительности	3	1
443	следующим образом	1	1
444	духа в	1	1
445	немецкий и	1	1
446	от чего	1	1
447	так или	2	1
448	в нашем	2	1
449	бы не	3	1
450	то я	1	1
451	которые в	1	1
452	и сложная	1	1
453	от действительности	1	1
454	многое в	1	1
455	думать что	4	1
456	им в	1	1
457	слова было	1	1
458	и тот	3	1
459	но он	1	1
460	имеем в	1	1
461	на то	7	1
462	если он	1	1
463	но на	1	1
464	дальше и	1	1
465	есть но	1	1
466	выходя за	1	1
467	эти первоначальные	1	1
468	лишится своего	1	1
469	мы их	1	1
470	и стало	1	1
471	вера в	1	1
472	тем не	4	1
473	они в	1	1
474	и еще	1	1
475	к одному	3	1
476	том чтобы	1	1
477	из виду	2	1
478	особенно ясно	1	1
479	сделать и	1	1
480	какой бы	1	1
481	мы например	1	1
482	как материалом	1	1
483	находятся и	1	1
484	каким образом	2	1
485	смысле в	1	1
486	мы его	3	1
487	это сопоставление	1	1
488	значение в	1	1
489	же касается	1	1
490	произведения с	1	1
491	в другом	1	1
492	не об	1	1
493	в каком-нибудь	1	1
494	области гуманитарных	1	1
495	языков хотя	1	1
496	и чтобы	1	1
497	уже готовыми	1	1
498	в виде	2	1
499	вещь а	1	1
500	будто несколько	1	1
501	или если	2	1
502	этот чувственный	1	1
503	который и	1	1
504	действительности в	1	1
505	произведения от	1	1
506	он есть	1	1
507	например с	2	1
508	из первых	1	1
509	признакам и	1	1
510	поэтому можно	2	1
511	человека на	1	1
512	в них	3	1
513	языка для	1	1
514	рядом с	1	1
515	же мы	2	1
516	случае мы	1	1
517	все равно	3	1
518	слово было	1	1
519	следует сказать	2	1
520	явления которые	1	1
521	в данном	4	1
522	чем в	2	1
523	ведет к	3	1
524	многие другие	1	1
525	обратимся к	1	1
526	могут становиться	1	1
527	в эту	1	1
528	можно только	2	1
529	новые художественные	1	1
530	но если	1	1
531	том как	1	1
532	и при	2	1
533	при изучении	1	1
534	к истории	1	1
535	данное время	1	1
536	быть названы	2	1
537	его звуковая	1	1
538	в такие	1	1
539	и понятия	2	1
540	дальнейшее развитие	1	1
541	вопрос о	2	1
542	об отсутствии	1	1
543	однако от	1	1
544	является только	1	1
545	же язык	1	1
546	поэта и	1	1
547	есть его	1	1
548	слово для	3	1
549	друг другу	1	1
550	по крайней	5	1
551	ее так	1	1
552	в словах	1	1
553	бы быть	1	1
554	как язык	1	1
555	эти направления	1	1
556	если и	2	1
557	теми или	1	1
558	а от	1	1
559	и против	1	1
560	не менее	5	1
561	символизма и	1	1
562	но они	1	1
563	о значении	1	1
564	языка из	1	1
565	дело в	1	1
566	только из	1	1
567	языке по	1	1
568	и притом	2	1
569	к этим	1	1
570	к изучению	1	1
571	бытия и	1	1
572	и имеет	1	1
573	иметь в	2	1
574	во всякой	1	1
575	не могло	1	1
576	вытекает из	1	1
577	действительности но	1	1
578	таким путем	1	1
579	поэзии не	1	1
580	к ней	2	1
581	в другую	1	1
582	или когда	1	1
583	во всем	1	1
584	далеко не	1	1
585	мы бы	2	1
586	и сами	2	1
587	только с	1	1
588	так то	3	1
589	как будто	1	1
590	быть к	1	1
591	одним из	1	1
592	у нас	2	1
593	настоящего времени	2	1
594	в остальных	2	1
595	других случаях	1	1
596	зависеть от	1	1
597	на гораздо	1	1
598	относиться к	1	1
599	поэтическом произведении	2	1
600	можно думать	2	1
601	и вполне	2	1
602	языке и	4	1
603	и другой	1	1
604	и такие	1	1
605	для развития	1	1
606	той или	1	1
607	они и	1	1
608	слова с	3	1
609	в каждом	3	1
610	фундамент на	1	1
611	ничего общего	1	1
612	на предмет	1	1
613	для образования	1	1
614	слов но	2	1
615	возможность наслаждения	1	1
616	слово по	1	1
617	слов мы	1	1
618	свою очередь	1	1
619	но при	1	1
620	данном случае	2	1
621	самим собою	1	1
622	в собственном	1	1
623	служит лишь	1	1
624	как отрицание	1	1
625	в произведении	1	1
626	поэтическим произведением	1	1
627	нечто к	1	1
628	и сам	1	1
629	можно было	2	1
630	же книге	1	1
631	те же	3	1
632	ясно что	1	1
633	слова только	1	1
634	как между	1	1
635	таковы что	2	1
636	в научном	1	1
637	это только	1	1
638	представлений и	2	1
639	в общих	2	1
640	на них	1	1
641	к языку	1	1
642	быть самим	1	1
643	можно сказать	4	1
644	смысле и	1	1
645	связанная с	3	1
646	образом в	5	1
647	говорим не	3	1
648	только потому	4	1
649	другому в	1	1
650	это то	1	1
651	она уже	1	1
652	о том	8	1
653	других наук	2	1
654	и поэтому	1	1
655	художественные произведения	1	1
656	языка вообще	1	1
657	и та	4	1
658	настоящее время	1	1
659	что перед	1	1
660	более высокой	1	1
661	что каждый	1	1
662	что существуют	1	1
663	до сих	4	1
664	с одной	1	1
665	еще дальше	2	1
666	на что	1	1
667	что его	2	1
668	же самым	3	1
669	тела не	1	1
670	и во	1	1
671	образом мы	3	1
672	все в	2	1
673	на отдельные	1	1
674	происходит таким	1	1
675	в форме	1	1
676	крайней мере	5	1
677	о единстве	2	1
678	отдельного слова	2	1
679	что бы	1	1
680	и смысл	1	1
681	отлично от	2	1
682	и следовательно	3	1
683	может иметь	2	1
684	и мы	5	1
685	конечно при	1	1
686	происходит в	2	1
687	как из	1	1
688	если такая	1	1
689	тот же	2	1
690	история литературы	1	1
691	что даже	2	1
692	в себе	14	1
693	и так	3	1
694	и поэтическое	1	1
695	их не	1	1
696	от них	1	1
697	к звуку	1	1
698	так что	5	1
699	что язык	7	1
700	быть во	1	1
701	конечно не	2	1
702	не можем	5	1
703	чего-то внешнего	1	1
704	мы получим	1	1
705	поэзии есть	1	1
706	не из	5	1
707	и понимание	1	1
708	языка таким	1	1
709	из моментов	1	1
710	который как	1	1
711	себе в	3	1
712	никто не	2	1
713	пока не	2	1
714	словом на	2	1
715	можно с	1	1
716	ее не	3	1
717	к ним	2	1
718	но что	2	1
719	не выходя	1	1
720	непосредственно на	1	1
721	нет в	1	1
722	лишь один	2	1
723	но из	1	1
724	перейти к	1	1
725	качества могут	1	1
726	с другим	1	1
727	или иначе	2	1
728	за пределы	1	1
729	здесь в	1	1
730	и нельзя	2	1
731	к которому	1	1
732	в свою	2	1
733	слово с	6	1
734	как же	4	1
735	в природе	1	1
736	один и	5	1
737	вещь и	1	1
738	что будет	2	1
739	из тех	2	1
740	на этот	2	1
741	здесь дело	1	1
742	из слова	1	1
743	стремится к	2	1
744	именно так	1	1
745	в руках	1	1
746	на эту	1	1
747	есть создание	1	1
748	если не	1	1
749	в речи	3	1
750	связь с	1	1
751	слова от	2	1
752	в непрерывном	1	1
753	что раньше	1	1
754	выражение как	1	1
755	так же	4	1
756	может иногда	1	1
757	другая сторона	2	1
758	слова поэтому	1	1
759	к своему	1	1
760	влияния на	1	1
761	в звуке	1	1
762	до настоящего	1	1
763	одной стороны	1	1
764	для обозначения	1	1
765	а если	2	1
766	творчества так	1	1
767	смысле этого	1	1
768	эти признаки	1	1
769	не что	2	1
770	и природы	1	1
771	да и	4	1
772	в первой	1	1
773	сам не	1	1
774	поэзии на	1	1
775	что каждое	1	1
776	этого слова	7	1
777	к дальнейшему	1	1
778	этом случае	5	1
779	о противопоставлении	1	1
780	них новые	1	1
781	сих пор	4	1
782	каждое из	1	1
783	влечет за	1	1
784	но для	1	1
785	в смысле	3	1
786	всего его	1	1
787	должны быть	3	1
788	виду что	2	1
789	под влиянием	1	1
790	материалом поэзии	1	1
791	в более	2	1
792	такое изучение	1	1
793	сравнить с	2	1
794	но менее	1	1
795	при таком	1	1
796	не существует	2	1
797	на внутреннюю	1	1
798	в настоящее	1	1
799	чтобы понять	2	1
800	о нем	1	1
801	или другой	1	1
802	в данное	1	1
803	для нас	14	1
804	поэтического и	1	1
805	из себя	2	1
806	с языком	2	1
807	быть что	2	1
808	мы должны	2	1
809	язык не	5	1
810	восприятием и	1	1
811	или не	1	1
812	же в	1	1
813	поэзии но	1	1
814	хотя в	2	1
815	лежит в	1	1
816	не от	3	1
817	судить о	2	1
818	непрерывная борьба	1	1
819	система в	1	1
820	к самому	1	1
821	его к	2	1
822	одной из	1	1
823	признаков в	3	1
824	только как	4	1
825	для исследования	1	1
826	лишь тогда	3	1
827	через то	1	1
828	можно утверждать	1	1
829	в последнем	1	1
830	по которой	1	1
831	только о	2	1
832	значение не	1	1
833	значения слова	1	1
834	в каком	4	1
835	трудная и	1	1
836	можно назвать	2	1
837	ли они	1	1
838	как на	1	1
839	увидим что	1	1
840	случае если	1	1
841	в своих	2	1
842	то оно	1	1
843	и эта	1	1
844	случае его	1	1
