N	2gram	Bakhtin_Pr_5	EvropaiE
535	даже с	1	1
536	должно быть	3	1
537	с ее	3	1
538	этого слова	5	1
539	положении и	1	1
540	слова и	11	1
541	призыв к	1	1
542	в формах	1	1
543	в аспекте	1	1
544	смысл имеет	1	1
545	одного и	1	1
546	что оно	2	1
547	в силах	2	1
548	в отдельных	1	1
549	в третьем	1	1
550	в большей	1	1
551	но это	6	1
552	по другую	1	1
553	бы на	1	1
554	и другие	1	1
555	с ней	1	1
556	но этот	1	1
557	в последнем	2	1
558	оно не	1	1
559	что даже	2	1
560	сам в	1	1
561	в свое	1	1
562	выборе между	1	1
563	время не	3	1
564	вполне понятно	2	1
565	это в	2	1
566	который не	1	1
