N	2gram	Vinokur_St_1	Dialekti
314	со стороны	6	2
315	из них	8	2
316	является не	4	2
317	очень мало	3	2
318	на точку	2	2
319	для этого	2	2
320	нет ни	2	2
321	же как	3	2
322	что именно	1	2
323	я скажу	1	2
324	чем другом	1	2
325	именно в	6	2
326	чтобы не	1	2
327	этом отношении	7	2
328	из того	2	2
329	и сейчас	4	2
330	не как	1	2
331	не наука	1	2
332	этой стороны	1	2
333	не зная	1	2
334	тот кто	1	2
335	такой же	5	2
336	в частности	4	2
337	и у	2	2
338	тем более	4	2
339	она ни	1	2
340	в которых	5	2
341	к этому	1	2
342	быть в	2	2
343	что здесь	2	2
344	точно так	1	2
345	сказал что	1	2
346	и это	2	2
347	если мы	1	2
348	почему это	1	2
349	а с	3	2
350	д но	4	2
351	всегда было	1	2
352	и тогда	2	2
353	как о	2	2
354	опять-таки не	2	2
355	значение которое	1	1
356	что по	1	1
357	по своей	2	1
358	не становится	1	1
359	не могла	2	1
360	которые действительно	1	1
361	показывает как	1	1
362	и там	1	1
363	я приведу	1	1
364	бы они	1	1
365	и этот	1	1
366	с целью	1	1
367	мере не	1	1
368	пушкина но	8	1
369	почему и	1	1
370	пушкина можно	2	1
371	для ее	1	1
372	когда мы	1	1
373	каким он	1	1
374	с полной	1	1
375	против чего	1	1
376	вы увидите	1	1
377	я вовсе	3	1
378	на анализе	1	1
379	из которого	2	1
380	которых я	1	1
381	деле не	1	1
382	который для	1	1
383	он имеет	1	1
384	всю жизнь	1	1
385	место в	1	1
386	это положение	1	1
387	ни была	1	1
388	о котором	2	1
389	что нет	2	1
390	видно что	3	1
391	бы это	2	1
392	не вытекает	1	1
393	говорит об	2	1
394	на том	1	1
395	все одинаково	1	1
396	слова без	1	1
397	больше чем	2	1
398	xix в	5	1
399	находим например	2	1
400	указание на	1	1
401	сам в	2	1
402	правда не	1	1
403	себе в	1	1
404	a не	1	1
405	показывает что	1	1
406	верно только	1	1
407	не нужен	1	1
408	для них	1	1
409	но при	1	1
410	был бы	1	1
411	имею в	1	1
412	и эти	1	1
413	а то	2	1
414	кроме того	1	1
415	и просто	1	1
416	протестую против	1	1
417	к его	1	1
418	таким образом	7	1
419	творчества пушкина	5	1
420	бы что	2	1
421	обоих случаях	1	1
422	сказано что	1	1
423	мы пока	1	1
424	каждого отдельного	1	1
425	голову не	1	1
426	мы на	1	1
427	нем нельзя	1	1
428	те или	1	1
429	в какой	3	1
430	бы ни	1	1
431	это тот	1	1
432	как нечто	1	1
433	же только	1	1
434	тем самым	2	1
435	там где	5	1
436	этой совершенно	1	1
437	себя в	1	1
438	то есть	2	1
439	мы не	2	1
440	им самим	1	1
441	не так	1	1
442	бы не	2	1
443	друг от	1	1
444	и без	3	1
445	не были	1	1
446	в голову	1	1
447	е не	1	1
448	и вовсе	1	1
449	во всех	8	1
450	а на	3	1
451	поражают своей	1	1
452	эпохи и	3	1
453	а между	1	1
454	так в	1	1
455	с отсутствием	2	1
456	поэта к	1	1
457	что там	2	1
458	я же	1	1
459	между прочим	2	1
460	с каким	1	1
461	на язык	1	1
462	проявляется в	1	1
463	чего не	1	1
464	того или	4	1
465	если он	1	1
466	а потому	2	1
467	только тем	2	1
468	заключается в	4	1
469	есть очень	1	1
470	ли в	2	1
471	по его	2	1
472	с неба	1	1
473	основываться на	1	1
474	со всеми	2	1
475	того как	1	1
476	голосом и	1	1
477	его в	2	1
478	и я	3	1
479	равно не	1	1
480	бы совершенно	1	1
481	для нас	7	1
482	далеко от	1	1
483	явление в	1	1
484	и неизвестно	1	1
485	совсем не	2	1
486	это очень	3	1
487	и только	3	1
488	оно не	1	1
489	все его	1	1
490	не помешало	1	1
491	мы стали	1	1
492	а именно	3	1
493	случае дело	1	1
494	или же	2	1
495	которая конечно	1	1
496	того чтобы	11	1
497	никаких оснований	2	1
498	вместе с	1	1
499	в ее	4	1
500	превращается в	2	1
501	и самого	1	1
502	именно не	1	1
503	и перед	2	1
504	нужно ли	1	1
505	например в	8	1
506	они являются	1	1
507	же нужно	1	1
508	еще на	1	1
509	меня не	2	1
510	так а	1	1
511	место и	1	1
512	кажется что	3	1
513	существует что	1	1
514	в таком	3	1
515	сами по	1	1
516	против этого	1	1
517	для понимания	1	1
518	и очень	4	1
519	от всей	1	1
520	разве только	1	1
521	один только	1	1
522	в той	6	1
523	нет и	1	1
524	между тем	3	1
525	прямого отношения	1	1
526	должны быть	3	1
527	к своему	1	1
528	иначе и	1	1
529	и можно	2	1
530	этом и	1	1
531	ни те	2	1
532	правда в	1	1
533	с другим	1	1
534	в гармонии	1	1
535	исключительно в	1	1
536	именно такое	2	1
537	ли считать	1	1
538	и сам	2	1
539	без всяких	2	1
540	до последних	1	1
541	и к	1	1
542	которые в	2	1
543	а как	2	1
544	авторы этих	1	1
545	на каком	1	1
546	они не	1	1
547	конечно совершенно	1	1
548	пор не	1	1
549	но он	2	1
550	и никто	1	1
551	больше всего	1	1
552	не интересует	1	1
553	в наших	2	1
554	чтобы можно	1	1
555	имеем дело	2	1
556	и его	8	1
557	сейчас не	1	1
558	которое с	1	1
559	бы несколько	1	1
560	отделены друг	1	1
561	пушкина у	1	1
562	другом совсем	1	1
563	или иные	1	1
564	что у	4	1
565	бы установить	1	1
566	есть самое	1	1
567	одну минуту	1	1
568	больше и	1	1
569	лежать в	1	1
570	говорить как	1	1
571	вообще я	1	1
572	другое дело	1	1
573	он является	1	1
574	и наука	1	1
575	именно так	1	1
576	дело в	6	1
577	я с	2	1
578	всего что	1	1
579	уже давно	1	1
580	так то	1	1
581	ли и	1	1
582	оказывается что	1	1
583	неужели в	1	1
584	связано с	1	1
585	основана на	1	1
586	чтобы думать	1	1
587	в очень	3	1
588	в каком-то	2	1
589	нечего и	1	1
590	можно ли	4	1
591	мне кажется	5	1
592	в пример	1	1
593	при таком	2	1
594	от своего	1	1
595	не станет	1	1
596	его жизни	3	1
597	от друга	1	1
598	какими бы	1	1
599	это можно	3	1
600	тем не	2	1
601	в последнем	1	1
602	я имею	1	1
603	времени и	1	1
604	узкого круга	1	1
605	работает в	1	1
606	представить себе	1	1
607	эпохи от	1	1
608	что значит	1	1
609	вопроса о	3	1
610	то все	1	1
611	что все	2	1
612	как иначе	2	1
613	думаю что	5	1
614	который не	2	1
615	с их	1	1
616	нужно сказать	5	1
617	что эти	1	1
618	них нет	1	1
619	если я	1	1
620	на одну	1	1
621	из других	1	1
622	не должен	1	1
623	и др	1	1
624	не всегда	2	1
625	наука а	1	1
626	представление о	4	1
627	и тем	3	1
628	почти исключительно	1	1
629	но даже	1	1
630	что каждая	1	1
631	есть в	2	1
632	в этой	11	1
633	пушкина и	13	1
634	приведу еще	1	1
635	при этом	2	1
636	у него	2	1
637	одно дело	1	1
638	во мне	1	1
639	с этими	1	1
640	об их	1	1
641	для которых	2	1
642	от того	1	1
643	она вся	1	1
644	можно с	1	1
645	о реальном	2	1
646	показать что	1	1
647	это тоже	1	1
648	не дают	1	1
649	но именно	2	1
650	не потому	1	1
651	в москве	2	1
652	не знаю	2	1
653	в сторону	2	1
654	но я	4	1
655	не для	2	1
656	а по	1	1
657	в которой	4	1
658	который как	2	1
659	не могут	1	1
660	есть такой	1	1
661	от себя	1	1
662	и этим	1	1
663	и смерти	1	1
664	но там	1	1
665	увидите что	1	1
666	бы она	1	1
667	как известно	1	1
668	в результате	3	1
669	на последнем	1	1
670	о них	2	1
671	и почему	4	1
672	почему же	1	1
673	язык и	1	1
674	показаться что	1	1
675	далеко не	1	1
676	это его	1	1
677	все в	2	1
678	действительно есть	1	1
679	той же	5	1
680	при помощи	2	1
681	что тот	1	1
682	д на	1	1
683	бы мы	2	1
684	скажу что	1	1
685	понять смысл	1	1
686	должен быть	3	1
687	и говорит	1	1
688	и всякая	1	1
689	сразу же	1	1
690	если не	2	1
691	указать на	1	1
692	этих двух	3	1
693	что некоторым	1	1
694	впрочем это	1	1
695	не приходится	1	1
696	столь же	4	1
697	с самого	1	1
698	произведений ни	1	1
699	в такой	2	1
700	и когда	1	1
701	то время	2	1
702	в духе	1	1
703	из этого	1	1
704	а также	2	1
705	по существу	2	1
706	я должен	1	1
707	тогда и	1	1
708	вообще не	2	1
709	я буду	1	1
710	в меру	1	1
711	и до	1	1
712	и дело	1	1
713	и ему	1	1
714	этом не	1	1
715	науки но	1	1
716	вот оказывается	1	1
717	уже в	2	1
718	чтобы получить	1	1
719	них и	1	1
720	мере в	2	1
721	должно было	2	1
722	же касается	3	1
723	тем же	3	1
724	на себя	1	1
725	как я	1	1
726	каждая из	1	1
727	хотя в	2	1
728	и уже	2	1
729	так или	2	1
730	случае в	4	1
731	интересует сейчас	1	1
732	утверждать только	1	1
733	такое же	1	1
734	конечно это	2	1
735	и другие	1	1
736	я уже	3	1
737	вместо этого	1	1
738	зрения той	1	1
739	никогда и	1	1
740	что наши	1	1
741	как будто	4	1
742	мы теперь	1	1
743	так например	7	1
744	не быть	1	1
745	перед нами	1	1
746	самого же	2	1
747	например к	1	1
748	в разной	1	1
749	совершенно правильной	1	1
750	или иначе	2	1
751	вопрос можно	1	1
752	и могут	1	1
753	и нужно	3	1
754	вытекает из	2	1
755	эти вопросы	3	1
756	что мы	5	1
757	мысль о	1	1
758	еще в	1	1
759	свою собственную	2	1
760	не верит	1	1
761	в развитии	1	1
762	первую очередь	2	1
763	но также	9	1
764	речь идет	4	1
765	и по	5	1
766	д в	1	1
767	нужно еще	1	1
768	чем не	1	1
769	том чтобы	1	1
770	и других	1	1
771	нас интересует	1	1
772	но для	2	1
773	а если	2	1
774	чтобы убедиться	1	1
775	при котором	1	1
776	в случаях	1	1
777	отвращение к	2	1
