N	2gram	Berdyaev_M_2	Tvorches
336	в жертву	1	1
337	на то	1	1
338	после этого	1	1
339	высшей степени	3	1
340	как дети	1	1
341	идеи и	3	1
342	к одному	1	1
343	этого вопроса	2	1
344	не к	2	1
345	что нужно	1	1
346	народ не	1	1
347	и вот	5	1
348	мечты о	1	1
349	была идея	1	1
350	для русского	3	1
351	наших глазах	1	1
352	можно было	2	1
353	их личности	1	1
354	жить в	1	1
355	в каждом	3	1
356	цельности и	1	1
357	совпадают с	1	1
358	что все	5	1
359	в глубине	3	1
360	достоевского о	3	1
361	глава vii	1	1
362	мыслится как	1	1
363	входит в	1	1
364	его личности	1	1
365	понял что	2	1
366	с прошлым	1	1
367	жестокость достоевского	1	1
368	было бы	1	1
369	это одна	1	1
370	то все	2	1
371	по себе	2	1
372	достоевского такой	1	1
373	мышкина и	2	1
374	мог бы	1	1
375	внешне его	1	1
376	ни в	3	1
377	для них	1	1
378	из нее	1	1
379	в них	3	1
380	нет в	4	1
381	символический смысл	1	1
382	перешедшего в	1	1
383	ставрогин в	1	1
384	он из	1	1
385	к которым	1	1
386	может нас	1	1
387	жизни то	1	1
388	всю жизнь	3	1
389	ведет к	13	1
390	в развитии	1	1
391	должно быть	2	1
392	в церкви	2	1
393	потому и	1	1
394	остается в	1	1
395	не мог	3	1
396	перед собой	1	1
397	его образ	1	1
398	в этих	2	1
399	от своего	1	1
400	с настасьей	2	1
401	чьей стороне	1	1
402	этой трагедии	1	1
403	смердякова и	1	1
404	и народ	1	1
405	будущую гармонию	1	1
406	прибегает к	1	1
407	всякий раз	1	1
408	признать что	1	1
409	должны были	1	1
410	в п	1	1
411	зла и	7	1
412	но он	11	1
413	и более	1	1
414	ставрогина в	1	1
415	любовь к	8	1
416	сам он	2	1
417	нас к	1	1
418	тому что	4	1
419	с раскольниковым	1	1
420	братья карамазовы	1	1
421	сам достоевский	3	1
422	это чувство	1	1
423	она не	8	1
424	человечества и	1	1
425	на земле	8	1
426	достоевский сам	1	1
427	совесть и	1	1
428	карамазова в	1	1
429	раскольников должен	1	1
430	здравому смыслу	1	1
431	которые были	1	1
432	чем не	2	1
433	западе это	1	1
434	письме к	1	1
435	он с	1	1
436	не имеет	4	1
437	на путях	1	1
438	это совершенно	1	1
439	нет смысла	2	1
440	жизни не	2	1
441	у этого	1	1
442	и ивана	3	1
443	она должна	1	1
444	в русском	4	1
445	к ней	2	1
446	настасьей филипповной	3	1
447	соня мармеладова	1	1
448	со своим	2	1
449	собственной личности	1	1
450	в сознании	1	1
451	филипповне любовь	1	1
452	и потом	1	1
453	как будто	2	1
454	именно потому	1	1
455	гибель и	1	1
456	перед ним	4	1
457	записок из	1	1
458	достоевский вскрывает	1	1
459	есть у	1	1
460	представляется нам	1	1
461	в момент	1	1
462	к себе	2	1
463	будущее в	1	1
464	не могут	1	1
465	истории не	1	1
466	лежит в	1	1
467	к тому	5	1
468	бы он	1	1
469	той или	1	1
470	и состраданию	1	1
471	он видит	1	1
472	внутреннего движения	1	1
473	быть назван	2	1
474	должен быть	4	1
475	для себя	1	1
476	на наших	1	1
477	конце романа	1	1
478	мысль о	2	1
479	то чтобы	1	1
480	на той	1	1
481	культуры и	1	1
482	детей более	1	1
483	в пределах	1	1
484	человека для	3	1
485	вечности это	1	1
486	в бесконечность	1	1
487	не с	1	1
488	его героев	1	1
489	не веруют	1	1
490	татьяны или	1	1
491	чем у	4	1
492	с собой	2	1
493	еще в	2	1
494	она была	1	1
495	когда в	1	1
496	стороне от	1	1
497	в изображении	1	1
498	во второй	1	1
499	в которые	2	1
500	жизнь и	4	1
501	с женщиной	1	1
502	означает что	4	1
503	с человеком	1	1
504	создает атмосферу	1	1
505	достоевского эта	1	1
506	и здесь	6	1
507	всего человечества	2	1
508	в другом	1	1
509	на вопрос	1	1
510	лишь в	2	1
511	может не	1	1
512	происходит не	1	1
513	во имя	16	1
514	можно встретить	1	1
515	революционный социализм	1	1
516	же о	1	1
517	очень важна	1	1
518	раньше чем	1	1
519	а потому	1	1
520	достоинство человека	1	1
521	века и	1	1
522	нем и	1	1
523	от всех	1	1
524	и мир	2	1
525	в жизнь	1	1
526	в меру	1	1
527	суд над	1	1
528	или купец	2	1
529	его собственная	2	1
530	но тот	1	1
531	народ есть	2	1
532	митя карамазов	2	1
533	ли он	1	1
534	но ни	1	1
535	то в	2	1
536	и рогожина	2	1
537	то он	2	1
538	а лишь	2	1
539	лишь одна	2	1
540	такое же	1	1
541	достоевского есть	6	1
542	достоевский решительно	1	1
543	еще от	1	1
544	на мир	1	1
545	души и	2	1
546	не то	1	1
547	но сам	1	1
548	алеши и	1	1
549	его он	3	1
550	этой борьбе	1	1
551	связи с	2	1
552	это сам	1	1
553	переходит в	8	1
554	а напротив	1	1
555	друг за	2	1
556	к богу	2	1
557	не из	1	1
558	смысла в	1	1
559	не дает	1	1
560	всегда было	1	1
561	человека на	2	1
562	природа человека	3	1
563	мир в	1	1
564	был бы	1	1
565	в письме	1	1
566	достоевского его	1	1
567	подлинного бытия	2	1
568	героев которые	1	1
569	не о	2	1
570	идея у	1	1
571	в xx	1	1
572	противоречии с	2	1
573	любви но	1	1
574	бытия и	1	1
575	достоевского проникнуто	1	1
576	и никогда	3	1
577	французской революции	1	1
578	счастья в	1	1
579	в любви	8	1
580	на деле	4	1
581	достоевский и	1	1
582	во власти	6	1
583	и безобразного	1	1
584	возможно что	1	1
585	что и	4	1
586	или иной	2	1
587	в высшей	3	1
588	а мы	1	1
589	хоть и	1	1
590	русской жизни	1	1
591	знал бы	1	1
592	в ставрогине	1	1
593	она нередко	1	1
594	его с	2	1
595	уходит в	2	1
596	и прежде	1	1
597	и русские	1	1
598	быть человеком	1	1
599	и люди	2	1
600	связано с	3	1
601	может жить	1	1
602	идея не	1	1
603	так это	2	1
604	и считает	1	1
605	и раскольников	2	1
606	в идиоте	2	1
607	человек в	3	1
608	в подростке	3	1
609	человека или	1	1
610	через его	1	1
611	жизнь в	6	1
612	русской действительности	1	1
613	настасью филипповну	3	1
614	народа на	2	1
615	достоевский принял	1	1
616	о русских	1	1
617	и она	3	1
618	он изображает	1	1
619	глава vi	1	1
620	в бунт	1	1
621	все позволено	1	1
622	человека к	8	1
623	силой как	1	1
624	и проблема	1	1
625	требует от	1	1
626	нет ни	2	1
627	и наказание	1	1
628	что за	2	1
629	мити карамазова	4	1
630	с такой	1	1
631	такого рода	2	1
632	бесах и	1	1
633	на чьей	1	1
634	что весь	1	1
635	что же	2	1
636	самого себя	4	1
637	и двух	1	1
638	бунт против	3	1
639	у ивана	1	1
640	федора павловича	2	1
641	духовной жизни	1	1
642	случилось с	1	1
643	этого слова	1	1
644	а к	1	1
645	сердце достоевского	1	1
646	бога и	5	1
647	счетов с	1	1
648	отличается от	1	1
649	ничего кроме	2	1
650	богу к	1	1
651	и для	7	1
652	достоевский как	1	1
653	в бога	4	1
654	изменения в	1	1
655	и человек	3	1
656	раскольников и	1	1
657	своих в	1	1
658	а все	1	1
659	своей собственной	1	1
660	большей силой	1	1
661	человек и	2	1
662	ее и	2	1
663	но когда	2	1
664	огромную роль	1	1
665	а может	1	1
666	еще более	2	1
667	ребенка который	1	1
668	xx веке	1	1
669	есть бог	2	1
670	и борьбе	1	1
671	достоевского она	1	1
672	тот же	2	1
673	отношении к	3	1
674	не есть	13	1
675	по поводу	1	1
676	нем самом	1	1
677	а о	1	1
678	в свою	4	1
679	устремлена к	1	1
680	между ними	1	1
681	с ней	1	1
682	не знает	9	1
683	русская литература	1	1
684	сказать что	3	1
685	отрывается от	1	1
686	не быть	1	1
687	была бы	1	1
688	достоевского только	1	1
689	но этот	2	1
690	идея в	1	1
691	как люди	1	1
692	социализма и	3	1
693	рогожина к	1	1
694	личности гибель	1	1
695	тайны и	1	1
696	или во	1	1
697	человека образ	1	1
698	достоевский до	1	1
699	нас не	2	1
700	как на	1	1
