N	2gram	Tiupa_Narr_1	Komedia
115	все равно	1	3
116	далеко не	5	3
117	как и	7	3
118	с точки	2	3
119	тем не	3	3
120	их в	1	3
121	не имеет	2	3
122	никогда не	3	3
123	ничего не	2	3
124	же самое	1	3
125	обращается к	1	3
126	одного из	4	3
127	в двух	2	3
128	не о	3	3
129	одной из	4	3
130	с одной	7	3
131	в начале	1	3
132	что не	4	3
133	не так	1	3
134	мы можем	1	3
135	отношению к	6	3
136	и даже	3	3
137	даже не	3	3
138	на ее	1	3
139	ему не	1	3
140	перед ним	1	3
141	один из	3	3
142	если не	4	3
143	в частности	14	3
144	не может	10	3
145	по своему	1	3
146	одной стороны	7	3
147	как бы	4	3
148	с этой	1	3
149	в целом	1	3
150	бы он	1	3
151	не знает	1	3
152	дело с	2	3
153	в какой	2	3
154	отношения к	2	2
155	о любви	1	2
156	даже если	1	2
157	здесь и	2	2
158	из его	1	2
159	мы не	1	2
160	в сущности	3	2
161	х годов	1	2
162	и он	3	2
163	пребывания в	1	2
164	и на	3	2
165	бы то	3	2
166	во всех	1	2
167	мешает ему	1	2
168	с отцом	1	2
169	конечном счете	2	2
170	отличие от	5	2
171	что они	3	2
172	что произошло	1	2
173	как в	7	2
174	что касается	2	2
175	в результате	2	2
176	в герое	1	2
177	всего лишь	2	2
178	так или	2	2
179	бы не	2	2
180	текста не	1	2
181	ни было	3	2
182	на его	1	2
183	состоит в	13	2
184	в силу	4	2
185	человека в	2	2
186	исходя из	2	2
187	в мире	9	2
188	не с	3	2
189	а как	1	2
190	с другими	1	2
191	это не	2	2
192	который по	3	2
193	в развитии	1	2
194	не мог	4	2
195	в котором	1	2
196	в их	1	2
197	она не	2	2
198	вплоть до	2	2
199	дело не	1	2
200	в основе	5	2
201	к концу	1	2
202	и после	2	2
203	в области	2	2
204	одним из	2	2
205	и со	1	2
206	настаивает на	1	2
207	известной степени	1	2
208	все еще	1	2
209	если же	1	2
210	как мы	3	2
211	в виду	1	2
212	здесь не	4	2
213	за пределами	1	2
214	роль в	2	2
215	можно было	2	2
216	наряду с	2	2
217	а также	7	2
218	в другом	1	2
219	аналогии с	1	2
220	и во	1	2
221	в конечном	3	2
222	между тем	3	2
223	нуждается в	5	2
224	все время	1	2
225	не как	2	2
226	тот же	1	2
227	могло быть	1	2
228	и ее	2	2
229	не мешает	1	2
230	в качестве	21	2
231	уже в	3	2
232	нового времени	2	2
233	от отца	1	2
234	при всей	4	2
235	этом отношении	3	2
236	от того	1	2
237	представляют собой	2	2
238	хоть и	1	2
239	или иначе	3	2
240	себя и	2	2
241	не было	2	2
242	а на	1	2
243	что мы	2	2
244	он и	1	2
245	в присутствии	3	2
246	из которых	4	2
247	к своему	1	2
248	в пределах	2	2
249	не могут	1	2
250	для обозначения	1	2
251	по существу	2	2
252	его от	1	2
253	лет назад	1	2
254	человека который	1	2
255	каким он	2	2
256	о его	1	2
257	нет ничего	1	2
258	при всем	2	2
259	является ли	1	2
260	и все	2	2
261	отношению ко	1	2
262	обстоит дело	1	2
263	не будет	3	2
264	а о	1	2
265	между ними	2	2
266	другой стороны	4	2
267	совершенно не	2	2
268	в свое	1	2
269	в таком	2	2
270	например в	2	1
271	поэтической речи	1	1
272	за которым	1	1
273	в первом	3	1
274	к другому	2	1
275	и до	2	1
276	видеть в	1	1
277	равно что	1	1
278	мы имеем	2	1
279	со многими	1	1
280	этом не	1	1
281	своему герою	1	1
282	в изложении	1	1
283	не сводится	2	1
284	ему в	2	1
285	он сам	2	1
286	все эти	2	1
287	нему в	1	1
288	со словами	2	1
289	жизненным опытом	1	1
290	в чем	1	1
291	и главное	1	1
292	в обеих	1	1
293	одним словом	1	1
294	но не	5	1
295	но как	2	1
296	не входит	1	1
297	если в	3	1
298	ответ на	1	1
299	очевидно что	1	1
300	друг от	1	1
301	независимо от	2	1
302	как к	2	1
303	что первое	1	1
304	перед нами	4	1
305	впечатление как	1	1
306	на земле	1	1
307	как уже	1	1
308	и как	5	1
309	что по	2	1
310	и наконец	1	1
311	внимание что	1	1
312	более или	2	1
313	в действительности	1	1
314	от этого	1	1
315	не такое	1	1
316	из жизни	1	1
317	отношения между	1	1
318	монолог в	1	1
319	из этих	3	1
320	текста первый	1	1
321	о матери	3	1
322	в случае	7	1
323	перемены в	1	1
324	больше всего	1	1
325	человек не	1	1
326	по крайней	1	1
327	еще раньше	1	1
328	состояние текста	1	1
329	в первую	1	1
330	в понимании	1	1
331	не являются	2	1
332	к одному	1	1
333	уже говорилось	1	1
334	том чтобы	1	1
335	картины мира	5	1
336	принадлежат к	1	1
337	постольку поскольку	2	1
338	на этом	1	1
339	именно это	2	1
340	и дедов	1	1
341	по происхождению	1	1
342	что все	1	1
343	же не	4	1
344	для характеристики	1	1
345	этом свидетельствует	1	1
346	это было	1	1
347	после обеда	1	1
348	который и	1	1
349	ко второму	1	1
350	за другой	1	1
351	эпизода как	1	1
352	и тем	4	1
353	в это	1	1
354	его и	1	1
355	существенно меняет	1	1
356	соответствии с	1	1
357	дела и	1	1
358	не всегда	2	1
359	друга в	1	1
360	чего его	1	1
361	с еще	1	1
362	начала х	1	1
363	юноши в	1	1
364	одно из	2	1
365	себя внимание	3	1
366	таким же	1	1
367	человек и	1	1
368	в следующем	1	1
369	место в	1	1
370	не столько	4	1
371	задачу данной	1	1
372	не от	2	1
373	в отличие	5	1
374	признать что	1	1
375	их между	1	1
376	с тематическим	1	1
377	точку зрения	4	1
378	образом и	1	1
379	но он	1	1
380	над ними	1	1
381	теми же	1	1
382	том же	1	1
383	так называемого	1	1
384	в людях	1	1
385	без участия	1	1
386	в трактовке	1	1
387	только здесь	1	1
388	в обоих	2	1
389	свое время	1	1
390	кого из	1	1
391	к этим	1	1
392	он еще	1	1
393	не могло	2	1
394	себе самом	2	1
395	не желая	1	1
396	бы между	1	1
397	почему в	1	1
398	нечто большее	1	1
399	и по	1	1
400	детей и	1	1
401	по своей	3	1
402	свидетельствуют о	1	1
403	которое не	1	1
404	интересующие нас	1	1
405	не нуждается	1	1
406	что на	2	1
407	ли это	1	1
408	с другом	1	1
409	точке зрения	1	1
410	вспоминать о	1	1
411	представляется нам	1	1
412	все то	2	1
413	могут быть	3	1
414	было без	2	1
415	чтобы сделать	1	1
416	как только	1	1
417	числе и	4	1
418	всего в	1	1
419	он оказывается	1	1
420	но сама	2	1
421	здесь мы	1	1
422	подобно тому	2	1
423	приходит к	2	1
424	и открывает	1	1
425	от друга	1	1
426	и сами	1	1
427	здесь также	1	1
428	и от	1	1
429	в себя	6	1
430	и может	1	1
431	и совершенно	1	1
432	и когда	2	1
433	что у	2	1
434	те же	4	1
435	времени и	7	1
436	особенно в	3	1
437	живет в	1	1
438	мог бы	3	1
439	к его	1	1
440	но поскольку	1	1
441	когда в	1	1
442	всех кто	1	1
443	строго говоря	1	1
444	о действительно	1	1
445	сводится к	3	1
446	то они	2	1
447	его жизни	2	1
448	на что	1	1
449	все их	2	1
450	основе своей	4	1
451	может не	3	1
452	там же	1	1
453	нас в	1	1
454	восходит к	3	1
455	первую очередь	1	1
456	то в	6	1
457	которых в	1	1
458	она здесь	1	1
459	складывается из	2	1
460	этот момент	1	1
461	во втором	4	1
462	этом и	1	1
463	крайней мере	1	1
464	сюжетная схема	1	1
465	вслед за	4	1
466	которой в	1	1
467	своей природе	1	1
468	не требует	1	1
469	казалось что	5	1
470	себя с	1	1
471	там и	1	1
472	с появлением	1	1
473	всю свою	1	1
474	в ситуации	1	1
475	только в	4	1
476	зрения одного	1	1
477	во времени	8	1
478	однако она	1	1
479	это же	1	1
480	со всеми	1	1
481	человека с	1	1
482	в текст	1	1
483	и у	1	1
484	ни одного	1	1
485	свою жизнь	1	1
486	в нашей	1	1
487	отцов и	1	1
488	сам текст	1	1
489	на своего	1	1
490	в новом	1	1
491	в судьбе	1	1
492	на одном	1	1
493	в прошлом	3	1
494	обращает на	3	1
495	может служить	1	1
496	не случайно	2	1
497	следует понимать	1	1
498	что слова	1	1
499	следует признать	2	1
500	уже была	1	1
501	случае с	1	1
502	в финале	1	1
503	из двух	3	1
504	о своей	2	1
505	них в	1	1
506	а именно	3	1
507	после смерти	2	1
508	чем он	1	1
509	действующих лиц	1	1
510	было и	1	1
511	а с	3	1
512	сюжета или	1	1
513	в детстве	5	1
514	говорит о	2	1
515	в соответствии	1	1
516	ей не	2	1
517	это сообщение	1	1
518	текста это	1	1
519	время было	1	1
520	не на	2	1
521	с которым	1	1
522	однако и	1	1
523	событие о	1	1
524	то по	1	1
525	в слове	1	1
526	и ему	1	1
527	как ни	2	1
528	было в	2	1
529	на фоне	1	1
530	он уже	2	1
531	и потому	2	1
532	впрочем не	1	1
533	намек на	1	1
534	не удается	1	1
535	надо было	1	1
536	о прошлом	2	1
537	того кого	1	1
538	о возможности	1	1
539	видит в	1	1
540	к жизни	1	1
541	из уст	1	1
542	такого рода	7	1
543	тому как	2	1
544	в тех	1	1
545	и там	1	1
546	когда же	1	1
547	быть только	1	1
548	в мир	1	1
549	да и	4	1
550	образом на	1	1
551	друг с	1	1
552	в состоянии	1	1
553	и отсутствие	1	1
554	быть не	1	1
555	приобретает в	1	1
556	еще раз	1	1
557	можно сказать	5	1
558	а то	1	1
559	прошлом году	2	1
560	в смысле	1	1
561	под названием	1	1
562	как отец	1	1
563	еще одна	3	1
564	было ясно	2	1
565	необходимым для	1	1
566	или в	2	1
567	в ноги	1	1
568	о котором	1	1
569	на первый	2	1
570	для нас	1	1
571	могли бы	1	1
572	или менее	2	1
573	как теперь	1	1
574	это может	1	1
575	не должен	1	1
576	превратился в	1	1
577	хотя в	2	1
578	с рассказом	2	1
579	к самому	2	1
580	жизни в	3	1
581	акта в	1	1
582	сказать что	4	1
583	и только	2	1
584	понимать как	1	1
585	знаю его	1	1
586	жизни а	2	1
587	положений и	1	1
588	взгляда на	1	1
589	первом случае	2	1
590	поведения в	2	1
591	жизни и	3	1
592	но еще	1	1
593	по поводу	1	1
594	и эта	1	1
595	во сне	1	1
596	можно назвать	1	1
597	оказывается уже	1	1
598	этой точки	2	1
599	том числе	6	1
600	они не	2	1
