N	2gram	Berdyaev_M_1	Problemy
415	а вовсе	1	1
416	ставит нас	1	1
417	вообще не	2	1
418	себе достоевский	1	1
419	идей и	3	1
420	в первых	1	1
421	противоречий он	2	1
422	вера в	3	1
423	к миру	2	1
424	высшей степени	2	1
425	явление но	1	1
426	и еще	3	1
427	он должен	3	1
428	есть та	1	1
429	к одному	1	1
430	них нет	2	1
431	в начале	2	1
432	и вот	3	1
433	его сознание	1	1
434	достоевского оказывается	2	1
435	не разрешает	1	1
436	и по	4	1
437	лишь с	1	1
438	прежде чем	2	1
439	старой и	1	1
440	от нее	5	1
441	его романах	2	1
442	неизбежно приходит	1	1
443	в вечности	1	1
444	в платоновском	1	1
445	что мир	1	1
446	об этом	1	1
447	к другу	1	1
448	и духовное	1	1
449	них не	1	1
450	лишь в	6	1
451	знает что	1	1
452	заключается в	1	1
453	с самим	2	1
454	и мы	2	1
455	не совпадает	1	1
456	роль в	1	1
457	быть не	2	1
458	истории и	2	1
459	как такие	1	1
460	мира с	1	1
461	весь мир	1	1
462	был очень	2	1
463	к области	1	1
464	для них	3	1
465	в высшей	2	1
466	личности не	1	1
467	мы имеем	1	1
468	всегда и	1	1
469	платоновском смысле	1	1
470	ведет к	6	1
471	потому и	1	1
472	не больше	1	1
473	смысл и	1	1
474	которую он	2	1
475	ему как	1	1
476	от своего	1	1
477	можно найти	1	1
478	с достоевским	2	1
479	противоречит самым	1	1
480	что вся	1	1
481	знает и	1	1
482	мир не	2	1
483	место в	2	1
484	не столько	1	1
485	же воспринимает	1	1
486	не созерцает	3	1
487	не путем	1	1
488	должны были	1	1
489	этот опыт	1	1
490	есть его	1	1
491	смертной казни	1	1
492	свобода и	6	1
493	человека до	1	1
494	достоевского так	1	1
495	если и	1	1
496	между людьми	1	1
497	с миром	1	1
498	к прошлому	1	1
499	в русской	1	1
500	не имеет	3	1
501	который был	2	1
502	или лучше	1	1
503	и именно	1	1
504	он еще	1	1
505	мира нет	1	1
506	того чтобы	2	1
507	не могло	1	1
508	из него	1	1
509	самой жизни	1	1
510	с одним	1	1
511	показывает как	2	1
512	пути и	2	1
513	действительно в	1	1
514	на этом	3	1
515	к концу	4	1
516	сознанием и	1	1
517	его он	1	1
518	и сама	2	1
519	достоевским в	2	1
520	то это	1	1
521	в области	1	1
522	в каком	2	1
523	содержания как	1	1
524	у нас	5	1
525	у меня	1	1
526	иван карамазов	8	1
527	в момент	3	1
528	весь в	5	1
529	лежит в	1	1
530	про себя	1	1
531	я бы	2	1
532	у данте	3	1
533	всего в	2	1
534	миры эти	2	1
535	одну и	1	1
536	к тому	3	1
537	достоевский как	1	1
538	мысли о	2	1
539	как человек	1	1
540	все еще	1	1
541	быть назван	1	1
542	него как	2	1
543	может показаться	1	1
544	существует только	1	1
545	и был	1	1
546	должен быть	2	1
547	человека является	1	1
548	в героях	1	1
549	эта вера	1	1
550	не существует	2	1
551	людей в	1	1
552	этого пути	1	1
553	в ее	3	1
554	личности и	1	1
555	разрешить ее	1	1
556	достоевского должно	1	1
557	можно сделать	1	1
558	лучше сказать	1	1
559	то время	2	1
560	его любовь	1	1
561	порядка как	1	1
562	это путь	1	1
563	достоевского все	4	1
564	и когда	2	1
565	человека он	4	1
566	в нескольких	1	1
567	по природе	1	1
568	этой мысли	1	1
569	она была	1	1
570	подойти к	1	1
571	знает не	1	1
572	по сравнению	2	1
573	является в	1	1
574	был не	2	1
575	нас перед	1	1
576	своего образа	1	1
577	в содержании	1	1
578	в виду	2	1
579	только и	3	1
580	герой из	1	1
581	люди с	1	1
582	о том	2	1
583	и та	1	1
584	такова что	1	1
585	и ивана	2	1
586	не поглощает	1	1
587	и всех	1	1
588	по типу	1	1
589	духа как	2	1
590	его личности	3	1
591	творчества в	1	1
592	как его	1	1
593	и только	1	1
594	действительность а	1	1
595	мире так	1	1
596	ставрогина ивана	1	1
597	достоевского это	2	1
598	последних пределов	2	1
599	ставил и	1	1
600	и всякое	1	1
601	есть что	1	1
602	она может	2	1
603	того что	7	1
604	эту исключительную	1	1
605	к которому	1	1
606	быть и	1	1
607	на которой	1	1
608	мысли не	1	1
609	одной из	1	1
610	мы увидим	3	1
611	ли он	1	1
612	проникнуть в	1	1
613	человека можно	1	1
614	мира его	1	1
615	и действительно	1	1
616	для одних	1	1
617	и свобода	7	1
618	это очень	3	1
619	к свободе	4	1
620	себя в	3	1
621	и положительное	1	1
622	он считал	1	1
623	достоевского можно	1	1
624	с нею	1	1
625	ничто не	1	1
626	него есть	1	1
627	говорить об	1	1
628	ним не	1	1
629	не все	2	1
630	него и	2	1
631	тот мир	1	1
632	это отрицание	1	1
633	не так	3	1
634	себе в	1	1
635	и их	3	1
636	бы тот	1	1
637	все устойчивые	1	1
638	привела к	2	1
639	к ним	1	1
640	достоевскому дано	1	1
641	и никогда	1	1
642	это было	1	1
643	и показывает	1	1
644	нее не	1	1
645	свободе и	4	1
646	нет в	4	1
647	такова концепция	1	1
648	для того	2	1
649	лишь для	1	1
650	подпольного человека	7	1
651	не жизнь	1	1
652	формальные и	1	1
653	в последнюю	1	1
654	для художника	1	1
655	выходит за	1	1
656	он живет	2	1
657	как у	1	1
658	а именно	1	1
659	вообще и	1	1
660	человека а	3	1
661	и быть	1	1
662	к его	1	1
663	что не	1	1
664	к идеям	1	1
665	притом не	1	1
666	эти идеи	1	1
667	нужно сказать	1	1
668	а на	1	1
669	это прежде	1	1
670	и самый	2	1
671	но из	1	1
672	жизнь в	1	1
673	и оно	1	1
674	для их	1	1
675	что мы	1	1
676	знает только	1	1
677	под влиянием	1	1
678	если не	1	1
679	не раскрывает	1	1
680	вся новая	1	1
681	вступает в	1	1
682	и русском	1	1
683	в частности	1	1
684	и она	2	1
685	вводит достоевский	1	1
686	раскрыть в	1	1
687	бы это	1	1
688	подхода к	1	1
689	перейти в	1	1
690	над ним	1	1
691	не знал	4	1
692	сравнению с	1	1
693	есть если	1	1
694	и там	4	1
695	о человеке	23	1
696	нему все	2	1
697	у самого	2	1
698	остался в	1	1
699	истину и	2	1
700	в состоянии	1	1
701	и менее	1	1
702	он от	1	1
703	романы и	1	1
704	достоевскому все	1	1
705	идеи у	2	1
706	ничего кроме	1	1
707	не раз	1	1
708	ставрогина и	1	1
709	к становящемуся	1	1
710	в более	2	1
711	любовь к	2	1
712	в сферу	1	1
713	в идеале	2	1
714	он видел	1	1
715	потому не	3	1
716	все внешнее	1	1
717	что я	1	1
718	его нет	1	1
719	это он	1	1
720	его с	2	1
721	человека это	2	1
722	но таков	1	1
723	перестать быть	1	1
724	сознания в	1	1
725	своей книге	1	1
726	и все	10	1
727	но сердце	1	1
728	среды в	1	1
729	романы достоевского	2	1
730	будто бы	3	1
731	я в	1	1
732	в искусстве	1	1
733	в новый	1	1
734	лишь те	1	1
735	в свою	2	1
736	но если	3	1
737	лишь по	1	1
738	с ней	2	1
739	сохранить за	1	1
740	возможно лишь	1	1
741	свободой и	2	1
742	от всех	1	1
743	впервые в	1	1
744	мир но	2	1
745	свободным и	1	1
746	был человек	2	1
747	сознания на	1	1
748	бы быть	1	1
749	на своем	3	1
750	космоса но	1	1
751	гофмана но	1	1
752	к этой	2	1
753	случае если	1	1
754	и эта	1	1
755	к этому	2	1
756	достоевского никогда	2	1
757	слова это	1	1
