N	2gram	Tiupa_Lite_2	VelikijI
265	него в	1	1
266	как сама	1	1
267	вместе с	5	1
268	так же	1	1
269	как это	2	1
270	то есть	5	1
271	мы в	1	1
272	и столь	2	1
273	над ним	2	1
274	у нас	5	1
275	твой я	1	1
276	он говорит	1	1
277	ненависть к	1	1
278	нужны слова	1	1
279	ведет к	1	1
280	в одном	2	1
281	бунт против	1	1
282	назад не	1	1
283	в тот	1	1
284	по крайней	2	1
285	свобода и	1	1
286	с этой	2	1
287	пути на	1	1
288	и нет	2	1
289	людям в	1	1
290	его власти	1	1
291	и внешней	1	1
292	и сказал	1	1
293	наконец сами	1	1
294	из нас	2	1
295	и сто	1	1
296	о мире	1	1
297	на два	2	1
298	а ты	1	1
299	не по	2	1
300	уже раз	1	1
301	есть путь	1	1
302	и от	1	1
303	и всегда	1	1
304	мира и	1	1
305	это как	2	1
306	которая в	1	1
307	ничего не	3	1
308	того как	1	1
309	вся сложность	1	1
310	мы мы	2	1
311	может быть	17	1
312	в третьем	2	1
313	пути и	1	1
314	в русском	2	1
315	конце концов	1	1
316	во всем	1	1
317	можно признать	1	1
318	в сознании	1	1
319	к жизни	2	1
320	самого дорогого	1	1
321	к ее	1	1
322	жизни в	4	1
323	что на	1	1
324	в будущем	1	1
325	о своем	1	1
326	в образах	2	1
327	другой стороны	4	1
328	социализма и	1	1
329	есть и	1	1
330	насилия и	1	1
331	к этому	1	1
332	от слова	3	1
333	что со	1	1
334	себя только	1	1
335	всего что	1	1
336	личность не	1	1
337	я вижу	2	1
338	в искусстве	4	1
339	в своих	2	1
340	есть свобода	1	1
341	и эта	1	1
342	в противоположность	2	1
343	себя и	2	1
344	в роли	2	1
345	они не	1	1
