N	2gram	Nazirov_Tv_2	Hudozhes
463	личности это	2	1
464	я его	1	1
465	о герое	1	1
466	и без	2	1
467	это делает	1	1
468	молодого человека	1	1
469	место в	3	1
470	было очень	1	1
471	в отличие	2	1
472	в которых	3	1
473	мысли и	1	1
474	знаем что	1	1
475	претендующего на	1	1
476	признать что	1	1
477	сознаться что	1	1
478	сердце и	2	1
479	есть его	1	1
480	в одном	2	1
481	и более	1	1
482	их в	2	1
483	что этот	2	1
484	этом не	1	1
485	сам он	1	1
486	всего его	1	1
487	нас к	1	1
488	вовсе не	2	1
489	между людьми	2	1
490	так как	3	1
491	вплоть до	1	1
492	тем самым	4	1
493	толпы в	1	1
494	человечества и	1	1
495	собр соч	3	1
496	таков был	1	1
497	самого начала	1	1
498	хотелось бы	1	1
499	как о	2	1
500	ее носителя	2	1
501	дело в	1	1
502	с аверинцев	1	1
503	в плане	3	1
504	в основе	2	1
505	и имеет	1	1
506	это еще	1	1
507	жизненной позиции	1	1
508	жизни не	1	1
509	текста и	1	1
510	в мае	1	1
511	невозможно но	1	1
512	уже говорили	1	1
513	же он	1	1
514	особое значение	1	1
515	перед ним	1	1
516	xx века	3	1
517	не могут	1	1
518	в среде	1	1
519	могут быть	2	1
520	и вполне	1	1
521	потом с	1	1
522	только еще	1	1
523	бы лишены	1	1
524	анализа и	1	1
525	что оно	1	1
526	за что	1	1
527	в поле	1	1
528	знать об	2	1
529	не противоречит	1	1
530	он видит	1	1
531	а гончарова	1	1
532	на это	1	1
533	если же	1	1
534	ничего общего	1	1
535	на наших	1	1
536	опираясь на	2	1
537	приходит к	1	1
538	из всего	1	1
539	не делает	1	1
540	чувство стыда	2	1
541	по определению	1	1
542	чем не	1	1
543	в виду	1	1
544	того времени	1	1
545	свою очередь	1	1
546	но при	1	1
547	же не	2	1
548	в в	1	1
549	для читателя	1	1
550	он чиновник	1	1
551	по сути	3	1
552	с самого	1	1
553	говорили что	1	1
554	в дальнейшем	4	1
555	в xix	2	1
556	вспомнить о	1	1
557	в образе	3	1
558	в споре	1	1
559	мог бы	1	1
560	во многом	2	1
561	вопрос этот	1	1
562	чем у	1	1
563	стороне от	1	1
564	но у	4	1
565	жизнь и	1	1
566	он сам	3	1
567	эта нелепая	1	1
568	означает что	1	1
569	даже не	1	1
570	жизненная позиция	1	1
571	сводится к	2	1
572	гибели героя	1	1
573	это действительно	1	1
574	может не	1	1
575	своей ранней	1	1
576	он живет	1	1
577	за пределами	1	1
578	одного из	1	1
579	с долинин	2	1
580	самому себе	1	1
581	для нас	1	1
582	с другой	2	1
583	он стремился	1	1
584	как было	1	1
585	как у	3	1
586	нет это	1	1
587	а во	2	1
588	восходит к	2	1
589	в которую	2	1
590	античной трагедии	4	1
591	во всех	1	1
592	переходит в	1	1
593	я никогда	1	1
594	ком другом	1	1
595	и хорошо	1	1
596	находит свое	1	1
597	и только	2	1
598	непосредственно в	1	1
599	нем и	1	1
600	в этическую	3	1
601	с а	1	1
602	и она	1	1
603	в жизнь	1	1
604	построения текста	1	1
605	эти детали	1	1
606	самым его	1	1
607	сразу же	1	1
608	романа и	3	1
609	тот же	1	1
610	личности с	1	1
611	почти ничего	1	1
612	класса а	1	1
613	в стороне	2	1
614	н м	4	1
615	начинает свой	1	1
616	всяком случае	2	1
617	он действует	1	1
618	и ее	2	1
619	времени как	1	1
620	с одной	1	1
621	этого рассказа	1	1
622	человеческой личности	2	1
623	и событий	1	1
624	на всем	1	1
625	литературы в	1	1
626	и у	2	1
627	уже в	2	1
628	а напротив	1	1
629	берет в	1	1
630	в жизни	1	1
631	с женой	1	1
632	является не	1	1
633	не из	1	1
634	не составляет	1	1
635	не дает	1	1
636	персонажа и	1	1
637	том например	1	1
638	что сама	1	1
639	его и	2	1
640	человека на	1	1
641	в письме	1	1
642	сами по	1	1
643	героев к	1	1
644	мнению с	1	1
645	письма т	2	1
646	из нее	1	1
647	и никогда	1	1
648	отличие от	2	1
649	к философской	2	1
650	тогда в	1	1
651	следует признать	1	1
652	в целях	1	1
653	что они	4	1
654	рядом с	2	1
655	в исповеди	1	1
656	эти наблюдения	2	1
657	привносится в	1	1
658	писателя и	1	1
659	создает ощущение	1	1
660	же о	1	1
661	в античной	3	1
662	творческой истории	1	1
663	в романе	15	1
664	что для	1	1
665	связано с	1	1
666	нашему мнению	4	1
667	л с	1	1
668	на глазах	1	1
669	и исторической	1	1
670	внешним обликом	1	1
671	из названных	1	1
672	человеческого достоинства	1	1
673	писателя не	1	1
674	жизнь в	1	1
675	его биографии	1	1
676	ключи к	1	1
677	русской литературы	1	1
678	как это	1	1
679	как объективно	1	1
680	который видит	1	1
681	нимало не	1	1
682	xix века	7	1
683	это своего	1	1
684	он будет	1	1
685	представляется весьма	1	1
686	рассказа это	1	1
687	а нам	1	1
688	когда же	1	1
689	века и	1	1
690	присутствует в	1	1
691	человек с	1	1
692	на свете	1	1
693	по бахтину	1	1
694	от романтической	1	1
695	том смысле	1	1
696	в художественную	1	1
697	него в	2	1
698	и болезненно	2	1
699	характерности к	1	1
700	но это	5	1
701	это был	3	1
702	русского романа	1	1
703	письме к	1	1
704	в личностном	1	1
705	не мог	1	1
706	до уровня	1	1
707	под названием	1	1
708	г а	3	1
709	пор еще	1	1
710	в голову	1	1
711	самим героем	1	1
712	так словно	1	1
713	себя на	2	1
714	об этих	1	1
715	когда он	4	1
716	этой главе	1	1
717	но когда	1	1
718	как уже	1	1
719	и характеров	1	1
720	всякий раз	1	1
721	а лейкин	1	1
722	п эта	1	1
723	теперь же	1	1
724	давно уже	2	1
725	писателя на	1	1
726	еще ничего	1	1
727	о своем	1	1
728	героя вне	1	1
729	первый раз	1	1
730	к истокам	1	1
731	лишь что	1	1
732	от своего	1	1
733	сказать что	1	1
734	на улицах	1	1
735	в свою	1	1
736	годов xix	1	1
737	в характере	1	1
738	в последнем	1	1
739	с такой	1	1
740	из этого	2	1
741	к другим	1	1
742	разговоре с	1	1
743	видел ли	1	1
744	и другие	1	1
745	автора как	1	1
746	я могу	1	1
747	молодой человек	1	1
748	во всяком	2	1
