N	2gram	Bakhtin_KF_1	Myshleni
291	состав и	1	2
292	вступает в	3	2
293	себя уже	1	2
294	или иного	3	2
295	отношению к	22	2
296	этот момент	6	2
297	к другим	1	2
298	в своих	3	2
299	все что	1	2
300	даже более	1	1
301	ту же	1	1
302	говоря о	1	1
303	отношения к	1	1
304	лежат в	1	1
305	также и	1	1
306	должен быть	7	1
307	не остается	2	1
308	возникает лишь	1	1
309	и принципиально	2	1
310	и до	1	1
311	из его	3	1
312	сама не	1	1
313	в конкретном	1	1
314	видеть в	1	1
315	действительности и	1	1
316	мышления но	1	1
317	и этот	3	1
318	сам начинает	1	1
319	здесь нам	1	1
320	в заблуждение	1	1
321	в единой	1	1
322	себе как	2	1
323	что между	1	1
324	что уже	1	1
325	вопрос о	2	1
326	именно к	1	1
327	каждый отдельный	2	1
328	растет в	1	1
329	быть определены	1	1
330	так чтобы	1	1
331	ему в	2	1
332	их не	1	1
333	и он	1	1
334	и иначе	1	1
335	бы то	2	1
336	своей функции	1	1
337	во всех	11	1
338	тем как	3	1
339	а следовательно	3	1
340	как если	1	1
341	мышления как	2	1
342	совсем не	2	1
343	слово не	3	1
344	вообще как	1	1
345	менее всего	6	1
346	отношение к	5	1
347	не просто	1	1
348	значение для	1	1
349	решения этой	1	1
350	относится к	1	1
351	за этим	1	1
352	оторванное от	1	1
353	в единый	1	1
354	не являются	1	1
355	знания в	1	1
356	в действительности	1	1
357	в этот	1	1
358	или иную	1	1
359	за собой	1	1
360	для которого	3	1
361	как понятие	1	1
362	та же	2	1
363	в которой	1	1
364	бы и	3	1
365	и действительным	2	1
366	это открытие	1	1
367	бы не	3	1
368	т.е что	2	1
369	думать что	2	1
370	ни одна	2	1
371	к единству	1	1
372	но ведь	5	1
373	вследствие этого	2	1
374	его т.е	2	1
375	жизнью и	1	1
376	с чем	1	1
377	от его	5	1
378	всех остальных	1	1
379	он ни	2	1
380	она становится	1	1
381	отказа от	1	1
382	с основной	1	1
383	отношений между	1	1
384	однако он	1	1
385	до конца	3	1
386	к каждому	1	1
387	как содержание	1	1
388	безотносительно к	1	1
389	будем говорить	1	1
390	лишь с	2	1
391	поскольку она	2	1
392	значительной степени	1	1
393	этим самым	1	1
394	смысле в	2	1
395	то ни	2	1
396	могла бы	4	1
397	а затем	1	1
398	что все	1	1
399	и с	1	1
400	в единую	1	1
401	всеми своими	1	1
402	он есть	1	1
403	бы там	1	1
404	не спасает	1	1
405	эти моменты	2	1
406	и тем	3	1
407	ней но	1	1
408	и рядом	1	1
409	только одно	1	1
410	все равно	1	1
411	нашего исследования	1	1
412	всеми другими	1	1
413	которой он	2	1
414	когда я	3	1
415	несмотря на	1	1
416	попытка найти	1	1
417	чем в	1	1
418	даже там	1	1
419	такой же	1	1
420	элемента в	1	1
421	подойти к	1	1
422	нисколько не	4	1
423	и видит	1	1
424	себе а	2	1
425	понятием и	1	1
426	от себя	10	1
427	является еще	1	1
428	нас важно	2	1
429	поэтому мы	1	1
430	абстрактному мышлению	1	1
431	над всеми	1	1
432	том же	1	1
433	ним в	1	1
434	не для	1	1
435	содержание и	2	1
436	и очень	1	1
437	раз и	2	1
438	на один	1	1
439	с точки	9	1
440	дело не	2	1
441	не имеет	5	1
442	это хорошо	1	1
443	к этим	1	1
444	не по	4	1
445	это нисколько	1	1
446	к действительному	1	1
447	не могло	1	1
448	действие но	1	1
449	жизни не	1	1
450	до их	1	1
451	или как	2	1
452	мышления т.е	1	1
453	к ней	1	1
454	а лишь	3	1
455	мире и	1	1
456	до того	1	1
457	другого но	1	1
458	уже и	1	1
459	не потому	2	1
460	этот факт	2	1
461	места для	1	1
462	но продукт	1	1
463	этого центра	1	1
464	и другой	1	1
465	же самое	1	1
466	социальные и	1	1
467	но сама	1	1
468	него как	1	1
469	т.е в	1	1
470	не живет	2	1
471	всегда в	1	1
472	для себя	5	1
473	в виду	3	1
474	но при	1	1
475	в ней	3	1
476	всего этого	1	1
477	же не	1	1
478	в ее	16	1
479	другими словами	1	1
480	характер и	1	1
481	только не	1	1
482	уже с	1	1
483	предметов он	1	1
484	и совершенно	3	1
485	котором мы	3	1
486	в другом	3	1
487	здесь как	1	1
488	особенно в	1	1
489	именно что	1	1
490	здесь нет	2	1
491	вся полнота	1	1
492	момент во	1	1
493	слово и	1	1
494	т.е все	1	1
495	даны в	2	1
496	с этого	2	1
497	собой и	1	1
498	как этот	1	1
499	в последнем	1	1
500	связанная с	1	1
501	его построения	1	1
502	исторический материализм	3	1
503	сводится к	2	1
504	о нем	4	1
505	при такой	1	1
506	следовательно ни	1	1
507	нашей работы	1	1
508	но мы	1	1
509	делает возможным	1	1
510	к действительности	1	1
511	и содержание	5	1
512	может не	2	1
513	в значительной	1	1
514	не выходит	1	1
515	в конечном	1	1
516	и единый	2	1
517	что эта	2	1
518	от него	3	1
519	активность и	1	1
520	нашего мышления	1	1
521	которой мы	1	1
522	глубоко различны	1	1
523	не отличаются	1	1
524	связь но	1	1
525	во всей	4	1
526	если это	1	1
527	может определить	1	1
528	в это	2	1
529	объектов и	1	1
530	что только	2	1
531	нуждается в	1	1
532	но ни	2	1
533	входящего в	1	1
534	быть распространено	1	1
535	а только	1	1
536	может действительно	1	1
537	в конкретной	2	1
538	ту или	1	1
539	был бы	3	1
540	одно из	1	1
541	и навсегда	2	1
542	содержания и	2	1
543	данные ему	1	1
544	отрешенное от	1	1
545	вовсе не	7	1
546	не о	2	1
547	как его	4	1
548	которые могут	1	1
549	другом в	1	1
550	а некоторый	1	1
551	задачи является	1	1
552	основе его	1	1
553	они будут	1	1
554	и делает	2	1
555	и даже	1	1
556	моментов и	1	1
557	точек зрения	1	1
558	здесь в	1	1
559	а именно	1	1
560	будет ли	2	1
561	не равно	1	1
562	в большинстве	1	1
563	но о	1	1
564	и затем	1	1
565	желания и	1	1
566	что не	3	1
567	противоречие между	1	1
568	только по	2	1
569	превращается в	1	1
570	и своего	1	1
571	ничем не	1	1
572	а не	17	1
573	с которым	1	1
574	он становится	1	1
575	здесь этот	1	1
576	уже давно	1	1
577	бы оно	2	1
578	исходить из	1	1
579	до этого	1	1
580	для самого	1	1
581	какого бы	1	1
582	может стать	1	1
583	где же	1	1
584	уже вне	1	1
585	в данном	2	1
586	положение не	3	1
587	им с	1	1
588	в мир	1	1
589	не совпадает	1	1
590	и менее	1	1
591	он начинает	1	1
592	быть не	2	1
593	этого факта	1	1
594	влечет за	1	1
595	но для	2	1
596	как раз	1	1
597	остается в	1	1
598	нечто подобное	1	1
599	этих случаях	1	1
600	не подлежит	1	1
601	это можно	2	1
602	по принципу	1	1
603	приобретает значение	1	1
604	лишь как	2	1
605	нам остается	1	1
606	или нет	1	1
607	полагать что	1	1
608	хотя бы	4	1
609	определении и	1	1
610	вообще и	1	1
611	или не	1	1
612	отношению ко	4	1
613	мышлением и	1	1
614	лишь по	1	1
615	время является	1	1
616	и живет	1	1
617	но этот	1	1
618	него в	1	1
619	бы его	1	1
620	и абстрактному	1	1
621	психологии которая	1	1
622	их конкретных	1	1
623	по поводу	1	1
624	это понятие	1	1
625	но в	5	1
626	который не	1	1
627	им и	1	1
