N	2gram	Tiupa_Narr_2	Stilisti
324	внешняя сторона	3	1
325	есть в	1	1
326	к той	1	1
327	после первого	1	1
328	к внешнему	1	1
329	к которым	1	1
330	кроме самого	1	1
331	говорить о	2	1
332	с внутренним	1	1
333	имя и	1	1
334	как часть	1	1
335	бы на	2	1
336	искать в	1	1
337	пока что	1	1
338	о котором	3	1
339	в литературе	4	1
340	историю и	1	1
341	того же	1	1
342	в сложившейся	1	1
343	вполне определенным	1	1
344	или не	1	1
345	правда мы	1	1
346	даже не	1	1
347	предположить что	1	1
348	все его	4	1
349	пространство и	2	1
350	всей жизни	1	1
351	было легко	1	1
352	или иному	1	1
353	отношению к	5	1
354	из многочисленных	1	1
355	как по	3	1
356	она не	1	1
357	в общении	1	1
358	большинстве случаев	1	1
359	разговоре с	2	1
360	в движение	1	1
361	не менее	4	1
362	просто не	1	1
363	на своего	1	1
364	только себя	1	1
365	вовсе не	2	1
366	выступает в	1	1
367	и света	1	1
368	гостиной в	1	1
369	на то	2	1
370	вслед за	6	1
371	в виде	2	1
372	одного и	1	1
373	каждого отдельного	1	1
374	нашем сознании	1	1
375	за столом	2	1
376	иначе как	1	1
377	в большинстве	1	1
378	как раз	3	1
379	намек на	1	1
380	всего на	1	1
381	у него	6	1
382	действующих лиц	3	1
383	время является	2	1
384	это еще	1	1
385	и во	1	1
386	это всегда	1	1
387	указания на	1	1
388	сознания и	1	1
389	только внешним	1	1
390	конечном счете	3	1
391	чтобы стать	1	1
392	обладает определенной	1	1
393	то у	3	1
394	до сих	1	1
395	что я	3	1
396	если она	1	1
397	которые по	1	1
398	естественно не	1	1
399	в другой	1	1
400	и читатель	2	1
401	на одном	2	1
402	наряду с	1	1
403	не обладает	1	1
404	чего не	1	1
405	внутренняя жизнь	2	1
406	то в	1	1
407	растворяется в	1	1
408	нет никакого	1	1
409	голосом и	1	1
410	и теперь	1	1
411	нашего времени	1	1
412	жизни уже	1	1
413	находятся в	1	1
414	не можем	1	1
415	принадлежит к	1	1
416	и богаче	1	1
417	является ли	1	1
418	только одного	1	1
419	отдельного человека	1	1
420	с кем-нибудь	1	1
421	от тех	1	1
422	жизни вместо	1	1
423	его как	1	1
424	ничем не	1	1
425	и личность	2	1
426	с той	1	1
427	нет это	1	1
428	и смысловой	1	1
429	что в	4	1
430	который можно	1	1
431	в гостиной	1	1
432	в силу	4	1
433	превращается в	2	1
434	уважения но	1	1
435	с этой	3	1
436	что человек	1	1
437	например в	1	1
438	в себя	4	1
439	он уже	1	1
440	от социального	1	1
441	но зато	2	1
442	свидетельствует о	4	1
443	иметь в	1	1
444	конечно в	1	1
445	так а	3	1
446	дело с	2	1
447	вместе со	1	1
448	в таком	3	1
449	особое место	3	1
450	здесь нет	1	1
451	в нашей	1	1
452	большей части	3	1
453	в сторону	1	1
454	о которой	3	1
455	это только	1	1
456	по всей	1	1
457	между тем	3	1
458	так на	1	1
459	и сами	1	1
460	смысле как	1	1
461	но они	1	1
462	более чем	2	1
463	или на	1	1
464	еще более	1	1
465	и характер	1	1
466	многих других	1	1
467	которой является	1	1
468	человека но	1	1
469	это так	1	1
470	всей своей	2	1
471	мысли и	1	1
472	не происходит	2	1
473	за пределы	1	1
474	в историю	1	1
475	к своей	1	1
476	и после	1	1
477	и уж	1	1
478	это сделать	1	1
479	свидетельствуют о	1	1
480	и оно	1	1
481	из этих	2	1
482	в умении	1	1
483	и жены	1	1
484	это и	1	1
485	ее в	1	1
486	что при	1	1
487	историю не	1	1
488	и лишь	1	1
489	как вещь	1	1
490	при виде	1	1
491	в романе	1	1
492	за собой	1	1
493	говоря о	1	1
494	в определенный	1	1
495	в одной	1	1
496	другое дело	1	1
497	он является	3	1
498	человеческого общения	1	1
499	долго не	1	1
500	даже если	1	1
501	в чем	2	1
502	в течение	2	1
503	но уже	1	1
504	и социально	1	1
505	мира и	3	1
506	это движение	1	1
507	и о	1	1
508	и время	1	1
509	словам а	1	1
510	кем я	1	1
511	мы встречаемся	1	1
512	относится к	1	1
513	перед лицом	1	1
514	этого как	1	1
515	в организации	1	1
516	пламя и	1	1
517	ни в	1	1
518	как можно	1	1
519	за пределами	3	1
520	другому человеку	1	1
521	этот момент	1	1
522	так что	1	1
523	со своей	2	1
524	всю свою	1	1
525	как к	3	1
526	с действительной	1	1
527	личность не	3	1
528	характер и	3	1
529	тем не	5	1
530	жизни с	2	1
531	о чем	2	1
532	не иначе	1	1
533	по большей	3	1
534	все происходящее	1	1
535	не о	1	1
536	от этих	1	1
537	могло бы	2	1
538	ему в	2	1
539	может иметь	1	1
540	его самого	1	1
541	это прежде	1	1
542	с их	1	1
543	собой и	1	1
544	более или	1	1
545	является не	1	1
546	если я	1	1
547	граница между	1	1
548	поскольку о	1	1
549	но оно	1	1
550	представления о	2	1
551	только не	2	1
552	зрения с	1	1
553	одна из	3	1
554	себе не	1	1
555	вокруг одного	1	1
556	из комнаты	1	1
557	всех их	1	1
558	одним и	1	1
559	будто бы	1	1
560	же как	2	1
561	понимания а	2	1
562	есть продукт	1	1
563	решительно все	1	1
564	именно в	2	1
565	в смысловом	1	1
566	когда он	1	1
567	истории а	2	1
568	на эту	1	1
569	защиты от	1	1
570	он говорит	1	1
571	ему как	1	1
572	к одной	1	1
573	и что	2	1
574	определенный момент	1	1
575	с одним	1	1
576	истории не	1	1
577	и неизбежно	1	1
578	внимание к	1	1
579	однако не	2	1
580	в результате	2	1
581	не являются	2	1
582	он не	5	1
583	именно к	1	1
584	история будет	1	1
585	я был	1	1
586	должен был	2	1
587	еще раз	1	1
588	на этом	1	1
589	позволяет нам	1	1
590	свой характер	1	1
591	в действительности	1	1
592	не могут	1	1
593	иному типу	1	1
594	и последующих	1	1
595	но достаточно	1	1
596	обращаться к	1	1
597	в новом	1	1
598	достаточно вспомнить	1	1
599	по ходу	1	1
600	ведь и	1	1
601	истории и	1	1
602	в каждой	2	1
603	тем более	2	1
604	я не	5	1
605	с другой	5	1
606	лишь с	1	1
607	сказал что	1	1
608	грань между	1	1
609	ведь ему	1	1
610	вследствие того	1	1
611	в общем	1	1
612	в развитии	1	1
613	но то	1	1
614	и среди	1	1
615	в другом	4	1
616	если же	1	1
617	с которой	1	1
618	данного лица	1	1
619	не литературное	1	1
620	на этот	1	1
621	с каждым	1	1
622	все что	4	1
623	нам не	1	1
624	в следующем	1	1
625	но благодаря	1	1
626	когда в	1	1
627	теперь как	2	1
628	по отношению	5	1
629	таким же	1	1
630	или менее	1	1
631	оба эти	1	1
632	в литературном	1	1
633	раз и	1	1
634	ничто не	1	1
635	в последнем	1	1
636	может послужить	1	1
637	даже вовсе	1	1
638	быть в	1	1
639	никак не	3	1
640	и продукт	1	1
641	в самой	1	1
642	на протяжении	5	1
643	благодаря этому	1	1
644	тому как	2	1
645	относится и	1	1
646	со стороны	6	1
647	со своими	2	1
648	как внутренняя	1	1
649	собственно говоря	2	1
650	как же	1	1
651	переходить от	1	1
652	социальной ситуации	1	1
653	общественное положение	1	1
654	и вновь	2	1
655	мысль о	2	1
656	от всего	2	1
657	и смысл	1	1
658	еще в	1	1
659	вовсе и	1	1
660	как говорит	1	1
661	них в	1	1
662	в речи	1	1
663	в своем	6	1
664	и ушел	1	1
665	с ними	3	1
