N	2gram	Propp_Morf_1	Tvorches
131	ведет к	1	2
132	такой же	1	2
133	в один	3	2
134	в этих	13	2
135	этой связи	1	2
136	не столько	1	2
137	не в	3	2
138	но он	1	2
139	однако в	2	2
140	одна из	4	2
141	и притом	1	2
142	в основе	1	2
143	иными словами	1	2
144	к ней	1	2
145	могут быть	16	2
146	является одним	1	2
147	к тому	4	2
148	в с	1	2
149	это время	1	2
150	в виду	1	2
151	данном случае	1	2
152	в в	2	2
153	мысль о	1	2
154	приводит к	2	2
155	и когда	1	2
156	так и	6	2
157	здесь нет	1	2
158	об этом	4	2
159	еще в	1	2
160	можно сказать	2	2
161	может не	1	2
162	настоящее время	3	2
163	что его	2	2
164	что и	7	2
165	во всей	1	2
166	вслед за	5	2
167	в лице	1	2
168	значит что	3	2
169	герой в	1	2
170	больше чем	1	2
171	в качестве	5	2
172	так что	1	2
173	и у	1	2
174	от других	2	2
175	при помощи	9	2
176	из них	3	2
177	не означает	1	2
178	мы находим	1	2
179	только на	1	2
180	своей известной	1	2
181	что не	1	2
182	и далее	1	2
183	все более	1	2
184	в частности	2	2
185	до этого	1	2
186	в него	1	2
187	надо было	1	2
188	в первой	1	2
189	перед нами	10	2
190	на эти	1	2
191	ли в	1	2
192	для этой	3	2
193	или в	4	2
194	исходную ситуацию	1	2
195	только что	2	2
196	не знает	1	2
197	сказать что	2	2
198	в глаза	2	2
199	к этому	3	2
200	точно так	1	2
201	только он	1	1
202	ли можно	1	1
203	связана с	3	1
204	говорилось выше	1	1
205	и есть	2	1
206	очень много	1	1
207	из самых	1	1
208	вопрос но	1	1
209	и до	1	1
210	которое может	2	1
211	и этот	1	1
212	уже по	1	1
213	также и	4	1
214	мы уже	1	1
215	мы имеем	9	1
216	так герой	1	1
217	этот мотив	1	1
218	не слишком	2	1
219	в сущности	3	1
220	время как	3	1
221	говорить о	3	1
222	задаваясь вопросом	1	1
223	то это	3	1
224	не совсем	1	1
225	с большим	1	1
226	большей частью	4	1
227	который может	2	1
228	одно из	1	1
229	еще не	3	1
230	он был	1	1
231	между собой	4	1
232	бы то	3	1
233	во всех	4	1
234	тем как	1	1
235	я был	1	1
236	совсем не	3	1
237	они существуют	1	1
238	видит в	1	1
239	на трех	1	1
240	наряду с	5	1
241	друг на	2	1
242	действия и	1	1
243	не задаваясь	1	1
244	по отношению	4	1
245	а и	3	1
246	тогда как	2	1
247	некоторые черты	1	1
248	что так	1	1
249	первый взгляд	3	1
250	с этим	11	1
251	до его	1	1
252	о жизни	1	1
253	специфическая форма	2	1
254	более и	1	1
255	кроме того	1	1
256	и где	1	1
257	целый ряд	3	1
258	как уже	2	1
259	к этой	1	1
260	сторона в	1	1
261	и к	4	1
262	главе мы	1	1
263	этой цели	1	1
264	отнесены к	1	1
265	в этот	1	1
266	с просьбой	3	1
267	к чему	3	1
268	он идет	1	1
269	что это	1	1
270	формы в	1	1
271	все эти	2	1
272	учение о	3	1
273	им в	1	1
274	смысла но	1	1
275	имеем в	6	1
276	мнение что	1	1
277	если он	1	1
278	героя к	1	1
279	больше всего	1	1
280	три года	3	1
281	связанные с	1	1
282	т д	39	1
283	не значит	2	1
284	и вот	1	1
285	на этом	3	1
286	его можно	1	1
287	они играют	1	1
288	в нее	1	1
289	в основу	2	1
290	то ни	3	1
291	укладываются в	1	1
292	же не	1	1
293	же касается	1	1
294	его не	1	1
295	на все	1	1
296	г в	1	1
297	его в	2	1
298	это было	3	1
299	по ночам	2	1
300	было бы	3	1
301	то все	1	1
302	все другие	1	1
303	лишь на	2	1
304	за ней	2	1
305	д с	1	1
306	ни в	1	1
307	заметок о	1	1
308	к герою	3	1
309	повод для	1	1
310	но мы	3	1
311	в них	1	1
312	о которых	1	1
313	с этой	1	1
314	с тем	2	1
315	на друга	2	1
316	его перед	1	1
317	иногда в	5	1
318	чем в	1	1
319	этом с	1	1
320	их на	1	1
321	вопроса об	1	1
322	на первый	3	1
323	или другому	1	1
324	свою собственную	1	1
325	что такое	3	1
326	и ее	3	1
327	все как	1	1
328	к истории	1	1
329	именно и	1	1
330	быть названы	1	1
331	что до	1	1
332	не от	2	1
333	упомянуто в	1	1
334	эта ситуация	1	1
335	и уж	1	1
336	героя то	1	1
337	дается в	2	1
338	но эта	1	1
339	быть определен	2	1
340	образом и	1	1
341	и более	1	1
342	его до	1	1
343	на взморье	2	1
344	что этот	1	1
345	тому что	4	1
346	а от	1	1
347	вплоть до	1	1
348	в таких	2	1
349	что эта	2	1
350	что с	1	1
351	меня не	1	1
352	не имеет	2	1
353	у кого	1	1
354	на него	3	1
355	кстати что	1	1
356	это еще	1	1
357	этой схемы	1	1
358	это мы	1	1
359	и сразу	2	1
360	не вполне	1	1
361	дочери и	1	1
362	в другую	2	1
363	же он	1	1
364	других сюжетов	1	1
365	одним словом	1	1
366	все с	1	1
367	в области	1	1
368	в бою	2	1
369	у нас	2	1
370	выпадает из	2	1
371	один раз	1	1
372	не могут	4	1
373	но все	3	1
374	его положения	1	1
375	в других	3	1
376	не есть	1	1
377	оно не	2	1
378	если же	5	1
379	она не	2	1
380	вполне может	1	1
381	вывод что	2	1
382	всего этого	1	1
383	другой стороны	4	1
384	в собственном	3	1
385	как по	1	1
386	вспомним хотя	1	1
387	и говорит	1	1
388	он пришел	1	1
389	если они	2	1
390	в образе	4	1
391	дворец и	1	1
392	означает что	2	1
393	в таком	1	1
394	связанное с	1	1
395	жене и	1	1
396	и здесь	5	1
397	обращается к	1	1
398	ii к	1	1
399	и что	2	1
400	что каждый	1	1
401	или на	3	1
402	и просто	1	1
403	с того	3	1
404	самому себе	1	1
405	кажется что	1	1
406	как было	1	1
407	не определяют	1	1
408	к нему	3	1
409	том или	1	1
410	путь к	2	1
411	между тем	5	1
412	ряд других	1	1
413	делает это	1	1
414	вытекает необходимость	1	1
415	бросается в	1	1
416	бою и	1	1
417	с ними	1	1
418	с см	1	1
419	эту форму	1	1
420	принимает форму	1	1
421	и действительно	1	1
422	грань между	1	1
423	действия так	1	1
424	с одной	1	1
425	в эти	1	1
426	себя в	1	1
427	с какой	1	1
428	для всех	1	1
429	является одновременно	1	1
430	если мы	5	1
431	по законам	1	1
432	не все	6	1
433	но с	1	1
434	слова не	1	1
435	и рядом	1	1
436	его и	2	1
437	могло бы	1	1
438	в одном	1	1
439	и со	1	1
440	у нее	1	1
441	ее не	1	1
442	заметить что	8	1
443	тем что	4	1
444	связи очень	1	1
445	лишь один	1	1
446	само собой	1	1
447	не противоречит	1	1
448	представляют собой	11	1
449	и слышит	1	1
450	без всякой	2	1
451	или глубоко	1	1
452	действие у	1	1
453	видим что	10	1
454	с другим	1	1
455	до сих	1	1
456	представляет собою	6	1
457	а с	2	1
458	себя и	2	1
459	что бы	1	1
460	и их	2	1
461	одной стороны	1	1
462	связи с	10	1
463	а на	3	1
464	на этот	1	1
465	такие же	1	1
466	на которых	1	1
467	не на	2	1
468	так называемой	1	1
469	заметим кстати	1	1
470	о чем	1	1
471	своего положения	1	1
472	всегда ли	2	1
473	с помощью	1	1
474	мы перейдем	1	1
475	как это	3	1
476	я тебе	1	1
477	всех людей	1	1
478	о возможности	1	1
479	куда же	1	1
480	не останавливаясь	1	1
481	по своему	2	1
482	или другом	1	1
483	а если	4	1
484	является функцией	1	1
485	нашу задачу	1	1
486	становится все	1	1
487	определен как	3	1
488	что же	2	1
489	самого себя	2	1
490	из этой	1	1
491	это значит	1	1
492	исходной ситуации	1	1
493	и некоторые	1	1
494	по вертикали	1	1
495	сих пор	1	1
496	только для	1	1
497	о его	1	1
498	между прочим	1	1
499	же самое	1	1
500	и тогда	1	1
501	его дело	1	1
502	как раз	1	1
503	в полном	1	1
504	форм и	1	1
505	из дома	9	1
506	в связи	9	1
507	решить вопрос	1	1
508	но на	1	1
509	в точном	1	1
510	еще раз	1	1
511	в настоящее	3	1
512	во время	6	1
513	в другое	1	1
514	от него	1	1
515	в последней	1	1
516	чтобы его	2	1
517	не дают	1	1
518	у которого	1	1
519	в сюжет	1	1
520	мы должны	3	1
521	особого внимания	1	1
522	в интересах	2	1
523	все они	1	1
524	ни было	2	1
525	же в	2	1
526	сверх того	1	1
527	мы переходим	1	1
528	и вдруг	1	1
529	может и	1	1
530	этот вопрос	2	1
531	всего мира	1	1
532	равно как	1	1
533	отношению к	4	1
534	т е	21	1
535	этот момент	3	1
536	героя в	4	1
537	в какой	3	1
538	но эти	1	1
539	он лишь	1	1
