N	2gram	Losev_Prob_3	SlovoVZh
572	у нас	10	1
573	только как	1	1
574	виду не	1	1
575	обычно не	1	1
576	равно как	1	1
577	является и	1	1
578	когда мы	15	1
579	есть только	4	1
580	или иного	3	1
581	героя в	2	1
582	произведения с	1	1
583	что оно	2	1
584	но эти	1	1
585	к другим	1	1
586	предмет в	1	1
587	его значение	1	1
588	мы могли	4	1
589	обходится без	1	1
590	наметить хотя	1	1
591	в таком	5	1
592	во всяком	9	1
593	вполне понятно	1	1
594	они не	1	1
595	слова это	2	1
596	к тому	3	1
