N	2gram	Tiupa_Lite_2	Mirosoze
235	имея в	1	1
236	пути не	1	1
237	из всех	1	1
238	которая делает	1	1
239	мы имеем	1	1
240	мы не	4	1
241	начинается с	1	1
242	не вполне	2	1
243	я не	5	1
244	жизни как	2	1
245	ему в	1	1
246	слово он	1	1
247	о судьбе	1	1
248	и состоит	1	1
249	себе а	1	1
250	еще не	2	1
251	за это	1	1
252	вечности и	1	1
253	себя а	1	1
254	в существовании	1	1
255	художественном творчестве	1	1
256	во всех	3	1
257	самом деле	1	1
258	с противоположных	1	1
259	сам его	1	1
260	если в	2	1
261	он пишет	1	1
262	отличие от	1	1
263	что окончательно	1	1
264	которые не	1	1
265	мира в	2	1
266	более чем	1	1
267	вот я	1	1
268	как к	3	1
269	в иную	1	1
270	если есть	1	1
271	кто не	1	1
272	сознания в	3	1
273	в противоположность	2	1
274	искусство и	1	1
275	узнать все	1	1
276	со своей	2	1
277	пути но	1	1
278	строй жизни	1	1
279	идет не	1	1
280	от бога	1	1
281	что же	1	1
282	человек то	1	1
283	движение и	1	1
284	во многих	1	1
285	духовной культуры	2	1
286	с чем	1	1
287	эти и	1	1
288	потребности в	1	1
289	человек всегда	1	1
290	всех этих	1	1
291	героев свобода	1	1
292	этой темы	1	1
293	ни был	1	1
294	в каждом	2	1
295	это начало	1	1
296	в вечности	1	1
297	бы кажется	1	1
298	творчество есть	1	1
299	искусства в	1	1
300	всю свою	1	1
301	связанным с	1	1
302	в горниле	1	1
303	вл соловьева	1	1
304	и вся	1	1
305	которой он	1	1
306	своей личностью	1	1
307	от своего	1	1
308	в такой	2	1
309	и без	2	1
310	знает и	1	1
311	что до	1	1
312	не от	1	1
313	в отличие	1	1
314	что я	2	1
315	до последнего	1	1
316	не путем	1	1
317	обнаруживается в	1	1
318	сам же	1	1
319	для многих	1	1
320	обращение к	1	1
321	войти в	1	1
322	как от	1	1
323	вовсе не	2	1
324	в землю	1	1
325	мы чувствуем	1	1
326	он преодолевается	1	1
327	ему как	1	1
328	в отношении	1	1
329	знал что	1	1
330	с миром	1	1
331	не менее	6	1
332	не раз	2	1
333	вплоть до	3	1
334	что ему	1	1
335	в русской	4	1
336	на два	2	1
337	у кого	1	1
338	для кого	2	1
339	не могло	1	1
340	мышления и	1	1
341	казалось бы	1	1
342	такова что	1	1
343	а во	1	1
344	многих отношениях	1	1
345	такая же	1	1
346	во всем	1	1
347	мире и	1	1
348	сознанием и	1	1
349	же он	1	1
350	не нужен	1	1
351	человека так	1	1
352	в области	4	1
353	не знали	3	1
354	бытия не	2	1
355	все то	1	1
356	все еще	2	1
357	приходит к	1	1
358	можно и	1	1
359	и о	1	1
360	на нем	1	1
361	не могу	2	1
362	и всякой	1	1
363	в душу	1	1
364	культуры и	1	1
365	в пределах	1	1
366	так в	5	1
367	культурной традиции	1	1
368	не столько	3	1
369	это путь	1	1
370	слова а	1	1
371	бытия как	1	1
372	и сам	2	1
373	в образе	1	1
374	можно было	1	1
375	так и	7	1
376	и каждый	2	1
377	жизнь и	1	1
378	и трудно	1	1
379	является в	1	1
380	поэтому в	1	1
381	в глубинах	1	1
382	и даже	8	1
383	своего образа	1	1
384	находится в	1	1
385	а к	2	1
386	сознания на	2	1
387	их но	1	1
388	это я	1	1
389	при котором	1	1
390	одного из	1	1
391	не стоит	1	1
392	он готов	2	1
393	первого дня	1	1
394	путь к	2	1
395	творчества в	1	1
396	и отождествление	1	1
397	не поглощает	1	1
398	во всей	1	1
399	восходит к	2	1
400	и только	2	1
401	все время	1	1
402	и наконец	2	1
403	закон а	1	1
404	как явление	1	1
405	быть названа	1	1
406	в новой	1	1
407	к свету	2	1
408	одной из	2	1
409	то он	1	1
410	в обществе	1	1
411	в эти	1	1
412	с какой	1	1
413	так что	4	1
414	то и	3	1
415	ответ на	1	1
416	нам все	1	1
417	чего бы	1	1
418	него нет	1	1
419	себе в	1	1
420	в первый	2	1
421	в одном	2	1
422	т п	2	1
423	в новый	1	1
424	человеческих душ	1	1
425	еще вполне	1	1
426	рядом с	1	1
427	этого пути	1	1
428	русской поэзии	3	1
429	как у	1	1
430	из наших	1	1
431	а именно	3	1
432	к которому	1	1
433	души и	1	1
434	и др	3	1
435	что не	2	1
436	говорит о	1	1
437	чувствовал что	1	1
438	это прежде	2	1
439	не таков	1	1
440	свое собственное	1	1
441	в ряду	1	1
442	смысл этот	1	1
443	произведения искусства	2	1
444	не видит	2	1
445	все более	1	1
446	в частности	4	1
447	исходит от	1	1
448	к его	1	1
449	место у	1	1
450	мы говорим	1	1
451	говорит другой	1	1
452	перейти в	1	1
453	над ним	2	1
454	в столь	1	1
455	к жизни	2	1
456	наряду с	1	1
457	русского народа	1	1
458	это его	2	1
459	вокруг себя	1	1
460	остался в	1	1
461	и менее	1	1
462	по ним	1	1
463	в это	1	1
464	о жизни	1	1
465	писателя в	1	1
466	что мы	1	1
467	было сказано	2	1
468	дар в	1	1
469	его собственный	1	1
470	своей жизни	1	1
471	но это	3	1
472	имел в	1	1
473	в смысле	1	1
474	за его	1	1
475	процесса в	1	1
476	возражение против	1	1
477	человек сам	1	1
478	лишь его	2	1
479	эта духовная	1	1
480	это он	1	1
481	он чувствовал	1	1
482	поэтому для	1	1
483	что только	1	1
484	она уже	1	1
485	и вся-то	1	1
486	вся сложность	1	1
487	особого рода	1	1
488	еще более	1	1
489	ни к	1	1
490	исторического пути	1	1
491	я в	7	1
492	может наиболее	1	1
493	как живой	1	1
494	можно признать	1	1
495	личности и	1	1
496	к ее	1	1
497	он же	1	1
498	сам оказывается	1	1
499	культуры как	2	1
500	от всех	1	1
501	впервые в	1	1
502	и судьба	2	1
503	жизни а	2	1
504	социализма и	1	1
505	ко всему	2	1
506	культуры в	1	1
507	лишь для	1	1
508	время он	1	1
509	можно назвать	1	1
510	судьба в	1	1
511	в искусстве	4	1
512	в своих	2	1
513	с первого	1	1
514	и эта	1	1
515	и свою	1	1
516	так же	1	1
517	земли и	1	1
518	они не	1	1
