N	2gram	Potebnia_M_3	slovoVRo
257	в сознании	15	2
258	ему не	2	2
259	ни о	3	2
260	языке и	1	2
261	и самое	2	2
262	и о	2	2
263	то время	4	2
264	так в	2	2
265	с языком	1	2
266	на том	1	2
267	не с	1	2
268	произведения не	2	2
269	из одного	1	2
270	и вообще	3	2
271	одного из	1	2
272	можно сказать	3	2
273	нас в	1	2
274	слова для	3	2
275	предмета и	1	2
276	здесь не	1	2
277	мы видим	2	2
278	из многих	2	2
279	между тем	9	2
280	и тем	5	2
281	так что	7	2
282	же и	3	2
283	связи с	2	2
284	уже не	6	2
285	степени от	1	2
286	если мы	1	2
287	только на	3	2
288	в виде	2	2
289	или даже	1	2
290	остаются в	2	2
291	в известной	1	2
292	в одном	2	2
293	произведения и	1	2
294	себя от	2	2
295	для того	4	2
296	в другой	1	2
297	до сих	3	2
298	не есть	17	2
299	чем он	1	2
300	с другом	1	2
301	а с	2	2
302	на которые	1	2
303	с которым	1	2
304	между этими	1	2
305	что все	3	2
306	связь с	3	2
307	эти слова	2	2
308	так же	3	2
309	его как	1	2
310	других случаях	1	2
311	быть только	4	2
312	для понимания	4	2
313	друг с	1	2
314	должно быть	5	2
315	и слово	6	2
316	слова так	1	2
317	не является	1	2
318	говорящего и	3	2
319	тем и	3	2
320	и другим	1	2
321	оно как	1	2
322	потому что	46	2
323	язык не	2	2
324	ни было	1	2
325	между ними	1	2
326	сказать что	5	2
327	первом случае	2	2
328	вносит в	1	2
329	и эта	1	2
330	к этому	3	2
331	слова которые	1	1
332	же внутренняя	1	1
333	в зародыше	2	1
334	словом как	1	1
335	художественного произведения	5	1
336	которого в	2	1
337	не остается	1	1
338	тех же	1	1
339	словами и	1	1
340	в данную	1	1
341	бы для	1	1
342	самый предмет	2	1
343	и есть	3	1
344	далее и	2	1
345	чего не	1	1
346	бы невозможно	1	1
347	и до	2	1
348	в мыслях	1	1
349	из его	1	1
350	конечно в	1	1
351	действительности и	3	1
352	с таким	2	1
353	одно лицо	1	1
354	его деятельность	1	1
355	входящих в	2	1
356	и связанное	1	1
357	а напротив	2	1
358	его не	1	1
359	со всех	1	1
360	или наоборот	1	1
361	предмета в	2	1
362	что между	1	1
363	что уже	2	1
364	и художественное	1	1
365	как из	1	1
366	место в	3	1
367	но она	1	1
368	в некотором	2	1
369	и со	1	1
370	и он	1	1
371	всех сторон	1	1
372	произведение и	1	1
373	он был	1	1
374	мы читаем	1	1
375	именно эти	2	1
376	бы то	1	1
377	без всякого	1	1
378	образа до	2	1
379	не исчерпываются	1	1
380	знающего только	1	1
381	но как	2	1
382	а только	3	1
383	не входит	1	1
384	не все	4	1
385	к слову	2	1
386	в новом	2	1
387	а через	1	1
388	отличие от	1	1
389	в настоящем	1	1
390	один и	1	1
391	которые не	1	1
392	заключено в	1	1
393	и такое	3	1
394	в одной	1	1
395	его на	1	1
396	третье лицо	1	1
397	из уст	1	1
398	по которому	5	1
399	стороны и	1	1
400	что как	2	1
401	самим предметом	1	1
402	то или	2	1
403	в противном	1	1
404	и слова	2	1
405	в очень	1	1
406	могли бы	1	1
407	целый ряд	2	1
408	что по	2	1
409	его к	2	1
410	один ряд	1	1
411	в действительности	5	1
412	словом не	1	1
413	так или	2	1
414	бы не	4	1
415	в этой	2	1
416	такое значение	1	1
417	языка к	1	1
418	и тот	2	1
419	только один	2	1
420	говорит не	1	1
421	мы чувствуем	1	1
422	на то	2	1
423	и если	2	1
424	с чем	1	1
425	что она	3	1
426	к миру	1	1
427	речи то	1	1
428	единство в	1	1
429	всем своем	1	1
430	языка от	1	1
431	он должен	1	1
432	к одному	5	1
433	не к	4	1
434	слова которое	1	1
435	формы его	1	1
436	есть еще	3	1
437	и было	1	1
438	не исчерпывают	2	1
439	одной и	4	1
440	так слово	3	1
441	в нее	1	1
442	с такими	1	1
443	ни был	1	1
444	его произведения	1	1
445	сознание и	1	1
446	с этою	1	1
447	не дает	2	1
448	бы быть	2	1
449	них не	1	1
450	заключается в	1	1
451	здесь как	3	1
452	есть не	7	1
453	особенно в	1	1
454	может стать	2	1
455	этой силы	1	1
456	форму и	1	1
457	того о	1	1
458	в свой	2	1
459	которая в	1	1
460	таких которые	1	1
461	в жизни	1	1
462	слово рождается	1	1
463	только одно	1	1
464	ни в	2	1
465	наглядность и	1	1
466	до сознания	1	1
467	оно действительно	1	1
468	этого не	3	1
469	его сознании	1	1
470	и вне	1	1
471	несмотря на	2	1
472	мы видели	4	1
473	определений и	1	1
474	нет своего	1	1
475	на этот	1	1
476	сложившихся в	1	1
477	форма и	1	1
478	в один	4	1
479	места в	1	1
480	но если	1	1
481	от своего	1	1
482	таким же	1	1
483	как все	1	1
484	и без	7	1
485	и языка	1	1
486	мы называем	1	1
487	не столько	2	1
488	в которых	2	1
489	могла бы	2	1
490	бы мы	2	1
491	признаков но	1	1
492	тем не	3	1
493	по крайней	5	1
494	и более	1	1
495	слова к	1	1
496	однако в	1	1
497	в устах	1	1
498	сама она	1	1
499	и говорящий	1	1
500	например и	1	1
501	мир он	1	1
502	не менее	5	1
503	поэтического произведения	2	1
504	хотя может	1	1
505	и развивается	1	1
506	можно оставаться	1	1
507	словом то	1	1
508	свое время	1	1
509	определенности и	1	1
510	ее с	1	1
511	его внутренняя	1	1
512	которого он	1	1
513	языком и	1	1
514	но только	2	1
515	того чтобы	3	1
516	только не	2	1
517	на котором	2	1
518	возможно и	1	1
519	связанное с	2	1
520	языка слово	1	1
521	значение во	1	1
522	с одним	1	1
523	его отношение	1	1
524	находиться в	1	1
525	людей и	2	1
526	на себе	1	1
527	во всем	1	1
528	рождается в	1	1
529	века не	1	1
530	внутреннюю форму	5	1
531	этом отношении	2	1
532	в каком	5	1
533	есть к	3	1
534	все то	1	1
535	есть только	5	1
536	не знаем	3	1
537	его за	1	1
538	отличается от	1	1
539	глубокое и	1	1
540	не заключено	1	1
541	другое слово	1	1
542	его с	2	1
543	не дано	1	1
544	он видит	1	1
545	особенности и	1	1
546	которая есть	1	1
547	на это	4	1
548	должен быть	1	1
549	и это	4	1
550	может создать	1	1
551	образ предмета	2	1
552	это единство	2	1
553	в виду	1	1
554	с каким	2	1
555	представим себе	1	1
556	на разных	1	1
557	мертвым и	1	1
558	оно с	1	1
559	с самого	1	1
560	не те	1	1
561	с первым	1	1
562	понимание и	1	1
563	каждого из	2	1
564	того и	1	1
565	на которую	1	1
566	двух лиц	1	1
567	этим в	1	1
568	это только	1	1
569	жизнь и	1	1
570	даны в	1	1
571	если бы	12	1
572	для этого	1	1
573	со стороны	3	1
574	находится в	1	1
575	каждое из	2	1
576	через этот	1	1
577	сводится к	1	1
578	именно потому	1	1
579	в язык	1	1
580	и делается	1	1
581	на предметы	1	1
582	и что	10	1
583	находятся в	1	1
584	его жизни	2	1
585	или на	2	1
586	в которое	1	1
587	систему в	1	1
588	и содержание	2	1
589	оно ни	2	1
590	казаться что	1	1
591	как у	1	1
592	это было	3	1
593	это может	1	1
594	слово может	5	1
595	своим предметом	1	1
596	пляски смерти	1	1
597	что поэт	2	1
598	этих слов	2	1
599	однако с	1	1
600	творчества в	1	1
601	найти такой	1	1
602	на одном	1	1
603	что и	13	1
604	крайней мере	5	1
605	непосредственно в	1	1
606	в художественной	1	1
607	явления и	1	1
608	совершенно невозможно	1	1
609	исчерпываются все	1	1
610	например при	2	1
611	время в	3	1
612	в двух	1	1
613	оставаться при	1	1
614	их если	1	1
615	тот же	1	1
616	могла быть	2	1
617	в стороне	1	1
618	в самое	1	1
619	или же	4	1
620	не мешает	1	1
621	которой оно	1	1
622	из которого	1	1
623	есть в	3	1
624	чем они	1	1
625	в начале	3	1
626	живое слово	1	1
627	всяких формальных	1	1
628	слова не	2	1
629	рано или	1	1
630	в душе	10	1
631	слово принадлежит	1	1
632	ни с	1	1
633	его души	1	1
634	в первый	1	1
635	к ним	1	1
636	и язык	1	1
637	но что	2	1
638	каждый из	1	1
639	тесной связи	1	1
640	чтобы не	1	1
641	от того	8	1
642	гораздо сложнее	1	1
643	ближайшим образом	2	1
644	в форме	2	1
645	предмету но	1	1
646	другие более	1	1
647	а потому	6	1
648	нет и	1	1
649	с общим	2	1
650	или поздно	1	1
651	влиянию на	1	1
652	со всем	1	1
653	всего своего	1	1
654	или иначе	1	1
655	в ряде	1	1
656	человек может	2	1
657	себя и	4	1
658	что не	8	1
659	что для	4	1
660	предмет и	2	1
661	противном случае	1	1
662	словом от	1	1
663	может находиться	1	1
664	только по	5	1
665	то и	6	1
666	в разной	1	1
667	которое по	1	1
668	самое слово	2	1
669	того который	1	1
670	этим определяются	1	1
671	что мы	8	1
672	только теперь	1	1
673	бы оно	1	1
674	входить в	1	1
675	слова от	1	1
676	на который	1	1
677	вместе с	12	1
678	и ограниченность	1	1
679	эта идея	1	1
680	ко всем	2	1
681	языка мы	2	1
682	как одно	1	1
683	его содержание	1	1
684	как та	2	1
685	над другими	1	1
686	и столь	1	1
687	себя то	1	1
688	образ и	6	1
689	да и	1	1
690	более сложных	1	1
691	быть не	2	1
692	этого слова	11	1
693	эти два	1	1
694	в первые	1	1
695	не вносит	1	1
696	на пути	1	1
697	впрочем не	1	1
698	предметы и	1	1
699	но это	6	1
700	слагаясь в	1	1
701	между прочим	1	1
702	входящее в	1	1
703	слове а	1	1
704	в более	1	1
705	слова но	2	1
706	ему только	2	1
707	тем более	4	1
708	о котором	1	1
709	языке не	1	1
710	оно ничего	1	1
711	от них	2	1
712	души в	1	1
713	от него	2	1
714	язык народа	1	1
715	бы в	2	1
716	для его	1	1
717	грамматических категорий	2	1
718	разве только	2	1
719	на языке	1	1
720	же в	2	1
721	есть уже	11	1
722	самому и	1	1
723	в системе	2	1
724	довольно редки	1	1
725	первый раз	1	1
726	не знает	3	1
727	только как	5	1
728	равно как	1	1
729	художественное значение	1	1
730	в последнем	3	1
731	сам в	1	1
732	есть и	1	1
733	та же	2	1
734	х годах	1	1
735	в какой	2	1
736	слово только	1	1
737	жизни и	2	1
738	как слово	3	1
739	как на	5	1
740	в таком	3	1
741	все что	4	1
