N	2gram	Potebnia_M_4	VeschiIm
240	можно сказать	4	3
241	но когда	1	3
242	если это	1	3
243	один из	2	3
244	мы видим	2	3
245	тот же	2	3
246	что он	4	3
247	но как	1	3
248	только на	4	3
249	а это	1	3
250	в одном	4	3
251	отношение к	2	3
252	можно с	1	3
253	даже и	3	3
254	никогда не	3	3
255	а с	1	3
256	я называю	1	3
257	вместе с	6	3
258	в той	4	3
259	тому как	2	3
260	да и	4	3
261	она уже	1	3
262	бы в	2	3
263	тем более	5	3
264	хотя бы	4	3
265	я в	2	3
266	есть понимание	1	3
267	не быть	1	3
268	это однако	1	2
269	можно говорить	1	2
270	в сфере	1	2
271	как это	1	2
272	и значит	1	2
273	переход от	3	2
274	тем же	1	2
275	в первом	3	2
276	ту же	3	2
277	мы уже	3	2
278	той же	3	2
279	как мы	2	2
280	человека и	3	2
281	оба эти	1	2
282	бы ни	2	2
283	себе что	1	2
284	и этого	1	2
285	не нужно	2	2
286	мысли и	7	2
287	может сделать	1	2
288	не все	1	2
289	тогда как	4	2
290	и таким	3	2
291	как в	7	2
292	же название	1	2
293	и нет	1	2
294	что на	2	2
295	то в	3	2
296	от чего	1	2
297	себе как	1	2
298	образом и	1	2
299	так или	2	2
300	всем прочим	1	2
301	только один	1	2
302	если он	1	2
303	есть но	1	2
304	и если	3	2
305	он не	2	2
306	для того	6	2
307	в силу	7	2
308	но все	1	2
309	свое имя	1	2
310	и может	4	2
311	об этом	2	2
312	есть конечно	1	2
313	и чтобы	1	2
314	на все	1	2
315	то есть	34	2
316	от одного	3	2
317	и тем	4	2
318	звуки и	1	2
319	только одно	1	2
320	но уже	3	2
321	все равно	3	2
322	в слове	22	2
323	из понятия	1	2
324	не мог	1	2
325	бы к	1	2
326	признать что	2	2
327	где она	1	2
328	для нее	1	2
329	говорим что	3	2
330	же мы	2	2
331	тому что	2	2
332	мною в	1	2
333	бы на	1	2
334	но они	1	2
335	или что	2	2
336	с которой	1	2
337	дело в	1	2
338	в науке	3	2
339	и сама	2	2
340	казалось бы	1	2
341	это совершенно	1	2
342	в разных	3	2
343	в самой	2	2
344	как она	2	2
345	и его	2	2
346	этого предмета	1	2
347	не потому	1	2
348	у меня	1	2
349	из самого	1	2
350	я сам	1	2
351	если же	4	2
352	то она	1	2
353	данном случае	2	2
354	самим собою	1	2
355	об отношении	2	2
356	и когда	2	2
357	не с	2	2
358	том как	1	2
359	является в	1	2
360	находится в	5	2
361	в виду	3	2
362	на вопрос	4	2
363	и та	4	2
364	не стоит	1	2
365	эти качества	1	2
366	может не	1	2
367	и во	1	2
368	это было	2	2
369	заключается в	1	2
370	во втором	1	2
371	и можно	1	2
372	еще более	2	2
373	но раз	1	2
374	обе эти	1	2
375	вещи если	1	2
376	что только	2	2
377	то без	1	2
378	к делу	1	2
379	в качестве	1	2
380	можно выразить	1	2
381	как нечто	1	2
382	и они	2	2
383	мы получим	1	2
384	не из	5	2
385	но совершенно	1	2
386	только к	1	2
387	на столе	1	2
388	допустим что	5	2
389	мы можем	10	2
390	не говорит	1	2
391	а потому	1	2
392	или иначе	2	2
393	не годится	1	2
394	науки не	1	2
395	превращается в	2	2
396	слов а	1	2
397	может ли	1	2
398	именно так	1	2
399	если не	1	2
400	в частности	1	2
401	говорится о	2	2
402	а потом	1	2
403	в первой	1	2
404	понимание в	1	2
405	кроме того	3	2
406	в более	2	2
407	в с	1	2
408	понимание есть	1	2
409	ни к	2	2
410	и необходимо	1	2
411	есть уже	4	2
412	то необходимо	2	2
413	отношении к	1	2
414	состоит из	1	2
415	была бы	1	2
416	от всех	1	2
417	но можно	1	2
418	что то	3	2
419	это так	1	2
420	но еще	1	2
421	в своих	2	2
422	так же	4	2
423	во всяком	5	2
424	смысле что	1	2
425	равным образом	1	1
426	же нам	1	1
427	ли мы	1	1
428	также что	1	1
429	речь идет	1	1
430	воображении и	1	1
431	с с	1	1
432	сознание в	1	1
433	словом как	1	1
434	связана с	1	1
435	ли оно	1	1
436	и объясняется	1	1
437	о различии	1	1
438	только потому	4	1
439	идет о	1	1
440	на ступени	2	1
441	по этим	1	1
442	то на	1	1
443	бы очень	1	1
444	что эти	3	1
445	выражается в	1	1
446	уже по	2	1
447	хотя уже	1	1
448	бы уже	1	1
449	для своего	1	1
450	уже здесь	2	1
451	что если	6	1
452	которую мы	1	1
453	в которой	6	1
454	к новой	1	1
455	явление если	1	1
456	нас это	1	1
457	как комплекс	1	1
458	и другая	1	1
459	и разума	1	1
460	уже в	5	1
461	проявляется в	2	1
462	и говорить	2	1
463	и иначе	1	1
464	в xix	1	1
465	несущественным и	1	1
466	и на	3	1
467	себя а	1	1
468	нечто в	1	1
469	ними в	1	1
470	то мы	3	1
471	своим и	1	1
472	том основании	1	1
473	а тем	1	1
474	могло быть	1	1
475	как тем	1	1
476	только тогда	5	1
477	искусство в	1	1
478	отличие от	1	1
479	другое и	1	1
480	и речи	1	1
481	и чем	2	1
482	один и	5	1
483	нет как	1	1
484	которые не	2	1
485	представим себе	1	1
486	в истории	4	1
487	субъекта и	1	1
488	эта связь	2	1
489	что как	4	1
490	внутренняя жизнь	1	1
491	словом в	1	1
492	как нам	1	1
493	перед нами	1	1
494	хотя и	5	1
495	чего мы	1	1
496	мы различаем	2	1
497	и к	6	1
498	что этим	1	1
499	есть для	5	1
500	все эти	3	1
501	субъективно то	1	1
502	в этой	1	1
503	еще один	1	1
504	имеет никакого	1	1
505	какое именно	1	1
506	зависимости от	1	1
507	ибо если	1	1
508	жизнь как	1	1
509	но на	1	1
510	и идея	1	1
511	имя но	1	1
512	и стало	1	1
513	главным образом	1	1
514	при этом	15	1
515	он ни	1	1
516	что же?	1	1
517	иначе это	1	1
518	есть дело	1	1
519	вещи то	1	1
520	они в	1	1
521	формы но	1	1
522	и еще	1	1
523	и совершенно	1	1
524	к одному	3	1
525	не как	2	1
526	выразить и	1	1
527	свет но	1	1
528	самой сущности	2	1
529	том чтобы	1	1
530	вещь существует	1	1
531	сделать и	1	1
532	какой бы	1	1
533	одной и	1	1
534	бы оно	1	1
535	из него	2	1
536	простое слово	1	1
537	и по	3	1
538	гораздо большее	1	1
539	пока мы	2	1
540	есть все	1	1
541	форма есть	2	1
542	поэтому понимание	1	1
543	разница между	1	1
544	один момент	1	1
545	который и	1	1
546	может стать	1	1
547	должен был	1	1
548	он все	2	1
549	в это	2	1
550	таковы что	2	1
551	был поставлен	1	1
552	в них	3	1
553	эти признаки	1	1
554	она и	2	1
555	далеко не	1	1
556	бы было	1	1
557	не всегда	3	1
558	конечно о	1	1
559	и значения	1	1
560	видим как	1	1
561	и зародыш	1	1
562	бога и	1	1
563	и того	1	1
564	по той	1	1
565	одного и	1	1
566	на первый	1	1
567	от всякого	1	1
568	этом случае	5	1
569	еще менее	1	1
570	мы замечаем	1	1
571	и без	2	1
572	представить себе	2	1
573	в котором	4	1
574	ту сторону	1	1
575	то для	1	1
576	мы доходим	1	1
577	от его	2	1
578	субстанция ни	1	1
579	стало быть	8	1
580	и этой	1	1
581	есть его	1	1
582	но эта	2	1
583	слово для	3	1
584	это относится	1	1
585	к нашему	1	1
586	тем самым	4	1
587	даже в	2	1
588	случае мы	1	1
589	например и	1	1
590	ни говорили	1	1
591	что сущность	1	1
592	и науки	2	1
593	есть собственное	1	1
594	что эта	1	1
595	что с	1	1
596	имеет свое	1	1
597	от нас	1	1
598	дело не	2	1
599	не имеет	5	1
600	к новым	1	1
601	жизнью или	1	1
602	например что	2	1
603	с и	2	1
604	представления и	3	1
605	о природе	1	1
606	под этим	1	1
607	находятся в	1	1
608	такова что	1	1
609	под одно	1	1
610	то явление	1	1
611	в наше	1	1
612	видим что	1	1
613	это слово	4	1
614	и звуки	1	1
615	в сознании	4	1
616	же смысл	1	1
617	эти три	1	1
618	до того	3	1
619	только с	1	1
620	уже и	2	1
621	в каком	4	1
622	только от	3	1
623	если у	1	1
624	что можно	1	1
625	на гораздо	1	1
626	как всякое	2	1
627	не могут	2	1
628	относиться к	1	1
629	могут быть	7	1
630	уже было	2	1
631	понять что	1	1
632	для обозначения	1	1
633	а можно	1	1
634	отказаться от	1	1
635	утверждать что	1	1
636	ничего общего	1	1
637	самостоятельно и	1	1
638	всегда в	1	1
639	в применении	1	1
640	замечаем что	1	1
641	стоит на	1	1
642	им в	1	1
643	нас от	1	1
644	как не	1	1
645	изменения в	1	1
646	на основе	1	1
647	на нашу	1	1
648	то уже	2	1
649	только не	3	1
650	с самого	1	1
651	то время	1	1
652	в пределах	1	1
653	материи и	1	1
654	на том	2	1
655	до самого	1	1
656	они могут	2	1
657	что у	3	1
658	в другом	1	1
659	на нее	3	1
660	себя что	1	1
661	есть также	1	1
662	что также	1	1
663	на которую	1	1
664	разумеется это	1	1
665	быть может	4	1
666	образом получается	1	1
667	образ или	2	1
668	связанное с	1	1
669	языка или	1	1
670	то нам	2	1
671	это понимание	1	1
672	о нем	1	1
673	часть или	1	1
674	или только	1	1
675	не был	1	1
676	ее образ	1	1
677	или от	3	1
678	можем ли	1	1
679	знает но	1	1
680	осталось бы	1	1
681	что существуют	1	1
682	таким же	5	1
683	на что	1	1
684	а также	1	1
685	из ряда	1	1
686	ли она	1	1
687	листьев и	1	1
688	нас в	2	1
689	связь между	3	1
690	от них	1	1
691	и всякая	1	1
692	с нами	1	1
693	на вещь	1	1
694	на одном	1	1
695	с разумом	1	1
696	чем и	1	1
697	словами не	1	1
698	но конечно	1	1
699	предмета который	1	1
700	вслед за	1	1
701	что бы	1	1
702	в теории	1	1
703	а его	1	1
704	а именно	4	1
705	на отдельные	1	1
706	сравнение с	1	1
707	точно образом	1	1
708	к которому	1	1
709	что здесь	1	1
710	образом можно	1	1
711	применяя эту	1	1
712	но с	1	1
713	в двух	2	1
714	можно ограничиться	1	1
715	в поэтическом	1	1
716	из многих	1	1
717	которым оно	2	1
718	следовательно она	1	1
719	и так	3	1
720	лишь одна	1	1
721	говорит только	1	1
722	процессов в	1	1
723	не было	12	1
724	в выражении	2	1
725	заметим что	3	1
726	самое содержание	1	1
727	с одной	1	1
728	образом что	2	1
729	именно на	2	1
730	слов если	1	1
731	не имеющие	1	1
732	конечно не	2	1
733	не можем	5	1
734	и у	2	1
735	так можно	1	1
736	творчестве и	1	1
737	в виде	2	1
738	свидетельствует о	1	1
739	при помощи	3	1
740	к своим	1	1
741	между обоими	1	1
742	очевидно что	7	1
743	этом в	2	1
744	к чему-то	1	1
745	себе в	3	1
746	всяком случае	3	1
747	слова в	3	1
748	сами по	2	1
749	вовсе не	7	1
750	и стремится	1	1
751	к первой	1	1
752	у него	1	1
753	значит если	1	1
754	есть выражение	1	1
755	и вместе	3	1
756	ее на	1	1
757	в других	2	1
758	нужно сказать	1	1
759	это сравнение	2	1
760	но из	1	1
761	бы это	1	1
762	из мысли	1	1
763	ее себе	1	1
764	более для	2	1
765	зрения этого	1	1
766	до сих	4	1
767	звуков есть	1	1
768	же самым	3	1
769	исходят из	1	1
770	нельзя сказать	3	1
771	превратится в	1	1
772	к которым	3	1
773	и прежде	2	1
774	было и	2	1
775	но о	1	1
776	предмета но	1	1
777	д то	1	1
778	к человеку	1	1
779	одной стороны	1	1
780	та и	1	1
781	себе никаких	1	1
782	есть непосредственное	1	1
783	стремится к	2	1
784	так это	1	1
785	к таким	1	1
786	есть лишь	2	1
787	его как	1	1
788	весьма важно	1	1
789	как ни	2	1
790	одно а	1	1
791	из моментов	1	1
792	еще только	1	1
793	в бытии	1	1
794	с которым	2	1
795	было сказано	1	1
796	она проявляется	1	1
797	стороны в	1	1
798	нет ничего	3	1
799	величина и	1	1
800	границы между	1	1
801	что каждый	1	1
802	который бы	2	1
803	душою и	1	1
804	то можно	1	1
805	из которых	2	1
806	в столь	1	1
807	он говорит	1	1
808	той и	2	1
809	как чего-то	1	1
810	знать что	1	1
811	я выделил	1	1
812	смысле этого	1	1
813	не видят	1	1
814	мы даем	1	1
815	только чтобы	1	1
816	из этой	1	1
817	может считаться	1	1
818	степени что	1	1
819	и другой	1	1
820	в состоянии	2	1
821	лежит в	1	1
822	том смысле	2	1
823	где оба	2	1
824	в изучении	1	1
825	этого слова	7	1
826	мысль если	1	1
827	слова есть	1	1
828	и формы	1	1
829	слова и	5	1
830	и тому	1	1
831	как из	1	1
832	этим последним	4	1
833	сих пор	4	1
834	заставляет нас	1	1
835	стоит только	1	1
836	не знаем	2	1
837	ничего кроме	1	1
838	но для	1	1
839	к другим	2	1
840	этот образ	2	1
841	применимо к	1	1
842	мысль есть	1	1
843	тождественно с	1	1
844	это можно	2	1
845	или в	1	1
846	сознания и	1	1
847	его с	1	1
848	о котором	1	1
849	об искусстве	1	1
850	ее и	1	1
851	лишь как	1	1
852	у них	1	1
853	или нет	1	1
854	и смысл	1	1
855	мы должны	2	1
856	ибо в	1	1
857	зрения в	1	1
858	хотя в	2	1
859	к самому	1	1
860	и сила	1	1
861	ясно также	1	1
862	одной из	1	1
863	слово в	4	1
864	от света	1	1
865	когда говорили	1	1
866	только как	4	1
867	другой стороны	1	1
868	существует в	1	1
869	относящиеся к	1	1
870	дело с	1	1
871	как есть	1	1
872	к его	2	1
873	это положение	1	1
874	язык есть	7	1
875	этот третий	1	1
876	из этого	2	1
877	и идеи	1	1
878	только о	2	1
879	из своей	1	1
880	понятие как	1	1
881	на свет	1	1
882	мысли но	4	1
883	в действительности	3	1
884	которым они	1	1
885	есть следовательно	1	1
886	уже есть	2	1
887	то оно	1	1
888	и эта	1	1
889	думать что	4	1
890	можно назвать	2	1
891	в таком	4	1
