N	2gram	Bakhtin_KF_1	Myslijsy
480	дело когда	2	1
481	что эта	2	1
482	с которой	1	1
483	но для	2	1
484	как о	1	1
485	дело в	2	1
486	к этим	1	1
487	не по	4	1
488	и имеет	1	1
489	вытекает из	2	1
490	следовательно и	1	1
491	а для	2	1
492	глядит в	1	1
493	ничего не	3	1
494	находятся в	1	1
495	и познания	1	1
496	или как	2	1
497	во всем	7	1
498	и чувство	2	1
499	некоторым образом	1	1
500	следует что	1	1
501	меня с	1	1
502	в действительную	1	1
503	только с	3	1
504	быть к	1	1
505	смысле к	1	1
506	не потому	2	1
507	факта что	1	1
508	у меня	1	1
509	к таким	1	1
510	ценности как	2	1
511	в живой	1	1
512	его для	1	1
513	относиться к	1	1
514	из самого	2	1
515	и другой	1	1
516	и такие	1	1
517	лежит в	1	1
518	объективного и	1	1
519	следовательно два	1	1
520	его с	2	1
521	бы он	2	1
522	той или	3	1
523	играть в	1	1
524	утверждать что	1	1
525	этим самым	1	1
526	однако по	1	1
527	всегда в	1	1
528	правда не	1	1
529	разные стороны	1	1
530	при таком	1	1
531	бесконечного множества	1	1
532	совершенно правильно	1	1
533	как не	1	1
534	меня в	3	1
535	но при	1	1
536	невозможно если	1	1
537	можно сделать	1	1
538	в себя	7	1
539	ясно что	3	1
540	всей своей	2	1
541	и иные	1	1
542	как с	1	1
543	своей мысли	1	1
544	образом я	1	1
545	в другом	3	1
546	времени и	4	1
547	в объективное	1	1
548	к действительности	1	1
549	сознания и	3	1
550	во второй	1	1
551	это только	2	1
552	а все	3	1
553	основана на	1	1
554	приводит его	1	1
555	смысле и	2	1
556	о нем	4	1
557	не был	1	1
558	возможна только	1	1
559	настоящее время	1	1
560	второй половине	1	1
561	этой мысли	1	1
562	не стоит	1	1
563	мысль не	2	1
564	ли она	1	1
565	может не	2	1
566	любви к	1	1
567	потому только	1	1
568	на основе	7	1
569	считаем нужным	1	1
570	истина и	1	1
571	один момент	1	1
572	слово может	1	1
573	этих предметов	2	1
574	это в	1	1
575	не допуская	1	1
576	мы познаем	1	1
577	ее от	1	1
578	и требует	1	1
579	от них	1	1
580	и во	1	1
581	не отличаются	1	1
582	во втором	1	1
583	таким путем	1	1
584	это предполагает	1	1
585	не более	1	1
586	есть действительно	2	1
587	и можно	1	1
588	и всякое	1	1
589	если это	1	1
590	есть что	1	1
591	и мир	2	1
592	и другую	1	1
593	но с	1	1
594	времени можно	1	1
595	я как	1	1
596	вне себя	1	1
597	до ее	1	1
598	одной из	1	1
599	дело с	2	1
600	то например	1	1
601	на чем	1	1
602	сознание в	1	1
603	в разные	1	1
604	познанным и	1	1
605	творчества но	1	1
606	их не	1	1
607	философии но	2	1
608	в качестве	2	1
609	но будет	1	1
610	есть я	3	1
611	в единстве	7	1
612	сознания не	2	1
613	различия в	1	1
614	а это	2	1
615	в душе	1	1
616	к содержанию	2	1
617	одно из	1	1
618	могло бы	4	1
619	для другого	2	1
620	к человеку	1	1
621	содержания а	1	1
622	мы обозначаем	1	1
623	бытия и	10	1
624	которые могут	1	1
625	и никогда	1	1
626	с действительностью	1	1
627	не противоречит	1	1
628	но из	1	1
629	по направлению	1	1
630	рядом с	3	1
631	были бы	2	1
632	которые как	1	1
633	в данный	3	1
634	говорим о	1	1
635	с другим	1	1
636	отличаются от	1	1
637	приближения к	1	1
638	здесь в	1	1
639	будет ли	2	1
640	которой все	2	1
641	и самая	1	1
642	а с	2	1
643	и затем	1	1
644	актом познания	1	1
645	только к	1	1
646	предмет и	2	1
647	больше и	1	1
648	прежде всего	2	1
649	здесь дело	1	1
650	и музыка	1	1
651	человеческой жизни	1	1
652	понятие о	1	1
653	в бытии	26	1
654	бы совершенно	1	1
655	его как	5	1
656	если не	2	1
657	не исключительно	1	1
658	связь с	1	1
659	лицо с	1	1
660	мысль может	1	1
661	эти слова	1	1
662	найти и	1	1
663	как это	1	1
664	влечет за	1	1
665	этого момента	1	1
666	в человеке	1	1
667	определяет его	1	1
668	образом и	1	1
669	знать что	2	1
670	в последнем	1	1
671	смысле этого	1	1
672	действие и	1	1
673	в первой	1	1
674	мысли все	1	1
675	я с	1	1
676	это значит	1	1
677	из первого	1	1
678	и менее	1	1
679	же мысль	1	1
680	как из	1	1
681	не могло	1	1
682	самое что	1	1
683	помнить что	1	1
684	не носит	1	1
685	все же	5	1
686	ее можно	1	1
687	мы найдем	1	1
688	не подлежит	1	1
689	или в	1	1
690	мы только	1	1
691	его не	1	1
692	мира и	4	1
693	в настоящее	1	1
694	человек и	1	1
695	или другой	1	1
696	ее и	6	1
697	бы человек	1	1
698	лишь как	2	1
699	подлежит сомнению	1	1
700	или нет	1	1
701	но о	1	1
702	полагать что	1	1
703	и смысл	2	1
704	стороны в	3	1
705	ее в	1	1
706	или не	1	1
707	отношению ко	4	1
708	же в	1	1
709	нас от	1	1
710	могли быть	1	1
711	бы оно	2	1
712	отношении к	2	1
713	менее в	1	1
714	есть следовательно	1	1
715	лишь по	1	1
716	же будет	1	1
717	не знает	5	1
718	не быть	3	1
719	мысль как	2	1
720	была бы	1	1
721	но можно	4	1
722	по которой	1	1
723	отказаться от	2	1
724	жизни и	8	1
725	значило бы	2	1
726	и эта	2	1
727	ничего общего	2	1
