N	2gram	Losev_Vesc_1	Marksizm
210	конечно и	1	2
211	зависимости от	1	2
212	и он	1	2
213	и самого	1	2
214	быть понято	2	2
215	именно эти	1	2
216	иное как	7	2
217	то мы	2	2
218	что они	6	2
219	в собственном	2	2
220	независимо от	5	2
221	стороны и	2	2
222	мы отвлекаемся	1	2
223	в своем	6	2
224	более или	1	2
225	от этого	2	2
226	что это	13	2
227	тому же	1	2
228	силой и	1	2
229	понимания и	3	2
230	из него	1	2
231	выражение и	1	2
232	различие между	2	2
233	и с	8	2
234	– то	2	2
235	это было	1	2
236	может стать	1	2
237	в жизни	3	2
238	может стремиться	1	2
239	далеко не	1	2
240	и потому	5	2
241	он и	1	2
242	мы не	6	2
243	и тогда	1	2
244	восприятия и	1	2
245	и модификации	1	2
246	или менее	1	2
247	нас не	1	2
248	или вернее	1	2
249	они уже	1	2
250	является в	2	2
251	по крайней	4	2
252	как от	1	2
253	находится не	1	2
254	в коем	1	2
255	находятся в	1	2
256	или как	2	2
257	внутренней и	1	2
258	только с	3	2
259	ли это	7	2
260	мы возьмем	2	2
261	лежит в	1	2
262	должны быть	4	2
263	его значение	1	2
264	должен быть	2	2
265	и о	3	2
266	формы и	1	2
267	приводит к	1	2
268	не с	7	2
269	здесь как	1	2
270	все то	1	2
271	и реальное	1	2
272	поэтому в	1	2
273	и даже	6	2
274	сводится к	2	2
275	но к	1	2
276	другими словами	5	2
277	в определенном	1	2
278	речи о	1	2
279	крайней мере	4	2
280	всяком случае	2	2
281	пр но	1	2
282	все время	1	2
283	себя с	5	2
284	но не	5	2
285	целое не	1	2
286	которой мы	1	2
287	они –	2	2
288	коем случае	1	2
289	себя в	10	2
290	и у	3	2
291	уже в	1	2
292	в виде	1	2
293	свидетельствует о	3	2
294	но для	2	2
295	мы знаем	1	2
296	не так	1	2
297	допустим что	1	2
298	но что	2	2
299	у него	2	2
300	общения и	2	2
301	тем что	2	2
302	даже и	4	2
303	бы это	1	2
304	это будет	3	2
305	в особенности	1	2
306	– одна	1	2
307	именно в	1	2
308	и прежде	1	2
309	а с	3	2
310	что не	5	2
311	не на	1	2
312	однако и	1	2
313	о чем	1	2
314	мы встречаем	1	2
315	вместе с	1	2
316	границы между	1	2
317	к его	1	2
318	вне этой	1	2
319	к проблеме	1	2
320	– мы	2	2
321	понимание в	2	2
322	случайной и	1	2
323	как из	1	2
324	того или	1	2
325	является как	1	2
326	в более	1	2
327	или в	2	2
328	такое понимание	1	2
329	себя самого	2	2
330	следовательно и	1	2
331	и внешней	1	2
332	еще более	2	2
333	между ними	3	2
334	– может	1	2
335	субъективизма и	1	2
336	жизни и	2	2
337	что в	9	2
338	все основные	1	2
339	и эта	3	2
340	можно говорить	2	1
341	также и	6	1
342	предполагает что	10	1
343	человека и	1	1
344	сам по	3	1
345	вообще –	2	1
346	то в	4	1
347	между двумя	1	1
348	ii и	1	1
349	также что	1	1
350	что эти	1	1
351	обойтись без	2	1
352	конечно нет	2	1
353	это совершенно	4	1
354	бы что	2	1
355	именно к	1	1
356	этот предмет	1	1
357	имеет свою	1	1
358	почти все	2	1
359	говорить о	6	1
360	что иное	7	1
361	и становление	1	1
362	из того	2	1
363	которое не	1	1
364	мы и	1	1
365	то это	3	1
366	что существует	1	1
367	состоят из	1	1
368	между собой	1	1
369	всего этого	1	1
370	ними в	2	1
371	а следовательно	2	1
372	подходить к	1	1
373	из этих	1	1
374	видели что	1	1
375	– а	2	1
376	– можно	1	1
377	как тем	1	1
378	то он	1	1
379	а только	3	1
380	точка зрения	1	1
381	только при	1	1
382	внешнего но	2	1
383	только тогда	3	1
384	не все	1	1
385	и чем	3	1
386	форме и	1	1
387	значит нечто	1	1
388	и я	1	1
389	пониманию и	1	1
390	его на	1	1
391	что именно	1	1
392	данный момент	1	1
393	чем мы	3	1
394	части в	1	1
395	может обойтись	1	1
396	и нет	1	1
397	словом в	1	1
398	как нам	1	1
399	кроме того	4	1
400	и где	1	1
401	чего нет	1	1
402	когда он	1	1
403	могли бы	1	1
404	и наконец	1	1
405	в каком-то	2	1
406	себе не	3	1
407	нет никакой	2	1
408	ясно и	1	1
409	этого внутреннего	1	1
410	к чему	1	1
411	другой –	1	1
412	в которой	1	1
413	как это	2	1
414	так или	4	1
415	но без	1	1
416	ее как	2	1
417	просто является	1	1
418	не могла	1	1
419	и если	2	1
420	вообще не	2	1
421	что она	15	1
422	как оно	3	1
423	главным образом	1	1
424	которой говорят	1	1
425	и единое	1	1
426	но именно	2	1
427	о которой	2	1
428	в нашей	1	1
429	перестает быть	3	1
430	всех этих	1	1
431	момента в	1	1
432	не значит	7	1
433	к одному	3	1
434	без чего	3	1
435	в силу	3	1
436	оно должно	1	1
437	и вот	2	1
438	можно назвать	1	1
439	слово или	1	1
440	быть с	1	1
441	творчества –	1	1
442	общения оно	1	1
443	всех своих	1	1
444	понимание и	3	1
445	его понимание	1	1
446	в основу	1	1
447	человека в	1	1
448	мы его	1	1
449	же не	1	1
450	не сможет	2	1
451	со всеми	1	1
452	ясно что	8	1
453	заключается в	1	1
454	они состоят	1	1
455	в социальной	1	1
456	понимания отнюдь	1	1
457	только одно	2	1
458	общение и	2	1
459	но уже	3	1
460	может определять	1	1
461	о которых	1	1
462	восприятие и	1	1
463	с тем	5	1
464	и вне	2	1
465	несмотря на	1	1
466	внутреннее и	1	1
467	все это	5	1
468	и какая	1	1
469	отсюда что	1	1
470	нужно чтобы	1	1
471	понимании в	1	1
472	отрыве от	2	1
473	свою собственную	1	1
474	что такое	12	1
475	еще менее	1	1
476	это ощущение	1	1
477	ясности и	2	1
478	мы замечаем	1	1
479	уже к	1	1
480	почти не	1	1
481	бы к	1	1
482	не столько	1	1
483	напр в	1	1
484	на известный	1	1
485	себе а	1	1
486	от его	2	1
487	нельзя и	1	1
488	не менее	3	1
489	– только	4	1
490	смысле а	1	1
491	но он	2	1
492	тем не	3	1
493	оно само	1	1
494	уже сказали	1	1
495	это выражение	2	1
496	же мы	1	1
497	же такое	3	1
498	этого мало	1	1
499	и вся	1	1
500	же самого	1	1
501	нет никакого	2	1
502	какие бы	1	1
503	бы на	1	1
504	что эта	1	1
505	для определения	2	1
506	иной раз	1	1
507	можно понимать	1	1
508	есть прежде	2	1
509	всего себя	1	1
510	мышления и	1	1
511	тогда когда	5	1
512	смыслом и	3	1
513	и притом	3	1
514	и сама	3	1
515	было не	1	1
516	с и	1	1
517	но она	3	1
518	но только	3	1
519	это еще	1	1
520	находится в	3	1
521	вообще нет	1	1
522	однако если	1	1
523	и всегда	1	1
524	в разных	4	1
525	в самой	2	1
526	и весь	1	1
527	на себя	1	1
528	ровно ничего	1	1
529	связанное с	1	1
530	правда это	1	1
531	смысле –	1	1
532	прямо в	1	1
533	следовательно вне	1	1
534	так то	3	1
535	этом отношении	1	1
536	и делает	2	1
537	с другом	1	1
538	в действительности	7	1
539	– что	1	1
540	как всякое	1	1
541	в духе	1	1
542	искусства и	1	1
543	когда мы	6	1
544	есть только	7	1
545	что все	2	1
546	совершенно особая	1	1
547	ли не	1	1
548	языках и	1	1
549	уже было	1	1
550	словом только	1	1
551	есть вещь	7	1
552	его с	1	1
553	они и	1	1
554	а ее	2	1
555	ее –	2	1
556	оно не	3	1
557	как некая	1	1
558	от той	1	1
559	что данное	1	1
560	общении в	1	1
561	в определенное	1	1
562	же –	2	1
563	то или	2	1
564	чтобы быть	3	1
565	уже с	1	1
566	в себя	13	1
567	говорили что	1	1
568	так в	1	1
569	и когда	4	1
570	образом два	1	1
571	было в	1	1
572	– совершенно	3	1
573	подойти к	1	1
574	можно только	4	1
575	остается только	1	1
576	по сравнению	7	1
577	совершенно невозможно	1	1
578	к языку	1	1
579	с ним	8	1
580	языковое сознание	1	1
581	но может	1	1
582	только и	2	1
583	переживания или	1	1
584	не существовало	1	1
585	психики не	1	1
586	часть или	1	1
587	его внутренние	1	1
588	внимание на	1	1
589	и внутреннее	1	1
590	и что	15	1
591	как ее	2	1
592	той степени	1	1
593	этого общения	1	1
594	можно сказать	6	1
595	с чем-то	1	1
596	и рельефно	1	1
597	которое он	1	1
598	этих двух	2	1
599	нет это	2	1
600	и быстро	1	1
601	один момент	1	1
602	мы понимаем	1	1
603	в отрыве	2	1
604	тем или	1	1
605	нуждается в	1	1
606	ним и	1	1
607	жизни –	1	1
608	во всей	1	1
609	и только	3	1
610	язык есть	2	1
611	и существенным	1	1
612	его должно	1	1
613	в него	1	1
614	ощущения и	1	1
615	в современной	1	1
616	всегда в	1	1
617	но с	2	1
618	оно и	4	1
619	собранные в	1	1
620	мы видим	2	1
621	тот же	3	1
622	в свой	2	1
623	как вещи	3	1
624	же оно	1	1
625	и так	1	1
626	о значении	1	1
627	образа с	2	1
628	для нее	2	1
629	или его	1	1
630	в выражении	1	1
631	слишком уж	1	1
632	тот или	1	1
633	с какой	1	1
634	так что	5	1
635	было так	1	1
636	же и	1	1
637	есть в	1	1
638	как само	1	1
639	можно выразить	1	1
640	уже не	9	1
641	только активное	1	1
642	так можно	1	1
643	вопроса о	1	1
644	или не	2	1
645	мы получим	2	1
646	оно в	1	1
647	же в	1	1
648	если в	1	1
649	от живой	1	1
650	не из	2	1
651	оно всегда	1	1
652	не дает	1	1
653	данного человека	2	1
654	из них	4	1
655	итак язык	1	1
656	и сознания	1	1
657	не связанных	1	1
658	одно из	1	1
659	себе в	3	1
660	эти три	1	1
661	могло бы	1	1
662	говорить об	1	1
663	в одном	2	1
664	сами по	3	1
665	и должна	1	1
666	содержание и	1	1
667	у нее	1	1
668	себя от	2	1
669	ее не	2	1
670	оно –	3	1
671	не о	1	1
672	случае не	1	1
673	само по	1	1
674	она будет	2	1
675	на меня	3	1
676	свое выражение	3	1
677	ее понимает	2	1
678	выражение это	1	1
679	нее не	1	1
680	от того	3	1
681	акт или	1	1
682	но из	1	1
683	имеет значение	1	1
684	само есть	1	1
685	ясно также	1	1
686	со всем	5	1
687	активно и	1	1
688	со стороны	5	1
689	в данный	1	1
690	или иначе	4	1
691	сил на	1	1
692	если только	1	1
693	а именно	1	1
694	эти две	4	1
695	не относится	2	1
696	ему не	1	1
697	к которому	1	1
698	сам себя	2	1
699	как же	3	1
700	еще и	8	1
701	себя и	4	1
702	говорит о	1	1
703	сферы так	1	1
704	или выражения	1	1
705	что им	1	1
706	превращается в	1	1
707	смысла и	5	1
708	ничего что	1	1
709	а наоборот	1	1
710	из наиболее	1	1
711	другой стороны	2	1
712	другой в	1	1
713	его как	1	1
714	что понимание	3	1
715	дело в	4	1
716	для человека	1	1
717	во внимание	1	1
718	него не	1	1
719	из специальных	1	1
720	если не	3	1
721	все вообще	1	1
722	но оно	1	1
723	говорит нам	1	1
724	исходить из	1	1
725	внутреннего и	4	1
726	ни на	3	1
727	антитезис и	2	1
728	мы говорим	5	1
729	к себе	4	1
730	философии языка	1	1
731	этот смысл	1	1
732	к самому	1	1
733	неотделимо от	2	1
734	может так	1	1
735	роли которую	1	1
736	оно существует	1	1
737	для обозначения	1	1
738	если оно	4	1
739	сравнению с	6	1
740	это приводит	1	1
741	те кто	1	1
742	в течение	1	1
743	существует не	1	1
744	общения это	2	1
745	что же	8	1
746	когда же	1	1
747	из этой	1	1
748	друг с	1	1
749	быть не	4	1
750	в это	1	1
751	выражения на	1	1
752	действительности –	2	1
753	но это	10	1
754	силу и	1	1
755	однако не	2	1
756	говорить что	3	1
757	дает возможность	1	1
758	и выражение	2	1
759	каждой из	2	1
760	и внешнего	2	1
761	слово от	1	1
762	об отношении	1	1
763	о котором	1	1
764	хотя и	4	1
765	наполняющих его	1	1
766	но когда	1	1
767	у них	1	1
768	из своего	1	1
769	и ни	1	1
770	мы должны	2	1
771	ибо в	1	1
772	на нем	1	1
773	потому что	16	1
774	существование это	1	1
775	логики и	1	1
776	оно начинает	1	1
777	на части	1	1
778	их жизни	1	1
779	мы в	1	1
780	к ее	2	1
781	и сила	1	1
782	жизни в	1	1
783	нам не	2	1
784	границу между	1	1
785	слово слово	1	1
786	существует в	1	1
787	но можно	1	1
788	же самой	3	1
789	него нет	1	1
790	является и	1	1
791	не что	7	1
792	это и	6	1
793	из этого	1	1
794	вещь которая	1	1
795	ее в	1	1
796	и другие	1	1
797	по поводу	1	1
798	также не	1	1
799	гораздо более	1	1
800	смысле что	1	1
