N	2gram	Medvedev_F_2	slovoVRo
197	смысле в	1	3
198	и этим	2	3
199	к языку	1	3
200	образом в	1	3
201	тем чем	1	3
202	формы и	2	3
203	о том	1	3
204	и во	1	3
205	все время	6	3
206	того что	3	3
207	в том	11	3
208	языка на	1	3
209	поэтому и	1	3
210	самом предмете	2	3
211	языка у	4	3
212	взаимодействии с	1	3
213	в качестве	2	3
214	конечно не	1	3
215	установлено на	1	3
216	и других	2	3
217	из них	4	3
218	всех сферах	1	3
219	для него	7	3
220	так как	4	3
221	как такового	6	3
222	именно в	5	3
223	в свою	1	3
224	смысла и	2	3
225	не было	6	3
226	более того	5	3
227	в истории	6	3
228	но оно	1	3
229	с этим	5	3
230	влияния на	1	3
231	в данном	1	3
232	и следует	1	3
233	и там	1	3
234	по существу	7	3
235	как только	1	3
236	форм и	1	3
237	в результате	6	3
238	в поэтических	1	3
239	лишь как	4	3
240	в большей	1	3
241	хотя бы	6	3
242	одной из	1	3
243	с ними	2	3
244	из этого	2	3
245	но эти	1	3
246	которая не	1	3
247	например в	3	2
248	связана с	1	2
249	на самом	3	2
250	к своей	1	2
251	нового не	1	2
252	то в	2	2
253	них как	1	2
254	в чисто	1	2
255	в котором	2	2
256	слово у	2	2
257	оно было	1	2
258	той же	1	2
259	а как	3	2
260	мы не	3	2
261	же как	3	2
262	из своих	1	2
263	стиля в	1	2
264	они были	2	2
265	конечно и	1	2
266	и заставляет	1	2
267	слово не	1	2
268	свою очередь	1	2
269	и то	2	2
270	другого невозможно	1	2
271	в широком	2	2
272	столь же	2	2
273	одним словом	4	2
274	различия между	1	2
275	в ее	2	2
276	но не	2	2
277	всякое конкретное	1	2
278	и речи	5	2
279	что они	4	2
280	сих пор	1	2
281	без другого	1	2
282	в самостоятельный	1	2
283	речи но	2	2
284	как к	3	2
285	хотя и	3	2
286	от этой	1	2
287	от этого	3	2
288	именно эта	1	2
289	не пытается	1	2
290	в целом	3	2
291	или во	1	2
292	не могла	1	2
293	а вовсе	1	2
294	широком смысле	2	2
295	время и	3	2
296	они в	1	2
297	как увидим	2	2
298	и по	2	2
299	на этом	2	2
300	всех своих	1	2
301	не из	1	2
302	те же	1	2
303	поэтический язык	21	2
304	и иных	2	2
305	и единственным	1	2
306	для них	3	2
307	его слово	1	2
308	был бы	1	2
309	том что	2	2
310	в эту	1	2
311	в этих	2	2
312	может лишь	1	2
313	самого поэта	1	2
314	до последнего	1	2
315	язык он	1	2
316	но он	1	2
317	друг другу	1	2
318	языка то	2	2
319	даже в	2	2
320	тому что	2	2
321	на один	2	2
322	идеологической жизни	1	2
323	до известной	3	2
324	будучи по	1	2
325	или вовсе	2	2
326	из него	2	2
327	все свои	1	2
328	самый язык	1	2
329	на язык	2	2
330	явление в	1	2
331	такая же	1	2
332	для нас	1	2
333	у нас	1	2
334	ни о	5	2
335	языке и	1	2
336	и о	2	2
337	зрения не	1	2
338	так в	3	2
339	роль в	3	2
340	с языком	1	2
341	в рамки	2	2
342	можно было	1	2
343	и лингвистика	2	2
344	произведения не	3	2
345	иногда в	1	2
346	в другом	1	2
347	одного из	3	2
348	можно сказать	1	2
349	художественной обработке	2	2
350	слов и	1	2
351	слова для	1	2
352	и всякое	2	2
353	оставаясь в	1	2
354	здесь не	4	2
355	между тем	2	2
356	и тем	2	2
357	где они	1	2
358	так что	1	2
359	же и	2	2
360	укладывается в	1	2
361	связи с	13	2
362	уже не	7	2
363	если мы	5	2
364	только на	3	2
365	в виде	1	2
366	от других	1	2
367	или даже	2	2
368	характерно что	2	2
369	в известной	2	2
370	он весь	1	2
371	произведения и	3	2
372	с этими	1	2
373	его языка	1	2
374	для того	3	2
375	именно как	4	2
376	до сих	1	2
377	не есть	3	2
378	чем он	4	2
379	системы и	3	2
380	точке зрения	2	2
381	а на	1	2
382	между этими	3	2
383	совершенно не	4	2
384	связь с	1	2
385	так же	1	2
386	его как	2	2
387	других случаях	1	2
388	такого рода	1	2
389	речь в	1	2
390	со всею	2	2
391	для понимания	6	2
392	должно быть	2	2
393	особенности на	1	2
394	в контексте	1	2
395	этом случае	1	2
396	в условиях	1	2
397	того или	4	2
398	как раз	6	2
399	язык поэзии	2	2
400	не является	3	2
401	тем и	2	2
402	такое понимание	1	2
403	последнего времени	1	2
404	потому что	2	2
405	язык не	1	2
406	от всякого	2	2
407	между ними	2	2
408	сказать что	2	2
409	стерна и	1	2
410	самого языка	1	2
411	или иного	5	2
412	и эта	1	2
413	к этому	4	2
414	и развертывается	1	1
415	в скрытой	1	1
416	как известно	1	1
417	слово живет	1	1
418	слова которые	1	1
419	самостоятельность и	1	1
420	художественного произведения	6	1
421	и через	1	1
422	от предмета	1	1
423	поэтической речи	1	1
424	и методы	2	1
425	своей основной	1	1
426	науки о	2	1
427	самый предмет	2	1
428	языков но	1	1
429	и есть	1	1
430	и направленческими	1	1
431	речи на	1	1
432	мировоззрения и	1	1
433	и до	3	1
434	из его	1	1
435	ведь и	1	1
436	иметь место	1	1
437	входящих в	1	1
438	которыми он	1	1
439	своим языком	1	1
440	его не	2	1
441	мы имеем	1	1
442	предмета в	2	1
443	при анализе	2	1
444	что уже	1	1
445	звукового образа	1	1
446	иногда прямо	1	1
447	как из	1	1
448	место в	3	1
449	высказывания в	1	1
450	другие языки	1	1
451	но она	1	1
452	почти исключительно	1	1
453	но даже	1	1
454	и со	1	1
455	случае в	1	1
456	моментами языка	1	1
457	нового специально	1	1
458	сплетается с	1	1
459	он был	2	1
460	в иванов	1	1
461	именно эти	1	1
462	на их	1	1
463	в последних	2	1
464	заложены в	1	1
465	бы то	1	1
466	в специфических	1	1
467	нет так	1	1
468	без всякого	1	1
469	в в	2	1
470	но как	2	1
471	а только	2	1
472	силы и	1	1
473	в сторону	4	1
474	не входит	3	1
475	в общем	5	1
476	менее всего	3	1
477	иногда и	1	1
478	произведение не	1	1
479	отличие от	2	1
480	ориентироваться в	1	1
481	или иное	1	1
482	лингвистическое явление	2	1
483	один и	1	1
484	определения и	1	1
485	и литературный	2	1
486	характер и	1	1
487	в одной	2	1
488	отвлечемся от	1	1
489	элементов которые	1	1
490	и речевых	1	1
491	в конструкцию	1	1
492	в значительной	3	1
493	то или	1	1
494	в одних	1	1
495	языку в	1	1
496	в противном	1	1
497	и где	1	1
498	конкретных высказываний	1	1
499	образом с	1	1
500	иные элементы	1	1
501	сознания в	1	1
502	целый ряд	1	1
503	как социальное	1	1
504	его приходится	1	1
505	его к	1	1
506	всего как	1	1
507	слова он	1	1
508	в действительности	1	1
509	всякое иное	1	1
510	отнесены к	1	1
511	в этот	1	1
512	где все	1	1
513	исторически очень	1	1
514	к другому	2	1
515	существенных для	1	1
516	так или	1	1
517	имеем в	1	1
518	бы не	1	1
519	определяет все	1	1
520	в этой	6	1
521	языка к	3	1
522	и тот	1	1
523	на то	1	1
524	рассказе и	1	1
525	языки разговорный	1	1
526	языковой реальности	1	1
527	жанровых разновидностях	1	1
528	направлено на	1	1
529	языком в	1	1
530	задний план	1	1
531	в определенном	1	1
532	было с	1	1
533	языка от	1	1
534	он должен	1	1
535	к одному	1	1
536	не к	2	1
537	миров и	1	1
538	специально поэтического	1	1
539	же язык	1	1
540	высказываний в	1	1
541	полемики с	1	1
542	характерное для	1	1
543	создает почву	1	1
544	какой бы	1	1
545	ориентация на	1	1
546	по аналогии	2	1
547	именно это	1	1
548	в основу	2	1
549	значительной степени	3	1
550	то ни	2	1
551	укладываются в	1	1
552	чем шире	1	1
553	поэтому мы	1	1
554	к диалектам	1	1
555	влиять на	1	1
556	не дает	1	1
557	бы быть	1	1
558	высказывание в	1	1
559	семантики в	1	1
560	его своим	1	1
561	стилей и	1	1
562	есть не	1	1
563	особенно в	3	1
564	подходит к	1	1
565	действительности в	1	1
566	произведения от	1	1
567	моменты в	1	1
568	содержание и	1	1
569	тех элементов	1	1
570	в ином	3	1
571	ни в	2	1
572	произведение как	2	1
573	как общее	1	1
574	исходили из	3	1
575	ни одной	1	1
576	он действительно	1	1
577	их только	1	1
578	самое же	1	1
579	и вне	1	1
580	несмотря на	1	1
581	мы видели	4	1
582	определений и	1	1
583	как целого	1	1
584	чем в	1	1
585	на этот	1	1
586	сложившихся в	1	1
587	форма и	1	1
588	и некоторые	1	1
589	как таковой	3	1
590	этого становления	1	1
591	примеров из	1	1
592	смысл и	2	1
593	словесное выступление	1	1
594	язык но	1	1
595	концепция в	1	1
596	об особом	1	1
597	так поступает	1	1
598	места в	1	1
599	но если	1	1
600	высказывания как	1	1
601	поэтического творчества	1	1
602	выработанные в	1	1
603	между романом	1	1
604	к истории	1	1
605	и без	1	1
606	к действительному	3	1
607	его формы	1	1
608	своих моментах	1	1
609	особый язык	1	1
610	и языка	1	1
611	новый язык	1	1
612	не столько	4	1
613	в отличие	2	1
614	что говорит	1	1
615	могла бы	1	1
616	о языке	4	1
617	язык с	1	1
618	от поэтического	1	1
619	слова еще	1	1
620	есть его	1	1
621	чужой язык	2	1
622	тем не	1	1
623	по крайней	1	1
624	и более	2	1
625	произведения в	2	1
626	как язык	1	1
627	же мы	1	1
628	и вся	1	1
629	была вовсе	1	1
630	располагаются все	1	1
631	говорить уже	1	1
632	от различных	1	1
633	не менее	1	1
634	поэтического произведения	8	1
635	с теми	2	1
636	вне поля	2	1
637	самого начала	2	1
638	слово без	1	1
639	мышления и	1	1
640	правда в	2	1
641	одной плоскости	1	1
642	ее с	2	1
643	признаков языка	1	1
644	к изучению	1	1
645	взглянуть на	1	1
646	языком и	2	1
647	проникают в	1	1
648	во всякой	1	1
649	к такому	1	1
650	того чтобы	3	1
651	на котором	2	1
652	территории на	1	1
653	прозе к	1	1
654	возможно и	1	1
655	дело в	1	1
656	только и	3	1
657	характерна и	1	1
658	поэтическое произведение	3	1
659	и лишь	2	1
660	в лингвистическом	1	1
661	его отношение	1	1
662	в другую	1	1
663	которого еще	1	1
664	во всем	1	1
665	и поэтическое	1	1
666	притом как	1	1
667	языка который	3	1
668	так называемый	1	1
669	для осуществления	1	1
670	языка которые	1	1
671	оказывается перед	1	1
672	этом отношении	7	1
673	без исключения	2	1
674	в каком	1	1
675	их от	1	1
676	не от	1	1
677	стиль и	1	1
678	не оказать	1	1
679	для литературы	1	1
680	в направлении	1	1
681	конструкции и	4	1
682	действуют в	1	1
683	есть только	2	1
684	во все	1	1
685	отличается от	1	1
686	всего в	2	1
687	здесь они	1	1
688	этого и	1	1
689	его с	3	1
690	и языком	1	1
691	основной особенности	1	1
692	и можем	1	1
693	должен быть	1	1
694	и это	2	1
695	и замыкается	1	1
696	специфическим особенностям	3	1
697	от произведения	1	1
698	и глубоких	1	1
699	в виду	2	1
700	элемент языка	2	1
701	сторону и	1	1
702	которые просвечивают	1	1
703	с сохранением	1	1
704	некоторые другие	1	1
705	на задний	1	1
706	же не	1	1
707	перед необходимостью	2	1
708	социальное явление	1	1
709	направлении к	1	1
710	для всего	2	1
711	и полемики	2	1
712	изучения и	3	1
713	нет никакой	1	1
714	современное состояние	1	1
715	с самого	2	1
716	степени и	1	1
717	приводит к	2	1
718	нет подхода	1	1
719	на свой	1	1
720	и иные	2	1
721	и совершенно	2	1
722	и которые	1	1
723	каждого из	1	1
724	в плоскости	1	1
725	не одинаково	1	1
726	этим в	1	1
727	как два	1	1
728	еще дальше	1	1
729	это только	1	1
730	является в	2	1
731	языка прямо	1	1
732	был не	1	1
733	если бы	5	1
734	по-новому и	1	1
735	для этого	2	1
736	со стороны	2	1
737	смысле и	1	1
738	связанная с	1	1
739	находится в	2	1
740	каждое из	1	1
741	все дело	3	1
742	установку на	1	1
743	важна здесь	1	1
744	сводится к	5	1
745	этого языка	1	1
746	только так	2	1
747	слова из	1	1
748	этого основного	1	1
749	в язык	1	1
750	и делается	1	1
751	они осуществляются	1	1
752	исследования и	1	1
753	иное значение	1	1
754	как чисто	1	1
755	в различных	1	1
756	и композиции	2	1
757	речь то	1	1
758	по их	1	1
759	это было	3	1
760	свои пределы	1	1
761	данного языка	1	1
762	это может	1	1
763	стилем и	2	1
764	проза же	1	1
765	моментами и	1	1
766	борьба с	2	1
767	во втором	7	1
768	почти полное	1	1
769	что и	8	1
770	языке от	1	1
771	именно такое	1	1
772	и только	5	1
773	крайней мере	1	1
774	богатство и	1	1
775	которые он	1	1
776	в художественной	1	1
777	явления и	2	1
778	он непосредственно	1	1
779	может иметь	1	1
780	его тем	1	1
781	в литературе	1	1
782	время в	1	1
783	правом можно	1	1
784	тот же	1	1
785	характерна для	1	1
786	п в	1	1
787	могла быть	1	1
788	как языка	1	1
789	и так	1	1
790	а лишь	3	1
791	звучат совершенно	1	1
792	в литературу	1	1
793	никак нельзя	1	1
794	или же	2	1
795	открытой форме	1	1
796	других направлений	2	1
797	именно на	3	1
798	в эти	1	1
799	между отдельными	1	1
800	ведь в	1	1
801	существенным и	1	1
802	не встречается	1	1
803	примеры из	1	1
804	в ориентацию	1	1
805	выделения и	1	1
806	в неразрывной	1	1
807	не принимает	1	1
808	почти полностью	1	1
809	и понимание	1	1
810	неразрывной связи	1	1
811	него нет	1	1
812	мастерства в	1	1
813	сам он	2	1
814	и их	3	1
815	и художественно	1	1
816	в прозе	1	1
817	в первый	5	1
818	не выражает	1	1
819	на абстрактно-языковое	1	1
820	словом на	1	1
821	к ним	1	1
822	но что	1	1
823	только с	1	1
824	каждый из	3	1
825	с системой	2	1
826	и оценки	1	1
827	характерных для	1	1
828	не просто	2	1
829	поэзии но	1	1
830	в форме	1	1
831	эти явления	2	1
832	теперь эта	1	1
833	предмету но	1	1
834	момент в	1	1
835	эти формы	1	1
836	на лингвистику	3	1
837	со всем	1	1
838	последнем счете	1	1
839	романа например	1	1
840	без понимания	1	1
841	или иначе	1	1
842	же языка	1	1
843	всякое высказывание	2	1
844	понятий как	1	1
845	так оно	1	1
846	конструкций и	1	1
847	и прежде	3	1
848	здесь эта	1	1
849	литературное произведение	1	1
850	что не	4	1
851	социальной жизни	1	1
852	что для	2	1
853	его из	2	1
854	противном случае	1	1
855	предмет на	1	1
856	то и	3	1
857	был в	1	1
858	словом а	1	1
859	как явление	1	1
860	объект исследования	4	1
861	ничем не	2	1
862	и самый	1	1
863	однако и	3	1
864	языка не	2	1
865	и литературного	2	1
866	о чем	1	1
867	взаимоотношения между	1	1
868	на эту	1	1
869	себе этим	1	1
870	ближе к	1	1
871	он и	3	1
872	его понимает	1	1
873	только теперь	1	1
874	языка непосредственно	1	1
875	совершенно иное	1	1
876	в руках	1	1
877	с помощью	10	1
878	почву для	1	1
879	явления которые	1	1
880	вступает в	1	1
881	слова от	1	1
882	конструкции в	1	1
883	и становятся	2	1
884	языка каждое	1	1
885	контекста и	1	1
886	вместе с	6	1
887	языка мы	2	1
888	системе языка	1	1
889	книге о	1	1
890	и иной	1	1
891	и синтаксической	1	1
892	именно для	1	1
893	установкой на	2	1
894	единство системы	1	1
895	к действительности	3	1
896	от нормального	1	1
897	высказываний и	2	1
898	да и	1	1
899	образом на	1	1
900	лингвистические признаки	1	1
901	этого слова	1	1
902	в реальном	5	1
903	языка которая	1	1
904	всякое слово	1	1
905	аналогии с	1	1
906	и нет	1	1
907	конкретное высказывание	1	1
908	но это	2	1
909	новые и	1	1
910	в более	1	1
911	высказывания а	1	1
912	элементы языка	4	1
913	которых он	1	1
914	языковой системе	1	1
915	к конкретному	2	1
916	основе этой	2	1
917	их все	1	1
918	своем пути	1	1
919	как особая	1	1
920	языке не	1	1
921	с установкой	1	1
922	развертывается в	2	1
923	от них	1	1
924	от него	2	1
925	поэтического и	1	1
926	бы в	5	1
927	особенности в	2	1
928	для его	1	1
929	связью с	1	1
930	строится и	1	1
931	же в	1	1
932	потребность в	1	1
933	мотивировка для	1	1
934	форм он	1	1
935	в системе	1	1
936	помощью которых	1	1
937	различных формах	1	1
938	противоречий и	1	1
939	отношением к	1	1
940	только как	1	1
941	очень велика	1	1
942	от всех	2	1
943	речи и	3	1
944	равно как	2	1
945	развитие и	1	1
946	в последнем	1	1
947	не способны	1	1
948	та же	2	1
949	языка все	2	1
950	в какой	3	1
951	жизни и	3	1
952	диалектам и	1	1
953	и другие	2	1
954	значение в	1	1
955	им и	1	1
956	как на	1	1
957	в таком	2	1
958	они не	4	1
