N	2gram	Vinokur_Vv_1	FransuaR
265	нужно сказать	1	2
266	был в	2	2
267	которых мы	1	2
268	не на	1	2
269	а не	3	2
270	одну из	1	2
271	или с	1	2
272	мира в	1	2
273	в частности	3	2
274	историю и	2	2
275	как это	5	2
276	знать что	1	2
277	также как	1	2
278	своего времени	1	2
279	что мы	2	2
280	и часто	1	2
281	в эту	1	2
282	бы в	1	2
283	в этих	3	2
284	еще более	1	2
285	в том	31	2
286	и у	1	2
287	другой стороны	5	2
288	состоит из	1	2
289	что даже	2	2
290	есть и	4	2
291	и другие	1	2
292	того времени	1	2
293	из четырех	1	2
294	направленности на	1	1
295	сущности лишь	1	1
296	от этой	1	1
297	в мировоззрении	1	1
298	до него	1	1
299	по адресу	1	1
300	и замкнутого	1	1
301	наших дней	1	1
302	сам по	1	1
303	на самом	1	1
304	с расчленением	1	1
305	то в	1	1
306	имели преимущественно	1	1
307	проявляются в	1	1
308	из его	2	1
309	др в	1	1
310	был и	1	1
311	в зависимости	1	1
312	в их	11	1
313	и литературы	2	1
314	смотреть на	4	1
315	всего того	2	1
316	что уже	3	1
317	чтобы не	1	1
318	нам в	1	1
319	так чтобы	3	1
320	не вполне	4	1
321	на тему	2	1
322	жизни как	2	1
323	были в	1	1
324	то это	3	1
325	зависимости от	1	1
326	и говорить	1	1
327	в xix	1	1
328	еще не	4	1
329	между собой	1	1
330	это различные	1	1
331	далее в	1	1
332	мысли и	2	1
333	время в	2	1
334	что его	1	1
335	в различных	2	1
336	выражения в	1	1
337	в изображении	1	1
338	его органами	1	1
339	и места	1	1
340	значение и	2	1
341	к слову	1	1
342	по отношению	4	1
343	отношение к	3	1
344	себе и	2	1
345	не просто	4	1
346	нет и	1	1
347	из важнейших	1	1
348	и речи	1	1
349	в поисках	1	1
350	заключено в	1	1
351	всех ее	1	1
352	и я	1	1
353	необходимый для	1	1
354	чем же	3	1
355	материалом для	1	1
356	с чисто	2	1
357	не самый	1	1
358	что к	1	1
359	что нет	2	1
360	что по	1	1
361	и к	1	1
362	в действительности	1	1
363	книгу о	1	1
364	есть ли	1	1
365	искусство и	2	1
366	в этот	2	1
367	и полностью	1	1
368	в которой	1	1
369	точку зрения	1	1
370	в целом	5	1
371	сливается с	3	1
372	чем больше	2	1
373	образа этот	1	1
374	во многих	1	1
375	слова было	1	1
376	бы только	1	1
377	если он	1	1
378	не могла	1	1
379	этот процесс	3	1
380	широком смысле	8	1
381	направлено на	1	1
382	и стало	1	1
383	оно было	1	1
384	в соответствующей	1	1
385	народов но	2	1
386	перестает быть	1	1
387	с именем	1	1
388	он должен	1	1
389	в подлиннике	1	1
390	не как	3	1
391	и вот	3	1
392	новое и	1	1
393	чтобы в	1	1
394	из него	1	1
395	данных по	1	1
396	именно это	1	1
397	но все	3	1
398	такого же	2	1
399	это конечно	1	1
400	значительной степени	1	1
401	жить в	1	1
402	на нее	2	1
403	внешний характер	1	1
404	в каждом	4	1
405	различие между	1	1
406	же касается	2	1
407	или два	1	1
408	был первым	1	1
409	традиции и	4	1
410	значило бы	1	1
411	его в	6	1
412	обоих случаях	1	1
413	и других	3	1
414	на протяжении	2	1
415	нечего и	1	1
416	он есть	1	1
417	не совпадает	1	1
418	и основные	1	1
419	должен был	4	1
420	нам по	1	1
421	и тем	5	1
422	видеть и	1	1
423	между отдельными	1	1
424	ведь в	1	1
425	здесь нет	4	1
426	в жизни	1	1
427	особое отношение	1	1
428	говорить в	1	1
429	могут даже	1	1
430	них должно	1	1
431	на основании	5	1
432	характера то	1	1
433	с тем	6	1
434	необходимость в	1	1
435	эту тему	1	1
436	он и	2	1
437	несмотря на	2	1
438	уже у	1	1
439	рода и	1	1
440	каждым новым	1	1
441	строгом смысле	3	1
442	чем в	3	1
443	ряде других	1	1
444	и тогда	3	1
445	это очевидно	2	1
446	и того	2	1
447	таких выражений	1	1
448	тут нет	1	1
449	момента в	2	1
450	в следующем	1	1
451	представляла собой	1	1
452	не столько	2	1
453	большей степени	2	1
454	в которых	6	1
455	своего рода	3	1
456	от его	1	1
457	и другого	1	1
458	свою деятельность	1	1
459	историки и	1	1
460	моментов но	1	1
461	его время	1	1
462	о теории	1	1
463	не могли	2	1
464	вещей и	1	1
465	ним в	1	1
466	для нее	1	1
467	по себе	9	1
468	в историческом	1	1
469	же мы	1	1
470	значительное место	1	1
471	этой области	3	1
472	в отношении	2	1
473	самостоятельное существование	1	1
474	не менее	8	1
475	не раз	1	1
476	что с	3	1
477	этого же	1	1
478	в обоих	2	1
479	правда в	1	1
480	дело в	3	1
481	того как	3	1
482	народов в	1	1
483	в идее	1	1
484	которого он	1	1
485	и именно	12	1
486	и отдельных	1	1
487	о них	2	1
488	не имеет	4	1
489	понять что	1	1
490	так много	1	1
491	казалось бы	2	1
492	ничего не	2	1
493	одна из	2	1
494	же между	1	1
495	к концу	1	1
496	могли не	1	1
497	и нужно	1	1
498	разной степени	1	1
499	входят в	1	1
500	из существенных	1	1
501	как будто	3	1
502	ему не	1	1
503	в рим	1	1
504	факта что	1	1
505	об особой	1	1
506	у меня	1	1
507	такие же	1	1
508	обращенной к	1	1
509	в момент	1	1
510	искусства и	1	1
511	в основу	2	1
512	могут быть	4	1
513	языках и	1	1
514	с полной	1	1
515	той или	1	1
516	свое значение	2	1
517	нем есть	1	1
518	если же	2	1
519	и это	6	1
520	приходит к	1	1
521	и о	1	1
522	но вообще	1	1
523	здесь не	2	1
524	iv в	2	1
525	совершенно ясно	1	1
526	только то	1	1
527	в себя	1	1
528	золото и	1	1
529	можно было	7	1
530	ясно что	9	1
531	и прочих	1	1
532	мог бы	2	1
533	жизнь и	1	1
534	всегда связана	1	1
535	нас и	1	1
536	об этом	5	1
537	ними и	1	1
538	дальнейшего развития	1	1
539	и т.д	4	1
540	в работе	3	1
541	язык и	3	1
542	настоящее время	1	1
543	одного из	1	1
544	после того	2	1
545	только за	1	1
546	можно сказать	3	1
547	языке как	1	1
548	времени в	3	1
549	по их	2	1
550	каждом из	1	1
551	места и	1	1
552	нем не	1	1
553	есть такие	1	1
554	судить о	1	1
555	в языке	1	1
556	что и	3	1
557	внешним образом	1	1
558	это не	8	1
559	новой жизнью	1	1
560	наук и	3	1
561	в лучшем	1	1
562	различия между	1	1
563	руки его	1	1
564	этой целью	1	1
565	то все	1	1
566	нашел в	1	1
567	что здесь	2	1
568	рассуждение о	1	1
569	том как	1	1
570	оказалось что	2	1
571	с ними	1	1
572	этот вопрос	4	1
573	это особенно	1	1
574	с каждым	1	1
575	как нечто	8	1
576	целого и	2	1
577	по времени	2	1
578	и так	1	1
579	значительной мере	1	1
580	которых он	1	1
581	по этому	2	1
582	в уста	1	1
583	времени как	1	1
584	ведущие к	1	1
585	до наших	1	1
586	с двумя	1	1
587	литературы в	3	1
588	тем временем	1	1
589	уже не	5	1
590	одном отношении	1	1
591	поэтому его	1	1
592	носа и	1	1
593	не дает	1	1
594	или даже	1	1
595	и обратно	4	1
596	понятий в	1	1
597	одно из	5	1
598	совсем другое	1	1
599	для него	1	1
600	европейских народов	3	1
601	и должна	1	1
602	выражаются в	1	1
603	ее не	1	1
604	к ним	1	1
605	мы можем	2	1
606	новым поколением	1	1
607	в системе	1	1
608	в широком	7	1
609	для того	21	1
610	момент в	1	1
611	а потому	3	1
612	говорится что	1	1
613	в число	2	1
614	или иной	1	1
615	и из	1	1
616	однако что	1	1
617	вполне понятными	1	1
618	к которому	1	1
619	в предисловии	1	1
620	еще и	3	1
621	во второй	3	1
622	это своеобразное	1	1
623	в актах	1	1
624	и прямо	1	1
625	говорит о	3	1
626	самом же	1	1
627	не было	1	1
628	чтобы убедиться	1	1
629	на этот	4	1
630	а главное	1	1
631	бы ее	2	1
632	а так	2	1
633	о чем	4	1
634	человеческой культуры	2	1
635	что из	1	1
636	и историческими	2	1
637	в связи	2	1
638	для этой	1	1
639	и об	1	1
640	в руках	1	1
641	него в	2	1
642	xviii в	6	1
643	эта связь	1	1
644	этой работы	3	1
645	мы говорим	2	1
646	в строгом	3	1
647	которого мы	2	1
648	в разной	2	1
649	предисловии к	1	1
650	видит в	4	1
651	целом ряде	2	1
652	наряду с	2	1
653	и границы	1	1
654	смысле этого	8	1
655	не больше	1	1
656	на эту	1	1
657	это есть	2	1
658	что же	3	1
659	опору в	1	1
660	да и	4	1
661	по существу	2	1
662	в числе	1	1
663	действительно ли	1	1
664	действительно не	1	1
665	этого слова	2	1
666	слова и	1	1
667	части своего	1	1
668	лучшем случае	1	1
669	мира у	1	1
670	не существует	2	1
671	имеет дело	5	1
672	он по	1	1
673	формах и	1	1
674	это как	1	1
675	в настоящее	1	1
676	а к	1	1
677	в ближайшем	1	1
678	из различных	1	1
679	из себя	1	1
680	у них	1	1
681	конце концов	2	1
682	по самой	2	1
683	г и	1	1
684	самым лучшим	1	1
685	нисколько не	3	1
686	этот традиционный	1	1
687	природе и	2	1
688	для нашего	1	1
689	жизни а	1	1
690	в явление	1	1
691	отношению к	4	1
692	начале этой	1	1
693	этот последний	1	1
694	и другой	1	1
695	ii но	1	1
696	прямо как	1	1
697	чтобы говорить	1	1
698	по поводу	1	1
699	это в	2	1
700	что непосредственно	1	1
701	как на	11	1
