N	2gram	Losev_Prob_4	Formalny
619	и событий	1	1
620	он их	1	1
621	его изображения	1	1
622	себя в	2	1
623	в конкретной	2	1
624	ориентации в	3	1
625	в виде	22	1
626	а это	3	1
627	или даже	4	1
628	из них	3	1
629	произведения не	1	1
630	предмет и	1	1
631	себе в	3	1
632	никто не	2	1
633	представить себе	2	1
634	от тех	1	1
635	с этими	1	1
636	так как	5	1
637	сама в	1	1
638	но что	1	1
639	у него	1	1
640	и несет	1	1
641	какова его	1	1
642	с действительностью	1	1
643	он один	1	1
644	конструкция есть	1	1
645	все-таки не	1	1
646	бы тогда	1	1
647	же деле	2	1
648	связан с	1	1
649	отражает действительность	1	1
650	ней и	1	1
651	выходит за	2	1
652	или иной	13	1
653	его специфичности	1	1
654	предмет изображения	1	1
655	здесь дело	1	1
656	что они	2	1
657	а именно	2	1
658	закону в	1	1
659	относящихся к	1	1
660	содержание его	1	1
661	что не	4	1
662	тут-то и	1	1
663	что для	1	1
664	основные тенденции	1	1
665	весьма неопределенно	1	1
666	самом же	2	1
667	нужно сказать	1	1
668	жизни их	1	1
669	к своему	2	1
670	однако и	1	1
671	не коснулись	1	1
672	не мыслится	1	1
673	для человека	1	1
674	об ее	2	1
675	в какую-нибудь	1	1
676	несмотря на	4	1
677	чем глубже	1	1
678	к содержанию	1	1
679	и данного	1	1
680	в непрерывном	1	1
681	к его	3	1
682	пространства и	1	1
683	его на	1	1
684	жизни а	1	1
685	требует от	1	1
686	из которых	3	1
687	какого бы	1	1
688	для искусства	3	1
689	по своему	6	1
690	если оно	2	1
691	по поводу	1	1
692	сравнению с	1	1
693	в той	8	1
694	во все	2	1
695	что же	1	1
696	образ и	2	1
697	эти последние	1	1
698	отдельности и	1	1
699	ней не	1	1
700	значит что	8	1
701	это значит	10	1
702	структур но	1	1
703	методы их	1	1
704	получает свое	1	1
705	стремление в	1	1
706	дело здесь	1	1
707	в это	2	1
708	и всех	2	1
709	весь этот	2	1
710	с бытием	1	1
711	но даже	4	1
712	как предмет	2	1
713	между прочим	3	1
714	приобщаясь к	1	1
715	в смысле	5	1
716	впрочем даже	1	1
717	между собой	2	1
718	кроме того	4	1
719	тех или	4	1
720	не является	10	1
721	отношениях к	1	1
722	и для	4	1
723	слова но	3	1
724	анализа и	1	1
725	не подлежит	1	1
726	или в	5	1
727	что оно	1	1
728	сознания и	3	1
729	мира и	1	1
730	том что	12	1
731	чтобы понять	1	1
732	но отнюдь	1	1
733	это уже	3	1
734	или другой	3	1
735	для нас	6	1
736	из себя	2	1
737	художественного изображения	1	1
738	еще более	2	1
739	тем более	4	1
740	не будучи	1	1
741	и смысл	1	1
742	эти особенности	1	1
743	ни к	2	1
744	с понятием	1	1
745	его жизнь	1	1
746	только что	2	1
747	и всесторонне	1	1
748	но чисто	1	1
749	они и	2	1
750	нам в	1	1
751	эстетике и	1	1
752	с ней	2	1
753	не говоря	3	1
754	руки и	1	1
755	с необходимостью	1	1
756	сказать что	7	1
757	другой стороны	6	1
758	или эмоций	1	1
759	совершенно не	3	1
760	относящегося сюда	1	1
761	о себе	3	1
762	самой же	2	1
763	в отдельности	1	1
764	при изучении	1	1
765	из этого	3	1
766	себе но	1	1
767	всем этом	1	1
768	можем не	1	1
769	также не	1	1
770	это в	1	1
771	это понятие	1	1
772	ее развития	1	1
773	этой точки	1	1
774	том числе	1	1
