N	2gram	Voloshinov_1	Analitik
163	вовсе не	1	2
164	так как	9	2
165	несмотря на	1	2
166	произведения однако	1	2
167	такой же	2	2
168	о ком	2	2
169	для него	3	2
170	художественного творчества	3	2
171	не должен	1	2
172	к предмету	5	2
173	только для	1	2
174	которые в	1	2
175	том и	1	2
176	для этого	1	2
177	в психике	2	2
178	тогда когда	2	2
179	в процессе	6	2
180	совпадает с	2	2
181	никогда не	5	2
182	в коем	1	2
183	и является	4	2
184	науке о	1	2
185	же самое	2	2
186	анализа в	1	2
187	как мы	1	2
188	и о	1	2
189	здесь не	3	2
190	в пределах	3	2
191	принимают участие	1	2
192	в искусстве	1	2
193	художественное творчество	1	2
194	на примере	2	2
195	должно быть	1	2
196	основе своей	1	2
197	и та	2	2
198	за пределами	1	2
199	можно сказать	5	2
200	деле в	1	2
201	в двух	1	2
202	ли он	1	2
203	коем случае	1	2
204	или не	3	2
205	сколько бы	3	2
206	при помощи	1	2
207	его и	1	2
208	себе в	1	2
209	сами по	1	2
210	бытия и	1	2
211	этом отношении	1	2
212	образом не	1	2
213	для художественного	1	2
214	было бы	1	2
215	и потому	2	2
216	в данном	2	2
217	и тогда	1	2
218	тех или	1	2
219	не является	1	2
220	это как	3	2
221	тем более	1	2
222	нет ничего	2	2
223	другой стороны	2	2
224	была бы	2	2
225	культуры в	1	2
226	героя в	1	2
227	в какой	2	2
228	художественном произведении	3	1
229	же нам	1	1
230	структуры произведения	1	1
231	например в	1	1
232	сам по	1	1
233	отношения между	1	1
234	или о	1	1
235	по преимуществу	1	1
236	нем но	1	1
237	не имеют	1	1
238	должна быть	5	1
239	и больше	1	1
240	в зависимости	2	1
241	обойтись без	1	1
242	мы уже	1	1
243	она в	1	1
244	и значение	2	1
245	к художественному	1	1
246	ситуации в	1	1
247	мы не	3	1
248	в изолированно	1	1
249	положения в	1	1
250	ни единого	1	1
251	высказывания в	1	1
252	он как	1	1
253	состава произведения	1	1
254	равно как	1	1
255	существеннейшее влияние	1	1
256	не вполне	1	1
257	что можно	1	1
258	как не	2	1
259	зависимости от	4	1
260	не способен	2	1
261	в ней	6	1
262	свою очередь	1	1
263	быть понято	1	1
264	произведение и	2	1
265	литературы и	4	1
266	произведения что	1	1
267	оно ни	1	1
268	в чем	2	1
269	является таким	1	1
270	во всех	1	1
271	тем как	2	1
272	как если	4	1
273	в ее	1	1
274	и всего	1	1
275	к которой	1	1
276	сознания не	1	1
277	общения обладающий	1	1
278	же деле	1	1
279	независимо от	2	1
280	как в	5	1
281	предполагает в	1	1
282	есть в	1	1
283	в противном	1	1
284	и наконец	3	1
285	произведения так	1	1
286	более или	1	1
287	все возможные	1	1
288	значение этих	1	1
289	о самом	1	1
290	это особый	1	1
291	именно эта	1	1
292	природу художественной	1	1
293	та же	1	1
294	что это	1	1
295	в вещи	1	1
296	и тот	1	1
297	имеем в	2	1
298	и те	2	1
299	социального взаимодействия	3	1
300	из общей	2	1
301	двух других	1	1
302	не обходится	1	1
303	но прежде	1	1
304	взаимодействия трех	1	1
305	противном случае	1	1
306	приходят к	1	1
307	в рамки	1	1
308	творца и	7	1
309	к некоторому	1	1
310	в виде	1	1
311	не как	1	1
312	из него	2	1
313	слушателя который	2	1
314	учитывает третьего	1	1
315	не бывает	1	1
316	но все	2	1
317	от нее	1	1
318	здесь мы	1	1
319	что все	1	1
320	выражение и	2	1
321	же не	1	1
322	незаместимое место	1	1
323	ей в	1	1
324	их эстетического	1	1
325	вещи и	2	1
326	высказывания и	2	1
327	оно становится	1	1
328	его в	4	1
329	который и	1	1
330	в воспринимающем	1	1
331	и тем	1	1
332	моменты произведения	1	1
333	или хотя	1	1
334	участие в	1	1
335	для них	1	1
336	и во-вторых	1	1
337	в них	3	1
338	героя или	2	1
339	все равно	1	1
340	и уже	3	1
341	одна и	1	1
342	свойственной формой	1	1
343	оказывает существеннейшее	1	1
344	остается в	1	1
345	и становится	1	1
346	или менее	1	1
347	в этих	2	1
348	все более	1	1
349	осмысленно написанное	1	1
350	автором и	2	1
351	трех говорящего	1	1
352	и ее	3	1
353	том же	1	1
354	в отношении	2	1
355	в такой	3	1
356	произведения поскольку	1	1
357	свой смысл	1	1
358	бы мы	3	1
359	предмета изучения	1	1
360	него не	1	1
361	точку зрения	2	1
362	по крайней	1	1
363	речи в	2	1
364	не должно	1	1
365	ним в	1	1
366	свое незаместимое	1	1
367	зрения и	1	1
368	случае мы	1	1
369	по мере	1	1
370	между людьми	1	1
371	не менее	3	1
372	суждения о	1	1
373	находится не	1	1
374	произнесенное или	1	1
375	в обоих	1	1
376	и остается	1	1
377	на него	2	1
378	виду не	1	1
379	которого и	1	1
380	наблюдений над	1	1
381	из этой	1	1
382	ничего не	2	1
383	эта сторона	1	1
384	этих двух	2	1
385	собственной только	1	1
386	что собственно	1	1
387	художественное обнимает	1	1
388	в структуру	1	1
389	того в	1	1
390	называет это	1	1
391	но это	2	1
392	эти три	1	1
393	входят в	1	1
394	трех моментов	1	1
395	в каком	3	1
396	можем мы	1	1
397	одно и	2	1
398	разрыв между	2	1
399	в событии	2	1
400	того о	1	1
401	теоретической поэтики	3	1
402	оно не	2	1
403	на это	2	1
404	особый тип	1	1
405	говорит о	1	1
406	и художественное	1	1
407	вне этого	1	1
408	в виду	5	1
409	но при	1	1
410	нашей работы	1	1
411	миром и	1	1
412	определенным образом	1	1
413	однако эта	1	1
414	осуществление этой	1	1
415	слово есть	1	1
416	по аналогии	1	1
417	те же	2	1
418	а этот	1	1
419	продукт социального	2	1
420	является в	1	1
421	место но	1	1
422	и всякого	1	1
423	ритм и	1	1
424	не отвечает	1	1
425	быть ни	1	1
426	приближается к	1	1
427	материала и	4	1
428	слова как	1	1
429	но мы	2	1
430	и что	2	1
431	на что	1	1
432	слово социальное	1	1
433	аналогии с	1	1
434	и во	1	1
435	всего целого	1	1
436	положения и	1	1
437	произведение является	1	1
438	его смысла	1	1
439	структуру а	1	1
440	изолированно взятой	1	1
441	они являются	1	1
442	только ему	3	1
443	автор как	1	1
444	мы ни	5	1
445	читателя и	1	1
446	и оказывает	1	1
447	и осознает	1	1
448	и только	1	1
449	крайней мере	1	1
450	действительно произнесенное	1	1
451	третьего слушателя	1	1
452	во внутренней	1	1
453	слов и	1	1
454	и иных	1	1
455	все время	6	1
456	знания и	1	1
457	или может	1	1
458	в современной	1	1
459	быть и	3	1
460	в формах	2	1
461	на которой	1	1
462	тот же	1	1
463	мы увидим	1	1
464	друг друга	1	1
465	как нечто	1	1
466	входит в	1	1
467	но то	1	1
468	все они	2	1
469	социальное событие	1	1
470	связи с	1	1
471	говорящего автора	1	1
472	не можем	1	1
473	его смыслу	1	1
474	и продукт	1	1
475	слова не	1	1
476	или даже	1	1
477	в душе	2	1
478	обнимает все	1	1
479	не так	2	1
480	для другой	1	1
481	и художественно	1	1
482	всяком случае	1	1
483	в одном	1	1
484	в пространстве	1	1
485	созерцателя художественное	1	1
486	может претендовать	1	1
487	говорят героя	1	1
488	у него	1	1
489	и рождается	1	1
490	есть выражение	1	1
491	это по	1	1
492	в науке	1	1
493	вне произведения	1	1
494	чем говорят	1	1
495	само собой	1	1
496	социальной ситуации	1	1
497	только на	3	1
498	в особенности	2	1
499	выходит за	1	1
500	нам не	1	1
501	до сих	3	1
502	форму высказывания	1	1
503	влияние на	2	1
504	моменты и	1	1
505	может и	1	1
506	ком или	1	1
507	один и	1	1
508	и др	5	1
509	что для	1	1
510	одного только	1	1
511	не было	1	1
512	взятой психике	1	1
513	непосредственно к	1	1
514	его как	2	1
515	событии художественного	1	1
516	о чем	1	1
517	для эстетики	1	1
518	связь с	2	1
519	ни на	2	1
520	ко всем	2	1
521	как это	2	1
522	в лице	1	1
523	обладающий собственной	1	1
524	все моменты	1	1
525	внехудожественной действительности	1	1
526	если оно	1	1
527	единство а	1	1
528	раз что	1	1
529	обоих этих	1	1
530	да и	3	1
531	форма в	2	1
532	историка литературы	1	1
533	с этой	2	1
534	самом же	1	1
535	еще раз	2	1
536	художественный смысл	1	1
537	является для	2	1
538	сих пор	3	1
539	вступает во	1	1
540	и таким	1	1
541	героя слово	1	1
542	перед нами	1	1
543	к другим	1	1
544	этом смысле	1	1
545	она должна	1	1
546	него свое	1	1
547	с автором	3	1
548	только одна	1	1
549	и для	3	1
550	психике творца	2	1
551	искусства как	1	1
552	три момента	1	1
553	при таком	1	1
554	человека для	1	1
555	имеет дело	1	1
556	что оно	1	1
557	в результате	1	1
558	между ними	2	1
559	человек и	1	1
560	но отнюдь	2	1
561	хотя и	1	1
562	ее и	3	1
563	для нас	7	1
564	от него	1	1
565	мы должны	1	1
566	же оно	1	1
567	самом себе	1	1
568	есть уже	2	1
569	бы оно	2	1
570	жизни в	1	1
571	в свою	1	1
572	или осмысленно	1	1
573	не знает	1	1
574	время учитывает	1	1
575	к его	2	1
576	характерной чертой	1	1
577	из этого	3	1
578	тип общения	1	1
579	ему свойственной	1	1
580	включает в	1	1
581	жизни и	4	1
582	и эта	1	1
583	они не	1	1
584	во всяком	1	1
585	этой точки	3	1
586	психике созерцателя	1	1
