N	2gram	Trubetskoy_1	Psycholo
196	из двух	1	3
197	чем у	1	3
198	на этот	4	3
199	когда она	1	3
200	в данном	1	3
201	в той	1	3
202	это есть	1	3
203	друг с	5	3
204	как из	1	3
205	при таком	2	3
206	не существует	1	3
207	целый ряд	4	3
208	мы должны	6	3
209	хотя бы	3	3
210	обстоит дело	1	3
211	в свою	2	3
212	и сейчас	2	3
213	и другие	3	3
214	к этому	3	3
215	в таком	3	3
216	от этой	1	2
217	же как	3	2
218	того же	6	2
219	это и	1	2
220	что когда	1	2
221	и до	1	2
222	что эти	3	2
223	отношения к	1	2
224	а как	1	2
225	это совершенно	1	2
226	он как	1	2
227	время как	1	2
228	два совершенно	1	2
229	между собой	1	2
230	с его	2	2
231	во всех	2	2
232	различия между	2	2
233	совсем не	1	2
234	по отношению	1	2
235	отличие от	1	2
236	в одной	1	2
237	с этим	1	2
238	ни один	2	2
239	он в	2	2
240	все эти	6	2
241	в нашем	1	2
242	в нашей	1	2
243	именно из	2	2
244	что от	1	2
245	ином виде	1	2
246	и следовательно	1	2
247	но все	7	2
248	и с	10	2
249	образом если	2	2
250	в глазах	2	2
251	из них	7	2
252	о которых	1	2
253	к которым	2	2
254	чем в	1	2
255	должно быть	1	2
256	и того	1	2
257	одного и	1	2
258	и при	3	2
259	в котором	4	2
260	с точки	6	2
261	в отличие	1	2
262	в которых	4	2
263	искусства не	1	2
264	сами по	1	2
265	влечет за	2	2
266	в отношении	6	2
267	и ясно	1	2
268	в то	4	2
269	того как	1	2
270	к этим	1	2
271	и так	1	2
272	мы испытываем	1	2
273	замечательно что	1	2
274	ли не	1	2
275	отличается от	2	2
276	оно на	1	2
277	заставляет их	1	2
278	которого мы	1	2
279	смерти в	1	2
280	в себя	1	2
281	приводит к	2	2
282	не с	2	2
283	и даже	3	2
284	ничего не	1	2
285	или иной	2	2
286	можно сказать	3	2
287	связь между	1	2
288	в сферу	1	2
289	тех пор	2	2
290	быть и	2	2
291	обе эти	1	2
292	что даже	1	2
293	их не	1	2
294	в качестве	3	2
295	бы по	1	2
296	связи с	9	2
297	его с	1	2
298	в душе	1	2
299	дает ему	1	2
300	мы знаем	1	2
301	представить себе	1	2
302	в одном	3	2
303	это по	1	2
304	нет в	1	2
305	представляют собой	1	2
306	что тот	1	2
307	деле если	1	2
308	и самый	1	2
309	с помощью	1	2
310	в течение	4	2
311	по существу	2	2
312	с этой	3	2
313	все это	6	2
314	и таким	3	2
315	что касается	1	2
316	не является	1	2
317	которых он	1	2
318	той или	2	2
319	то о	1	2
320	находит свое	1	2
321	конце концов	3	2
322	же в	1	2
323	давно уже	1	2
324	есть то	1	2
325	из этого	2	2
326	себе не	1	2
327	говорили о	2	1
328	смысле слова	1	1
329	только он	1	1
330	речь идет	1	1
331	одним из	2	1
332	в сфере	1	1
333	дошел до	1	1
334	связана с	2	1
335	в такой	1	1
336	языку и	1	1
337	он может	1	1
338	силы и	2	1
339	идет о	1	1
340	который можно	1	1
341	ритм которой	1	1
342	когда человек	2	1
343	все те	1	1
344	всегда на	2	1
345	то самое	1	1
346	и за	1	1
347	и могут	1	1
348	есть страдание	1	1
349	из всех	3	1
350	уложить в	1	1
351	еще на	2	1
352	из своих	2	1
353	мы и	1	1
354	так называемые	3	1
355	большей частью	3	1
356	своем целом	1	1
357	на них	1	1
358	в чем	1	1
359	чуть ли	1	1
360	основано на	2	1
361	ними в	1	1
362	видели что	1	1
363	связано с	2	1
364	если в	3	1
365	эта особенность	1	1
366	души и	1	1
367	с психологической	1	1
368	вступают в	1	1
369	отношение к	5	1
370	или иное	2	1
371	отличаются от	2	1
372	значительной мере	2	1
373	один и	1	1
374	к сожалению	3	1
375	относится к	2	1
376	общего с	2	1
377	под этой	1	1
378	и нет	3	1
379	еще и	1	1
380	тот единственный	1	1
381	неизмеримо более	1	1
382	более или	5	1
383	от этого	1	1
384	и отчасти	1	1
385	них как	1	1
386	за собой	3	1
387	та же	1	1
388	внешней природы	1	1
389	бы с	1	1
390	представляет собой	3	1
391	что так	1	1
392	учение о	4	1
393	и тот	1	1
394	имеем в	1	1
395	тому же	5	1
396	так сказать	1	1
397	по ложному	1	1
398	задний план	1	1
399	главным образом	8	1
400	время и	1	1
401	но именно	1	1
402	не к	2	1
403	этой точке	1	1
404	существует и	1	1
405	по своему	2	1
406	на земле	1	1
407	но вместе	2	1
408	которые только	1	1
409	его от	2	1
410	и отдельные	1	1
411	с собой	1	1
412	от нее	1	1
413	в одну	1	1
414	различие между	1	1
415	единственное что	1	1
416	на этой	1	1
417	еще хуже	1	1
418	в музыке	1	1
419	таково в	1	1
420	что один	1	1
421	этим именем	1	1
422	в жизни	1	1
423	и смерти	1	1
424	о характере	1	1
425	в минуту	1	1
426	этого слова	1	1
427	далеко не	4	1
428	его все	1	1
429	оно имеет	1	1
430	эти тенденции	1	1
431	или менее	5	1
432	в эту	2	1
433	что такое	1	1
434	благодаря этому	2	1
435	согласно этому	1	1
436	то для	1	1
437	человеком и	1	1
438	как простой	1	1
439	все и	1	1
440	представление о	6	1
441	оказывается что	3	1
442	жизни с	1	1
443	признать что	2	1
444	образом через	1	1
445	не менее	3	1
446	одном из	1	1
447	в корне	1	1
448	эта мысль	1	1
449	но эта	1	1
450	которые в	2	1
451	с какими-нибудь	1	1
452	в россии	2	1
453	по крайней	5	1
454	их в	1	1
455	необходимо чтобы	1	1
456	бы быть	1	1
457	не имеющего	1	1
458	даже в	1	1
459	заставляет его	1	1
460	сам он	1	1
461	героем и	1	1
462	этих трех	1	1
463	случае в	1	1
464	непосредственно ни	1	1
465	вплоть до	2	1
466	но они	1	1
467	до известной	1	1
468	стремление к	1	1
469	иной раз	2	1
470	из нас	1	1
471	для каждого	2	1
472	тогда когда	2	1
473	ее с	2	1
474	в процессе	2	1
475	взглянуть на	1	1
476	героев и	2	1
477	не могло	2	1
478	не имеет	5	1
479	это мы	1	1
480	в разных	2	1
481	больше чем	2	1
482	под этим	1	1
483	которые и	1	1
484	очень мало	4	1
485	пути и	1	1
486	совершенно неправильно	1	1
487	и важных	1	1
488	в русском	2	1
489	очень редких	1	1
490	и является	2	1
491	ничто не	1	1
492	только с	1	1
493	в области	9	1
494	всех прочих	1	1
495	ума и	1	1
496	являются не	1	1
497	те и	2	1
498	и другой	2	1
499	лежит в	1	1
500	в других	3	1
501	должны быть	1	1
502	этого и	1	1
503	на это	1	1
504	всегда в	1	1
505	ложному пути	1	1
506	разные стороны	1	1
507	но по	3	1
508	с ее	1	1
509	как не	1	1
510	свою очередь	1	1
511	они к	1	1
512	однако несмотря	1	1
513	здесь не	1	1
514	без всякого	1	1
515	и от	4	1
516	как по	1	1
517	то или	2	1
518	уже с	3	1
519	только то	1	1
520	то время	1	1
521	значение в	1	1
522	если они	1	1
523	в высших	1	1
524	подойти к	3	1
525	по тому	2	1
526	основана на	1	1
527	и охотно	1	1
528	и т.д	6	1
529	говорить не	1	1
530	другими словами	1	1
531	что перед	1	1
532	этом последнем	1	1
533	после того	1	1
534	приспособить к	1	1
535	как этот	1	1
536	в значительной	3	1
537	за каждое	1	1
538	и во	1	1
539	под именем	1	1
540	это изменение	1	1
541	к нему	7	1
542	том или	1	1
543	между тем	2	1
544	борющихся друг	1	1
545	крайней мере	5	1
546	те черты	1	1
547	вслед за	2	1
548	старости и	1	1
549	что жизнь	1	1
550	не так	1	1
551	и другую	1	1
552	эти последние	1	1
553	на которой	1	1
554	приходится начинать	1	1
555	о его	1	1
556	сделать это	1	1
557	одной из	5	1
558	которым он	1	1
559	однако в	1	1
560	пор не	1	1
561	к их	1	1
562	то в	1	1
563	и действительно	2	1
564	между этим	1	1
565	всех его	1	1
566	между этими	2	1
567	и ее	1	1
568	себя в	1	1
569	его жизнь	1	1
570	уже не	3	1
571	составить себе	1	1
572	направлены в	1	1
573	в виде	4	1
574	в начале	2	1
575	в сознании	1	1
576	в понятие	1	1
577	при помощи	1	1
578	законов то	2	1
579	но совершенно	1	1
580	что сама	1	1
581	и их	1	1
582	никто не	1	1
583	его души	1	1
584	могло бы	1	1
585	они направлены	1	1
586	заметить что	1	1
587	или ином	1	1
588	не сознает	1	1
589	смерти и	1	1
590	параллельно с	1	1
591	которые как	1	1
592	найти его	1	1
593	не были	1	1
594	ней и	1	1
595	значение которое	1	1
596	же были	1	1
597	совпадает с	1	1
598	давало ему	1	1
599	превращается в	2	1
600	весьма вероятно	1	1
601	не было	2	1
602	представляется в	1	1
603	целым рядом	1	1
604	выступают в	1	1
605	сходство в	1	1
606	в одно	2	1
607	если не	2	1
608	действия в	1	1
609	мы видели	2	1
610	все более	1	1
611	ни на	1	1
612	согласно этой	1	1
613	свое особое	1	1
614	знаем о	1	1
615	при которых	1	1
616	требует от	2	1
617	в постоянном	1	1
618	конечно не	2	1
619	на которого	1	1
620	на внутреннем	1	1
621	смысле этого	1	1
622	да и	1	1
623	как к	1	1
624	в очень	1	1
625	только для	2	1
626	но это	1	1
627	но для	1	1
628	или по	2	1
629	в смысле	4	1
630	психической жизни	2	1
631	сознании и	2	1
632	известной степени	1	1
633	нормального человека	1	1
634	не имея	1	1
635	которых каждый	1	1
636	много но	1	1
637	совершается в	1	1
638	и другим	1	1
639	на задний	1	1
640	с которого	2	1
641	том виде	2	1
642	совершенно иное	1	1
643	гораздо менее	2	1
644	не представляет	1	1
645	но когда	2	1
646	души в	1	1
647	у них	3	1
648	тем более	1	1
649	ни к	1	1
650	находим в	1	1
651	все они	1	1
652	во время	4	1
653	психологической точки	1	1
654	этих элементов	1	1
655	к ее	1	1
656	человека то	1	1
657	может и	1	1
658	нет ничего	1	1
659	с ними	1	1
660	состоит из	1	1
661	но этим	1	1
662	к его	2	1
663	по одному	1	1
664	жизни а	1	1
665	этом процессе	1	1
666	отношению к	3	1
667	ко всему	2	1
668	чтобы он	1	1
669	сила и	1	1
670	можно назвать	2	1
671	во всяком	6	1
672	все что	2	1
673	этой точки	2	1
674	ничего общего	2	1
