N	2gram	Bakhtin_fo_2	KulturaY
561	пр и	1	1
562	больших и	1	1
563	и слово	1	1
564	если не	2	1
565	эти особенности	1	1
566	результате и	1	1
567	есть точка	1	1
568	какая же	1	1
569	что во	1	1
570	и потому	2	1
571	отсюда и	2	1
572	дана в	3	1
573	к самому	1	1
574	при переходе	1	1
575	не знал	1	1
576	наряду с	2	1
577	лежат в	1	1
578	сказать только	1	1
579	скорее можно	1	1
580	форма в	2	1
581	исходя из	1	1
582	то на	1	1
583	с рядом	16	1
584	и было	4	1
585	дело здесь	1	1
586	себе место	1	1
587	дело идет	2	1
588	в смысле	5	1
589	о душе	1	1
590	с большой	2	1
591	и для	9	1
592	уже на	1	1
593	и от	2	1
594	самая форма	1	1
595	литературных жанров	1	1
596	с двух	1	1
597	лишь как	1	1
598	же что	1	1
599	у них	2	1
600	интерес к	1	1
601	быть что	1	1
602	которое конечно	1	1
603	идет об	1	1
604	же в	4	1
605	и другие	3	1
606	есть здесь	1	1
607	в целях	1	1
608	несмотря на	1	1
609	нам не	1	1
610	в свою	1	1
611	между ними	2	1
612	на более	1	1
613	состоит из	1	1
614	они как	1	1
615	же относится	1	1
616	например и	1	1
617	в последнем	2	1
618	одновременно и	1	1
619	на различные	1	1
620	находящихся в	1	1
621	и идеи	3	1
622	есть и	4	1
623	занимает в	1	1
624	на своем	1	1
625	к этому	3	1
626	что то	1	1
627	и вместе	1	1
628	уже есть	1	1
629	перенести и	1	1
630	о которых	1	1
631	п ведь	1	1
632	самый язык	1	1
633	все что	2	1
634	этой точки	1	1
