N	2gram	Vinokur_St_3	Problema
229	только при	1	2
230	материала для	1	2
231	особенно в	1	2
232	и которые	2	2
233	здесь нет	2	2
234	том как	1	2
235	поэтому в	1	2
236	здесь все	1	2
237	и здесь	3	2
238	в другом	3	2
239	и что	3	2
240	в значительной	1	2
241	от них	2	2
242	и во	2	2
243	язык в	1	2
244	выше в	1	2
245	человека как	1	2
246	в лучшем	1	2
247	того что	5	2
248	в двух	1	2
249	что он	19	2
250	в какой	3	2
251	и ее	2	2
252	поэт в	1	2
253	не можем	1	2
254	в виде	3	2
255	в начале	4	2
256	не дает	1	2
257	но совершенно	1	2
258	языка но	1	2
259	цели и	2	2
260	что и	1	2
261	вовсе не	2	2
262	произведения и	2	2
263	в некоторых	3	2
264	тем что	19	2
265	в особенности	4	2
266	чем в	1	2
267	или иной	2	2
268	связаны с	1	2
269	характерно для	1	2
270	и пр	13	2
271	не было	4	2
272	в россии	6	2
273	но можно	1	2
274	в связи	3	2
275	именно поэтому	2	2
276	человек в	1	2
277	в частности	1	2
278	подхода к	1	2
279	из которых	4	2
280	по существу	1	2
281	можно сказать	4	2
282	лучшем случае	1	2
283	того или	1	2
284	является как	2	2
285	или в	2	2
286	о котором	1	2
287	и события	1	2
288	той или	1	2
289	находит свое	3	2
290	но зато	1	2
291	в этих	11	2
292	слово в	2	2
293	в свою	2	2
294	была бы	4	2
295	или иного	1	2
296	и другие	1	2
297	в своих	8	2
298	и эта	1	2
299	к этому	3	2
300	приходится сказать	1	1
301	а из	1	1
302	тех же	1	1
303	др или	1	1
304	в чисто	2	1
305	в первом	1	1
306	его же	1	1
307	из его	7	1
308	и за	2	1
309	этом направлении	1	1
310	из всех	1	1
311	который в	1	1
312	им самим	1	1
313	связан с	3	1
314	вопрос о	1	1
315	и язык	1	1
316	нам в	1	1
317	почти все	1	1
318	так чтобы	2	1
319	время как	4	1
320	на себя	1	1
321	с ее	2	1
322	такое же	2	1
323	о роли	1	1
324	подчеркнуть что	3	1
325	в каждой	2	1
326	форм в	1	1
327	которую можно	1	1
328	является таким	1	1
329	что иногда	1	1
330	слова как	2	1
331	отказ от	2	1
332	то он	2	1
333	к слову	2	1
334	этому присоединяется	1	1
335	в общем	4	1
336	в новом	2	1
337	вступают в	2	1
338	которые не	1	1
339	идет о	1	1
340	всего от	1	1
341	этих контекстах	1	1
342	более и	2	1
343	им в	2	1
344	и где	1	1
345	стремление построить	1	1
346	целый ряд	1	1
347	вопросом о	1	1
348	что по	3	1
349	и внутреннюю	1	1
350	литературных произведениях	1	1
351	это определение	1	1
352	материалом и	1	1
353	нет здесь	1	1
354	другом случае	1	1
355	вещи но	1	1
356	то в	4	1
357	в литературном	1	1
358	и я	1	1
359	формы в	2	1
360	то время	4	1
361	которые в	2	1
362	в этой	14	1
363	пережить как	1	1
364	но он	3	1
365	как он	1	1
366	и если	3	1
367	к искусству	1	1
368	как оно	1	1
369	строится по	1	1
370	т д	2	1
371	они в	1	1
372	всех этих	3	1
373	и социальной	1	1
374	значение которого	1	1
375	не связан	1	1
376	этого вопроса	1	1
377	не как	2	1
378	моментом и	1	1
379	свое время	1	1
380	что свойственно	1	1
381	его от	1	1
382	в нее	1	1
383	от нее	3	1
384	что является	1	1
385	подход к	1	1
386	от некоторых	1	1
387	бы быть	1	1
388	поэтический язык	1	1
389	зрения на	1	1
390	это было	8	1
391	поэзии с	1	1
392	материала к	1	1
393	моменты в	1	1
394	отражение в	1	1
395	он является	1	1
396	нет в	3	1
397	этого не	1	1
398	с тем	4	1
399	отражается в	1	1
400	никакого смысла	1	1
401	и прямо	1	1
402	основе общей	1	1
403	метафорически то	1	1
404	нисколько не	1	1
405	но я	1	1
406	которую он	2	1
407	места в	1	1
408	можно найти	2	1
409	новую форму	1	1
410	о той	1	1
411	где мы	1	1
412	том смысле	2	1
413	поэзии сравнительно	1	1
414	в которых	2	1
415	его отношение	2	1
416	даже к	1	1
417	и эти	1	1
418	должно сказать	1	1
419	формы как	1	1
420	важно лишь	1	1
421	с так	1	1
422	по себе	1	1
423	тому что	3	1
424	что есть	1	1
425	некоторых случаях	1	1
426	вплоть до	1	1
427	не раз	1	1
428	и какие	1	1
429	это чувство	1	1
430	как можно	2	1
431	иной раз	1	1
432	но для	1	1
433	словами о	1	1
434	как о	2	1
435	идет в	1	1
436	иметь в	1	1
437	доходят до	1	1
438	форма здесь	1	1
439	области где	1	1
440	найти в	2	1
441	и всегда	2	1
442	этих двух	2	1
443	явление в	1	1
444	того в	1	1
445	во всей	1	1
446	ничто не	1	1
447	до того	1	1
448	исторического процесса	2	1
449	и со	1	1
450	именно то	1	1
451	от их	1	1
452	очень часто	1	1
453	уже о	1	1
454	что можно	1	1
455	стихотворения пушкина	1	1
456	под словом	1	1
457	основаны на	1	1
458	по возможности	1	1
459	его с	1	1
460	протяжении всего	1	1
461	для его	2	1
462	даже и	1	1
463	это находит	1	1
464	него как	1	1
465	приходит к	1	1
466	к такому	2	1
467	свою очередь	1	1
468	на нем	1	1
469	говоря уже	1	1
470	всего этого	1	1
471	без всякого	2	1
472	в в	3	1
473	если в	2	1
474	каждый раз	2	1
475	скромное место	1	1
476	с традиционным	1	1
477	выражения и	1	1
478	как с	1	1
479	на том	1	1
480	прикрепленный к	1	1
481	что у	2	1
482	по аналогии	1	1
483	на нее	2	1
484	на которую	1	1
485	в одном	1	1
486	не были	1	1
487	вещь как	1	1
488	разрыв с	1	1
489	свободной и	1	1
490	это как	1	1
491	в содержании	1	1
492	но может	1	1
493	образом в	1	1
494	невозможно в	1	1
495	на что	2	1
496	для нас	1	1
497	а также	4	1
498	не выходит	1	1
499	произведение является	1	1
500	социальным политическим	1	1
501	вопросу о	1	1
502	на отдельные	1	1
503	на протяжении	4	1
504	тем или	1	1
505	говорить об	1	1
506	это имеет	1	1
507	борьба с	2	1
508	во втором	2	1
509	же час	1	1
510	вообще и	1	1
511	как художественное	1	1
512	к определенному	1	1
513	этой форме	1	1
514	сюда относится	2	1
515	что здесь	4	1
516	в поэтическом	1	1
517	бы из	1	1
518	и иными	1	1
519	в контексте	1	1
520	между этими	1	1
521	именно на	1	1
522	характерной для	1	1
523	определения и	1	1
524	для всех	1	1
525	есть в	2	1
526	со своим	1	1
527	которому он	1	1
528	уже не	3	1
529	ее а	1	1
530	из них	1	1
531	для него	3	1
532	и своеобразное	1	1
533	не о	1	1
534	может служить	1	1
535	друг друга	1	1
536	но что	1	1
537	о другой	1	1
538	не просто	2	1
539	не подвергая	1	1
540	а эта	1	1
541	до сих	2	1
542	ли он	1	1
543	или иначе	1	1
544	именно в	1	1
545	а о	1	1
546	сказать несколько	1	1
547	где к	1	1
548	это приходится	1	1
549	движения в	2	1
550	могут иметь	1	1
551	только что	2	1
552	связано с	5	1
553	нужно сказать	2	1
554	она является	1	1
555	пушкина как	13	1
556	до конца	3	1
557	близость к	1	1
558	поэтому ни	1	1
559	не совсем	2	1
560	с которым	3	1
561	которой есть	2	1
562	все время	2	1
563	о чем	1	1
564	свое отражение	1	1
565	поэзии а	1	1
566	что мы	3	1
567	чисто литературным	1	1
568	о содержании	2	1
569	и ему	1	1
570	верной и	1	1
571	таков смысл	1	1
572	вместе с	2	1
573	так же	1	1
574	смысл который	1	1
575	теперь к	1	1
576	в историю	1	1
577	но этот	1	1
578	этот смысл	1	1
579	без труда	2	1
580	его личной	1	1
581	для искусства	2	1
582	создается не	1	1
583	видит в	1	1
584	в той	1	1
585	является слово	1	1
586	смысле этого	1	1
587	тому как	1	1
588	его работе	2	1
589	и исторической	1	1
590	форма в	1	1
591	быть не	2	1
592	есть и	1	1
593	времени эта	1	1
594	этого слова	2	1
595	эти два	1	1
596	как например	8	1
597	есть первый	1	1
598	сих пор	2	1
599	которое было	1	1
600	здесь есть	2	1
601	в смысле	4	1
602	с ритмом	1	1
603	к вопросу	1	1
604	это уже	1	1
605	сам же	1	1
606	как материал	1	1
607	и может	2	1
608	к тому	2	1
609	или только	1	1
610	в результате	2	1
611	на большую	1	1
612	которой можно	1	1
613	или иным	1	1
614	пр в	2	1
615	эти попытки	1	1
616	бы в	1	1
617	вообще в	1	1
618	теряет свою	1	1
619	поэзии но	1	1
620	произведения пушкина	2	1
621	язык его	1	1
622	как человек	1	1
623	отношении к	1	1
624	но эта	1	1
625	в творчестве	3	1
626	не говоря	1	1
627	отношением к	1	1
628	их он	1	1
629	большое значение	2	1
630	из этого	4	1
631	в свое	1	1
632	занимает в	1	1
633	в которой	4	1
634	которой я	3	1
635	жизни и	1	1
636	но эти	1	1
637	к этой	2	1
638	поэтики в	1	1
639	при оценке	2	1
640	как слово	1	1
641	того времени	3	1
642	с первого	1	1
643	это в	4	1
644	смысле что	1	1
645	которая не	1	1
646	и трагедии	1	1
