N	2gram	Nazirov_Tv_2	KulturaY
190	далее следует	1	2
191	и я	1	2
192	это самое	1	2
193	этот прием	1	2
194	дает нам	1	2
195	когда он	4	2
196	и как	1	2
197	русским языком	1	2
198	имеет в	2	2
199	но в	4	2
200	для которого	2	2
201	еще на	1	2
202	в известном	1	2
203	так сказать	2	2
204	лишь что	1	2
205	же это	1	2
206	если же	1	2
207	и если	2	2
208	в россии	2	2
209	русской классической	1	2
210	что все	1	2
211	значение в	1	2
212	и дальше	1	2
213	его в	3	2
214	с другими	2	2
215	приходит в	1	2
216	не понимают	1	2
217	для меня	1	2
218	в статье	2	2
219	такой же	2	2
220	остается в	1	2
221	меняется и	1	2
222	в этих	1	2
223	негодование и	1	2
224	и без	2	2
225	в котором	3	2
226	классической литературы	2	2
227	в отличие	2	2
228	мысли и	1	2
229	своего рода	3	2
230	сам же	1	2
231	точку зрения	2	2
232	однако в	1	2
233	нас к	1	2
234	в таких	1	2
235	не о	1	2
236	может служить	2	2
237	это еще	1	2
238	в русском	1	2
239	и такие	1	2
240	одно только	1	2
241	отличается от	1	2
242	к другой	1	2
243	из всего	1	2
244	так в	2	2
245	то или	1	2
246	в пределах	1	2
247	в дальнейшем	4	2
248	мог бы	1	2
249	вопрос этот	1	2
250	когда в	1	2
251	и здесь	1	2
252	при котором	1	2
253	на точку	1	2
254	а потому	1	2
255	известном смысле	1	2
256	сразу же	1	2
257	может оказаться	1	2
258	о значении	1	2
259	этом что	1	2
260	что если	1	2
261	не дает	1	2
262	в одном	2	2
263	то у	2	2
264	говорим о	1	2
265	на этот	2	2
266	не означает	2	2
267	в свете	3	2
268	чем же	1	2
269	в частности	2	2
270	эти слова	1	2
271	вместе с	3	2
272	так же	5	2
273	в область	3	2
274	он будет	1	2
275	но сам	1	2
276	понял что	1	2
277	только для	2	2
278	все это	6	2
279	причин в	1	2
280	не с	1	2
281	еще более	1	2
282	главным образом	1	2
283	не знает	1	2
284	во всяком	2	2
285	том числе	1	2
286	говорили о	1	1
287	ту же	1	1
288	если б	1	1
289	например в	5	1
290	же как	3	1
291	на деле	1	1
292	вряд ли	1	1
293	из всех	1	1
294	повседневной жизни	1	1
295	на место	1	1
296	оба эти	1	1
297	языком с	1	1
298	на себе	1	1
299	это казалось	1	1
300	эта функция	1	1
301	связана с	1	1
302	литературы и	1	1
303	и на	5	1
304	между собой	1	1
305	он сам	3	1
306	это действительно	1	1
307	роман и	2	1
308	ведь тоже	1	1
309	заявил что	2	1
310	еще одним	1	1
311	которых я	1	1
312	отказ от	1	1
313	а только	1	1
314	менее всего	1	1
315	тогда как	3	1
316	тут же	2	1
317	нет и	2	1
318	значение имеет	1	1
319	не буду	1	1
320	стал бы	1	1
321	февраля года	1	1
322	во что	2	1
323	оказывается не	1	1
324	в одной	3	1
325	же с	9	1
326	с этим	1	1
327	это был	3	1
328	через его	1	1
329	перед нами	1	1
330	от января	1	1
331	как уже	1	1
332	говорит что	1	1
333	войне и	1	1
334	в противоположность	1	1
335	за собой	4	1
336	действия и	2	1
337	на той	1	1
338	в которой	2	1
339	это утверждение	1	1
340	отказывается от	2	1
341	культуры и	1	1
342	мы получаем	1	1
343	чуть ли	1	1
344	или во	1	1
345	думать что	1	1
346	что ничего	1	1
347	выше было	1	1
348	нами в	1	1
349	почти всегда	1	1
350	если он	5	1
351	мы наблюдаем	1	1
352	с малым	1	1
353	русское слово	1	1
354	например как	1	1
355	а скорее	2	1
356	известной книге	1	1
357	от которого	1	1
358	интересно и	1	1
359	читателя в	5	1
360	моменты которые	1	1
361	в принципе	4	1
362	не к	1	1
363	переходит от	1	1
364	образом и	1	1
365	дает и	1	1
366	наших глазах	1	1
367	у пушкина	3	1
368	и независимо	1	1
369	так например	3	1
370	в каждом	1	1
371	вполне возможен	1	1
372	речи или	1	1
373	в другом	1	1
374	сказать в	1	1
375	входит в	1	1
376	цель этого	1	1
377	образом если	1	1
378	мы на	1	1
379	подходит к	1	1
380	и мы	3	1
381	известно что	2	1
382	после этого	1	1
383	ведь в	1	1
384	борьбе и	1	1
385	основания для	1	1
386	вводит в	1	1
387	рядом с	2	1
388	показывает что	4	1
389	но лишь	1	1
390	к осознанию	1	1
391	для своих	1	1
392	не мог	1	1
393	в г	1	1
394	во время	1	1
395	построение и	1	1
396	таким же	1	1
397	и ее	2	1
398	хроники и	1	1
399	не зависит	1	1
400	в такой	2	1
401	всяком случае	2	1
402	если можно	1	1
403	представление о	7	1
404	он дает	1	1
405	обнаженном виде	1	1
406	что я	2	1
407	всякий раз	1	1
408	признать что	1	1
409	не считал	1	1
410	одном из	2	1
411	у тургенева	2	1
412	по крайней	2	1
413	связано с	1	1
414	важную роль	1	1
415	у читателя	2	1
416	как видим	1	1
417	зрения и	1	1
418	даже в	1	1
419	сложная структура	1	1
420	так он	2	1
421	дня и	1	1
422	что с	1	1
423	меня не	1	1
424	в русской	2	1
425	первая часть	4	1
426	в основе	2	1
427	аргументом в	2	1
428	чем не	1	1
429	казалось бы	3	1
430	эти традиции	1	1
431	же время	7	1
432	а во	2	1
433	и мире	1	1
434	и его	9	1
435	должны иметь	1	1
436	целом и	2	1
437	аргумент в	2	1
438	как будто	1	1
439	от их	1	1
440	ни о	1	1
441	он называет	1	1
442	начиная с	2	1
443	не давая	1	1
444	лежит в	1	1
445	бы лишены	1	1
446	содержанием и	1	1
447	ли что	1	1
448	отказаться от	2	1
449	на это	1	1
450	работы для	1	1
451	культурный уровень	1	1
452	на наших	1	1
453	приходит к	1	1
454	но только	1	1
455	у себя	1	1
456	свою очередь	1	1
457	на основе	1	1
458	кровь и	1	1
459	характер и	1	1
460	но тоже	1	1
461	самая мрачная	1	1
462	об отношении	1	1
463	приводит к	2	1
464	в правом	2	1
465	о тех	1	1
466	никогда не	11	1
467	что однако	1	1
468	мере уже	1	1
469	каждого из	1	1
470	чем у	1	1
471	она была	1	1
472	известной мере	2	1
473	с литературным	1	1
474	и делают	1	1
475	означает что	1	1
476	в известной	4	1
477	сводится к	2	1
478	о нем	1	1
479	именно потому	1	1
480	произведения как	1	1
481	другом месте	1	1
482	в речи	1	1
483	определенную цель	1	1
484	одного из	1	1
485	не стоит	2	1
486	в сфере	1	1
487	в пользу	3	1
488	может не	1	1
489	здесь уместно	1	1
490	в конечном	1	1
491	важно не	1	1
492	своей известной	1	1
493	но он	1	1
494	и всякая	1	1
495	и хорошо	1	1
496	нуждается в	1	1
497	крайней мере	2	1
498	все время	2	1
499	не знаю	1	1
500	вообще в	1	1
501	к различным	1	1
502	года и	4	1
503	мы видим	4	1
504	одной из	3	1
505	с ними	2	1
506	не сказано	1	1
507	в себе	3	1
508	создается в	1	1
509	в стороне	2	1
510	наше время	2	1
511	который в	1	1
512	он приходит	1	1
513	и точные	1	1
514	и др	3	1
515	не можем	1	1
516	ряде случаев	1	1
517	видеть что	1	1
518	своим собственным	1	1
519	в виде	2	1
520	в начале	3	1
521	раньше чем	1	1
522	является не	1	1
523	наглядное представление	1	1
524	здесь же	1	1
525	на ней	2	1
526	или даже	2	1
527	при помощи	2	1
528	конечном счете	1	1
529	не стал	1	1
530	что сама	1	1
531	мы знаем	1	1
532	я делаю	1	1
533	для него	3	1
534	и их	1	1
535	и со	1	1
536	в современном	3	1
537	с определенным	1	1
538	то время	1	1
539	отношении к	1	1
540	показано как	1	1
541	противоречии с	1	1
542	только с	2	1
543	не говорит	1	1
544	не противоречит	1	1
545	еще ничего	1	1
546	этой задачи	2	1
547	возможно что	1	1
548	со стороны	1	1
549	любого из	1	1
550	а живое	1	1
551	проблемы поэтики	1	1
552	писателя и	1	1
553	и прежде	1	1
554	представляет собою	1	1
555	такое же	1	1
556	и несколько	1	1
557	выше в	1	1
558	что для	1	1
559	выше и	1	1
560	д такое	1	1
561	превращается в	3	1
562	более того	2	1
563	зависит от	2	1
564	мы и	1	1
565	а по	1	1
566	когда же	1	1
567	если не	4	1
568	нет никаких	1	1
569	является его	1	1
570	и потому	4	1
571	с логикой	1	1
572	дана в	1	1
573	к самому	2	1
574	так мы	2	1
575	не знал	2	1
576	случайно и	1	1
577	его личной	1	1
578	к жизни	2	1
579	целом ряде	1	1
580	наряду с	7	1
581	несколько раз	3	1
582	через свое	1	1
583	ведет к	1	1
584	а нам	1	1
585	думается что	2	1
586	и возможностей	1	1
587	в первой	2	1
588	в эту	1	1
589	в современной	1	1
590	том смысле	1	1
591	ли не	2	1
592	ссылки на	1	1
593	в обнаженном	1	1
594	форме в	1	1
595	вообще все	1	1
596	с большой	1	1
597	это явление	1	1
598	она должна	1	1
599	д и	2	1
600	и для	1	1
601	изменения в	1	1
602	и от	4	1
603	критика так	1	1
604	в повествовании	1	1
605	всего что	1	1
606	от него	1	1
607	же что	1	1
608	или нет	1	1
609	не должен	1	1
610	будто бы	1	1
611	теперь же	1	1
612	и другие	1	1
613	давно уже	2	1
614	за этим	1	1
615	в целях	1	1
616	несмотря на	1	1
617	я говорю	1	1
618	а о	1	1
619	в свою	1	1
620	письма и	1	1
621	и множество	1	1
622	между ними	1	1
623	в свой	2	1
624	в последнем	1	1
625	к этому	3	1
626	вся история	1	1
627	но автор	1	1
628	об этих	1	1
629	а может	1	1
630	записки с	1	1
631	это понятие	1	1
632	русской литературы	1	1
633	смысле что	1	1
