N	2gram	Trubetskoy_1	KulturaY
115	можно сказать	1	4
116	для нас	2	4
117	русского языка	1	4
118	мы знаем	1	4
119	ни в	2	4
120	в конце	3	4
121	не было	3	4
122	в связи	1	4
123	как бы	4	4
124	в результате	2	4
125	была бы	1	4
126	к этому	1	4
127	так же	2	4
128	в сфере	1	3
129	того же	1	3
130	это и	1	3
131	что когда	1	3
132	как не	1	3
133	а только	1	3
134	данный момент	1	3
135	с этим	2	3
136	выражение в	1	3
137	то и	1	3
138	главным образом	3	3
139	он не	5	3
140	всех этих	3	3
141	и по	3	3
142	о которых	3	3
143	этого не	2	3
144	нисколько не	2	3
145	если и	1	3
146	что такое	2	3
147	этого вопроса	1	3
148	знаем что	3	3
149	в таких	2	3
150	казалось бы	1	3
151	же время	10	3
152	связи с	3	3
153	отличается от	2	3
154	всего в	1	3
155	что оно	3	3
156	как мы	1	3
157	в ней	2	3
158	последнее время	2	3
159	а в	5	3
160	те же	1	3
161	на это	2	3
162	для этого	3	3
163	сводится к	3	3
164	именно с	1	3
165	никак не	1	3
166	вопросу о	3	3
167	что и	3	3
168	в лучшем	3	3
169	конце концов	3	3
170	того что	3	3
171	до конца	1	3
172	у него	2	3
173	тем что	3	3
174	именно в	3	3
175	а главное	1	3
176	из которых	5	3
177	лучшем случае	3	3
178	но для	2	3
179	к вопросу	4	3
180	своей собственной	1	3
181	зрения в	1	3
182	этом отношении	1	3
183	но это	2	3
184	совершенно не	2	3
185	к этой	4	3
186	и это	1	3
187	точно так	2	3
188	речь идет	2	2
189	отношения к	2	2
190	же как	1	2
191	и потому	3	2
192	на самом	6	2
193	тех же	1	2
194	и есть	2	2
195	союз и	1	2
196	тем же	1	2
197	не хочет	1	2
198	свое место	1	2
199	но даже	2	2
200	а следовательно	3	2
201	они имеют	1	2
202	очевидно что	1	2
203	не просто	2	2
204	что они	3	2
205	в своем	6	2
206	что касается	1	2
207	этой цели	1	2
208	от этого	1	2
209	взаимодействия между	1	2
210	и у	1	2
211	что ничего	2	2
212	и если	7	2
213	при этом	5	2
214	рабочих и	1	2
215	в корне	4	2
216	состоит в	2	2
217	лишь с	1	2
218	это конечно	1	2
219	в одну	1	2
220	здесь мы	1	2
221	могла бы	1	2
222	в другом	3	2
223	том случае	4	2
224	на все	1	2
225	того или	2	2
226	заключается в	1	2
227	она стала	1	2
228	данном случае	3	2
229	же образом	2	2
230	это положение	1	2
231	все равно	1	2
232	с тем	6	2
233	как и	4	2
234	не всегда	1	2
235	а если	1	2
236	что значит	1	2
237	бы на	1	2
238	и сейчас	3	2
239	в своей	5	2
240	таким же	3	2
241	бы привести	1	2
242	в их	4	2
243	в которых	1	2
244	результате этого	1	2
245	нельзя было	1	2
246	для данного	1	2
247	и более	2	2
248	тем самым	2	2
249	только для	2	2
250	что эта	1	2
251	она не	2	2
252	мало того	1	2
253	хотелось бы	1	2
254	в каждый	1	2
255	из предыдущего	1	2
256	образом в	1	2
257	следовательно и	2	2
258	в самой	1	2
259	что наша	1	2
260	доказать что	1	2
261	за ними	1	2
262	должны быть	1	2
263	понять что	2	2
264	иметь в	1	2
265	свою очередь	1	2
266	роль в	1	2
267	на том	3	2
268	что у	1	2
269	что для	3	2
270	это только	2	2
271	по сравнению	1	2
272	мы в	1	2
273	язык и	1	2
274	одного из	1	2
275	сбросить с	1	2
276	к нему	2	2
277	вся эта	2	2
278	за последнее	2	2
279	в глазах	2	2
280	с ними	1	2
281	отказ от	1	2
282	их не	2	2
283	же и	1	2
284	конечно не	5	2
285	следовало бы	1	2
286	а это	1	2
287	большинстве случаев	2	2
288	при отсутствии	2	2
289	даже и	2	2
290	никогда не	5	2
291	и даже	2	2
292	ли это	4	2
293	говорить и	1	2
294	еще и	1	2
295	превращается в	1	2
296	а на	1	2
297	на этот	1	2
298	которых мы	1	2
299	не на	1	2
300	однако и	1	2
301	в частности	2	2
302	ни на	1	2
303	представить себе	2	2
304	который мы	1	2
305	смысле этого	1	2
306	как будто	2	2
307	быть не	1	2
308	материал для	1	2
309	каждый данный	1	2
310	с этой	1	2
311	этом случае	3	2
312	между прочим	1	2
313	и для	6	2
314	и от	2	2
315	о котором	3	2
316	чтобы понять	2	2
317	и все	1	2
318	мы должны	7	2
319	все они	3	2
320	в свою	1	2
321	но можно	1	2
322	или иного	2	2
323	случае если	3	2
324	в своих	6	2
325	это в	2	2
326	но вряд	1	1
327	в такой	1	1
328	и без	1	1
329	он может	1	1
330	на деле	1	1
331	показать что	1	1
332	не меняется	1	1
333	в котором	2	1
334	исходит из	1	1
335	противном случае	1	1
336	есть не	1	1
337	мы не	1	1
338	на эти	1	1
339	in adjecto	1	1
340	основании что	1	1
341	и средство	1	1
342	себе что	1	1
343	с большим	1	1
344	не играет	2	1
345	и говорить	1	1
346	разумеется не	1	1
347	мог бы	1	1
348	он был	1	1
349	на них	1	1
350	силы можно	1	1
351	иное как	1	1
352	столь же	1	1
353	время в	2	1
354	бы то	4	1
355	россии и	3	1
356	но как	1	1
357	только тогда	1	1
358	в китае	1	1
359	по отношению	2	1
360	есть по	1	1
361	в общем	1	1
362	это единственная	1	1
363	совершенно ясно	1	1
364	себе и	4	1
365	какие же	1	1
366	что так	1	1
367	нет и	1	1
368	себя вне	1	1
369	для борьбы	1	1
370	наблюдается у	1	1
371	сама по	2	1
372	так что	2	1
373	идет о	1	1
374	с подобным	1	1
375	что действительно	2	1
376	помнить что	2	1
377	в противном	1	1
378	кто не	1	1
379	и как	3	1
380	что по	1	1
381	по пути	1	1
382	и к	6	1
383	вопрос приходится	1	1
384	то в	3	1
385	которых идет	1	1
386	в себя	1	1
387	в которой	1	1
388	привести к	1	1
389	из этих	3	1
390	во многих	2	1
391	сущности и	1	1
392	ни одна	3	1
393	что к	1	1
394	образом при	1	1
395	в себе	9	1
396	другом случае	2	1
397	тому же	1	1
398	но ведь	1	1
399	претендовать на	1	1
400	не могла	1	1
401	как оно	1	1
402	а скорее	1	1
403	для народа	2	1
404	от которого	1	1
405	мы можем	2	1
406	он должен	5	1
407	в принципе	1	1
408	к одному	1	1
409	том чтобы	3	1
410	вообще не	1	1
411	языком и	1	1
412	но дело	1	1
413	так например	1	1
414	или иных	1	1
415	способен лишь	1	1
416	тому чтобы	4	1
417	является утверждение	1	1
418	то ни	4	1
419	не будет	7	1
420	борьбы и	1	1
421	в совершенно	4	1
422	к другу	1	1
423	из всех	2	1
424	а по	1	1
425	от степени	1	1
426	те или	1	1
427	на почве	2	1
428	за другой	1	1
429	всю свою	2	1
430	в тон	1	1
431	в последние	5	1
432	одному из	2	1
433	русской культуры	2	1
434	есть дело	1	1
435	как сказано	1	1
436	становится и	1	1
437	и некоторые	1	1
438	такой же	1	1
439	к коллективному	1	1
440	будет как	1	1
441	и при	6	1
442	что такая	1	1
443	данной формы	1	1
444	же это	1	1
445	что о	1	1
446	бы к	1	1
447	просто в	1	1
448	на ряду	1	1
449	что вся	1	1
450	место в	2	1
451	дела не	2	1
452	признать что	6	1
453	для всякого	1	1
454	точку зрения	4	1
455	далее что	1	1
456	в политическом	1	1
457	быть может	1	1
458	даже к	1	1
459	на такое	1	1
460	их в	2	1
461	том и	2	1
462	том же	2	1
463	для нее	2	1
464	даже в	1	1
465	это особенно	1	1
466	оно приводит	1	1
467	и вся	1	1
468	тому что	2	1
469	каждого отдельного	2	1
470	культурной жизни	2	1
471	самого начала	1	1
472	тогда когда	4	1
473	дело в	1	1
474	одна из	3	1
475	и когда	1	1
476	или больше	1	1
477	до сих	5	1
478	к такому	2	1
479	практически это	2	1
480	которое является	1	1
481	невозможно но	1	1
482	оно есть	1	1
483	явление в	1	1
484	же остается	1	1
485	суть дела	1	1
486	при котором	3	1
487	этих задач	1	1
488	во всем	4	1
489	мы подходим	1	1
490	прибегнуть к	1	1
491	хочет быть	1	1
492	только с	2	1
493	за отсутствием	1	1
494	и современный	1	1
495	свое собственное	2	1
496	выход из	1	1
497	как только	1	1
498	слова но	1	1
499	значительной степени	1	1
500	по возможности	1	1
501	указывает на	2	1
502	не есть	3	1
503	наконец что	1	1
504	а ее	1	1
505	если же	2	1
506	для образования	1	1
507	приходит к	3	1
508	с ее	1	1
509	всего этого	1	1
510	без всякого	1	1
511	сравнению со	1	1
512	в ее	1	1
513	только то	1	1
514	с самого	1	1
515	ряду с	1	1
516	это для	1	1
517	идет речь	4	1
518	являются лишь	1	1
519	ином виде	1	1
520	не трудно	1	1
521	связан с	1	1
522	сказано выше	1	1
523	интеллигенция в	1	1
524	точно также	1	1
525	современная русская	1	1
526	значит в	1	1
527	в эпоху	1	1
528	собой и	3	1
529	отрицать что	1	1
530	деятельности в	1	1
531	тем чем	1	1
532	ибо всякое	1	1
533	вот это	1	1
534	на фронте	1	1
535	то они	1	1
536	о том	7	1
537	этой статьи	1	1
538	настоящее время	2	1
539	и экономические	1	1
540	и просто	1	1
541	в значительной	3	1
542	русской интеллигенции	8	1
543	на точку	1	1
544	воздействия на	1	1
545	от них	1	1
546	переходит в	1	1
547	политические и	1	1
548	этих целей	1	1
549	а потому	5	1
550	речь шла	2	1
551	убедимся что	1	1
552	отметить что	2	1
553	лишь к	4	1
554	без наличности	1	1
555	от этих	1	1
556	мы уже	2	1
557	может иметь	1	1
558	оно и	1	1
559	осуществление этих	1	1
560	обе эти	1	1
561	и дело	1	1
562	одной из	3	1
563	место такому	1	1
564	не идет	1	1
565	и оба	1	1
566	они в	1	1
567	тот или	1	1
568	итак все	1	1
569	именно на	2	1
570	чаще всего	1	1
571	советской власти	4	1
572	сомнений в	1	1
573	видеть что	1	1
574	в большинстве	3	1
575	ни было	1	1
576	есть проблема	1	1
577	борьбы с	1	1
578	в виде	3	1
579	какая именно	1	1
580	или даже	1	1
581	его и	2	1
582	не сам	1	1
583	не так	2	1
584	для него	6	1
585	и их	1	1
586	могло бы	1	1
587	не для	1	1
588	самого факта	1	1
589	ее не	1	1
590	к ним	1	1
591	они оказались	1	1
592	они будут	2	1
593	для решения	1	1
594	в других	2	1
595	ведь уже	1	1
596	и только	5	1
597	или иной	5	1
598	себе представить	1	1
599	хоть и	1	1
600	ведь на	1	1
601	совершенно ином	1	1
602	и прежде	1	1
603	возможно большее	1	1
604	здесь дело	1	1
605	поскольку она	1	1
606	всей русской	1	1
607	у других	2	1
608	а вы	1	1
609	то дело	1	1
610	только от	1	1
611	не допускает	1	1
612	с которым	1	1
613	решения вопроса	1	1
614	в одно	1	1
615	если не	2	1
616	связь с	1	1
617	усомниться в	1	1
618	всякое явление	1	1
619	чтобы мы	1	1
620	речь не	1	1
621	в европе	1	1
622	в роде	2	1
623	только эта	1	1
624	а самый	1	1
625	по своему	1	1
626	в область	1	1
627	не был	1	1
628	которые являются	1	1
629	верить что	1	1
630	все таки	4	1
631	и следует	1	1
632	только она	1	1
633	только чтобы	1	1
634	когда он	1	1
635	то к	1	1
636	в очень	1	1
637	узко и	1	1
638	к чему	2	1
639	быть и	2	1
640	сих пор	5	1
641	заслуживает осуждения	1	1
642	ничего кроме	1	1
643	с большой	1	1
644	тех или	1	1
645	бы речь	2	1
646	не знаем	1	1
647	она может	3	1
648	который нельзя	1	1
649	всего приходится	1	1
650	это как	1	1
651	в настоящее	2	1
652	что только	2	1
653	бы в	1	1
654	тем более	1	1
655	не должен	2	1
656	в свете	1	1
657	в этих	2	1
658	или не	1	1
659	все элементы	1	1
660	может и	1	1
661	может для	1	1
662	у которых	1	1
663	котором идет	2	1
664	помощь требуется	1	1
665	как на	8	1
666	они не	1	1
