N	2gram	Vinokur_St_3	slovoVRo
412	этих произведений	1	1
413	в окружающей	1	1
414	в эту	4	1
415	которая является	1	1
416	в своей	4	1
417	сказать так	1	1
418	своеобразное место	2	1
419	в такой	2	1
420	эта тема	2	1
421	его современников	1	1
422	то его	1	1
423	дан в	1	1
424	место занимает	1	1
425	но во	1	1
426	через посредство	1	1
427	тем не	2	1
428	своего времени	2	1
429	этого мало	1	1
430	в двух	1	1
431	и одной	1	1
432	о значении	1	1
433	xviii века	1	1
434	самого начала	2	1
435	не о	1	1
436	к определенному	1	1
437	к новым	1	1
438	на себе	2	1
439	героев и	1	1
440	связанная с	1	1
441	понимать его	1	1
442	чтобы стать	1	1
443	дело не	2	1
444	иметь в	1	1
445	лишь одна	1	1
446	к такому	2	1
447	значение этого	1	1
448	о форме	1	1
449	ничего не	4	1
450	в русском	2	1
451	ее с	1	1
452	по своей	1	1
453	всей жизни	1	1
454	это слово	3	1
455	же он	1	1
456	этом жанре	1	1
457	от их	1	1
458	в духе	2	1
459	и должно	1	1
460	этот язык	2	1
461	было у	2	1
462	анализа и	1	1
463	протяжении всего	1	1
464	совершенно иной	1	1
465	утверждать что	2	1
466	в применении	1	1
467	и это	5	1
468	относящихся сюда	1	1
469	как они	1	1
470	то она	2	1
471	в виду	2	1
472	всего этого	1	1
473	как по	1	1
474	нет никакой	1	1
475	и этим	1	1
476	с самого	2	1
477	приводит к	1	1
478	и может	2	1
479	материала для	1	1
480	чем шире	1	1
481	как обособленное	1	1
482	на том	1	1
483	и которые	2	1
484	на которую	1	1
485	такое отношение	1	1
486	случаях обычно	1	1
487	поэтому в	1	1
488	свободной и	1	1
489	это как	1	1
490	одно из	2	1
491	чтобы понять	1	1
492	но может	1	1
493	не на	2	1
494	образом в	1	1
495	невозможно в	1	1
496	века на	1	1
497	голос в	1	1
498	обращается к	3	1
499	и что	3	1
500	не стоит	1	1
501	можно сказать	4	1
502	и переложения	1	1
503	должно было	1	1
504	такими же	1	1
505	в драме	2	1
506	тем или	1	1
507	тем как	2	1
508	во всей	1	1
509	именно такое	1	1
510	вообще и	1	1
511	века и	1	1
512	человека как	1	1
513	в лучшем	1	1
514	и она	1	1
515	самим автором	1	1
516	на те	1	1
517	того что	5	1
518	всегда в	1	1
519	в формах	1	1
520	пушкина для	1	1
521	героя до	1	1
522	одной из	2	1
523	два основных	1	1
524	в поэтическом	1	1
525	и две	1	1
526	в какой	3	1
527	друг друга	1	1
528	из многих	1	1
529	до нас	2	1
530	в обществе	1	1
531	между этими	1	1
532	и ее	2	1
533	вопрос об	1	1
534	воспринять и	1	1
535	два типа	1	1
536	в качестве	4	1
537	чаще всего	1	1
538	характерной для	1	1
539	с нею	1	1
540	не можем	1	1
541	говорить об	1	1
542	др но	2	1
543	отнести к	1	1
544	к слову	2	1
545	а это	1	1
546	за счет	1	1
547	но есть	2	1
548	в известной	1	1
549	и со	1	1
550	в конце	6	1
551	и своеобразное	1	1
552	может служить	1	1
553	свое выражение	1	1
554	как раз	3	1
555	тем что	19	1
556	характерны для	1	1
557	в других	1	1
558	и политического	1	1
559	перейти к	1	1
560	не были	1	1
561	евгений онегин	1	1
562	как у	1	1
563	или иначе	1	1
564	речи а	1	1
565	характерно для	1	1
566	и образов	1	1
567	на которые	1	1
568	виде вставных	1	1
569	могут иметь	1	1
570	что не	2	1
571	говорит о	1	1
572	должно быть	1	1
573	к сожалению	2	1
574	нужно сказать	2	1
575	оно дано	1	1
576	этого не	1	1
577	однако и	1	1
578	другой стороны	5	1
579	именно так	1	1
580	находит для	1	1
581	все время	2	1
582	когда она	1	1
583	более глубокое	1	1
584	для этой	1	1
585	мы находим	2	1
586	все более	2	1
587	вступает в	1	1
588	я говорю	1	1
589	в частности	1	1
590	все то	1	1
591	в рамках	2	1
592	она во	2	1
593	нет ни	1	1
594	языком это	1	1
595	характерной и	1	1
596	он говорит	4	1
597	его исторической	1	1
598	или иного	1	1
599	даже там	1	1
600	очень важно	1	1
601	в литературе	1	1
602	языка однако	1	1
603	об особенностях	1	1
604	ставит в	2	1
605	его другим	1	1
606	жизни слова	1	1
607	книгопечатание как	1	1
608	этого слова	2	1
609	на новый	1	1
610	на пути	1	1
611	на исторически	1	1
612	того или	1	1
613	этом и	1	1
614	однако не	1	1
615	которые были	2	1
616	более и	2	1
617	в наше	1	1
618	сомнения в	1	1
619	не является	3	1
620	и времени	1	1
621	тем и	1	1
622	но на	1	1
623	и среди	1	1
624	или иным	1	1
625	особого рода	1	1
626	или нет	1	1
627	вообще в	1	1
628	но зато	1	1
629	на языке	1	1
630	поэзии но	1	1
631	язык его	1	1
632	в системе	3	1
633	нисколько не	1	1
634	менее в	1	1
635	здесь только	2	1
636	лучшем случае	1	1
637	также в	1	1
638	но этот	1	1
639	бы быть	1	1
640	в последнем	2	1
641	смысл в	1	1
642	ко всему	1	1
643	живого и	1	1
644	что такое	7	1
645	его разновидности	1	1
646	также не	1	1
647	в своих	8	1
648	только не	1	1
649	к этому	3	1
650	гораздо более	2	1
651	которая не	1	1
