N	2gram	Trubetskoy_1	Hudozhes
336	между прочим	1	1
337	и внешней	1	1
338	которой он	4	1
339	с тем	6	1
340	свою судьбу	1	1
341	сведения о	1	1
342	каждый человек	1	1
343	русской культуре	1	1
344	всего о	1	1
345	бы в	1	1
346	до известной	1	1
347	сам а	1	1
348	или даже	1	1
349	но мы	3	1
350	он сам	3	1
351	но все	1	1
352	культуры в	3	1
353	он непременно	1	1
354	себя на	2	1
355	но когда	1	1
356	случае если	3	1
357	сводится к	3	1
358	том и	2	1
359	и стал	1	1
360	и только	5	1
361	счастливым когда	1	1
362	и второй	1	1
363	путь к	4	1
364	время в	2	1
365	у кого	1	1
366	и внутренне	1	1
367	первый взгляд	1	1
368	что среди	1	1
369	не следовало	1	1
370	с другом	14	1
371	что касается	1	1
372	для человека	1	1
373	жизни перед	1	1
374	тем в	1	1
375	на этой	2	1
376	в такое	1	1
377	знаем что	3	1
378	к чему	2	1
379	быть не	1	1
380	что ни	1	1
381	самых неблагоприятных	1	1
382	и более	2	1
383	может принимать	1	1
384	о которой	1	1
385	бы не	1	1
386	нет и	1	1
387	бы найти	1	1
388	именно с	1	1
389	других и	1	1
390	и вот	2	1
391	культуре и	2	1
392	соединяется с	1	1
393	что для	3	1
394	сопряжена с	1	1
395	на это	2	1
396	и политической	1	1
397	их не	2	1
398	из которых	5	1
399	и конечно	1	1
400	этот взгляд	1	1
401	и весь	1	1
402	есть личность	1	1
403	представляется в	1	1
404	не во	1	1
405	что бы	3	1
406	другом и	2	1
407	с самого	1	1
408	ему что	1	1
409	как это	1	1
410	из церкви	1	1
411	но на	1	1
412	мог бы	1	1
413	отдельного человека	1	1
414	узнаем что	1	1
415	однако для	1	1
416	из этих	3	1
417	следовало бы	1	1
418	это и	1	1
419	национальной и	1	1
420	что его	1	1
421	к его	1	1
422	в прошлом	1	1
423	друг с	14	1
424	а за	1	1
425	не на	1	1
426	то ни	4	1
427	следует признать	1	1
428	в силу	2	1
429	во всех	5	1
430	свою очередь	1	1
431	дело в	1	1
432	в руках	1	1
433	в сущности	1	1
434	можно назвать	1	1
435	говорить и	1	1
436	мы должны	7	1
437	во многих	2	1
438	тому чтобы	4	1
439	для которой	1	1
440	в отдельных	1	1
441	простые люди	1	1
442	связано с	1	1
443	от некоторых	1	1
444	однако если	1	1
445	же и	1	1
446	а другие	1	1
447	от своего	1	1
448	всяком случае	6	1
449	решения вопроса	1	1
450	в противоречие	2	1
451	то самое	1	1
452	на них	1	1
453	их и	1	1
454	видеть в	2	1
455	и за	1	1
456	или менее	4	1
457	они сами	1	1
458	именно благодаря	1	1
459	ее и	1	1
460	в основе	1	1
461	могло бы	1	1
462	жизни нет	1	1
463	более или	4	1
464	не вызывает	1	1
465	и т.д	4	1
466	является не	2	1
467	него на	1	1
468	жизнь каждого	1	1
469	только не	1	1
470	на первый	1	1
471	и тем	2	1
472	его было	1	1
473	хочется думать	1	1
474	ни у	1	1
475	разумеется не	1	1
476	из этого	3	1
477	точку зрения	4	1
478	из нее	1	1
479	с таким	1	1
480	всех этих	3	1
481	речь не	1	1
482	только от	1	1
483	на случай	1	1
484	могут быть	1	1
485	противоречие с	2	1
486	со своей	1	1
487	приходит к	3	1
488	когда он	1	1
489	всего в	1	1
490	он всегда	1	1
491	как путь	1	1
492	хотелось бы	1	1
493	в сторону	1	1
494	не могут	4	1
495	переходит в	1	1
496	причем все	1	1
497	пути к	2	1
498	никому не	1	1
499	нельзя было	1	1
500	поскольку она	1	1
501	при таком	1	1
502	не являются	1	1
503	также и	1	1
504	роль в	1	1
505	их в	2	1
506	человек с	1	1
507	все обстоит	1	1
508	на земле	4	1
509	другого для	1	1
510	по пути	1	1
511	тем более	1	1
512	такой культуры	1	1
513	но ведь	1	1
514	к постижению	1	1
515	в положении	3	1
516	того и	1	1
517	в общем	1	1
518	нас и	1	1
519	бы именно	1	1
520	признать что	6	1
521	происходит в	1	1
522	и состоит	2	1
523	не могло	1	1
524	их общей	2	1
525	но из	1	1
526	известной степени	1	1
527	же он	1	1
528	невозможно но	1	1
529	и всегда	1	1
530	если же	2	1
531	этого не	2	1
532	к одному	1	1
533	ее не	1	1
534	частного человека	1	1
535	и у	1	1
536	таким же	3	1
537	таит в	1	1
538	в общении	1	1
539	все что	4	1
540	к своим	1	1
541	он должен	5	1
542	в которых	1	1
543	с другой	1	1
544	но совершенно	2	1
545	стороны и	1	1
546	и то	4	1
547	самого начала	1	1
548	хотя в	1	1
549	другим и	1	1
550	одного из	1	1
551	особое значение	1	1
552	в самой	1	1
553	всякой новой	1	1
554	чтобы вся	1	1
555	одному из	2	1
556	а во	1	1
557	что все	3	1
558	что оно	3	1
559	со своими	1	1
560	за то	2	1
561	которые являются	1	1
562	противоречие между	1	1
563	так как	4	1
564	ни на	1	1
565	в лучшем	3	1
566	и как	3	1
567	же самое	1	1
568	из ранних	1	1
569	человека на	1	1
570	вообще не	1	1
571	всего на	1	1
572	том чтобы	3	1
573	свое назначение	1	1
574	но это	2	1
575	и другого	1	1
576	не тем	2	1
577	но для	2	1
578	в данном	7	1
579	к своей	1	1
580	он будет	4	1
581	в свою	1	1
