N	2gram	Potebnia_M_1	Dialekti
203	в собственном	2	3
204	и необходимости	4	3
205	слово есть	1	3
206	сознания и	1	3
207	без знания	1	3
208	в словах	3	3
209	чувство удовольствия	1	3
210	и следовательно	2	3
211	и об	1	3
212	д и	1	3
213	для всех	5	3
214	без того	1	3
215	в виде	1	3
216	при помощи	2	3
217	даже и	2	3
218	это будет	2	3
219	в области	1	3
220	за пределы	2	3
221	в природе	6	3
222	себя и	1	3
223	что не	10	3
224	у нас	2	3
225	на основании	2	3
226	и потому	5	3
227	на другое	1	3
228	же есть	1	3
229	оно и	3	3
230	от него	4	3
231	с ним	3	3
232	в свою	4	3
233	не говоря	1	3
234	или других	1	3
235	совершенно не	1	3
236	в сравнении	3	3
237	только о	1	3
238	будет ли	1	3
239	только не	2	3
240	тем самым	4	3
241	к этому	1	3
242	человека и	1	2
243	и без	3	2
244	бы видеть	1	2
245	вопрос о	4	2
246	есть нечто	4	2
247	совпадает с	1	2
248	бы ни	4	2
249	сущности своей	1	2
250	из ее	1	2
251	сам по	1	2
252	во всех	5	2
253	бы не	6	2
254	природы и	1	2
255	мы будем	2	2
256	но как	3	2
257	есть по	1	2
258	себе и	1	2
259	это или	1	2
260	не видно	5	2
261	всегда то	1	2
262	все же	6	2
263	что по	3	2
264	себе не	1	2
265	в самом	3	2
266	от чего	1	2
267	в которой	2	2
268	чем больше	1	2
269	из этих	4	2
270	законам природы	1	2
271	тоже не	1	2
272	думать что	3	2
273	ни одна	2	2
274	что даже	2	2
275	при этом	6	2
276	тем не	6	2
277	собственном смысле	1	2
278	в понятии	2	2
279	по общему	2	2
280	быть без	1	2
281	этот предмет	1	2
282	есть понятие	2	2
283	собственно говоря	1	2
284	с этой	2	2
285	но все	2	2
286	не будет	2	2
287	на все	2	2
288	лишь в	1	2
289	когда уже	2	2
290	это было	1	2
291	заключается в	3	2
292	от одного	1	2
293	истории и	1	2
294	весь мир	1	2
295	в них	3	2
296	все равно	1	2
297	показывает что	3	2
298	во внимание	3	2
299	между собою	6	2
300	должно быть	7	2
301	нисколько не	2	2
302	том как	3	2
303	в котором	1	2
304	не понимает	1	2
305	есть еще	1	2
306	не могли	2	2
307	однако в	4	2
308	для нее	2	2
309	и необходимость	2	2
310	что с	1	2
311	что есть	1	2
312	в отношении	1	2
313	не менее	6	2
314	или что	1	2
315	и другое	3	2
316	того как	6	2
317	может только	1	2
318	случае не	1	2
319	никогда не	4	2
320	и по	6	2
321	во всем	4	2
322	как не	1	2
323	не по	4	2
324	как будто	2	2
325	что на	6	2
326	и искусство	1	2
327	не могут	4	2
328	самостоятельности и	2	2
329	по характеру	1	2
330	а что	1	2
331	можно и	1	2
332	свою очередь	4	2
333	в ее	1	2
334	совершенно ясно	1	2
335	и может	2	2
336	мог бы	2	2
337	на что	2	2
338	для этого	2	2
339	это возможно	1	2
340	в разных	2	2
341	воли и	1	2
342	как идея	1	2
343	о нем	1	2
344	познания и	2	2
345	при одних	1	2
346	никак не	2	2
347	не имеем	2	2
348	это должно	1	2
349	и во	3	2
350	которые мы	5	2
351	во всей	1	2
352	и только	2	2
353	есть тоже	1	2
354	мы хотим	1	2
355	как нечто	1	2
356	что получает	1	2
357	история и	2	2
358	себя в	1	2
359	то и	7	2
360	по законам	2	2
361	из них	1	2
362	был бы	1	2
363	и их	3	2
364	никто не	3	2
365	мы находим	1	2
366	тем что	9	2
367	от того	4	2
368	не было	4	2
369	свою историю	1	2
370	что человек	5	2
371	идеи в	1	2
372	другой стороны	5	2
373	именно так	1	2
374	его как	1	2
375	понятие о	1	2
376	когда же	1	2
377	вместе с	8	2
378	как одно	1	2
379	только его	1	2
380	усилий человека	1	2
381	в человеке	10	2
382	ни от	1	2
383	что же	2	2
384	да и	1	2
385	этой точки	1	2
386	сравнении с	2	2
387	быть не	4	2
388	или другого	1	2
389	и слово	1	2
390	но для	1	2
391	не мог	3	2
392	будет иметь	1	2
393	при таком	4	2
394	прежде чем	3	2
395	не объясняет	1	2
396	чувства и	13	2
397	мы только	1	2
398	только что	2	2
399	а как	2	2
400	что этот	1	2
401	это все	1	2
402	и при	3	2
403	равно как	1	2
404	природе и	1	2
405	оно не	3	2
406	того или	1	2
407	я могу	1	2
408	в противоположность	1	2
409	точно так	11	2
410	во всяком	3	2
411	все что	2	2
412	а между	3	1
413	скажет что	1	1
414	говоря о	1	1
415	же как	1	1
416	предполагает что	1	1
417	чтобы не	2	1
418	переходит к	1	1
419	д в	1	1
420	а из	1	1
421	но тогда	2	1
422	на самом	1	1
423	он может	1	1
424	переход от	1	1
425	по моему	1	1
426	но тем	3	1
427	же будет	1	1
428	жизни мы	1	1
429	решительно все	1	1
430	предмета с	1	1
431	видеть в	2	1
432	в зависимости	1	1
433	и этот	1	1
434	его не	1	1
435	их и	2	1
436	может однако	1	1
437	как должно	1	1
438	из своих	1	1
439	имеет свою	1	1
440	оба эти	1	1
441	от друга	2	1
442	из того	2	1
443	то это	5	1
444	когда есть	1	1
445	на них	1	1
446	именно эти	1	1
447	себя до	1	1
448	направлении и	1	1
449	утверждения что	2	1
450	отдельных способностей	1	1
451	механизм и	1	1
452	того чего	1	1
453	видели что	1	1
454	легко может	1	1
455	жить и	1	1
456	не то	1	1
457	явлений и	3	1
458	и развития	2	1
459	значение и	2	1
460	к слову	1	1
461	очевидно что	3	1
462	более как	3	1
463	друг от	2	1
464	друга и	1	1
465	явления что	1	1
466	в одной	1	1
467	по которому	1	1
468	стороны и	2	1
469	что законы	1	1
470	помнить что	3	1
471	от нашего	1	1
472	в полном	2	1
473	было только	2	1
474	один ее	1	1
475	удовольствия и	4	1
476	этой цели	2	1
477	и стремления	4	1
478	не можем	2	1
479	такая связь	1	1
480	зависит и	1	1
481	с какой	1	1
482	быть выражена	1	1
483	сказать о	1	1
484	в нашем	1	1
485	из души	2	1
486	самое это	1	1
487	что так	1	1
488	есть как	2	1
489	что логически	1	1
490	ничего и	1	1
491	роль в	1	1
492	лица и	2	1
493	что отношения	2	1
494	в образы	1	1
495	если он	1	1
496	может уже	1	1
497	вытекающее из	1	1
498	все ее	2	1
499	мы совершенно	1	1
500	как он	1	1
501	нам и	2	1
502	она еще	1	1
503	человек не	1	1
504	он не	3	1
505	чувственный образ	1	1
506	и совершенно	1	1
507	только такой	1	1
508	и более	2	1
509	что одно	2	1
510	что каждая	1	1
511	что называется	1	1
512	его от	1	1
513	но дело	2	1
514	себя самой	1	1
515	в нее	1	1
516	чтобы дать	1	1
517	одно и	1	1
518	другое в	1	1
519	как оно	1	1
520	а вместе	3	1
521	же не	1	1
522	связанные с	1	1
523	сознание и	1	1
524	ничего выше	1	1
525	о направлении	2	1
526	а его	3	1
527	его в	1	1
528	входит в	1	1
529	не предполагает	1	1
530	с другими	1	1
531	физический или	1	1
532	еще одно	1	1
533	только одно	1	1
534	может еще	1	1
535	само собою	2	1
536	о которых	2	1
537	бы было	2	1
538	одна и	1	1
539	переходим к	2	1
540	есть явление	2	1
541	мы видели	4	1
542	невозможно потому	1	1
543	искать не	1	1
544	воплощение то	1	1
545	ведет к	1	1
546	можно считать	1	1
547	воля и	1	1
548	одного и	2	1
549	о чувстве	1	1
550	именно он	1	1
551	что такая	2	1
552	мысль и	1	1
553	соприкосновение с	1	1
554	не зависит	1	1
555	нас самих	1	1
556	он должен	2	1
557	себе а	1	1
558	в которых	1	1
559	понятно что	1	1
560	сознаем что	1	1
561	его действия	1	1
562	но жизнь	1	1
563	есть организм	1	1
564	бы мы	1	1
565	такую же	1	1
566	но он	2	1
567	друг другу	3	1
568	действительно есть	1	1
569	бывают разные	1	1
570	их в	1	1
571	что сам	3	1
572	общего и	1	1
573	том же	2	1
574	жизни а	1	1
575	же может	1	1
576	и формах	1	1
577	это падение	1	1
578	даже в	1	1
579	она по	1	1
580	без него	2	1
581	говорит если	1	1
582	о значении	1	1
583	виду что	1	1
584	она могла	1	1
585	то чего	2	1
586	фоном но	1	1
587	ее с	2	1
588	душе и	2	1
589	на логическую	1	1
590	это нисколько	1	1
591	всех языках	1	1
592	слова но	2	1
593	на самый	1	1
594	следовательно и	2	1
595	наука и	1	1
596	и всегда	2	1
597	самой жизни	1	1
598	именно с	1	1
599	в соприкосновение	1	1
600	и весь	1	1
601	если понятие	1	1
602	или как	1	1
603	природы в	2	1
604	это так	1	1
605	и чувства	1	1
606	и теперь	1	1
607	связи с	3	1
608	должны иметь	2	1
609	доказать что	1	1
610	в некотором	2	1
611	что нельзя	1	1
612	ясно как	1	1
613	понятие как	1	1
614	а в	5	1
615	а во-вторых	1	1
616	и независимости	1	1
617	деятельности и	5	1
618	и оригинальность	1	1
619	с и	3	1
620	значение только	1	1
621	в духе	1	1
622	когда мы	2	1
623	и вполне	1	1
624	всякой науки	1	1
625	зависимости от	1	1
626	жизнью и	1	1
627	он видит	1	1
628	в нас	7	1
629	странным что	1	1
630	во влиянии	2	1
631	из всего	1	1
632	как мы	2	1
633	этой антиномии	1	1
634	всего этого	1	1
635	только при	2	1
636	в голову	1	1
637	которая хотя	1	1
638	и логически	1	1
639	что само	1	1
640	только то	2	1
641	такой взгляд	1	1
642	законы же	1	1
643	на том	1	1
644	его самого	2	1
645	переход к	1	1
646	можно было	1	1
647	те же	1	1
648	больше в	1	1
649	было в	1	1
650	и которые	2	1
651	как между	1	1
652	чувственного образа	1	1
653	мы в	2	1
654	такое сравнение	1	1
655	быть может	1	1
656	о котором	3	1
657	но такая	2	1
658	образом в	1	1
659	и историческое	1	1
660	и должно	2	1
661	на их	1	1
662	мы могли	1	1
663	с одной	3	1
664	необходим для	1	1
665	были бы	3	1
666	после того	1	1
667	все его	1	1
668	время не	1	1
669	то тем	1	1
670	тела не	2	1
671	должно было	1	1
672	к нему	1	1
673	не могло	3	1
674	от них	1	1
675	судить о	3	1
676	во втором	5	1
677	когда оно	1	1
678	в языке	33	1
679	и вероятно	1	1
680	есть действительно	1	1
681	в другой	3	1
682	вслед за	1	1
683	все в	2	1
684	организме а	1	1
685	или если	1	1
686	не будучи	1	1
687	что бы	2	1
688	этих последних	3	1
689	отлично от	1	1
690	воплощение идеи	1	1
691	который бы	1	1
692	без тела	1	1
693	не зная	2	1
694	это приводит	1	1
695	будем помнить	2	1
696	эти последние	1	1
697	но так	1	1
698	одного из	2	1
699	но с	2	1
700	силы все	1	1
701	большею частью	1	1
702	мы действительно	1	1
703	этот вопрос	2	1
704	пришел к	1	1
705	будет хотя	1	1
706	бы из	1	1
707	будто бы	1	1
708	с другим	3	1
709	и основные	1	1
710	которое мы	2	1
711	и внутри	1	1
712	и такое	1	1
713	превосходит прочих	1	1
714	сознания ни	1	1
715	их не	1	1
716	принадлежит именно	1	1
717	создание и	1	1
718	без этого	1	1
719	и тела	1	1
720	есть чисто	1	1
721	внимание что	2	1
722	с нею	4	1
723	понятие которое	2	1
724	мы принуждены	2	1
725	уже в	1	1
726	и насколько	1	1
727	на такой	1	1
728	положение что	1	1
729	и всякая	1	1
730	существования и	1	1
731	не произошло	1	1
732	как кажется	3	1
733	другу как	1	1
734	в понятие	1	1
735	слова не	2	1
736	в душе	11	1
737	и других	4	1
738	за ним	2	1
739	предмет и	1	1
740	одно из	3	1
741	не так	3	1
742	наука о	1	1
743	прибавить что	1	1
744	чтобы она	1	1
745	единство как	1	1
746	не для	1	1
747	человек так	1	1
748	от тех	1	1
749	с этими	1	1
750	ее не	1	1
751	как его	1	1
752	и никакой	1	1
753	этой системы	1	1
754	совершенно ясным	1	1
755	которые могут	1	1
756	человек как	1	1
757	поэтому и	1	1
758	должны сказать	1	1
759	заметить что	2	1
760	не из	3	1
761	же невозможно	1	1
762	и вместе	2	1
763	именно как	1	1
764	не были	2	1
765	и постепенно	1	1
766	с другой	7	1
767	которые именно	1	1
768	растительный или	1	1
769	что природа	2	1
770	дело в	2	1
771	может совершиться	1	1
772	мы верим	1	1
773	такое же	1	1
774	души и	5	1
775	по всей	1	1
776	к ее	1	1
777	уже известно	1	1
778	исторического развития	1	1
779	на ней	1	1
780	но есть	1	1
781	только к	1	1
782	что для	3	1
783	только по	2	1
784	превращается в	1	1
785	не сама	1	1
786	на этот	2	1
787	или другими	1	1
788	выше и	1	1
789	как невозможно	1	1
790	он вполне	1	1
791	силы не	1	1
792	и оно	1	1
793	то она	2	1
794	в связи	1	1
795	я хочу	1	1
796	но оно	3	1
797	человек в	1	1
798	историю и	1	1
799	можно будет	1	1
800	ко всем	2	1
801	их к	2	1
802	чем то	1	1
803	видит в	1	1
804	который мы	1	1
805	значит не	1	1
806	быть если	1	1
807	этой последней	1	1
808	логически невозможно	1	1
809	себя то	1	1
810	быть только	5	1
811	в обратном	1	1
812	ней не	1	1
813	как нельзя	1	1
814	в состоянии	3	1
815	течение веков	1	1
816	он от	1	1
817	несколько слов	1	1
818	свои частные	1	1
819	смысле есть	2	1
820	одну общую	1	1
821	своей жизни	1	1
822	бы прямо	1	1
823	истории но	1	1
824	при всем	1	1
825	совершенно верно	1	1
826	и воля	4	1
827	не имея	1	1
828	основанная на	1	1
829	потому не	1	1
830	и от	3	1
831	она может	3	1
832	в известном	1	1
833	не самого	2	1
834	но об	1	1
835	ее и	1	1
836	его стороны	2	1
837	из себя	5	1
838	и опять	1	1
839	не более	4	1
840	вовсе нет	1	1
841	стороны в	1	1
842	все они	2	1
843	себе или	2	1
844	есть уже	3	1
845	хотя в	3	1
846	могли быть	1	1
847	давно уже	1	1
848	даже при	1	1
849	находятся в	3	1
850	вопрос как	1	1
851	не внося	1	1
852	существует как	1	1
853	но разве	1	1
854	с необходимостью	1	1
855	он находит	1	1
856	но можно	1	1
857	что понятие	3	1
858	из этого	2	1
859	же природы	1	1
860	есть наука	4	1
861	явления в	1	1
862	жить как	1	1
863	или животный	1	1
864	всем этом	1	1
865	сущности в	1	1
866	как на	3	1
867	в своих	4	1
868	бы были	2	1
