N	2gram	Propp_Isto_7	VLabPisa
337	на его	2	1
338	это представление	2	1
339	уже не	2	1
340	его от	1	1
341	этим самым	1	1
342	же ночь	1	1
343	в несколько	1	1
344	спать в	1	1
345	входит в	1	1
346	на протяжении	1	1
347	при которой	1	1
348	это одна	1	1
349	приходит в	1	1
350	чаще всего	3	1
351	в новое	1	1
352	кажется что	3	1
353	в ином	12	1
354	к области	1	1
355	ни одной	1	1
356	д что	1	1
357	таинственности и	1	1
358	этого не	2	1
359	с этой	6	1
360	как видно	1	1
361	которой он	3	1
362	здесь можно	2	1
363	на этот	2	1
364	природой в	1	1
365	обратимся к	1	1
366	их на	2	1
367	речь может	2	1
368	представление что	1	1
369	в этих	13	1
370	или вообще	1	1
371	взгляд на	1	1
372	материалы показывают	3	1
373	его мнению	1	1
374	знает и	1	1
375	вот к	1	1
376	этому же	1	1
377	идти только	2	1
378	и той	1	1
379	образом и	1	1
380	но он	2	1
381	друг другу	1	1
382	что этот	2	1
383	задачи и	3	1
384	не представляют	1	1
385	того момента	1	1
386	вплоть до	2	1
387	в таких	2	1
388	а иногда	1	1
389	как можно	1	1
390	что эта	1	1
391	еще до	1	1
392	дело не	5	1
393	того как	3	1
394	из дальнейшего	1	1
395	что их	1	1
396	время как	2	1
397	и пытается	1	1
398	указывалось что	1	1
399	мышления и	1	1
400	не имеет	4	1
401	в три	1	1
402	к ней	2	1
403	видим что	3	1
404	от него	3	1
405	друг друга	2	1
406	как не	1	1
407	с достаточной	1	1
408	что самые	1	1
409	как будто	1	1
410	в основе	2	1
411	они показывают	1	1
412	становится понятным	1	1
413	нет даже	1	1
414	один раз	1	1
415	он склонен	1	1
416	лежит в	2	1
417	однако все	1	1
418	и это	2	1
419	и поэтому	1	1
420	и которая	1	1
421	можно и	1	1
422	два вида	1	1
423	но по	2	1
424	однако дело	2	1
425	связи со	2	1
426	же не	1	1
427	данном случае	3	1
428	то время	2	1
429	вопрос что	1	1
430	в дальнейшем	3	1
431	причем в	2	1
432	его самого	1	1
433	и сам	1	1
434	что у	4	1
435	нельзя не	1	1
436	всегда уже	1	1
437	действительности он	1	1
438	по тому	1	1
439	за этими	1	1
440	для этого	1	1
441	по мере	1	1
442	с ним	5	1
443	связанная с	1	1
444	на море	1	1
445	а по	1	1
446	на него	2	1
447	это происходит	3	1
448	и та	1	1
449	и что	10	1
450	и многообразие	1	1
451	после того	4	1
452	с того	4	1
453	для нас	6	1
454	а также	1	1
455	с целью	2	1
456	д но	1	1
457	знает что	1	1
458	помощи которых	1	1
459	нас особенно	1	1
460	доходит до	2	1
461	он например	1	1
462	и во	1	1
463	примеры показывают	1	1
464	существу в	1	1
465	в форме	2	1
466	и тех	1	1
467	в ту	1	1
468	в свете	3	1
469	если это	2	1
470	о своих	1	1
471	в него	1	1
472	дело так	1	1
473	согласиться с	2	1
474	но этим	1	1
475	в какой	1	1
476	по наблюдениям	1	1
477	эту задачу	3	1
478	к их	1	1
479	и элементы	1	1
480	очень много	2	1
481	и кончая	1	1
482	который в	1	1
483	самые разнообразные	1	1
484	во времени	1	1
485	в большом	1	1
486	конечно не	2	1
487	только на	2	1
488	вторую категорию	1	1
489	в виде	1	1
490	в начале	1	1
491	наличие его	1	1
492	этому вопросу	1	1
493	не дает	1	1
494	или даже	2	1
495	это способность	1	1
496	ту или	1	1
497	и значения	1	1
498	характерно что	2	1
499	это обстоятельство	2	1
500	себе в	1	1
501	и из	1	1
502	ни в	2	1
503	со вторым	1	1
504	представлений о	1	1
505	не для	1	1
506	в состоянии	4	1
507	отношение к	5	1
508	на четыре	1	1
509	но что	1	1
510	не случайно	3	1
511	картину что	1	1
512	тем что	6	1
513	не обязательна	1	1
514	смысла и	1	1
515	это положение	2	1
516	только у	1	1
517	связаны с	2	1
518	а именно	6	1
519	что тот	2	1
520	бытия в	1	1
521	связано с	3	1
522	быть названо	1	1
523	них и	1	1
524	в любой	1	1
525	и самый	1	1
526	ниже но	1	1
527	задач и	2	1
528	борьбу и	1	1
529	со своими	1	1
530	игры на	1	1
531	обычно не	1	1
532	что из	2	1
533	одна черта	1	1
534	если не	4	1
535	очень часто	1	1
536	долго и	2	1
537	ответить на	1	1
538	сказки о	1	1
539	из форм	1	1
540	теперь к	1	1
541	как в	12	1
542	в данном	4	1
543	а если	2	1
544	образное выражение	1	1
545	к настоящему	1	1
546	образом на	1	1
547	имеем дело	1	1
548	это значит	2	1
549	для толкования	1	1
550	может идти	2	1
551	должно быть	1	1
552	этого факта	1	1
553	войну и	1	1
554	совершенно очевидно	2	1
555	но это	3	1
556	мы видим	10	1
557	и ему	1	1
558	к пониманию	1	1
559	происходит в	3	1
560	ему различные	1	1
561	это как	2	1
562	человека это	1	1
563	встречается не	2	1
564	не представляет	1	1
565	как общую	1	1
566	ее и	1	1
567	у некоторых	2	1
568	и все	6	1
569	уже есть	1	1
570	еще более	1	1
571	и смысл	1	1
572	находится в	1	1
573	от всего	1	1
574	потому что	9	1
575	увидим ниже	1	1
576	и наоборот	1	1
577	или не	1	1
578	одного лица	1	1
579	утверждал что	1	1
580	но вот	2	1
581	е в	2	1
582	бы с	1	1
583	дело с	1	1
584	это в	1	1
585	от всех	2	1
586	не один	1	1
587	религии и	1	1
588	начале этой	1	1
589	есть и	4	1
590	в заключение	1	1
591	показывают как	1	1
592	к этой	1	1
593	в поиски	1	1
594	и другие	9	1
595	часто встречается	1	1
596	можно назвать	1	1
597	в таком	1	1
598	или наоборот	1	1
